municipality,group,variable,month,Viviendas positivas,TOTAL
QUIRUSILLAS,chagas,viviendas  positivas,2008-08-01,2,2
RAVELO,chagas,viviendas  positivas,2008-08-01,8,8
SAIPINA,chagas,viviendas  positivas,2008-08-01,2,2
SAMAIPATA,chagas,viviendas  positivas,2008-08-01,1,1
SAN BENITO,chagas,viviendas  positivas,2008-08-01,3,3
SAN JULIAN,chagas,viviendas  positivas,2008-08-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-08-01,7,7
SAN LUCAS,chagas,viviendas  positivas,2008-08-01,16,16
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-08-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2008-08-01,31,31
SICAYA,chagas,viviendas  positivas,2008-08-01,11,11
SIPE SIPE,chagas,viviendas  positivas,2008-08-01,23,23
TACOPAYA,chagas,viviendas  positivas,2008-08-01,3,3
TAPACARI,chagas,viviendas  positivas,2008-08-01,2,2
TARIJA,chagas,viviendas  positivas,2008-08-01,1,1
TIQUIPAYA,chagas,viviendas  positivas,2008-08-01,6,6
TOMINA,chagas,viviendas  positivas,2008-08-01,1,1
TOTORA(CBBA),chagas,viviendas  positivas,2008-08-01,5,5
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-08-01,1,1
VILA VILA,chagas,viviendas  positivas,2008-08-01,14,14
VILLA MONTES,chagas,viviendas  positivas,2008-08-01,12,12
VILLA RIVERO,chagas,viviendas  positivas,2008-08-01,4,4
VILLAZON,chagas,viviendas  positivas,2008-08-01,1,1
YACUIBA,chagas,viviendas  positivas,2008-08-01,40,40
AIQUILE,chagas,viviendas  positivas,2008-09-01,13,13
ALALAY,chagas,viviendas  positivas,2008-09-01,6,6
ANZALDO,chagas,viviendas  positivas,2008-09-01,10,10
ARANI,chagas,viviendas  positivas,2008-09-01,4,4
ARBIETO,chagas,viviendas  positivas,2008-09-01,3,3
AZURDUY,chagas,viviendas  positivas,2008-09-01,114,114
BETANZOS,chagas,viviendas  positivas,2008-09-01,19,19
CABEZAS,chagas,viviendas  positivas,2008-09-01,67,67
"CAIZA ""D""",chagas,viviendas  positivas,2008-09-01,2,2
CAJUATA,chagas,viviendas  positivas,2008-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-09-01,4,4
CLIZA,chagas,viviendas  positivas,2008-09-01,2,2
COCHABAMBA,chagas,viviendas  positivas,2008-09-01,52,52
COLCAPIRHUA,chagas,viviendas  positivas,2008-09-01,3,3
COLQUECHACA,chagas,viviendas  positivas,2008-09-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2008-09-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2008-09-01,8,8
EL TORNO,chagas,viviendas  positivas,2008-09-01,5,5
EL VILLAR,chagas,viviendas  positivas,2008-09-01,4,4
GUTIERREZ,chagas,viviendas  positivas,2008-09-01,22,22
HUACARETA,chagas,viviendas  positivas,2008-09-01,4,4
ICLA,chagas,viviendas  positivas,2008-09-01,14,14
INCAHUASI,chagas,viviendas  positivas,2008-09-01,14,14
LURIBAY,chagas,viviendas  positivas,2008-09-01,3,3
MAIRANA,chagas,viviendas  positivas,2008-09-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-09-01,68,68
MOJOCOYA,chagas,viviendas  positivas,2008-09-01,32,32
MONTEAGUDO,chagas,viviendas  positivas,2008-09-01,15,15
OKINAWA,chagas,viviendas  positivas,2008-09-01,2,2
PADILLA,chagas,viviendas  positivas,2008-09-01,11,11
PASORAPA,chagas,viviendas  positivas,2008-09-01,4,4
POCOATA,chagas,viviendas  positivas,2008-09-01,15,15
POJO (CBBA),chagas,viviendas  positivas,2008-09-01,3,3
POROMA,chagas,viviendas  positivas,2008-09-01,35,35
PORONGO,chagas,viviendas  positivas,2008-09-01,1,1
POSTRER VALLE,chagas,viviendas  positivas,2008-09-01,1,1
PUCARA,chagas,viviendas  positivas,2008-09-01,6,6
PUNA,chagas,viviendas  positivas,2008-09-01,140,140
QUILLACOLLO,chagas,viviendas  positivas,2008-09-01,2,2
QUIRUSILLAS,chagas,viviendas  positivas,2008-09-01,2,2
RAVELO,chagas,viviendas  positivas,2008-09-01,10,10
SACABA,chagas,viviendas  positivas,2008-09-01,12,12
SAN BENITO,chagas,viviendas  positivas,2008-09-01,10,10
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-09-01,21,21
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-09-01,52,52
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-09-01,0,0
SAPAHAQUI,chagas,viviendas  positivas,2008-09-01,2,2
SICAYA,chagas,viviendas  positivas,2008-09-01,10,10
TAPACARI,chagas,viviendas  positivas,2008-09-01,4,4
TARABUCO,chagas,viviendas  positivas,2008-09-01,121,121
TARVITA,chagas,viviendas  positivas,2008-09-01,326,326
TIQUIPAYA,chagas,viviendas  positivas,2008-09-01,2,2
TOLATA,chagas,viviendas  positivas,2008-09-01,2,2
TORO TORO,chagas,viviendas  positivas,2008-09-01,6,6
TOTORA(CBBA),chagas,viviendas  positivas,2008-09-01,26,26
TUPIZA,chagas,viviendas  positivas,2008-09-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-09-01,2,2
VALLEGRANDE,chagas,viviendas  positivas,2008-09-01,2,2
VILLA MONTES,chagas,viviendas  positivas,2008-09-01,12,12
VILLA RIVERO,chagas,viviendas  positivas,2008-09-01,1,1
VILLAZON,chagas,viviendas  positivas,2008-09-01,1,1
AIQUILE,chagas,viviendas  positivas,2008-10-01,59,59
ALALAY,chagas,viviendas  positivas,2008-10-01,2,2
ALCALA,chagas,viviendas  positivas,2008-10-01,64,64
ANZALDO,chagas,viviendas  positivas,2008-10-01,15,15
ARBIETO,chagas,viviendas  positivas,2008-10-01,4,4
CABEZAS,chagas,viviendas  positivas,2008-10-01,9,9
CAPINOTA,chagas,viviendas  positivas,2008-10-01,24,24
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2008-10-01,8,8
CLIZA,chagas,viviendas  positivas,2008-10-01,8,8
COCHABAMBA,chagas,viviendas  positivas,2008-10-01,45,45
COLCAPIRHUA,chagas,viviendas  positivas,2008-10-01,2,2
COTAGAITA,chagas,viviendas  positivas,2008-10-01,20,20
EL TORNO,chagas,viviendas  positivas,2008-10-01,22,22
GUTIERREZ,chagas,viviendas  positivas,2008-10-01,48,48
ICLA,chagas,viviendas  positivas,2008-10-01,17,17
MAIRANA,chagas,viviendas  positivas,2008-10-01,2,2
MIZQUE,chagas,viviendas  positivas,2008-10-01,94,94
PADCAYA,chagas,viviendas  positivas,2008-10-01,2,2
PADILLA,chagas,viviendas  positivas,2008-10-01,8,8
PASORAPA,chagas,viviendas  positivas,2008-10-01,6,6
POCOATA,chagas,viviendas  positivas,2008-10-01,12,12
POCONA,chagas,viviendas  positivas,2008-10-01,1,1
POJO (CBBA),chagas,viviendas  positivas,2008-10-01,10,10
PUCARA,chagas,viviendas  positivas,2008-10-01,2,2
PUNA,chagas,viviendas  positivas,2008-10-01,4,4
PUNATA,chagas,viviendas  positivas,2008-10-01,5,5
RAVELO,chagas,viviendas  positivas,2008-10-01,2,2
SACABA,chagas,viviendas  positivas,2008-10-01,14,14
SAIPINA,chagas,viviendas  positivas,2008-10-01,1,1
SAN BENITO,chagas,viviendas  positivas,2008-10-01,2,2
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-10-01,4,4
SAN LUCAS,chagas,viviendas  positivas,2008-10-01,2,2
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2008-10-01,27,27
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2008-10-01,0,0
SAPAHAQUI,chagas,viviendas  positivas,2008-10-01,2,2
SIPE SIPE,chagas,viviendas  positivas,2008-10-01,28,28
SUCRE,chagas,viviendas  positivas,2008-10-01,27,27
TACACHI,chagas,viviendas  positivas,2008-10-01,2,2
TAPACARI,chagas,viviendas  positivas,2008-10-01,4,4
TOCO,chagas,viviendas  positivas,2008-10-01,2,2
TOTORA(CBBA),chagas,viviendas  positivas,2008-10-01,14,14
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-10-01,8,8
VILA VILA,chagas,viviendas  positivas,2008-10-01,5,5
VILLA RIVERO,chagas,viviendas  positivas,2008-10-01,1,1
VITICHI,chagas,viviendas  positivas,2008-10-01,1,1
YACUIBA,chagas,viviendas  positivas,2008-10-01,100,100
AIQUILE,chagas,viviendas  positivas,2008-11-01,413,413
ALALAY,chagas,viviendas  positivas,2008-11-01,6,6
ANZALDO,chagas,viviendas  positivas,2008-11-01,13,13
ARBIETO,chagas,viviendas  positivas,2008-11-01,13,13
BETANZOS,chagas,viviendas  positivas,2008-11-01,2,2
CABEZAS,chagas,viviendas  positivas,2008-11-01,9,9
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-11-01,3,3
CAPINOTA,chagas,viviendas  positivas,2008-11-01,3,3
CLIZA,chagas,viviendas  positivas,2008-11-01,8,8
COCHABAMBA,chagas,viviendas  positivas,2008-11-01,53,53
COLCAPIRHUA,chagas,viviendas  positivas,2008-11-01,5,5
COLQUECHACA,chagas,viviendas  positivas,2008-11-01,5,5
COMARAPA,chagas,viviendas  positivas,2008-11-01,2,2
COROICO,chagas,viviendas  positivas,2008-11-01,1,1
COTAGAITA,chagas,viviendas  positivas,2008-11-01,12,12
EL TORNO,chagas,viviendas  positivas,2008-11-01,28,28
GUTIERREZ,chagas,viviendas  positivas,2008-11-01,12,12
ICLA,chagas,viviendas  positivas,2008-11-01,28,28
LICOMA PAMPA,chagas,viviendas  positivas,2008-11-01,12,12
MAIRANA,chagas,viviendas  positivas,2008-11-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-11-01,5,5
MORO MORO,chagas,viviendas  positivas,2008-11-01,3,3
OMEREQUE,chagas,viviendas  positivas,2008-11-01,1,1
PADCAYA,chagas,viviendas  positivas,2008-11-01,2,2
PAILON,chagas,viviendas  positivas,2008-11-01,20,20
POCOATA,chagas,viviendas  positivas,2008-11-01,11,11
POJO (CBBA),chagas,viviendas  positivas,2008-11-01,14,14
PORONGO,chagas,viviendas  positivas,2008-11-01,1,1
PRESTO,chagas,viviendas  positivas,2008-11-01,2,2
PUCARA,chagas,viviendas  positivas,2008-11-01,1,1
PUNA,chagas,viviendas  positivas,2008-11-01,1,1
PUNATA,chagas,viviendas  positivas,2008-11-01,52,52
QUIRUSILLAS,chagas,viviendas  positivas,2008-11-01,3,3
RAVELO,chagas,viviendas  positivas,2008-11-01,3,3
SACABA,chagas,viviendas  positivas,2008-11-01,9,9
SAMAIPATA,chagas,viviendas  positivas,2008-11-01,1,1
SAN BENITO,chagas,viviendas  positivas,2008-11-01,5,5
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-11-01,11,11
SICAYA,chagas,viviendas  positivas,2008-11-01,10,10
SIPE SIPE,chagas,viviendas  positivas,2008-11-01,41,41
TACOPAYA,chagas,viviendas  positivas,2008-11-01,1,1
TAPACARI,chagas,viviendas  positivas,2008-11-01,2,2
TIQUIPAYA,chagas,viviendas  positivas,2008-11-01,2,2
TOCO,chagas,viviendas  positivas,2008-11-01,2,2
TORO TORO,chagas,viviendas  positivas,2008-11-01,1,1
TOTORA(CBBA),chagas,viviendas  positivas,2008-11-01,2,2
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-11-01,2,2
VALLEGRANDE,chagas,viviendas  positivas,2008-11-01,9,9
VILLA RIVERO,chagas,viviendas  positivas,2008-11-01,2,2
VINTO,chagas,viviendas  positivas,2008-11-01,1,1
YUNCHARA,chagas,viviendas  positivas,2008-11-01,5,5
AIQUILE,chagas,viviendas  positivas,2008-12-01,70,70
ALALAY,chagas,viviendas  positivas,2008-12-01,2,2
ANZALDO,chagas,viviendas  positivas,2008-12-01,2,2
ARANI,chagas,viviendas  positivas,2008-12-01,3,3
BETANZOS,chagas,viviendas  positivas,2008-12-01,14,14
CABEZAS,chagas,viviendas  positivas,2008-12-01,23,23
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2008-12-01,2,2
CAPINOTA,chagas,viviendas  positivas,2008-12-01,24,24
CHARAGUA,chagas,viviendas  positivas,2008-12-01,1,1
COCHABAMBA,chagas,viviendas  positivas,2008-12-01,20,20
COLCAPIRHUA,chagas,viviendas  positivas,2008-12-01,11,11
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2008-12-01,2,2
LA GUARDIA,chagas,viviendas  positivas,2008-12-01,2,2
MAIRANA,chagas,viviendas  positivas,2008-12-01,1,1
MIZQUE,chagas,viviendas  positivas,2008-12-01,6,6
PASORAPA,chagas,viviendas  positivas,2008-12-01,1,1
POCONA,chagas,viviendas  positivas,2008-12-01,1,1
POJO (CBBA),chagas,viviendas  positivas,2008-12-01,13,13
PUNA,chagas,viviendas  positivas,2008-12-01,1,1
SACABA,chagas,viviendas  positivas,2008-12-01,6,6
SAIPINA,chagas,viviendas  positivas,2008-12-01,2,2
SAN BENITO,chagas,viviendas  positivas,2008-12-01,5,5
SAN LORENZO(TJA),chagas,viviendas  positivas,2008-12-01,4,4
SICAYA,chagas,viviendas  positivas,2008-12-01,4,4
SIPE SIPE,chagas,viviendas  positivas,2008-12-01,16,16
TACACOMA,chagas,viviendas  positivas,2008-12-01,17,17
TACOPAYA,chagas,viviendas  positivas,2008-12-01,1,1
TAPACARI,chagas,viviendas  positivas,2008-12-01,15,15
TARATA,chagas,viviendas  positivas,2008-12-01,1,1
TIQUIPAYA,chagas,viviendas  positivas,2008-12-01,3,3
TORO TORO,chagas,viviendas  positivas,2008-12-01,2,2
TOTORA(CBBA),chagas,viviendas  positivas,2008-12-01,9,9
TUPIZA,chagas,viviendas  positivas,2008-12-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2008-12-01,1,1
VILA VILA,chagas,viviendas  positivas,2008-12-01,28,28
VILLA RIVERO,chagas,viviendas  positivas,2008-12-01,2,2
YOTALA,chagas,viviendas  positivas,2008-12-01,9,9
