municipality,group,variable,month,Ingresos espontáneos,TOTAL
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2006-07-01,53,53
AZURDUY,internaciones,ingresos espontaneos,2006-07-01,12,12
BATALLAS,internaciones,ingresos espontaneos,2006-07-01,15,15
BAURES,internaciones,ingresos espontaneos,2006-07-01,25,25
BERMEJO,internaciones,ingresos espontaneos,2006-07-01,221,221
BETANZOS,internaciones,ingresos espontaneos,2006-07-01,38,38
BOLIVAR,internaciones,ingresos espontaneos,2006-07-01,4,4
BOYUIBE,internaciones,ingresos espontaneos,2006-07-01,18,18
BUENA VISTA,internaciones,ingresos espontaneos,2006-07-01,18,18
CABEZAS,internaciones,ingresos espontaneos,2006-07-01,30,30
CAIROMA,internaciones,ingresos espontaneos,2006-07-01,7,7
CAJUATA,internaciones,ingresos espontaneos,2006-07-01,7,7
CALACOTO,internaciones,ingresos espontaneos,2006-07-01,5,5
CALAMARCA,internaciones,ingresos espontaneos,2006-07-01,10,10
CAMARGO,internaciones,ingresos espontaneos,2006-07-01,158,158
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2006-07-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2006-07-01,466,466
CAPINOTA,internaciones,ingresos espontaneos,2006-07-01,47,47
CAQUIAVIRI,internaciones,ingresos espontaneos,2006-07-01,3,3
CARACOLLO,internaciones,ingresos espontaneos,2006-07-01,27,27
CARANAVI,internaciones,ingresos espontaneos,2006-07-01,177,177
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2006-07-01,14,14
CHACARILLA,internaciones,ingresos espontaneos,2006-07-01,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2006-07-01,64,64
CHAQUI,internaciones,ingresos espontaneos,2006-07-01,2,2
CHARAGUA,internaciones,ingresos espontaneos,2006-07-01,84,84
CHARAÑA,internaciones,ingresos espontaneos,2006-07-01,3,3
CHAYANTA,internaciones,ingresos espontaneos,2006-07-01,15,15
CHIMORE,internaciones,ingresos espontaneos,2006-07-01,19,19
CHIPAYA,internaciones,ingresos espontaneos,2006-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2006-07-01,82,82
CHUMA,internaciones,ingresos espontaneos,2006-07-01,5,5
CLIZA,internaciones,ingresos espontaneos,2006-07-01,23,23
COBIJA,internaciones,ingresos espontaneos,2006-07-01,338,338
COCHABAMBA,internaciones,ingresos espontaneos,2006-07-01,5836,5836
COLCAPIRHUA,internaciones,ingresos espontaneos,2006-07-01,134,134
"COLCHA ""K""",internaciones,ingresos espontaneos,2006-07-01,2,2
COLLANA,internaciones,ingresos espontaneos,2006-07-01,2,2
COLOMI,internaciones,ingresos espontaneos,2006-07-01,40,40
COLPA BELGICA,internaciones,ingresos espontaneos,2006-07-01,21,21
COLQUECHACA,internaciones,ingresos espontaneos,2006-07-01,4,4
COLQUENCHA,internaciones,ingresos espontaneos,2006-07-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2006-07-01,16,16
COMARAPA,internaciones,ingresos espontaneos,2006-07-01,89,89
CONCEPCION,internaciones,ingresos espontaneos,2006-07-01,80,80
COPACABANA,internaciones,ingresos espontaneos,2006-07-01,23,23
CORIPATA,internaciones,ingresos espontaneos,2006-07-01,22,22
CORO CORO,internaciones,ingresos espontaneos,2006-07-01,3,3
COROICO,internaciones,ingresos espontaneos,2006-07-01,65,65
CORQUE,internaciones,ingresos espontaneos,2006-07-01,2,2
COTAGAITA,internaciones,ingresos espontaneos,2006-07-01,22,22
COTOCA,internaciones,ingresos espontaneos,2006-07-01,137,137
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2006-07-01,42,42
CUEVO,internaciones,ingresos espontaneos,2006-07-01,11,11
CULPINA,internaciones,ingresos espontaneos,2006-07-01,33,33
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2006-07-01,19,19
DESAGUADERO,internaciones,ingresos espontaneos,2006-07-01,2,2
EL ALTO,internaciones,ingresos espontaneos,2006-07-01,2323,2323
EL PUENTE(STC),internaciones,ingresos espontaneos,2006-07-01,19,19
EL TORNO,internaciones,ingresos espontaneos,2006-07-01,110,110
EL VILLAR,internaciones,ingresos espontaneos,2006-07-01,22,22
ENTRE RIOS,internaciones,ingresos espontaneos,2006-07-01,27,27
ENTRE RIOS,internaciones,ingresos espontaneos,2006-07-01,28,28
EUCALIPTUS,internaciones,ingresos espontaneos,2006-07-01,6,6
EXALTACION,internaciones,ingresos espontaneos,2006-07-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2006-07-01,45,45
FILADELFIA,internaciones,ingresos espontaneos,2006-07-01,3,3
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2006-07-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2006-07-01,2,2
GUANAY,internaciones,ingresos espontaneos,2006-07-01,29,29
GUAQUI,internaciones,ingresos espontaneos,2006-07-01,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2006-07-01,569,569
GUTIERREZ,internaciones,ingresos espontaneos,2006-07-01,32,32
HUACARETA,internaciones,ingresos espontaneos,2006-07-01,21,21
HUANUNI,internaciones,ingresos espontaneos,2006-07-01,55,55
HUARACAJE,internaciones,ingresos espontaneos,2006-07-01,4,4
HUAYLLAMARCA,internaciones,ingresos espontaneos,2006-07-01,1,1
ICLA,internaciones,ingresos espontaneos,2006-07-01,3,3
INCAHUASI,internaciones,ingresos espontaneos,2006-07-01,31,31
INQUISIVI,internaciones,ingresos espontaneos,2006-07-01,9,9
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2006-07-01,22,22
IXIAMAS,internaciones,ingresos espontaneos,2006-07-01,21,21
JESUS DE MACHACA,internaciones,ingresos espontaneos,2006-07-01,2,2
LA ASUNTA,internaciones,ingresos espontaneos,2006-07-01,43,43
LA GUARDIA,internaciones,ingresos espontaneos,2006-07-01,126,126
LA PAZ,internaciones,ingresos espontaneos,2006-07-01,6142,6142
LAGUNILLAS,internaciones,ingresos espontaneos,2006-07-01,5,5
LAJA,internaciones,ingresos espontaneos,2006-07-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2006-07-01,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2006-07-01,237,237
LLICA,internaciones,ingresos espontaneos,2006-07-01,6,6
LURIBAY,internaciones,ingresos espontaneos,2006-07-01,10,10
MACHACAMARCA,internaciones,ingresos espontaneos,2006-07-01,5,5
MACHARETI,internaciones,ingresos espontaneos,2006-07-01,8,8
MAGDALENA,internaciones,ingresos espontaneos,2006-07-01,55,55
MAIRANA,internaciones,ingresos espontaneos,2006-07-01,37,37
MAPIRI,internaciones,ingresos espontaneos,2006-07-01,13,13
MECAPACA,internaciones,ingresos espontaneos,2006-07-01,6,6
MINEROS,internaciones,ingresos espontaneos,2006-07-01,5,5
MIZQUE,internaciones,ingresos espontaneos,2006-07-01,76,76
MOCOMOCO,internaciones,ingresos espontaneos,2006-07-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2006-07-01,11,11
MONTEAGUDO,internaciones,ingresos espontaneos,2006-07-01,140,140
MONTERO,internaciones,ingresos espontaneos,2006-07-01,576,576
MORO MORO,internaciones,ingresos espontaneos,2006-07-01,2,2
MOROCHATA,internaciones,ingresos espontaneos,2006-07-01,12,12
OCURI,internaciones,ingresos espontaneos,2006-07-01,18,18
OKINAWA,internaciones,ingresos espontaneos,2006-07-01,17,17
OMEREQUE,internaciones,ingresos espontaneos,2006-07-01,3,3
ORURO,internaciones,ingresos espontaneos,2006-07-01,1739,1739
PADILLA,internaciones,ingresos espontaneos,2006-07-01,80,80
PAILON,internaciones,ingresos espontaneos,2006-07-01,52,52
PALCA,internaciones,ingresos espontaneos,2006-07-01,5,5
PALOS BLANCOS,internaciones,ingresos espontaneos,2006-07-01,43,43
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2006-07-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2006-07-01,16,16
PAPEL PAMPA,internaciones,ingresos espontaneos,2006-07-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2006-07-01,4,4
PATACAMAYA,internaciones,ingresos espontaneos,2006-07-01,38,38
POCOATA,internaciones,ingresos espontaneos,2006-07-01,8,8
POCONA,internaciones,ingresos espontaneos,2006-07-01,19,19
POJO (CBBA),internaciones,ingresos espontaneos,2006-07-01,17,17
POOPO,internaciones,ingresos espontaneos,2006-07-01,7,7
PORCO,internaciones,ingresos espontaneos,2006-07-01,4,4
POROMA,internaciones,ingresos espontaneos,2006-07-01,16,16
PORONGO,internaciones,ingresos espontaneos,2006-07-01,20,20
PORTACHUELO,internaciones,ingresos espontaneos,2006-07-01,171,171
PORVENIR,internaciones,ingresos espontaneos,2006-07-01,10,10
POSTRER VALLE,internaciones,ingresos espontaneos,2006-07-01,5,5
POTOSI,internaciones,ingresos espontaneos,2006-07-01,1708,1708
PRESTO,internaciones,ingresos espontaneos,2006-07-01,2,2
PUCARANI,internaciones,ingresos espontaneos,2006-07-01,5,5
PUERTO ACOSTA,internaciones,ingresos espontaneos,2006-07-01,77,77
PUERTO CARABUCO,internaciones,ingresos espontaneos,2006-07-01,4,4
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2006-07-01,12,12
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2006-07-01,61,61
PUERTO RICO,internaciones,ingresos espontaneos,2006-07-01,10,10
PUERTO SUAREZ,internaciones,ingresos espontaneos,2006-07-01,100,100
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2006-07-01,198,198
PUNA,internaciones,ingresos espontaneos,2006-07-01,25,25
PUNATA,internaciones,ingresos espontaneos,2006-07-01,187,187
QUILLACOLLO,internaciones,ingresos espontaneos,2006-07-01,295,295
QUIME,internaciones,ingresos espontaneos,2006-07-01,10,10
QUIRUSILLAS,internaciones,ingresos espontaneos,2006-07-01,3,3
RAVELO,internaciones,ingresos espontaneos,2006-07-01,6,6
REYES,internaciones,ingresos espontaneos,2006-07-01,40,40
RIBERALTA,internaciones,ingresos espontaneos,2006-07-01,669,669
ROBORE,internaciones,ingresos espontaneos,2006-07-01,100,100
RURRENABAQUE,internaciones,ingresos espontaneos,2006-07-01,75,75
SABAYA,internaciones,ingresos espontaneos,2006-07-01,2,2
SACABA,internaciones,ingresos espontaneos,2006-07-01,424,424
SACABAMBA,internaciones,ingresos espontaneos,2006-07-01,7,7
SACACA,internaciones,ingresos espontaneos,2006-07-01,12,12
SAIPINA,internaciones,ingresos espontaneos,2006-07-01,5,5
SAMAIPATA,internaciones,ingresos espontaneos,2006-07-01,22,22
SAN AGUSTIN,internaciones,ingresos espontaneos,2006-07-01,2,2
SAN ANDRES,internaciones,ingresos espontaneos,2006-07-01,7,7
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2006-07-01,30,30
SAN BENITO,internaciones,ingresos espontaneos,2006-07-01,14,14
SAN BORJA,internaciones,ingresos espontaneos,2006-07-01,155,155
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2006-07-01,26,26
SAN CARLOS,internaciones,ingresos espontaneos,2006-07-01,116,116
SAN IGNACIO,internaciones,ingresos espontaneos,2006-07-01,92,92
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2006-07-01,386,386
SAN JAVIER(STC),internaciones,ingresos espontaneos,2006-07-01,55,55
SAN JOAQUIN,internaciones,ingresos espontaneos,2006-07-01,45,45
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2006-07-01,102,102
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2006-07-01,99,99
SAN JULIAN,internaciones,ingresos espontaneos,2006-07-01,76,76
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2006-07-01,14,14
SAN LUCAS,internaciones,ingresos espontaneos,2006-07-01,53,53
SAN MATIAS,internaciones,ingresos espontaneos,2006-07-01,37,37
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2006-07-01,94,94
SAN PEDRO,internaciones,ingresos espontaneos,2006-07-01,21,21
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2006-07-01,9,9
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2006-07-01,3,3
SAN RAFAEL,internaciones,ingresos espontaneos,2006-07-01,28,28
SAN RAMON,internaciones,ingresos espontaneos,2006-07-01,54,54
SAN RAMON,internaciones,ingresos espontaneos,2006-07-01,32,32
SANTA ANA,internaciones,ingresos espontaneos,2006-07-01,119,119
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2006-07-01,8160,8160
SANTA ROSA,internaciones,ingresos espontaneos,2006-07-01,54,54
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2006-07-01,63,63
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2006-07-01,2,2
SANTIVAÑES,internaciones,ingresos espontaneos,2006-07-01,5,5
SAPAHAQUI,internaciones,ingresos espontaneos,2006-07-01,1,1
SENA,internaciones,ingresos espontaneos,2006-07-01,12,12
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2006-07-01,5,5
SICAYA,internaciones,ingresos espontaneos,2006-07-01,4,4
SIPE SIPE,internaciones,ingresos espontaneos,2006-07-01,33,33
SOPACHUY,internaciones,ingresos espontaneos,2006-07-01,71,71
SORACACHI,internaciones,ingresos espontaneos,2006-07-01,2,2
SORATA,internaciones,ingresos espontaneos,2006-07-01,24,24
SUCRE,internaciones,ingresos espontaneos,2006-07-01,3054,3054
TACACOMA,internaciones,ingresos espontaneos,2006-07-01,6,6
TACOPAYA,internaciones,ingresos espontaneos,2006-07-01,4,4
TAPACARI,internaciones,ingresos espontaneos,2006-07-01,17,17
TARABUCO,internaciones,ingresos espontaneos,2006-07-01,60,60
TARACO,internaciones,ingresos espontaneos,2006-07-01,2,2
TARATA,internaciones,ingresos espontaneos,2006-07-01,10,10
TARIJA,internaciones,ingresos espontaneos,2006-07-01,970,970
TARVITA,internaciones,ingresos espontaneos,2006-07-01,44,44
TEOPONTE,internaciones,ingresos espontaneos,2006-07-01,15,15
TIAWANACU,internaciones,ingresos espontaneos,2006-07-01,12,12
TINGUIPAYA,internaciones,ingresos espontaneos,2006-07-01,2,2
TIPUANI,internaciones,ingresos espontaneos,2006-07-01,27,27
TIQUIPAYA,internaciones,ingresos espontaneos,2006-07-01,95,95
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2006-07-01,226,226
TOCO,internaciones,ingresos espontaneos,2006-07-01,2,2
TOLATA,internaciones,ingresos espontaneos,2006-07-01,3,3
TOLEDO,internaciones,ingresos espontaneos,2006-07-01,4,4
TOMAVE,internaciones,ingresos espontaneos,2006-07-01,4,4
TOMINA,internaciones,ingresos espontaneos,2006-07-01,22,22
TORO TORO,internaciones,ingresos espontaneos,2006-07-01,3,3
TOTORA(CBBA),internaciones,ingresos espontaneos,2006-07-01,34,34
TRIGAL,internaciones,ingresos espontaneos,2006-07-01,1,1
TRINIDAD,internaciones,ingresos espontaneos,2006-07-01,1362,1362
TUPIZA,internaciones,ingresos espontaneos,2006-07-01,298,298
TURCO,internaciones,ingresos espontaneos,2006-07-01,3,3
UMALA,internaciones,ingresos espontaneos,2006-07-01,1,1
UNCIA,internaciones,ingresos espontaneos,2006-07-01,146,146
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2006-07-01,9,9
URUBICHA,internaciones,ingresos espontaneos,2006-07-01,12,12
UYUNI,internaciones,ingresos espontaneos,2006-07-01,125,125
VACAS,internaciones,ingresos espontaneos,2006-07-01,14,14
VALLEGRANDE,internaciones,ingresos espontaneos,2006-07-01,133,133
VIACHA,internaciones,ingresos espontaneos,2006-07-01,16,16
VILA VILA,internaciones,ingresos espontaneos,2006-07-01,7,7
VILLA MONTES,internaciones,ingresos espontaneos,2006-07-01,180,180
VILLA RIVERO,internaciones,ingresos espontaneos,2006-07-01,10,10
VILLA SERRANO,internaciones,ingresos espontaneos,2006-07-01,21,21
VILLA TUNARI,internaciones,ingresos espontaneos,2006-07-01,296,296
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2006-07-01,19,19
VILLAZON,internaciones,ingresos espontaneos,2006-07-01,198,198
VINTO,internaciones,ingresos espontaneos,2006-07-01,67,67
VITICHI,internaciones,ingresos espontaneos,2006-07-01,17,17
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2006-07-01,1,1
WARNES,internaciones,ingresos espontaneos,2006-07-01,109,109
YACO,internaciones,ingresos espontaneos,2006-07-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2006-07-01,611,611
YAMPARAEZ,internaciones,ingresos espontaneos,2006-07-01,12,12
YANACACHI,internaciones,ingresos espontaneos,2006-07-01,4,4
YAPACANI,internaciones,ingresos espontaneos,2006-07-01,659,659
YOTALA,internaciones,ingresos espontaneos,2006-07-01,19,19
ZUDAÑEZ,internaciones,ingresos espontaneos,2006-07-01,35,35
ACACIO,internaciones,ingresos espontaneos,2006-08-01,10,10
ACHACACHI,internaciones,ingresos espontaneos,2006-08-01,78,78
ACHOCALLA,internaciones,ingresos espontaneos,2006-08-01,7,7
AIQUILE,internaciones,ingresos espontaneos,2006-08-01,101,101
ALCALA,internaciones,ingresos espontaneos,2006-08-01,7,7
ANCORAIMES,internaciones,ingresos espontaneos,2006-08-01,7,7
ANTEQUERA,internaciones,ingresos espontaneos,2006-08-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2006-08-01,5,5
APOLO,internaciones,ingresos espontaneos,2006-08-01,23,23
ARAMPAMPA,internaciones,ingresos espontaneos,2006-08-01,4,4
ARANI,internaciones,ingresos espontaneos,2006-08-01,20,20
ARQUE,internaciones,ingresos espontaneos,2006-08-01,5,5
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2006-08-01,178,178
ATOCHA,internaciones,ingresos espontaneos,2006-08-01,68,68
AUCAPATA,internaciones,ingresos espontaneos,2006-08-01,2,2
AYATA,internaciones,ingresos espontaneos,2006-08-01,2,2
AYO AYO,internaciones,ingresos espontaneos,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2006-08-01,36,36
AZURDUY,internaciones,ingresos espontaneos,2006-08-01,15,15
BATALLAS,internaciones,ingresos espontaneos,2006-08-01,6,6
BAURES,internaciones,ingresos espontaneos,2006-08-01,9,9
BERMEJO,internaciones,ingresos espontaneos,2006-08-01,193,193
BETANZOS,internaciones,ingresos espontaneos,2006-08-01,36,36
BOLIVAR,internaciones,ingresos espontaneos,2006-08-01,6,6
BOYUIBE,internaciones,ingresos espontaneos,2006-08-01,29,29
BUENA VISTA,internaciones,ingresos espontaneos,2006-08-01,30,30
CABEZAS,internaciones,ingresos espontaneos,2006-08-01,28,28
CAIROMA,internaciones,ingresos espontaneos,2006-08-01,5,5
"CAIZA ""D""",internaciones,ingresos espontaneos,2006-08-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2006-08-01,5,5
CALACOTO,internaciones,ingresos espontaneos,2006-08-01,3,3
CALAMARCA,internaciones,ingresos espontaneos,2006-08-01,4,4
CAMARGO,internaciones,ingresos espontaneos,2006-08-01,119,119
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2006-08-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2006-08-01,476,476
CAPINOTA,internaciones,ingresos espontaneos,2006-08-01,70,70
CAQUIAVIRI,internaciones,ingresos espontaneos,2006-08-01,3,3
CARACOLLO,internaciones,ingresos espontaneos,2006-08-01,41,41
CARANAVI,internaciones,ingresos espontaneos,2006-08-01,168,168
CARIPUYO,internaciones,ingresos espontaneos,2006-08-01,3,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2006-08-01,26,26
CHALLAPATA,internaciones,ingresos espontaneos,2006-08-01,68,68
CHAQUI,internaciones,ingresos espontaneos,2006-08-01,2,2
CHARAGUA,internaciones,ingresos espontaneos,2006-08-01,81,81
CHAYANTA,internaciones,ingresos espontaneos,2006-08-01,15,15
CHIMORE,internaciones,ingresos espontaneos,2006-08-01,35,35
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2006-08-01,76,76
CHUMA,internaciones,ingresos espontaneos,2006-08-01,2,2
CLIZA,internaciones,ingresos espontaneos,2006-08-01,27,27
COBIJA,internaciones,ingresos espontaneos,2006-08-01,364,364
COCHABAMBA,internaciones,ingresos espontaneos,2006-08-01,5856,5856
COLCAPIRHUA,internaciones,ingresos espontaneos,2006-08-01,123,123
"COLCHA ""K""",internaciones,ingresos espontaneos,2006-08-01,3,3
COLOMI,internaciones,ingresos espontaneos,2006-08-01,43,43
COLPA BELGICA,internaciones,ingresos espontaneos,2006-08-01,7,7
COLQUECHACA,internaciones,ingresos espontaneos,2006-08-01,3,3
COLQUENCHA,internaciones,ingresos espontaneos,2006-08-01,1,1
COLQUIRI,internaciones,ingresos espontaneos,2006-08-01,19,19
COMARAPA,internaciones,ingresos espontaneos,2006-08-01,81,81
CONCEPCION,internaciones,ingresos espontaneos,2006-08-01,65,65
COPACABANA,internaciones,ingresos espontaneos,2006-08-01,23,23
CORIPATA,internaciones,ingresos espontaneos,2006-08-01,30,30
CORO CORO,internaciones,ingresos espontaneos,2006-08-01,2,2
COROICO,internaciones,ingresos espontaneos,2006-08-01,90,90
CORQUE,internaciones,ingresos espontaneos,2006-08-01,2,2
COTAGAITA,internaciones,ingresos espontaneos,2006-08-01,46,46
COTOCA,internaciones,ingresos espontaneos,2006-08-01,108,108
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2006-08-01,45,45
CUEVO,internaciones,ingresos espontaneos,2006-08-01,7,7
CULPINA,internaciones,ingresos espontaneos,2006-08-01,37,37
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2006-08-01,3,3
DESAGUADERO,internaciones,ingresos espontaneos,2006-08-01,5,5
EL ALTO,internaciones,ingresos espontaneos,2006-08-01,2382,2382
EL PUENTE(STC),internaciones,ingresos espontaneos,2006-08-01,5,5
EL PUENTE(TJA),internaciones,ingresos espontaneos,2006-08-01,1,1
EL TORNO,internaciones,ingresos espontaneos,2006-08-01,136,136
EL VILLAR,internaciones,ingresos espontaneos,2006-08-01,17,17
ENTRE RIOS,internaciones,ingresos espontaneos,2006-08-01,52,52
ENTRE RIOS,internaciones,ingresos espontaneos,2006-08-01,26,26
EUCALIPTUS,internaciones,ingresos espontaneos,2006-08-01,9,9
EXALTACION,internaciones,ingresos espontaneos,2006-08-01,6,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2006-08-01,37,37
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2006-08-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2006-08-01,2,2
GUANAY,internaciones,ingresos espontaneos,2006-08-01,22,22
GUAQUI,internaciones,ingresos espontaneos,2006-08-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2006-08-01,517,517
GUTIERREZ,internaciones,ingresos espontaneos,2006-08-01,16,16
HUACARETA,internaciones,ingresos espontaneos,2006-08-01,22,22
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2006-08-01,2,2
HUANUNI,internaciones,ingresos espontaneos,2006-08-01,61,61
HUARACAJE,internaciones,ingresos espontaneos,2006-08-01,6,6
HUAYLLAMARCA,internaciones,ingresos espontaneos,2006-08-01,3,3
ICLA,internaciones,ingresos espontaneos,2006-08-01,8,8
INCAHUASI,internaciones,ingresos espontaneos,2006-08-01,31,31
INQUISIVI,internaciones,ingresos espontaneos,2006-08-01,4,4
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2006-08-01,20,20
IXIAMAS,internaciones,ingresos espontaneos,2006-08-01,28,28
JESUS DE MACHACA,internaciones,ingresos espontaneos,2006-08-01,1,1
LA ASUNTA,internaciones,ingresos espontaneos,2006-08-01,54,54
LA GUARDIA,internaciones,ingresos espontaneos,2006-08-01,112,112
LA PAZ,internaciones,ingresos espontaneos,2006-08-01,5914,5914
LAJA,internaciones,ingresos espontaneos,2006-08-01,5,5
LAS CARRERAS,internaciones,ingresos espontaneos,2006-08-01,8,8
LICOMA PAMPA,internaciones,ingresos espontaneos,2006-08-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2006-08-01,217,217
LLICA,internaciones,ingresos espontaneos,2006-08-01,5,5
LURIBAY,internaciones,ingresos espontaneos,2006-08-01,13,13
MACHACAMARCA,internaciones,ingresos espontaneos,2006-08-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2006-08-01,12,12
MAGDALENA,internaciones,ingresos espontaneos,2006-08-01,69,69
MAIRANA,internaciones,ingresos espontaneos,2006-08-01,49,49
MAPIRI,internaciones,ingresos espontaneos,2006-08-01,22,22
MECAPACA,internaciones,ingresos espontaneos,2006-08-01,7,7
MINEROS,internaciones,ingresos espontaneos,2006-08-01,15,15
MIZQUE,internaciones,ingresos espontaneos,2006-08-01,66,66
MOCOMOCO,internaciones,ingresos espontaneos,2006-08-01,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2006-08-01,10,10
MONTEAGUDO,internaciones,ingresos espontaneos,2006-08-01,116,116
MONTERO,internaciones,ingresos espontaneos,2006-08-01,528,528
MORO MORO,internaciones,ingresos espontaneos,2006-08-01,2,2
MOROCHATA,internaciones,ingresos espontaneos,2006-08-01,9,9
OCURI,internaciones,ingresos espontaneos,2006-08-01,5,5
OKINAWA,internaciones,ingresos espontaneos,2006-08-01,21,21
OMEREQUE,internaciones,ingresos espontaneos,2006-08-01,9,9
ORURO,internaciones,ingresos espontaneos,2006-08-01,1803,1803
PADCAYA,internaciones,ingresos espontaneos,2006-08-01,1,1
PADILLA,internaciones,ingresos espontaneos,2006-08-01,79,79
PAILON,internaciones,ingresos espontaneos,2006-08-01,45,45
PALCA,internaciones,ingresos espontaneos,2006-08-01,5,5
PALOS BLANCOS,internaciones,ingresos espontaneos,2006-08-01,61,61
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2006-08-01,1,1
PAMPA GRANDE,internaciones,ingresos espontaneos,2006-08-01,22,22
PAPEL PAMPA,internaciones,ingresos espontaneos,2006-08-01,3,3
PASORAPA,internaciones,ingresos espontaneos,2006-08-01,3,3
PATACAMAYA,internaciones,ingresos espontaneos,2006-08-01,37,37
PELECHUCO,internaciones,ingresos espontaneos,2006-08-01,1,1
POCOATA,internaciones,ingresos espontaneos,2006-08-01,6,6
POCONA,internaciones,ingresos espontaneos,2006-08-01,10,10
POJO (CBBA),internaciones,ingresos espontaneos,2006-08-01,18,18
POOPO,internaciones,ingresos espontaneos,2006-08-01,7,7
PORCO,internaciones,ingresos espontaneos,2006-08-01,2,2
POROMA,internaciones,ingresos espontaneos,2006-08-01,13,13
PORONGO,internaciones,ingresos espontaneos,2006-08-01,11,11
PORTACHUELO,internaciones,ingresos espontaneos,2006-08-01,152,152
PORVENIR,internaciones,ingresos espontaneos,2006-08-01,4,4
POSTRER VALLE,internaciones,ingresos espontaneos,2006-08-01,2,2
POTOSI,internaciones,ingresos espontaneos,2006-08-01,1777,1777
PRESTO,internaciones,ingresos espontaneos,2006-08-01,8,8
PUCARA,internaciones,ingresos espontaneos,2006-08-01,3,3
PUCARANI,internaciones,ingresos espontaneos,2006-08-01,14,14
PUERTO ACOSTA,internaciones,ingresos espontaneos,2006-08-01,92,92
PUERTO CARABUCO,internaciones,ingresos espontaneos,2006-08-01,5,5
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2006-08-01,63,63
PUERTO RICO,internaciones,ingresos espontaneos,2006-08-01,19,19
PUERTO SUAREZ,internaciones,ingresos espontaneos,2006-08-01,76,76
