municipality,group,variable,month,Ingresos referidos de otros establecimientos,TOTAL
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,12,12
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,18,18
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-07-01,62,62
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-07-01,8,8
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,166,166
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,9,9
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,63,63
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,12,12
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,159,159
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
TOLEDO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,49,49
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,25,25
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-07-01,11,11
VIACHA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,13,13
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-07-01,3,3
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,5,5
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,25,25
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-07-01,27,27
VINTO,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,14,14
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-07-01,6,6
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-07-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-07-01,2,2
ACACIO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,6,6
ANCORAIMES,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,18,18
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
BOLIVAR,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,12,12
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,29,29
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,31,31
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,62,62
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-08-01,4,4
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,8,8
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,4,4
CUATRO CAÑADAS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,125,125
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-08-01,16,16
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
INCAHUASI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
IXIAMAS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
JESUS DE MACHACA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1550,1550
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,23,23
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,7,7
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,11,11
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,114,114
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,178,178
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,48,48
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PAMPA GRANDE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
POROMA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
POSTRER VALLE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PRESTO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,8,8
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-08-01,9,9
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-08-01,11,11
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,65,65
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,53,53
REYES,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,225,225
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,10,10
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,7,7
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,19,19
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,10,10
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,7,7
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-08-01,5,5
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-08-01,9,9
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,184,184
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,7,7
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,3,3
SICA SICA (VILLA AROMA),internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-08-01,4,4
SORATA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,75,75
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-08-01,20,20
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,98,98
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
TOMINA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,40,40
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,39,39
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-08-01,4,4
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-08-01,6,6
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,30,30
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos referidos de otros establecimientos,2006-08-01,1,1
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-08-01,8,8
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-08-01,7,7
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,14,14
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-08-01,15,15
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-08-01,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,7,7
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,21,21
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-09-01,5,5
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,5,5
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,20,20
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,27,27
CARAPARI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,11,11
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,31,31
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,32,32
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
"COLCHA ""K""",internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
COLOMI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
COLQUECHACA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,11,11
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,15,15
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,212,212
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,5,5
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-09-01,14,14
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2006-09-01,6,6
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
HUANUNI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,5,5
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1387,1387
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,16,16
MACHARETI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
MIZQUE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,5,5
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,15,15
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,101,101
MOROCHATA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,163,163
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,27,27
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
PATACAMAYA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
POROMA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
PUCARANI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,18,18
PUERTO CARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
PUERTO QUIJARRO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-09-01,7,7
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,58,58
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,25,25
REYES,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,192,192
ROBORE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,11,11
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,33,33
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,24,24
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,11,11
SAN RAFAEL,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
SAN RAMON,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,186,186
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,14,14
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,65,65
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,16,16
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,83,83
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,3,3
TOLEDO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
TOMINA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
TOTORA(CBBA),internaciones,ingresos referidos de otros establecimientos,2006-09-01,8,8
TOTORA(ORR),internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
TUPIZA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,53,53
UNCIA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,6,6
UYUNI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
VACAS,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
VALLEGRANDE,internaciones,ingresos referidos de otros establecimientos,2006-09-01,12,12
VILLA MONTES,internaciones,ingresos referidos de otros establecimientos,2006-09-01,7,7
VILLA SERRANO,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
VILLA TUNARI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,43,43
VILLAZON,internaciones,ingresos referidos de otros establecimientos,2006-09-01,4,4
VITICHI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
WARNES,internaciones,ingresos referidos de otros establecimientos,2006-09-01,10,10
YACUIBA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,15,15
YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-09-01,22,22
YOTALA,internaciones,ingresos referidos de otros establecimientos,2006-09-01,1,1
ZUDAÑEZ,internaciones,ingresos referidos de otros establecimientos,2006-09-01,2,2
AIQUILE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
APOLO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
ARANI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,11,11
ATOCHA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,45,45
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
AZURDUY,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
BERMEJO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
BETANZOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,4,4
BOYUIBE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
CABEZAS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
CAMARGO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,12,12
CAMIRI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,23,23
CARANAVI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,20,20
CHALLAPATA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,8,8
CHARAGUA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,10,10
CHAYANTA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos referidos de otros establecimientos,2006-10-01,7,7
COBIJA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,55,55
COCHABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,21,21
COLCAPIRHUA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
COLOMI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
COMARAPA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
CONCEPCION,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
COPACABANA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
CORO CORO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
COROICO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,11,11
COTAGAITA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,7,7
COTOCA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,12,12
CURAHUARA DE CARANGAS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
EL ALTO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,165,165
EL TORNO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,12,12
EL VILLAR,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
ENTRE RIOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
GUANAY,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
GUAYARAMERIN,internaciones,ingresos referidos de otros establecimientos,2006-10-01,12,12
GUTIERREZ,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
HUACARETA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
LA GUARDIA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,12,12
LA PAZ,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1749,1749
LLALLAGUA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,20,20
MAGDALENA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,14,14
MAIRANA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
MAPIRI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
MINEROS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
MOJOCOYA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
MONTEAGUDO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,11,11
MONTERO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,107,107
OCURI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
ORURO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,198,198
PADILLA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,26,26
PAILON,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
PALOS BLANCOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,4,4
POCOATA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
PORTACHUELO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,8,8
PRESTO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
PUERTO ACOSTA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,15,15
PUERTO SUAREZ,internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
PUERTO VILLARROEL,internaciones,ingresos referidos de otros establecimientos,2006-10-01,8,8
PUNA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
PUNATA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,62,62
QUILLACOLLO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,41,41
RIBERALTA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,193,193
ROBORE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
RURRENABAQUE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SACABA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,11,11
SACABAMBA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SACACA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SAMAIPATA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
SAN BENITO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SAN BUENA VENTURA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SAN CARLOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,17,17
SAN IGNACIO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,47,47
SAN IGNACIO DE VELASCO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,9,9
SAN JOAQUIN,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,3,3
SAN JUAN DE YAPACANI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,4,4
SAN JULIAN,internaciones,ingresos referidos de otros establecimientos,2006-10-01,4,4
SAN LORENZO(TJA),internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SAN LUCAS,internaciones,ingresos referidos de otros establecimientos,2006-10-01,8,8
SANTA CRUZ DE LA SIERRA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1214,1214
SANTA ROSA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,17,17
SANTA ROSA DEL SARA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SOPACHUY,internaciones,ingresos referidos de otros establecimientos,2006-10-01,5,5
SORATA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
SUCRE,internaciones,ingresos referidos de otros establecimientos,2006-10-01,66,66
TARABUCO,internaciones,ingresos referidos de otros establecimientos,2006-10-01,15,15
TARIJA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,110,110
TARVITA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
TIPUANI,internaciones,ingresos referidos de otros establecimientos,2006-10-01,2,2
TOMINA,internaciones,ingresos referidos de otros establecimientos,2006-10-01,1,1
