municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-07-01,82,82
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-07-01,3,3
MOJOCOYA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-07-01,3,3
ORURO,internaciones,fallecidos antes de las 48 horas,2006-07-01,12,12
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-07-01,10,10
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-07-01,4,4
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-07-01,11,11
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-07-01,6,6
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2006-07-01,6,6
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-07-01,32,32
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-07-01,24,24
TARABUCO,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-07-01,6,6
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-07-01,6,6
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
VILLA SERRANO,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-07-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
VITICHI,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2006-07-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-07-01,3,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-07-01,5,5
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2006-08-01,3,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-08-01,6,6
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-08-01,6,6
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-08-01,44,44
COPACABANA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-08-01,9,9
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-08-01,88,88
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-08-01,6,6
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-08-01,4,4
OCURI,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2006-08-01,26,26
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-08-01,13,13
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-08-01,5,5
PUNA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-08-01,13,13
ROBORE,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2006-08-01,49,49
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-08-01,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-08-01,269,269
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-08-01,13,13
TARABUCO,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-08-01,65,65
TIPUANI,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-08-01,5,5
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-08-01,6,6
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-08-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-08-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-08-01,4,4
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-08-01,4,4
YANACACHI,internaciones,fallecidos antes de las 48 horas,2006-08-01,1,1
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-08-01,3,3
AIQUILE,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
BATALLAS,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-09-01,3,3
CAMARGO,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-09-01,5,5
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-09-01,34,34
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
CULPINA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-09-01,12,12
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-09-01,86,86
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-09-01,3,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2006-09-01,19,19
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
PORVENIR,internaciones,fallecidos antes de las 48 horas,2006-09-01,11,11
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-09-01,18,18
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2006-09-01,4,4
REYES,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-09-01,6,6
ROBORE,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAMAIPATA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-09-01,3,3
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-09-01,88,88
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-09-01,29,29
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-09-01,9,9
TARVITA,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
TIPUANI,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-09-01,56,56
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-09-01,7,7
UNCIA,internaciones,fallecidos antes de las 48 horas,2006-09-01,2,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-09-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2006-09-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-09-01,3,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-09-01,3,3
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-10-01,3,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-10-01,4,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-10-01,3,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-10-01,31,31
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-10-01,6,6
ENTRE RIOS,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
FERNANDEZ ALONSO,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-10-01,87,87
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-10-01,4,4
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2006-10-01,16,16
PADILLA,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
PAILON,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
POROMA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-10-01,18,18
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-10-01,4,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2006-10-01,4,4
SACABA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-10-01,329,329
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-10-01,14,14
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-10-01,17,17
TOMINA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-10-01,12,12
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-10-01,4,4
WARNES,internaciones,fallecidos antes de las 48 horas,2006-10-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-10-01,3,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-10-01,2,2
APOLO,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
ARANI,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2006-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-11-01,3,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-11-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-11-01,44,44
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-11-01,13,13
EL TORNO,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-11-01,4,4
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-11-01,69,69
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-11-01,5,5
LURIBAY,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
MACHARETI,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
MIZQUE,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-11-01,5,5
ORURO,internaciones,fallecidos antes de las 48 horas,2006-11-01,25,25
PAILON,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
POSTRER VALLE,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-11-01,681,681
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
QUIME,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-11-01,7,7
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2006-11-01,4,4
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-11-01,6,6
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-11-01,47,47
SORATA,internaciones,fallecidos antes de las 48 horas,2006-11-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-11-01,27,27
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-11-01,11,11
TIPUANI,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
TOMINA,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-11-01,7,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-11-01,4,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-11-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-11-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-11-01,3,3
VITICHI,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-11-01,5,5
YAMPARAEZ,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
YANACACHI,internaciones,fallecidos antes de las 48 horas,2006-11-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
APOLO,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
BAURES,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2006-12-01,5,5
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2006-12-01,9,9
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2006-12-01,42,42
COMARAPA,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
COPACABANA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
COTOCA,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2006-12-01,11,11
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2006-12-01,49,49
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2006-12-01,17,17
POCONA,internaciones,fallecidos antes de las 48 horas,2006-12-01,7,7
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2006-12-01,23,23
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2006-12-01,8,8
ROBORE,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2006-12-01,4,4
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2006-12-01,87,87
SUCRE,internaciones,fallecidos antes de las 48 horas,2006-12-01,12,12
TARIJA,internaciones,fallecidos antes de las 48 horas,2006-12-01,10,10
TARVITA,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2006-12-01,13,13
TUPIZA,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2006-12-01,8,8
VITICHI,internaciones,fallecidos antes de las 48 horas,2006-12-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
YAPACANI,internaciones,fallecidos antes de las 48 horas,2006-12-01,3,3
ZUDAÑEZ,internaciones,fallecidos antes de las 48 horas,2006-12-01,1,1
