municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
TINGUIPAYA,internaciones,dias camas ocupadas maternidad,2006-06-01,3,3
TIPUANI,internaciones,dias camas ocupadas maternidad,2006-06-01,14,14
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2006-06-01,92,92
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2006-06-01,131,131
TOCO,internaciones,dias camas ocupadas maternidad,2006-06-01,10,10
TOLATA,internaciones,dias camas ocupadas maternidad,2006-06-01,2,2
TOLEDO,internaciones,dias camas ocupadas maternidad,2006-06-01,14,14
TOMAVE,internaciones,dias camas ocupadas maternidad,2006-06-01,3,3
TOMINA,internaciones,dias camas ocupadas maternidad,2006-06-01,37,37
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2006-06-01,38,38
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2006-06-01,10,10
TRIGAL,internaciones,dias camas ocupadas maternidad,2006-06-01,4,4
TRINIDAD,internaciones,dias camas ocupadas maternidad,2006-06-01,954,954
TUPIZA,internaciones,dias camas ocupadas maternidad,2006-06-01,117,117
UMALA,internaciones,dias camas ocupadas maternidad,2006-06-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2006-06-01,60,60
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2006-06-01,16,16
URUBICHA,internaciones,dias camas ocupadas maternidad,2006-06-01,22,22
UYUNI,internaciones,dias camas ocupadas maternidad,2006-06-01,104,104
VACAS,internaciones,dias camas ocupadas maternidad,2006-06-01,2,2
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2006-06-01,73,73
VIACHA,internaciones,dias camas ocupadas maternidad,2006-06-01,6,6
VILA VILA,internaciones,dias camas ocupadas maternidad,2006-06-01,1,1
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2006-06-01,92,92
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2006-06-01,6,6
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2006-06-01,49,49
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2006-06-01,249,249
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2006-06-01,13,13
VILLAZON,internaciones,dias camas ocupadas maternidad,2006-06-01,174,174
VINTO,internaciones,dias camas ocupadas maternidad,2006-06-01,52,52
VITICHI,internaciones,dias camas ocupadas maternidad,2006-06-01,12,12
WARNES,internaciones,dias camas ocupadas maternidad,2006-06-01,285,285
YACUIBA,internaciones,dias camas ocupadas maternidad,2006-06-01,313,313
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2006-06-01,36,36
YANACACHI,internaciones,dias camas ocupadas maternidad,2006-06-01,4,4
YAPACANI,internaciones,dias camas ocupadas maternidad,2006-06-01,116,116
YOCALLA,internaciones,dias camas ocupadas maternidad,2006-06-01,6,6
YOTALA,internaciones,dias camas ocupadas maternidad,2006-06-01,78,78
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2006-06-01,29,29
ACACIO,internaciones,dias camas ocupadas maternidad,2006-07-01,28,28
ACHACACHI,internaciones,dias camas ocupadas maternidad,2006-07-01,34,34
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
AIQUILE,internaciones,dias camas ocupadas maternidad,2006-07-01,62,62
ALCALA,internaciones,dias camas ocupadas maternidad,2006-07-01,16,16
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
APOLO,internaciones,dias camas ocupadas maternidad,2006-07-01,32,32
ARAMPAMPA,internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
ARANI,internaciones,dias camas ocupadas maternidad,2006-07-01,24,24
ARBIETO,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
ARQUE,internaciones,dias camas ocupadas maternidad,2006-07-01,14,14
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2006-07-01,94,94
ATOCHA,internaciones,dias camas ocupadas maternidad,2006-07-01,106,106
AUCAPATA,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
AYATA,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
AYO AYO,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2006-07-01,52,52
AZURDUY,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
BATALLAS,internaciones,dias camas ocupadas maternidad,2006-07-01,18,18
BAURES,internaciones,dias camas ocupadas maternidad,2006-07-01,18,18
BELEN DE ANDAMARCA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
BERMEJO,internaciones,dias camas ocupadas maternidad,2006-07-01,122,122
BETANZOS,internaciones,dias camas ocupadas maternidad,2006-07-01,59,59
BOLIVAR,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
BOYUIBE,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-07-01,31,31
CABEZAS,internaciones,dias camas ocupadas maternidad,2006-07-01,50,50
CAIROMA,internaciones,dias camas ocupadas maternidad,2006-07-01,19,19
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
CAJUATA,internaciones,dias camas ocupadas maternidad,2006-07-01,7,7
CALACOTO,internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
CALAMARCA,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
CAMARGO,internaciones,dias camas ocupadas maternidad,2006-07-01,140,140
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
CAMIRI,internaciones,dias camas ocupadas maternidad,2006-07-01,287,287
CAPINOTA,internaciones,dias camas ocupadas maternidad,2006-07-01,39,39
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
CARACOLLO,internaciones,dias camas ocupadas maternidad,2006-07-01,39,39
CARANAVI,internaciones,dias camas ocupadas maternidad,2006-07-01,110,110
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
CHACARILLA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
CHAQUI,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2006-07-01,72,72
CHARAÑA,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
CHAYANTA,internaciones,dias camas ocupadas maternidad,2006-07-01,32,32
CHIMORE,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
CHIPAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2006-07-01,24,24
CHUMA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
CLIZA,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
COBIJA,internaciones,dias camas ocupadas maternidad,2006-07-01,415,415
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2006-07-01,4136,4136
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2006-07-01,74,74
COLLANA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
COLOMI,internaciones,dias camas ocupadas maternidad,2006-07-01,63,63
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
COLQUIRI,internaciones,dias camas ocupadas maternidad,2006-07-01,22,22
COMARAPA,internaciones,dias camas ocupadas maternidad,2006-07-01,90,90
CONCEPCION,internaciones,dias camas ocupadas maternidad,2006-07-01,59,59
COPACABANA,internaciones,dias camas ocupadas maternidad,2006-07-01,16,16
CORIPATA,internaciones,dias camas ocupadas maternidad,2006-07-01,15,15
CORO CORO,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
COROICO,internaciones,dias camas ocupadas maternidad,2006-07-01,34,34
CORQUE,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
COTAGAITA,internaciones,dias camas ocupadas maternidad,2006-07-01,43,43
COTOCA,internaciones,dias camas ocupadas maternidad,2006-07-01,137,137
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2006-07-01,22,22
CUEVO,internaciones,dias camas ocupadas maternidad,2006-07-01,7,7
CULPINA,internaciones,dias camas ocupadas maternidad,2006-07-01,77,77
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
EL ALTO,internaciones,dias camas ocupadas maternidad,2006-07-01,2622,2622
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2006-07-01,14,14
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
EL TORNO,internaciones,dias camas ocupadas maternidad,2006-07-01,132,132
EL VILLAR,internaciones,dias camas ocupadas maternidad,2006-07-01,39,39
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2006-07-01,23,23
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2006-07-01,15,15
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
EXALTACION,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2006-07-01,315,315
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
GUANAY,internaciones,dias camas ocupadas maternidad,2006-07-01,20,20
GUAQUI,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2006-07-01,390,390
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2006-07-01,18,18
HUACARETA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
HUANUNI,internaciones,dias camas ocupadas maternidad,2006-07-01,28,28
HUARACAJE,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
ICLA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
INCAHUASI,internaciones,dias camas ocupadas maternidad,2006-07-01,66,66
INQUISIVI,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
IXIAMAS,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2006-07-01,37,37
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2006-07-01,105,105
LA PAZ,internaciones,dias camas ocupadas maternidad,2006-07-01,4552,4552
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
LAJA,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2006-07-01,299,299
LLICA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
LURIBAY,internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
MACHARETI,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
MAGDALENA,internaciones,dias camas ocupadas maternidad,2006-07-01,56,56
MAIRANA,internaciones,dias camas ocupadas maternidad,2006-07-01,18,18
MAPIRI,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
MECAPACA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
MINEROS,internaciones,dias camas ocupadas maternidad,2006-07-01,54,54
MIZQUE,internaciones,dias camas ocupadas maternidad,2006-07-01,72,72
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2006-07-01,10,10
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2006-07-01,169,169
MONTERO,internaciones,dias camas ocupadas maternidad,2006-07-01,607,607
MORO MORO,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
MOROCHATA,internaciones,dias camas ocupadas maternidad,2006-07-01,23,23
OCURI,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
OKINAWA,internaciones,dias camas ocupadas maternidad,2006-07-01,21,21
OMEREQUE,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
ORURO,internaciones,dias camas ocupadas maternidad,2006-07-01,1190,1190
PADILLA,internaciones,dias camas ocupadas maternidad,2006-07-01,175,175
PAILON,internaciones,dias camas ocupadas maternidad,2006-07-01,36,36
PALCA,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2006-07-01,32,32
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2006-07-01,9,9
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
PASORAPA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,44,44
PAZÑA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
POCOATA,internaciones,dias camas ocupadas maternidad,2006-07-01,24,24
POCONA,internaciones,dias camas ocupadas maternidad,2006-07-01,26,26
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2006-07-01,33,33
POOPO,internaciones,dias camas ocupadas maternidad,2006-07-01,14,14
PORCO,internaciones,dias camas ocupadas maternidad,2006-07-01,8,8
POROMA,internaciones,dias camas ocupadas maternidad,2006-07-01,47,47
PORONGO,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2006-07-01,113,113
PORVENIR,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
POTOSI,internaciones,dias camas ocupadas maternidad,2006-07-01,1042,1042
PRESTO,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
PUCARANI,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2006-07-01,78,78
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2006-07-01,37,37
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2006-07-01,7,7
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2006-07-01,60,60
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2006-07-01,275,275
PUNA,internaciones,dias camas ocupadas maternidad,2006-07-01,68,68
PUNATA,internaciones,dias camas ocupadas maternidad,2006-07-01,228,228
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2006-07-01,366,366
QUIME,internaciones,dias camas ocupadas maternidad,2006-07-01,11,11
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
RAVELO,internaciones,dias camas ocupadas maternidad,2006-07-01,15,15
REYES,internaciones,dias camas ocupadas maternidad,2006-07-01,55,55
RIBERALTA,internaciones,dias camas ocupadas maternidad,2006-07-01,377,377
ROBORE,internaciones,dias camas ocupadas maternidad,2006-07-01,74,74
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2006-07-01,59,59
SABAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
SACABA,internaciones,dias camas ocupadas maternidad,2006-07-01,253,253
SACABAMBA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
SACACA,internaciones,dias camas ocupadas maternidad,2006-07-01,22,22
SAIPINA,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2006-07-01,37,37
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
SAN AGUSTIN,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2006-07-01,14,14
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2006-07-01,16,16
SAN BENITO,internaciones,dias camas ocupadas maternidad,2006-07-01,27,27
SAN BORJA,internaciones,dias camas ocupadas maternidad,2006-07-01,92,92
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2006-07-01,10,10
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2006-07-01,116,116
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2006-07-01,84,84
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2006-07-01,280,280
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2006-07-01,124,124
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2006-07-01,23,23
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2006-07-01,76,76
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2006-07-01,34,34
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2006-07-01,163,163
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2006-07-01,16,16
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2006-07-01,56,56
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2006-07-01,30,30
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2006-07-01,80,80
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2006-07-01,84,84
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-07-01,14,14
SAN PEDRO DE TIQUINA,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2006-07-01,19,19
SAN RAMON,internaciones,dias camas ocupadas maternidad,2006-07-01,25,25
SAN RAMON,internaciones,dias camas ocupadas maternidad,2006-07-01,39,39
SANTA ANA,internaciones,dias camas ocupadas maternidad,2006-07-01,123,123
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2006-07-01,6767,6767
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2006-07-01,74,74
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2006-07-01,60,60
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2006-07-01,5,5
SAPAHAQUI,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
SENA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
SICAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2006-07-01,45,45
SOPACHUY,internaciones,dias camas ocupadas maternidad,2006-07-01,46,46
SORACACHI,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
SORATA,internaciones,dias camas ocupadas maternidad,2006-07-01,20,20
SUCRE,internaciones,dias camas ocupadas maternidad,2006-07-01,1771,1771
TACACOMA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
TACOPAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,10,10
TAPACARI,internaciones,dias camas ocupadas maternidad,2006-07-01,15,15
TARABUCO,internaciones,dias camas ocupadas maternidad,2006-07-01,160,160
TARACO,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
TARATA,internaciones,dias camas ocupadas maternidad,2006-07-01,20,20
TARIJA,internaciones,dias camas ocupadas maternidad,2006-07-01,654,654
TARVITA,internaciones,dias camas ocupadas maternidad,2006-07-01,82,82
TEOPONTE,internaciones,dias camas ocupadas maternidad,2006-07-01,7,7
TIAWANACU,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
TINGUIPAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
TIPUANI,internaciones,dias camas ocupadas maternidad,2006-07-01,21,21
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2006-07-01,99,99
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2006-07-01,172,172
TOCO,internaciones,dias camas ocupadas maternidad,2006-07-01,3,3
TOLATA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
TOLEDO,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
TOMINA,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2006-07-01,45,45
TRINIDAD,internaciones,dias camas ocupadas maternidad,2006-07-01,799,799
TUPIZA,internaciones,dias camas ocupadas maternidad,2006-07-01,164,164
UMALA,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2006-07-01,93,93
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2006-07-01,19,19
URUBICHA,internaciones,dias camas ocupadas maternidad,2006-07-01,10,10
UYUNI,internaciones,dias camas ocupadas maternidad,2006-07-01,97,97
VACAS,internaciones,dias camas ocupadas maternidad,2006-07-01,4,4
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2006-07-01,113,113
VIACHA,internaciones,dias camas ocupadas maternidad,2006-07-01,22,22
VILA VILA,internaciones,dias camas ocupadas maternidad,2006-07-01,6,6
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2006-07-01,92,92
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2006-07-01,11,11
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2006-07-01,40,40
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2006-07-01,1019,1019
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2006-07-01,11,11
VILLAZON,internaciones,dias camas ocupadas maternidad,2006-07-01,142,142
VINTO,internaciones,dias camas ocupadas maternidad,2006-07-01,68,68
VITICHI,internaciones,dias camas ocupadas maternidad,2006-07-01,13,13
WALDO BALLIVIAN,internaciones,dias camas ocupadas maternidad,2006-07-01,1,1
WARNES,internaciones,dias camas ocupadas maternidad,2006-07-01,234,234
YACO,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
YACUIBA,internaciones,dias camas ocupadas maternidad,2006-07-01,305,305
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2006-07-01,12,12
YANACACHI,internaciones,dias camas ocupadas maternidad,2006-07-01,2,2
YAPACANI,internaciones,dias camas ocupadas maternidad,2006-07-01,162,162
YOTALA,internaciones,dias camas ocupadas maternidad,2006-07-01,40,40
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2006-07-01,54,54
ACACIO,internaciones,dias camas ocupadas maternidad,2006-08-01,5,5
ACHACACHI,internaciones,dias camas ocupadas maternidad,2006-08-01,53,53
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2006-08-01,7,7
AIQUILE,internaciones,dias camas ocupadas maternidad,2006-08-01,92,92
ALCALA,internaciones,dias camas ocupadas maternidad,2006-08-01,23,23
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2006-08-01,6,6
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2006-08-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2006-08-01,10,10
APOLO,internaciones,dias camas ocupadas maternidad,2006-08-01,16,16
ARAMPAMPA,internaciones,dias camas ocupadas maternidad,2006-08-01,8,8
ARANI,internaciones,dias camas ocupadas maternidad,2006-08-01,72,72
ARBIETO,internaciones,dias camas ocupadas maternidad,2006-08-01,12,12
ARQUE,internaciones,dias camas ocupadas maternidad,2006-08-01,10,10
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2006-08-01,101,101
ATOCHA,internaciones,dias camas ocupadas maternidad,2006-08-01,79,79
AUCAPATA,internaciones,dias camas ocupadas maternidad,2006-08-01,2,2
AYO AYO,internaciones,dias camas ocupadas maternidad,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2006-08-01,41,41
AZURDUY,internaciones,dias camas ocupadas maternidad,2006-08-01,45,45
BATALLAS,internaciones,dias camas ocupadas maternidad,2006-08-01,60,60
BAURES,internaciones,dias camas ocupadas maternidad,2006-08-01,26,26
BELEN DE ANDAMARCA,internaciones,dias camas ocupadas maternidad,2006-08-01,2,2
BERMEJO,internaciones,dias camas ocupadas maternidad,2006-08-01,143,143
BETANZOS,internaciones,dias camas ocupadas maternidad,2006-08-01,83,83
BOLIVAR,internaciones,dias camas ocupadas maternidad,2006-08-01,7,7
BOYUIBE,internaciones,dias camas ocupadas maternidad,2006-08-01,10,10
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2006-08-01,35,35
CABEZAS,internaciones,dias camas ocupadas maternidad,2006-08-01,33,33
CAIROMA,internaciones,dias camas ocupadas maternidad,2006-08-01,3,3
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2006-08-01,12,12
CAJUATA,internaciones,dias camas ocupadas maternidad,2006-08-01,5,5
CALACOTO,internaciones,dias camas ocupadas maternidad,2006-08-01,4,4
CALAMARCA,internaciones,dias camas ocupadas maternidad,2006-08-01,4,4
CAMARGO,internaciones,dias camas ocupadas maternidad,2006-08-01,144,144
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2006-08-01,16,16
CAMIRI,internaciones,dias camas ocupadas maternidad,2006-08-01,341,341
CAPINOTA,internaciones,dias camas ocupadas maternidad,2006-08-01,86,86
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2006-08-01,4,4
CARACOLLO,internaciones,dias camas ocupadas maternidad,2006-08-01,43,43
CARANAVI,internaciones,dias camas ocupadas maternidad,2006-08-01,133,133
CARIPUYO,internaciones,dias camas ocupadas maternidad,2006-08-01,3,3
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2006-08-01,20,20
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2006-08-01,59,59
CHAQUI,internaciones,dias camas ocupadas maternidad,2006-08-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2006-08-01,63,63
CHAYANTA,internaciones,dias camas ocupadas maternidad,2006-08-01,27,27
CHIMORE,internaciones,dias camas ocupadas maternidad,2006-08-01,57,57
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2006-08-01,41,41
CHUMA,internaciones,dias camas ocupadas maternidad,2006-08-01,2,2
CLIZA,internaciones,dias camas ocupadas maternidad,2006-08-01,42,42
COBIJA,internaciones,dias camas ocupadas maternidad,2006-08-01,396,396
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2006-08-01,4378,4378
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2006-08-01,75,75
COLOMI,internaciones,dias camas ocupadas maternidad,2006-08-01,71,71
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2006-08-01,11,11
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2006-08-01,8,8
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2006-08-01,1,1
COLQUIRI,internaciones,dias camas ocupadas maternidad,2006-08-01,19,19
