municipality,group,variable,month,Egresos,TOTAL
TRINIDAD,internaciones,egresos,2006-02-01,771,771
TUPIZA,internaciones,egresos,2006-02-01,328,328
TURCO,internaciones,egresos,2006-02-01,1,1
UMALA,internaciones,egresos,2006-02-01,2,2
UNCIA,internaciones,egresos,2006-02-01,170,170
URIONDO (A. CONCEPCION),internaciones,egresos,2006-02-01,7,7
URUBICHA,internaciones,egresos,2006-02-01,33,33
UYUNI,internaciones,egresos,2006-02-01,124,124
VACAS,internaciones,egresos,2006-02-01,13,13
VALLEGRANDE,internaciones,egresos,2006-02-01,88,88
VIACHA,internaciones,egresos,2006-02-01,3,3
VILLA MONTES,internaciones,egresos,2006-02-01,162,162
VILLA RIVERO,internaciones,egresos,2006-02-01,8,8
VILLA SERRANO,internaciones,egresos,2006-02-01,21,21
VILLA TUNARI,internaciones,egresos,2006-02-01,205,205
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2006-02-01,19,19
VILLAZON,internaciones,egresos,2006-02-01,194,194
VINTO,internaciones,egresos,2006-02-01,47,47
VITICHI,internaciones,egresos,2006-02-01,7,7
WALDO BALLIVIAN,internaciones,egresos,2006-02-01,2,2
WARNES,internaciones,egresos,2006-02-01,110,110
YACUIBA,internaciones,egresos,2006-02-01,590,590
YAMPARAEZ,internaciones,egresos,2006-02-01,21,21
YANACACHI,internaciones,egresos,2006-02-01,3,3
YAPACANI,internaciones,egresos,2006-02-01,610,610
YOTALA,internaciones,egresos,2006-02-01,29,29
ZUDAÑEZ,internaciones,egresos,2006-02-01,14,14
ACACIO,internaciones,egresos,2006-03-01,4,4
ACHACACHI,internaciones,egresos,2006-03-01,66,66
ACHOCALLA,internaciones,egresos,2006-03-01,11,11
AIQUILE,internaciones,egresos,2006-03-01,104,104
ALALAY,internaciones,egresos,2006-03-01,2,2
ALCALA,internaciones,egresos,2006-03-01,8,8
ANCORAIMES,internaciones,egresos,2006-03-01,6,6
ANDAMARCA,internaciones,egresos,2006-03-01,1,1
ANTEQUERA,internaciones,egresos,2006-03-01,3,3
ANZALDO,internaciones,egresos,2006-03-01,5,5
APOLO,internaciones,egresos,2006-03-01,25,25
ARANI,internaciones,egresos,2006-03-01,14,14
ARBIETO,internaciones,egresos,2006-03-01,1,1
ARQUE,internaciones,egresos,2006-03-01,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2006-03-01,173,173
ATOCHA,internaciones,egresos,2006-03-01,130,130
AYATA,internaciones,egresos,2006-03-01,3,3
AYO AYO,internaciones,egresos,2006-03-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2006-03-01,45,45
AZURDUY,internaciones,egresos,2006-03-01,30,30
BATALLAS,internaciones,egresos,2006-03-01,8,8
BAURES,internaciones,egresos,2006-03-01,8,8
BERMEJO,internaciones,egresos,2006-03-01,165,165
BETANZOS,internaciones,egresos,2006-03-01,46,46
BOLIVAR,internaciones,egresos,2006-03-01,8,8
BOYUIBE,internaciones,egresos,2006-03-01,32,32
BUENA VISTA,internaciones,egresos,2006-03-01,28,28
CABEZAS,internaciones,egresos,2006-03-01,41,41
CAIROMA,internaciones,egresos,2006-03-01,14,14
CAJUATA,internaciones,egresos,2006-03-01,12,12
CALACOTO,internaciones,egresos,2006-03-01,4,4
CALAMARCA,internaciones,egresos,2006-03-01,2,2
CAMARGO,internaciones,egresos,2006-03-01,277,277
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2006-03-01,16,16
CAMIRI,internaciones,egresos,2006-03-01,295,295
CAPINOTA,internaciones,egresos,2006-03-01,77,77
CARACOLLO,internaciones,egresos,2006-03-01,28,28
CARANAVI,internaciones,egresos,2006-03-01,191,191
CARMEN RIVERO TORREZ,internaciones,egresos,2006-03-01,16,16
CHALLAPATA,internaciones,egresos,2006-03-01,86,86
CHAQUI,internaciones,egresos,2006-03-01,6,6
CHARAGUA,internaciones,egresos,2006-03-01,104,104
CHARAÑA,internaciones,egresos,2006-03-01,3,3
CHAYANTA,internaciones,egresos,2006-03-01,18,18
CHIMORE,internaciones,egresos,2006-03-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2006-03-01,68,68
CHUMA,internaciones,egresos,2006-03-01,1,1
CLIZA,internaciones,egresos,2006-03-01,18,18
COBIJA,internaciones,egresos,2006-03-01,309,309
COCHABAMBA,internaciones,egresos,2006-03-01,6304,6304
COLCAPIRHUA,internaciones,egresos,2006-03-01,138,138
COLLANA,internaciones,egresos,2006-03-01,5,5
COLOMI,internaciones,egresos,2006-03-01,45,45
COLPA BELGICA,internaciones,egresos,2006-03-01,21,21
COLQUECHACA,internaciones,egresos,2006-03-01,5,5
COLQUENCHA,internaciones,egresos,2006-03-01,1,1
COLQUIRI,internaciones,egresos,2006-03-01,19,19
COMARAPA,internaciones,egresos,2006-03-01,111,111
CONCEPCION,internaciones,egresos,2006-03-01,79,79
COPACABANA,internaciones,egresos,2006-03-01,48,48
CORIPATA,internaciones,egresos,2006-03-01,24,24
CORO CORO,internaciones,egresos,2006-03-01,2,2
COROICO,internaciones,egresos,2006-03-01,104,104
CORQUE,internaciones,egresos,2006-03-01,4,4
COTAGAITA,internaciones,egresos,2006-03-01,40,40
COTOCA,internaciones,egresos,2006-03-01,103,103
CUATRO CAÑADAS,internaciones,egresos,2006-03-01,67,67
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2006-03-01,3,3
CUEVO,internaciones,egresos,2006-03-01,10,10
CULPINA,internaciones,egresos,2006-03-01,44,44
CURAHUARA DE CARANGAS,internaciones,egresos,2006-03-01,4,4
DESAGUADERO,internaciones,egresos,2006-03-01,5,5
EL ALTO,internaciones,egresos,2006-03-01,2506,2506
EL PUENTE(STC),internaciones,egresos,2006-03-01,10,10
EL PUENTE(TJA),internaciones,egresos,2006-03-01,2,2
EL TORNO,internaciones,egresos,2006-03-01,152,152
EL VILLAR,internaciones,egresos,2006-03-01,15,15
ENTRE RIOS,internaciones,egresos,2006-03-01,27,27
ENTRE RIOS,internaciones,egresos,2006-03-01,52,52
EUCALIPTUS,internaciones,egresos,2006-03-01,9,9
EXALTACION,internaciones,egresos,2006-03-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2006-03-01,30,30
FILADELFIA,internaciones,egresos,2006-03-01,2,2
GENERAL SAAVEDRA,internaciones,egresos,2006-03-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2006-03-01,4,4
GUANAY,internaciones,egresos,2006-03-01,18,18
GUAQUI,internaciones,egresos,2006-03-01,5,5
GUAYARAMERIN,internaciones,egresos,2006-03-01,521,521
GUTIERREZ,internaciones,egresos,2006-03-01,19,19
HUACARETA,internaciones,egresos,2006-03-01,25,25
HUANUNI,internaciones,egresos,2006-03-01,75,75
HUARACAJE,internaciones,egresos,2006-03-01,7,7
HUAYLLAMARCA,internaciones,egresos,2006-03-01,6,6
ICLA,internaciones,egresos,2006-03-01,7,7
INCAHUASI,internaciones,egresos,2006-03-01,41,41
INQUISIVI,internaciones,egresos,2006-03-01,15,15
IRUPANA (VILLA DE LANZA),internaciones,egresos,2006-03-01,32,32
IXIAMAS,internaciones,egresos,2006-03-01,15,15
LA ASUNTA,internaciones,egresos,2006-03-01,73,73
LA GUARDIA,internaciones,egresos,2006-03-01,106,106
LA PAZ,internaciones,egresos,2006-03-01,6896,6896
LAGUNILLAS,internaciones,egresos,2006-03-01,9,9
LAJA,internaciones,egresos,2006-03-01,4,4
LAS CARRERAS,internaciones,egresos,2006-03-01,3,3
LICOMA PAMPA,internaciones,egresos,2006-03-01,2,2
LLALLAGUA,internaciones,egresos,2006-03-01,196,196
LLICA,internaciones,egresos,2006-03-01,7,7
LURIBAY,internaciones,egresos,2006-03-01,4,4
MACHACAMARCA,internaciones,egresos,2006-03-01,1,1
MACHARETI,internaciones,egresos,2006-03-01,7,7
MAGDALENA,internaciones,egresos,2006-03-01,65,65
MAIRANA,internaciones,egresos,2006-03-01,63,63
MAPIRI,internaciones,egresos,2006-03-01,17,17
MECAPACA,internaciones,egresos,2006-03-01,9,9
MINEROS,internaciones,egresos,2006-03-01,16,16
MIZQUE,internaciones,egresos,2006-03-01,53,53
MOCOMOCO,internaciones,egresos,2006-03-01,4,4
MOJOCOYA,internaciones,egresos,2006-03-01,15,15
MONTEAGUDO,internaciones,egresos,2006-03-01,183,183
MONTERO,internaciones,egresos,2006-03-01,764,764
MORO MORO,internaciones,egresos,2006-03-01,3,3
MOROCHATA,internaciones,egresos,2006-03-01,8,8
OCURI,internaciones,egresos,2006-03-01,10,10
OKINAWA,internaciones,egresos,2006-03-01,15,15
ORURO,internaciones,egresos,2006-03-01,2172,2172
PADILLA,internaciones,egresos,2006-03-01,117,117
PAILON,internaciones,egresos,2006-03-01,60,60
PALCA,internaciones,egresos,2006-03-01,1,1
PALOS BLANCOS,internaciones,egresos,2006-03-01,62,62
PAMPA AULLAGAS,internaciones,egresos,2006-03-01,1,1
PAMPA GRANDE,internaciones,egresos,2006-03-01,19,19
PAPEL PAMPA,internaciones,egresos,2006-03-01,2,2
PASORAPA,internaciones,egresos,2006-03-01,2,2
PATACAMAYA,internaciones,egresos,2006-03-01,30,30
PAZÑA,internaciones,egresos,2006-03-01,3,3
POCOATA,internaciones,egresos,2006-03-01,9,9
POCONA,internaciones,egresos,2006-03-01,18,18
POJO (CBBA),internaciones,egresos,2006-03-01,22,22
POOPO,internaciones,egresos,2006-03-01,6,6
PORCO,internaciones,egresos,2006-03-01,3,3
POROMA,internaciones,egresos,2006-03-01,8,8
PORONGO,internaciones,egresos,2006-03-01,13,13
PORTACHUELO,internaciones,egresos,2006-03-01,154,154
PORVENIR,internaciones,egresos,2006-03-01,3,3
POSTRER VALLE,internaciones,egresos,2006-03-01,10,10
POTOSI,internaciones,egresos,2006-03-01,1705,1705
PRESTO,internaciones,egresos,2006-03-01,5,5
PUCARANI,internaciones,egresos,2006-03-01,9,9
PUERTO ACOSTA,internaciones,egresos,2006-03-01,78,78
PUERTO CARABUCO,internaciones,egresos,2006-03-01,6,6
PUERTO GONZALO MORENO,internaciones,egresos,2006-03-01,7,7
PUERTO QUIJARRO,internaciones,egresos,2006-03-01,105,105
PUERTO RICO,internaciones,egresos,2006-03-01,43,43
PUERTO SUAREZ,internaciones,egresos,2006-03-01,109,109
PUERTO VILLARROEL,internaciones,egresos,2006-03-01,245,245
PUNA,internaciones,egresos,2006-03-01,27,27
PUNATA,internaciones,egresos,2006-03-01,206,206
QUILLACOLLO,internaciones,egresos,2006-03-01,380,380
QUIME,internaciones,egresos,2006-03-01,17,17
QUIRUSILLAS,internaciones,egresos,2006-03-01,4,4
RAVELO,internaciones,egresos,2006-03-01,4,4
REYES,internaciones,egresos,2006-03-01,36,36
RIBERALTA,internaciones,egresos,2006-03-01,827,827
ROBORE,internaciones,egresos,2006-03-01,67,67
RURRENABAQUE,internaciones,egresos,2006-03-01,113,113
SACABA,internaciones,egresos,2006-03-01,467,467
SACACA,internaciones,egresos,2006-03-01,25,25
SAIPINA,internaciones,egresos,2006-03-01,11,11
SAMAIPATA,internaciones,egresos,2006-03-01,31,31
SAN ANDRES,internaciones,egresos,2006-03-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,egresos,2006-03-01,35,35
SAN BENITO,internaciones,egresos,2006-03-01,18,18
SAN BORJA,internaciones,egresos,2006-03-01,134,134
SAN BUENA VENTURA,internaciones,egresos,2006-03-01,25,25
SAN CARLOS,internaciones,egresos,2006-03-01,176,176
SAN IGNACIO,internaciones,egresos,2006-03-01,72,72
SAN IGNACIO DE VELASCO,internaciones,egresos,2006-03-01,464,464
SAN JAVIER(STC),internaciones,egresos,2006-03-01,66,66
SAN JOAQUIN,internaciones,egresos,2006-03-01,52,52
SAN JOSE DE CHIQUITOS,internaciones,egresos,2006-03-01,101,101
SAN JUAN DE YAPACANI,internaciones,egresos,2006-03-01,175,175
SAN JULIAN,internaciones,egresos,2006-03-01,136,136
SAN LORENZO(PND),internaciones,egresos,2006-03-01,7,7
SAN LORENZO(TJA),internaciones,egresos,2006-03-01,6,6
SAN LUCAS,internaciones,egresos,2006-03-01,41,41
SAN MATIAS,internaciones,egresos,2006-03-01,70,70
SAN MIGUEL DE VELASCO,internaciones,egresos,2006-03-01,88,88
SAN PEDRO,internaciones,egresos,2006-03-01,24,24
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2006-03-01,5,5
SAN PEDRO DE TIQUINA,internaciones,egresos,2006-03-01,1,1
SAN RAFAEL,internaciones,egresos,2006-03-01,10,10
SAN RAMON,internaciones,egresos,2006-03-01,40,40
SAN RAMON,internaciones,egresos,2006-03-01,43,43
SANTA ANA,internaciones,egresos,2006-03-01,100,100
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2006-03-01,8926,8926
SANTA ROSA,internaciones,egresos,2006-03-01,40,40
SANTA ROSA DEL SARA,internaciones,egresos,2006-03-01,47,47
SANTIVAÑES,internaciones,egresos,2006-03-01,16,16
SENA,internaciones,egresos,2006-03-01,13,13
SICA SICA (VILLA AROMA),internaciones,egresos,2006-03-01,10,10
SICAYA,internaciones,egresos,2006-03-01,4,4
SIPE SIPE,internaciones,egresos,2006-03-01,59,59
SOPACHUY,internaciones,egresos,2006-03-01,72,72
SORATA,internaciones,egresos,2006-03-01,30,30
SUCRE,internaciones,egresos,2006-03-01,3122,3122
TACACOMA,internaciones,egresos,2006-03-01,14,14
TACOPAYA,internaciones,egresos,2006-03-01,2,2
TAPACARI,internaciones,egresos,2006-03-01,13,13
TARABUCO,internaciones,egresos,2006-03-01,71,71
TARACO,internaciones,egresos,2006-03-01,3,3
TARATA,internaciones,egresos,2006-03-01,7,7
TARIJA,internaciones,egresos,2006-03-01,1634,1634
TARVITA,internaciones,egresos,2006-03-01,24,24
TEOPONTE,internaciones,egresos,2006-03-01,7,7
TIAWANACU,internaciones,egresos,2006-03-01,10,10
TINGUIPAYA,internaciones,egresos,2006-03-01,3,3
TIPUANI,internaciones,egresos,2006-03-01,21,21
TIQUIPAYA,internaciones,egresos,2006-03-01,98,98
TIRAQUE (CBBA),internaciones,egresos,2006-03-01,190,190
TOCO,internaciones,egresos,2006-03-01,1,1
TOLATA,internaciones,egresos,2006-03-01,4,4
TOLEDO,internaciones,egresos,2006-03-01,1,1
TOMAVE,internaciones,egresos,2006-03-01,7,7
TOMINA,internaciones,egresos,2006-03-01,16,16
TORO TORO,internaciones,egresos,2006-03-01,10,10
TOTORA(CBBA),internaciones,egresos,2006-03-01,41,41
TOTORA(ORR),internaciones,egresos,2006-03-01,8,8
TRIGAL,internaciones,egresos,2006-03-01,1,1
TRINIDAD,internaciones,egresos,2006-03-01,1240,1240
TUPIZA,internaciones,egresos,2006-03-01,414,414
TURCO,internaciones,egresos,2006-03-01,2,2
UNCIA,internaciones,egresos,2006-03-01,163,163
URIONDO (A. CONCEPCION),internaciones,egresos,2006-03-01,6,6
URUBICHA,internaciones,egresos,2006-03-01,23,23
UYUNI,internaciones,egresos,2006-03-01,149,149
VACAS,internaciones,egresos,2006-03-01,10,10
VALLEGRANDE,internaciones,egresos,2006-03-01,137,137
VIACHA,internaciones,egresos,2006-03-01,23,23
VILA VILA,internaciones,egresos,2006-03-01,6,6
VILLA MONTES,internaciones,egresos,2006-03-01,183,183
VILLA RIVERO,internaciones,egresos,2006-03-01,7,7
VILLA SERRANO,internaciones,egresos,2006-03-01,33,33
VILLA TUNARI,internaciones,egresos,2006-03-01,248,248
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2006-03-01,12,12
VILLAZON,internaciones,egresos,2006-03-01,180,180
VINTO,internaciones,egresos,2006-03-01,71,71
VITICHI,internaciones,egresos,2006-03-01,12,12
WARNES,internaciones,egresos,2006-03-01,143,143
YACO,internaciones,egresos,2006-03-01,2,2
YACUIBA,internaciones,egresos,2006-03-01,642,642
YAMPARAEZ,internaciones,egresos,2006-03-01,21,21
YANACACHI,internaciones,egresos,2006-03-01,2,2
YAPACANI,internaciones,egresos,2006-03-01,576,576
YOTALA,internaciones,egresos,2006-03-01,38,38
ZUDAÑEZ,internaciones,egresos,2006-03-01,31,31
ACACIO,internaciones,egresos,2006-04-01,13,13
ACHACACHI,internaciones,egresos,2006-04-01,62,62
ACHOCALLA,internaciones,egresos,2006-04-01,4,4
AIQUILE,internaciones,egresos,2006-04-01,114,114
ALALAY,internaciones,egresos,2006-04-01,1,1
ALCALA,internaciones,egresos,2006-04-01,3,3
ANCORAIMES,internaciones,egresos,2006-04-01,4,4
ANDAMARCA,internaciones,egresos,2006-04-01,3,3
ANTEQUERA,internaciones,egresos,2006-04-01,2,2
APOLO,internaciones,egresos,2006-04-01,31,31
ARAMPAMPA,internaciones,egresos,2006-04-01,1,1
ARQUE,internaciones,egresos,2006-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2006-04-01,170,170
ATOCHA,internaciones,egresos,2006-04-01,126,126
AUCAPATA,internaciones,egresos,2006-04-01,1,1
AYO AYO,internaciones,egresos,2006-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2006-04-01,60,60
AZURDUY,internaciones,egresos,2006-04-01,20,20
BATALLAS,internaciones,egresos,2006-04-01,12,12
BAURES,internaciones,egresos,2006-04-01,11,11
BERMEJO,internaciones,egresos,2006-04-01,155,155
BETANZOS,internaciones,egresos,2006-04-01,47,47
BOLIVAR,internaciones,egresos,2006-04-01,2,2
BOYUIBE,internaciones,egresos,2006-04-01,22,22
BUENA VISTA,internaciones,egresos,2006-04-01,25,25
CABEZAS,internaciones,egresos,2006-04-01,27,27
CAIROMA,internaciones,egresos,2006-04-01,7,7
CAJUATA,internaciones,egresos,2006-04-01,12,12
CALACOTO,internaciones,egresos,2006-04-01,3,3
CALAMARCA,internaciones,egresos,2006-04-01,4,4
CAMARGO,internaciones,egresos,2006-04-01,129,129
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2006-04-01,6,6
CAMIRI,internaciones,egresos,2006-04-01,235,235
CAPINOTA,internaciones,egresos,2006-04-01,78,78
CAQUIAVIRI,internaciones,egresos,2006-04-01,5,5
CARACOLLO,internaciones,egresos,2006-04-01,28,28
CARANAVI,internaciones,egresos,2006-04-01,243,243
CARIPUYO,internaciones,egresos,2006-04-01,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2006-04-01,16,16
CHALLAPATA,internaciones,egresos,2006-04-01,86,86
CHAQUI,internaciones,egresos,2006-04-01,2,2
CHARAGUA,internaciones,egresos,2006-04-01,99,99
CHAYANTA,internaciones,egresos,2006-04-01,9,9
CHIMORE,internaciones,egresos,2006-04-01,27,27
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2006-04-01,92,92
CHUMA,internaciones,egresos,2006-04-01,2,2
CLIZA,internaciones,egresos,2006-04-01,18,18
COBIJA,internaciones,egresos,2006-04-01,295,295
COCHABAMBA,internaciones,egresos,2006-04-01,5492,5492
COLCAPIRHUA,internaciones,egresos,2006-04-01,120,120
"COLCHA ""K""",internaciones,egresos,2006-04-01,1,1
COLLANA,internaciones,egresos,2006-04-01,2,2
COLOMI,internaciones,egresos,2006-04-01,35,35
COLPA BELGICA,internaciones,egresos,2006-04-01,19,19
COLQUECHACA,internaciones,egresos,2006-04-01,2,2
COLQUIRI,internaciones,egresos,2006-04-01,19,19
COMARAPA,internaciones,egresos,2006-04-01,80,80
CONCEPCION,internaciones,egresos,2006-04-01,63,63
COPACABANA,internaciones,egresos,2006-04-01,26,26
CORIPATA,internaciones,egresos,2006-04-01,31,31
CORO CORO,internaciones,egresos,2006-04-01,2,2
COROICO,internaciones,egresos,2006-04-01,118,118
CORQUE,internaciones,egresos,2006-04-01,1,1
COTAGAITA,internaciones,egresos,2006-04-01,31,31
COTOCA,internaciones,egresos,2006-04-01,72,72
CUATRO CAÑADAS,internaciones,egresos,2006-04-01,84,84
CUEVO,internaciones,egresos,2006-04-01,7,7
CULPINA,internaciones,egresos,2006-04-01,24,24
CURAHUARA DE CARANGAS,internaciones,egresos,2006-04-01,10,10
DESAGUADERO,internaciones,egresos,2006-04-01,4,4
EL ALTO,internaciones,egresos,2006-04-01,2393,2393
EL PUENTE(STC),internaciones,egresos,2006-04-01,17,17
EL PUENTE(TJA),internaciones,egresos,2006-04-01,4,4
EL TORNO,internaciones,egresos,2006-04-01,155,155
EL VILLAR,internaciones,egresos,2006-04-01,13,13
ENTRE RIOS,internaciones,egresos,2006-04-01,21,21
ENTRE RIOS,internaciones,egresos,2006-04-01,28,28
EUCALIPTUS,internaciones,egresos,2006-04-01,14,14
EXALTACION,internaciones,egresos,2006-04-01,5,5
FERNANDEZ ALONSO,internaciones,egresos,2006-04-01,27,27
FILADELFIA,internaciones,egresos,2006-04-01,2,2
GENERAL SAAVEDRA,internaciones,egresos,2006-04-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2006-04-01,3,3
GUANAY,internaciones,egresos,2006-04-01,24,24
GUAQUI,internaciones,egresos,2006-04-01,2,2
GUAYARAMERIN,internaciones,egresos,2006-04-01,545,545
GUTIERREZ,internaciones,egresos,2006-04-01,36,36
HUACARETA,internaciones,egresos,2006-04-01,21,21
HUANUNI,internaciones,egresos,2006-04-01,92,92
HUARACAJE,internaciones,egresos,2006-04-01,11,11
HUAYLLAMARCA,internaciones,egresos,2006-04-01,5,5
ICLA,internaciones,egresos,2006-04-01,4,4
INCAHUASI,internaciones,egresos,2006-04-01,13,13
INQUISIVI,internaciones,egresos,2006-04-01,11,11
IRUPANA (VILLA DE LANZA),internaciones,egresos,2006-04-01,24,24
IXIAMAS,internaciones,egresos,2006-04-01,13,13
JESUS DE MACHACA,internaciones,egresos,2006-04-01,3,3
LA ASUNTA,internaciones,egresos,2006-04-01,51,51
LA GUARDIA,internaciones,egresos,2006-04-01,130,130
LA PAZ,internaciones,egresos,2006-04-01,6549,6549
LAGUNILLAS,internaciones,egresos,2006-04-01,11,11
LAJA,internaciones,egresos,2006-04-01,2,2
LICOMA PAMPA,internaciones,egresos,2006-04-01,2,2
LLALLAGUA,internaciones,egresos,2006-04-01,210,210
LLICA,internaciones,egresos,2006-04-01,1,1
LURIBAY,internaciones,egresos,2006-04-01,12,12
MACHACAMARCA,internaciones,egresos,2006-04-01,2,2
MACHARETI,internaciones,egresos,2006-04-01,15,15
MAGDALENA,internaciones,egresos,2006-04-01,69,69
MAIRANA,internaciones,egresos,2006-04-01,37,37
MAPIRI,internaciones,egresos,2006-04-01,27,27
MECAPACA,internaciones,egresos,2006-04-01,9,9
MINEROS,internaciones,egresos,2006-04-01,9,9
MIZQUE,internaciones,egresos,2006-04-01,52,52
MOCOMOCO,internaciones,egresos,2006-04-01,4,4
MOJOCOYA,internaciones,egresos,2006-04-01,2,2
MONTEAGUDO,internaciones,egresos,2006-04-01,129,129
MONTERO,internaciones,egresos,2006-04-01,662,662
MORO MORO,internaciones,egresos,2006-04-01,1,1
MOROCHATA,internaciones,egresos,2006-04-01,5,5
OCURI,internaciones,egresos,2006-04-01,1,1
OKINAWA,internaciones,egresos,2006-04-01,13,13
OMEREQUE,internaciones,egresos,2006-04-01,2,2
ORURO,internaciones,egresos,2006-04-01,2036,2036
PADILLA,internaciones,egresos,2006-04-01,75,75
PAILON,internaciones,egresos,2006-04-01,41,41
PALCA,internaciones,egresos,2006-04-01,2,2
PALOS BLANCOS,internaciones,egresos,2006-04-01,58,58
PAMPA AULLAGAS,internaciones,egresos,2006-04-01,1,1
PAMPA GRANDE,internaciones,egresos,2006-04-01,28,28
PAPEL PAMPA,internaciones,egresos,2006-04-01,1,1
PASORAPA,internaciones,egresos,2006-04-01,10,10
PATACAMAYA,internaciones,egresos,2006-04-01,22,22
PAZÑA,internaciones,egresos,2006-04-01,1,1
POCONA,internaciones,egresos,2006-04-01,16,16
POJO (CBBA),internaciones,egresos,2006-04-01,16,16
POOPO,internaciones,egresos,2006-04-01,3,3
PORCO,internaciones,egresos,2006-04-01,7,7
POROMA,internaciones,egresos,2006-04-01,6,6
PORONGO,internaciones,egresos,2006-04-01,11,11
PORTACHUELO,internaciones,egresos,2006-04-01,135,135
PORVENIR,internaciones,egresos,2006-04-01,3,3
POTOSI,internaciones,egresos,2006-04-01,1597,1597
PRESTO,internaciones,egresos,2006-04-01,3,3
PUCARA,internaciones,egresos,2006-04-01,1,1
PUCARANI,internaciones,egresos,2006-04-01,9,9
PUERTO ACOSTA,internaciones,egresos,2006-04-01,82,82
PUERTO CARABUCO,internaciones,egresos,2006-04-01,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2006-04-01,5,5
PUERTO QUIJARRO,internaciones,egresos,2006-04-01,149,149
PUERTO RICO,internaciones,egresos,2006-04-01,35,35
PUERTO SUAREZ,internaciones,egresos,2006-04-01,105,105
PUERTO VILLARROEL,internaciones,egresos,2006-04-01,239,239
PUNA,internaciones,egresos,2006-04-01,23,23
PUNATA,internaciones,egresos,2006-04-01,180,180
QUILLACOLLO,internaciones,egresos,2006-04-01,297,297
QUIME,internaciones,egresos,2006-04-01,13,13
QUIRUSILLAS,internaciones,egresos,2006-04-01,2,2
RAVELO,internaciones,egresos,2006-04-01,6,6
REYES,internaciones,egresos,2006-04-01,43,43
RIBERALTA,internaciones,egresos,2006-04-01,798,798
ROBORE,internaciones,egresos,2006-04-01,85,85
RURRENABAQUE,internaciones,egresos,2006-04-01,99,99
SABAYA,internaciones,egresos,2006-04-01,1,1
SACABA,internaciones,egresos,2006-04-01,399,399
SACABAMBA,internaciones,egresos,2006-04-01,19,19
SACACA,internaciones,egresos,2006-04-01,18,18
SAIPINA,internaciones,egresos,2006-04-01,13,13
SAMAIPATA,internaciones,egresos,2006-04-01,30,30
SAN ANDRES,internaciones,egresos,2006-04-01,4,4
SAN ANTONIO DE LOMERIO,internaciones,egresos,2006-04-01,32,32
SAN BENITO,internaciones,egresos,2006-04-01,13,13
SAN BORJA,internaciones,egresos,2006-04-01,162,162
SAN BUENA VENTURA,internaciones,egresos,2006-04-01,23,23
SAN CARLOS,internaciones,egresos,2006-04-01,159,159
SAN IGNACIO,internaciones,egresos,2006-04-01,60,60
SAN IGNACIO DE VELASCO,internaciones,egresos,2006-04-01,397,397
SAN JAVIER(STC),internaciones,egresos,2006-04-01,58,58
SAN JOAQUIN,internaciones,egresos,2006-04-01,34,34
SAN JOSE DE CHIQUITOS,internaciones,egresos,2006-04-01,63,63
SAN JUAN DE YAPACANI,internaciones,egresos,2006-04-01,136,136
SAN JULIAN,internaciones,egresos,2006-04-01,122,122
SAN LORENZO(PND),internaciones,egresos,2006-04-01,8,8
SAN LORENZO(TJA),internaciones,egresos,2006-04-01,20,20
SAN LUCAS,internaciones,egresos,2006-04-01,65,65
SAN MATIAS,internaciones,egresos,2006-04-01,49,49
SAN MIGUEL DE VELASCO,internaciones,egresos,2006-04-01,50,50
SAN PEDRO,internaciones,egresos,2006-04-01,33,33
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2006-04-01,9,9
SAN PEDRO DE TIQUINA,internaciones,egresos,2006-04-01,1,1
SAN RAFAEL,internaciones,egresos,2006-04-01,47,47
SAN RAMON,internaciones,egresos,2006-04-01,38,38
SAN RAMON,internaciones,egresos,2006-04-01,66,66
SANTA ANA,internaciones,egresos,2006-04-01,88,88
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2006-04-01,8266,8266
SANTA ROSA,internaciones,egresos,2006-04-01,55,55
SANTA ROSA DEL SARA,internaciones,egresos,2006-04-01,62,62
SANTIAGO DE CALLAPA,internaciones,egresos,2006-04-01,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2006-04-01,2,2
SANTIVAÑES,internaciones,egresos,2006-04-01,7,7
SAPAHAQUI,internaciones,egresos,2006-04-01,2,2
