municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,4,4
QUIME,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
REYES,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAN ANDRES DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2005-05-01,26,26
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,6,6
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,22,22
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2005-05-01,4,4
SENA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
SORATA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,4,4
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TARACO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TARATA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TARIJA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
TARVITA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TIPUANI,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TOLATA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TOLEDO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TOMINA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
TORO TORO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,8,8
UMALA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
UNCIA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2005-05-01,2,2
UYUNI,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
VACAS,actividades con la comunidad,no de cai de sector realizados,2005-05-01,3,3
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2005-05-01,12,12
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2005-05-01,1,1
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2005-05-01,5,5
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,12,12
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
APOLO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ARANI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ARQUE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
AYATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,7,7
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,7,7
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
CARMEN RIVERO TORREZ,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CHAQUI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CHAYANTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CHIMORE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
COBIJA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,5,5
COLLANA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
COROICO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
CULPINA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,22,22
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
EL VILLAR,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
HUACARETA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
INQUISIVI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
IXIAMAS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2005-06-01,38,38
LAJA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,5,5
LURIBAY,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
MINEROS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
PAMPA GRANDE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
POTOSI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
PUCARA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
PUNATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
QUIME,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ROBORE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAN ANDRES DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
SAN BORJA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2005-06-01,13,13
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,12,12
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,7,7
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,29,29
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,7,7
SICAYA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SORATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,5,5
TACOPAYA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,4,4
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,7,7
TARACO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
TARATA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
TARIJA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,5,5
TARVITA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,8,8
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,12,12
UMALA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
UNCIA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2005-06-01,3,3
URUBICHA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
VACAS,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,6,6
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
VILLA SERRANO,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
VILLAZON,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
WARNES,actividades con la comunidad,no de cai de sector realizados,2005-06-01,12,12
YACUIBA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
YAMPARAEZ,actividades con la comunidad,no de cai de sector realizados,2005-06-01,9,9
YAPACANI,actividades con la comunidad,no de cai de sector realizados,2005-06-01,2,2
YOCALLA,actividades con la comunidad,no de cai de sector realizados,2005-06-01,1,1
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,11,11
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
APOLO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ARAMPAMPA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ARANI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,5,5
ARQUE,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
ATOCHA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
AYATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
BATALLAS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
BELLA FLOR,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
BERMEJO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
BOLIVAR,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CAJUATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
CAMARGO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CHUMA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
COBIJA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,13,13
COLLANA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,5,5
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
COLQUIRI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
COMANCHE,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CORIPATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
CORO CORO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
COROICO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,18,18
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
EL VILLAR,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
ENTRE RIOS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,13,13
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2005-07-01,44,44
LAJA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,5,5
LURIBAY,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
MINEROS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
PALCA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
PAPEL PAMPA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
PELECHUCO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
POCOATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,30,30
POROMA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,6,6
PORONGO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
POSTRER VALLE,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
POTOSI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,6,6
PUCARA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2005-07-01,6,6
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
PUERTO GONZALO MORENO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
PUNATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,6,6
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,5,5
QUIME,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
RAVELO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
REYES,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,9,9
ROBORE,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,7,7
SACABAMBA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
SAMAIPATA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SAN ANDRES DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,4,4
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,3,3
SAN BORJA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2005-07-01,2,2
SAN IGNACIO,actividades con la comunidad,no de cai de sector realizados,2005-07-01,1,1
