municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,7,7
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,9,9
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,53,53
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,3,3
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,14,14
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,5,5
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,19,19
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,5,5
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,20,20
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,80,80
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,3,3
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,35,35
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,9,9
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,28,28
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,5,5
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,5,5
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,9,9
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,5,5
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,37,37
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,77,77
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,58,58
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,361,361
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,8,8
TACACOMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,7,7
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,85,85
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,75,75
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,3,3
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,2,2
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,898,898
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,40,40
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,12,12
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,3,3
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,68,68
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,6,6
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,218,218
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,30,30
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,10,10
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,3,3
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,14,14
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,35,35
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,38,38
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,14,14
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,26,26
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,168,168
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,38,38
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,42,42
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,18,18
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,40,40
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,10,10
UYUNI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,8,8
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,59,59
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,7,7
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,6,6
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,153,153
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,26,26
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,42,42
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,69,69
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,42,42
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,28,28
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,1,1
WALDO BALLIVIAN,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,8,8
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,32,32
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,4,4
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,151,151
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,51,51
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,17,17
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,6,6
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,35,35
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,31,31
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-03-01,26,26
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,159,159
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,148,148
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,25,25
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,18,18
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,16,16
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,23,23
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,16,16
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,69,69
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,42,42
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,24,24
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
BELLA FLOR,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,16,16
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,118,118
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,95,95
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,34,34
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
BOYUIBE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,27,27
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,30,30
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,28,28
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,19,19
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,28,28
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,35,35
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,69,69
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,28,28
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,123,123
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,19,19
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,70,70
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,50,50
CHOQUE COTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,31,31
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,85,85
COIPASA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
"COLCHA ""K""",actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,49,49
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,19,19
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
COPACABANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,10,10
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,76,76
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,764,764
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,30,30
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,23,23
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,81,81
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,38,38
ESCARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
EUREKA (SANTOS MERCADO),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,36,36
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,25,25
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,15,15
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,21,21
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,83,83
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,16,16
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,96,96
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,32,32
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,80,80
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,41,41
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,53,53
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,55,55
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,20,20
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,112,112
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,419,419
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,22,22
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,22,22
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
LLALLAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,18,18
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,15,15
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,38,38
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,32,32
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,28,28
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,18,18
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,38,38
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,80,80
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,59,59
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,15,15
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,499,499
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,251,251
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,58,58
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,59,59
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,18,18
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,18,18
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
PAPEL PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,29,29
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,54,54
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,82,82
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,193,193
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,22,22
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,35,35
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,6,6
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,83,83
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,77,77
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,51,51
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,44,44
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,28,28
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,22,22
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,545,545
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,70,70
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,57,57
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,45,45
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,14,14
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,29,29
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,14,14
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,35,35
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,12,12
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,25,25
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,31,31
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,174,174
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,29,29
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,20,20
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,25,25
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,77,77
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,67,67
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,85,85
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,7,7
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,22,22
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,34,34
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,16,16
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
SAN RAMON,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,14,14
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,20,20
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,73,73
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,5,5
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,25,25
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,13,13
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,12,12
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
SICAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,35,35
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,171,171
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,92,92
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,375,375
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,9,9
TACACOMA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,23,23
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,112,112
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,106,106
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,3,3
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,2,2
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,1712,1712
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,42,42
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,17,17
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,8,8
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,4,4
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,317,317
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,39,39
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2005-04-01,11,11
