municipality,group,variable,month,Nº de comunidades que participaron en el CAI d,TOTAL
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,57,57
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
LURIBAY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
MALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,20,20
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,30,30
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,18,18
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,27,27
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
PUERTO RICO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
PUERTO SILES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
PUERTO SUAREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,23,23
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,14,14
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
QUIRUSILLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,10,10
SACABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,31,31
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,29,29
SAN JOAQUIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
SAN JUAN DE YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,18,18
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,39,39
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,15,15
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,12,12
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,8,8
SAN RAMON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,49,49
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,6,6
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,15,15
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,15,15
TACOPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,13,13
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,27,27
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,4,4
TOMAVE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,5,5
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,23,23
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,18,18
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,29,29
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,3,3
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,7,7
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,1,1
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,9,9
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,16,16
YAMPARAEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,28,28
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,26,26
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,11,11
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-08-01,10,10
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,50,50
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,10,10
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,8,8
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,7,7
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
BAURES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,11,11
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,17,17
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
CAIROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,16,16
CAQUIAVIRI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,20,20
CHAYANTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
CHUMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,13,13
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,33,33
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
CORIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
CORO CORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,18,18
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,12,12
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,10,10
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
HUACARETA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,8,8
INQUISIVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,7,7
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,22,22
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,67,67
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,14,14
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,7,7
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,34,34
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
OMEREQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PALCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,20,20
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
PAMPA GRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
POROMA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
PORTACHUELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,14,14
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,7,7
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,19,19
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,14,14
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
QUIME,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
RAVELO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
REYES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,40,40
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,20,20
SAMAIPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
SAN ANDRES DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
SAN IGNACIO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,24,24
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,17,17
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,50,50
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,45,45
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,22,22
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
SAN PEDRO(PND),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,21,21
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,8,8
SANTIAGO DE CALLAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
SANTIAGO DE HUARI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,3,3
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,21,21
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,12,12
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
SICAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,12,12
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,12,12
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,14,14
TARACO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
TEOPONTE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,8,8
TIQUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,2,2
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,33,33
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
TOLEDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,5,5
TOMAVE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,13,13
TORO TORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,10,10
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,10,10
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,16,16
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
URUBICHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,4,4
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,9,9
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,10,10
VILLA MONTES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,6,6
YACUIBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
YAPACANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-09-01,8,8
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,12,12
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,26,26
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
ATOCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,2,2
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
BATALLAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
BOLIVAR,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
CAJUATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,16,16
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,21,21
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,9,9
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
CARIPUYO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,30,30
CHIMORE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
COLPA BELGICA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,12,12
COMANCHE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,23,23
EL CHORO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
ENTRE RIOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
GUAQUI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
ICHOCA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,2,2
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,7,7
INQUISIVI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,15,15
LA ASUNTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,15,15
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,114,114
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,2,2
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,11,11
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
PADILLA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,22,22
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
PAMPA AULLAGAS,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
PASORAPA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,6,6
PELECHUCO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,2,2
POSTRER VALLE,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,5,5
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,2,2
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,3,3
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
PUERTO ACOSTA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,10,10
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,8,8
PUERTO VILLARROEL,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,9,9
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai d,2005-10-01,4,4
