municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,744,744
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,372,372
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1549,1549
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,3055,3055
MORO MORO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,57,57
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,147,147
OKINAWA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,7059,7059
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,496,496
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,324,324
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,248,248
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
PAPEL PAMPA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,90,90
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,253,253
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,2,2
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,164,164
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,465,465
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,310,310
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1023,1023
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
POSTRER VALLE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,3761,3761
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,217,217
PUCARA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,150,150
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,273,273
PUERTO SILES,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,19,19
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,868,868
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,992,992
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,217,217
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1519,1519
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,634,634
QUIME,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,153,153
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,2449,2449
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1294,1294
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,434,434
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,2108,2108
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,217,217
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SAN BENITO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,496,496
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,217,217
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1022,1022
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,899,899
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,3038,3038
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,310,310
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1085,1085
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,411,411
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,744,744
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,496,496
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,742,742
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,217,217
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,541,541
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,248,248
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,341,341
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,403,403
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,39620,39620
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,92,92
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
SENA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,87,87
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,620,620
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SICAYA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
SIPE SIPE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,775,775
SORACACHI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,620,620
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,35278,35278
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,11345,11345
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,925,925
TEOPONTE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,540,540
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,620,620
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,620,620
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,30,30
TRIGAL,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,31,31
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,4495,4495
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,3226,3226
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
URIONDO (A. CONCEPCION),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,30,30
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,155,155
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,837,837
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,994,994
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1159,1159
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,2387,2387
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,278,278
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,1178,1178
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,651,651
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,124,124
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,775,775
YACO,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,868,868
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,372,372
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,806,806
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,279,279
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2010-01-01,93,93
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1148,1148
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
ANCORAIMES,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,784,784
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,690,690
AYATA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1234,1234
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,420,420
BATALLAS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1083,1083
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,420,420
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,537,537
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,280,280
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,84,84
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1036,1036
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,2604,2604
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,420,420
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,980,980
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,82,82
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,20,20
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,504,504
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,84,84
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,784,784
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,784,784
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,252,252
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1526,1526
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,46434,46434
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,1204,1204
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,196,196
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,184,184
COLQUIRI,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,205,205
COMANCHE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,31,31
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,644,644
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,364,364
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,112,112
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,84,84
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,896,896
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,252,252
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,588,588
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,672,672
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,56,56
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,168,168
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,448,448
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,254,254
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,9616,9616
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2010-02-01,140,140
