municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,13,13
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,110,110
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,93,93
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,15,15
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,93,93
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,31,31
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,140,140
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,44,44
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,11,11
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,81,81
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
CURVA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3217,3217
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,21,21
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,169,169
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,30,30
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,58,58
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,52,52
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,59,59
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,18,18
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,19,19
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,35,35
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,453,453
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,20,20
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,13,13
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,12,12
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,41,41
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,11,11
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,8,8
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
INGAVI (HUMAITA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,15,15
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,18,18
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,43,43
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,76,76
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5609,5609
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,9,9
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,220,220
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,20,20
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,8,8
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,22,22
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,102,102
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
MALLA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,44,44
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,79,79
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,7,7
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,15,15
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,63,63
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,841,841
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,28,28
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,20,20
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1724,1724
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,113,113
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,45,45
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,49,49
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,8,8
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,186,186
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,24,24
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,40,40
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,44,44
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,42,42
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,15,15
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,196,196
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1033,1033
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,9,9
PUCARA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,15,15
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,9,9
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,46,46
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,114,114
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,191,191
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,32,32
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,306,306
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,167,167
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
REYES,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,56,56
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,427,427
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,37,37
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,163,163
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,406,406
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,49,49
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,9,9
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,28,28
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,25,25
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,18,18
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,28,28
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,180,180
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,57,57
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,153,153
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,145,145
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,368,368
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,52,52
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,31,31
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,141,141
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,25,25
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,138,138
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,86,86
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,85,85
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,85,85
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,277,277
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,14,14
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,24,24
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,48,48
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,79,79
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,155,155
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,9108,9108
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,62,62
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,52,52
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,11,11
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
SENA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,124,124
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,10,10
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,33,33
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,31,31
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,22,22
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1828,1828
TACACHI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,10,10
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,7,7
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,107,107
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,7,7
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,10,10
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1325,1325
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,65,65
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,10,10
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,26,26
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,227,227
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,35,35
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,8,8
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,38,38
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,68,68
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
TRIGAL,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1077,1077
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,227,227
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,5,5
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,30,30
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,20,20
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,84,84
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,13,13
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,112,112
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,92,92
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,13,13
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,198,198
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,39,39
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,287,287
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,157,157
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,100,100
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,6,6
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,280,280
YACO,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,4,4
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,324,324
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,16,16
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,3,3
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,1140,1140
YOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,2,2
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,46,46
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2010-03-01,12,12
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,29,29
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,4,4
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,104,104
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,1,1
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,6,6
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,7,7
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,11,11
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,8,8
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,32,32
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,157,157
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,253,253
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,34,34
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,26,26
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,6,6
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,32,32
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,115,115
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,63,63
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,4,4
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,7,7
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,45,45
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,23,23
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,17,17
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,13,13
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,7,7
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,12,12
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,174,174
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,5,5
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,267,267
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,32,32
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,36,36
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,142,142
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,3,3
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,16,16
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,134,134
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,10,10
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,78,78
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,30,30
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,22,22
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,34,34
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,1,1
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,8,8
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,52,52
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,467,467
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,14,14
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,5567,5567
COIPASA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,3,3
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,120,120
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,4,4
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,46,46
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,50,50
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,20,20
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,10,10
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,8,8
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,117,117
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,54,54
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,10,10
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,10,10
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,64,64
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,4,4
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,20,20
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,203,203
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,35,35
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,6,6
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,112,112
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,20,20
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,5,5
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2913,2913
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,13,13
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,161,161
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,27,27
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,28,28
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,34,34
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,52,52
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,13,13
EXALTACION,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,136,136
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,27,27
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,5,5
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,445,445
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,24,24
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,43,43
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,3,3
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,10,10
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,30,30
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,14,14
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,6,6
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,2,2
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,8,8
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,26,26
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,15,15
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,16,16
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,7,7
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,54,54
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,85,85
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,5626,5626
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2010-04-01,19,19
