municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
ICHOCA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
ICLA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,94,94
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,89,89
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,690,690
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,12930,12930
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
LAJA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,240,240
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
LLICA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,121,121
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,990,990
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,174,174
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,691,691
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,845,845
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
NAZACARA DE PACAJES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
OCURI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,104,104
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,242,242
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
ORURO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,2806,2806
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
PAILON,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,260,260
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,270,270
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,180,180
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,75,75
POCONA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,450,450
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,240,240
POOPO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,20,20
PORCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,74,74
POROMA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,543,543
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,420,420
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
POSTRER VALLE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,4829,4829
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,180,180
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,56,56
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,98,98
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,143,143
PUERTO SILES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,29,29
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,600,600
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1110,1110
PUNA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,720,720
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,310,310
QUIME,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,92,92
REYES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,570,570
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,296,296
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
SACABA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1472,1472
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SACACA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,180,180
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,121,121
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,390,390
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,391,391
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1380,1380
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,656,656
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,154,154
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,630,630
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,112,112
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,270,270
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,383,383
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,14200,14200
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,420,420
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SENA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,80,80
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,420,420
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,151,151
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,88,88
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
SORATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,4020,4020
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
TACOBAMBA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,27,27
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,271,271
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,573,573
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,390,390
TARACO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TARATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,240,240
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1272,1272
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,750,750
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,240,240
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,540,540
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,420,420
TOCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,600,600
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
TRIGAL,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1590,1590
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,504,504
TURCO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,87,87
UMALA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,30,30
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,330,330
VACAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,210,210
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,810,810
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,180,180
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,92,92
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,285,285
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,420,420
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1410,1410
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2010-04-01,212,212
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
VINTO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,360,360
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
WARNES,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,1200,1200
YACO,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,481,481
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,150,150
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,630,630
YOCALLA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,60,60
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,90,90
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2010-04-01,120,120
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,90,90
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
APOLO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
ARANI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,123,123
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,339,339
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,370,370
AYATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,496,496
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,305,305
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,576,576
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,465,465
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,154,154
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,277,277
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,651,651
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,105,105
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,434,434
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,60,60
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,25,25
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,372,372
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,154,154
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,680,680
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,307,307
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,11045,11045
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,30,30
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,434,434
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
COLLANA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,372,372
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,368,368
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,153,153
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,342,342
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
COROICO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,2,2
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,651,651
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,341,341
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,185,185
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,5150,5150
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,465,465
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,144,144
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,304,304
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
FILADELFIA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,58,58
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,468,468
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,152,152
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,253,253
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,90,90
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,279,279
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
ICHOCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
ICLA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,24,24
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,179,179
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,341,341
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,713,713
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,13764,13764
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
LAJA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,372,372
LLICA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,155,155
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,1023,1023
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,170,170
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,712,712
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,898,898
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,93,93
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,151,151
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,49,49
NAZACARA DE PACAJES,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
OCURI,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,103,103
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,217,217
ORURO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,2754,2754
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,341,341
PAILON,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,228,228
PALCA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,31,31
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,310,310
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,29,29
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,29,29
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,62,62
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,186,186
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,124,124
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,73,73
POCONA,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,496,496
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2010-05-01,248,248
POOPO,internaciones dias camas,dias camas disponibles maternidad,2010-05-01,60,60
