municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,346,346
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,40,40
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,8,8
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,94,94
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,110,110
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,7,7
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,244,244
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,55,55
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,171,171
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,98,98
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,58,58
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,104,104
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,8,8
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,5325,5325
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,5,5
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,963,963
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,10,10
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,60,60
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,12,12
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,186,186
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,32,32
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,5,5
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,11,11
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1074,1074
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,42,42
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,55,55
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4,4
HUACHACALLA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,8,8
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,91,91
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,13,13
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
ICHOCA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,54,54
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,7,7
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,46,46
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,60,60
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,267,267
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,34303,34303
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,23,23
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,404,404
LURIBAY,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,5,5
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,8,8
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,77,77
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,57,57
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,10,10
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,42,42
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,58,58
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,441,441
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1433,1433
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,36,36
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,12,12
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,7,7
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,7748,7748
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,176,176
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,96,96
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,42,42
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,14,14
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,57,57
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,6,6
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,8,8
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,545,545
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,9,9
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,9,9
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4407,4407
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,6,6
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,90,90
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,69,69
PUERTO SILES,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,12,12
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,231,231
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,247,247
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,491,491
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,134,134
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,6,6
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,45,45
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1538,1538
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,165,165
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,188,188
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,435,435
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,15,15
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,58,58
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,17,17
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,16,16
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,42,42
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,14,14
SAN BENITO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,193,193
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,58,58
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,278,278
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,73,73
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,888,888
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,108,108
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,38,38
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,172,172
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,342,342
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,246,246
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,148,148
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,123,123
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,71,71
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,118,118
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,9,9
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,43,43
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,27,27
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,75,75
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,220,220
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,29785,29785
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,94,94
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,73,73
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,6,6
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,241,241
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,90,90
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,23,23
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,21856,21856
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,128,128
TARATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1,1
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,7237,7237
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,31,31
TEOPONTE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,39,39
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,76,76
TOLATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,21,21
TOLEDO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,10,10
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,3,3
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2859,2859
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,1325,1325
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,20,20
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4,4
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,95,95
VACAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,4,4
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,283,283
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,10,10
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,835,835
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,24,24
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,31,31
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,421,421
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,38,38
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,672,672
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,307,307
VITICHI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,2,2
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,604,604
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,433,433
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,66,66
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,694,694
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,43,43
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-01-01,40,40
ACACIO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,30,30
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,131,131
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
ANCORAIMES,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
ARANI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,5,5
ARQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,222,222
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,356,356
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,24,24
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,55,55
BATALLAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,42,42
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,555,555
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,68,68
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,57,57
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,85,85
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,13,13
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,13,13
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,339,339
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,19,19
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,1046,1046
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,76,76
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,19,19
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,243,243
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,11,11
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,133,133
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,327,327
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,25,25
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,286,286
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,9,9
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,765,765
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,29054,29054
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,270,270
COLOMI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,8,8
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,10,10
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,17,17
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,201,201
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,34,34
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,36,36
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,6,6
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,261,261
CORQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,61,61
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,198,198
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,58,58
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,45,45
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,57,57
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,5754,5754
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,15,15
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,7,7
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,12,12
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,13,13
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,149,149
EUCALIPTUS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,1,1
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,183,183
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,21,21
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,902,902
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,56,56
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,153,153
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,117,117
HUACHACALLA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,104,104
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,6,6
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,16,16
INQUISIVI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,1,1
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,11,11
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,26,26
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,67,67
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,156,156
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,37018,37018
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,11,11
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,341,341
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3,3
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,98,98
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,22,22
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,7,7
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,27,27
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,154,154
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,464,464
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,1339,1339
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,36,36
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,12,12
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,5,5
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,3349,3349
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,69,69
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,174,174
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,63,63
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,9,9
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,7,7
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,280,280
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,8,8
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,6,6
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,21,21
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,66,66
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,4,4
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,587,587
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,15,15
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,10,10
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,5504,5504
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,6,6
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2010-02-01,5,5
