municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1118,1118
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,92,92
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,26,26
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,13547,13547
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,58,58
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,391,391
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,70,70
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,212,212
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,52,52
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,26,26
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,5,5
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,17,17
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,887,887
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,70,70
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,41,41
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,845,845
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,88,88
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,7,7
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,32,32
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,36,36
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,35,35
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,719,719
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,34891,34891
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,12,12
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,531,531
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,10,10
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,15,15
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,248,248
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,51,51
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,12,12
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,63,63
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,202,202
MOCOMOCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,13,13
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,707,707
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,3363,3363
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,10,10
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,50,50
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,8799,8799
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,145,145
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,142,142
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,100,100
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,4,4
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,26,26
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,8,8
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,544,544
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,8,8
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,6289,6289
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,21,21
PUCARA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,7,7
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,21,21
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,328,328
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,67,67
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,331,331
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,639,639
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,961,961
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1466,1466
RAQAYPAMPA(ETA),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
RAVELO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,65,65
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2020,2020
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,314,314
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,231,231
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1464,1464
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,5,5
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,56,56
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,411,411
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,178,178
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,204,204
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,953,953
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,37,37
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,363,363
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,111,111
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,407,407
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,165,165
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,107,107
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,157,157
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,351,351
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,15,15
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,20,20
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,138,138
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,96,96
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,38851,38851
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,188,188
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,59,59
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,157,157
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,47,47
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2,2
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,21578,21578
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,10,10
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,199,199
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,7994,7994
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,86,86
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,347,347
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,26,26
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,9,9
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,3350,3350
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,631,631
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,31,31
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,556,556
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,365,365
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,163,163
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,1,1
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,599,599
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,10,10
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,444,444
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,17,17
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,314,314
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,193,193
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,107,107
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,2212,2212
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,8,8
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,731,731
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-01-01,33,33
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,130,130
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,139,139
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,24,24
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,363,363
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,367,367
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,11,11
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,44,44
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,75,75
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,651,651
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,48,48
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,16,16
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,5,5
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,217,217
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,763,763
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,67,67
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,278,278
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,58,58
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,255,255
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,132,132
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,48,48
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,161,161
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,52,52
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2130,2130
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,56773,56773
COIPASA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,6,6
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,410,410
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,14,14
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,150,150
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,37,37
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,360,360
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,27,27
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,883,883
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,53,53
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,32,32
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,15416,15416
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,48,48
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,399,399
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,98,98
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,135,135
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,36,36
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,43,43
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,13,13
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,44,44
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,698,698
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,79,79
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,34,34
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,656,656
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,37,37
HUARINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,8,8
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,14,14
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,24,24
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,38,38
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,55,55
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1137,1137
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,35143,35143
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,424,424
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,7,7
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,105,105
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,60,60
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,24,24
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,67,67
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,155,155
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,770,770
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3690,3690
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,5,5
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,19,19
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,14,14
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,8263,8263
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,284,284
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,91,91
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,97,97
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,9,9
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,31,31
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,8,8
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,312,312
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,7239,7239
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,2,2
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,301,301
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,25,25
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,185,185
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,666,666
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1001,1001
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1537,1537
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,60,60
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1622,1622
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,204,204
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,330,330
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1356,1356
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,4,4
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,1,1
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,9,9
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,11,11
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,42,42
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,425,425
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,123,123
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,176,176
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,620,620
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,36,36
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,341,341
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,102,102
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,793,793
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,115,115
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,87,87
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,52,52
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,54,54
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,48,48
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,21,21
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,55,55
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,54,54
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,46196,46196
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,34,34
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,90,90
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,87,87
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,46,46
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,25,25
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,19987,19987
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,178,178
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,7600,7600
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,104,104
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,206,206
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2022-02-01,3,3
