municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1426,1426
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,527,527
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,279,279
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,217,217
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,22645,22645
EL CHORO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,899,899
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1212,1212
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,93,93
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,26,26
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2046,2046
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,622,622
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,775,775
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2449,2449
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,94,94
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,465,465
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,434,434
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,558,558
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,240,240
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,3907,3907
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,77943,77943
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,18,18
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1085,1085
LURIBAY,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
MACHACAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,558,558
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,546,546
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1798,1798
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2392,2392
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,4125,4125
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,589,589
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,25601,25601
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,589,589
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,267,267
PALCA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,310,310
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,89,89
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,186,186
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,222,222
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,806,806
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,403,403
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,92,92
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1054,1054
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2387,2387
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,20707,20707
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,403,403
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,620,620
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,165,165
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,120,120
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,181,181
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1699,1699
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2852,2852
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,4680,4680
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,651,651
REYES,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,3131,3131
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1349,1349
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,601,601
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,4619,4619
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,370,370
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,242,242
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,68,68
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,693,693
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,281,281
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,806,806
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2821,2821
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,217,217
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,930,930
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,778,778
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,968,968
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1178,1178
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,652,652
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,372,372
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,281,281
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,154,154
SAN PEDRO DE MACHA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,403,403
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,95,95
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,279,279
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,620,620
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,69658,69658
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,403,403
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,216,216
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,279,279
SENA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,90,90
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,587,587
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,403,403
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,40361,40361
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,154,154
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,806,806
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,589,589
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,62,62
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,20246,20246
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,868,868
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,341,341
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,186,186
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,60,60
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,589,589
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,279,279
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,899,899
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,7114,7114
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,930,930
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1767,1767
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,124,124
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,661,661
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1953,1953
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,279,279
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1519,1519
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,341,341
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2085,2085
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1798,1798
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,2140,2140
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,775,775
YACO,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,155,155
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,8629,8629
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,248,248
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,31,31
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,1580,1580
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,341,341
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2022-01-01,217,217
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,504,504
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,840,840
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,29,29
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,384,384
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,448,448
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,28,28
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,28,28
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,336,336
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,2032,2032
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1198,1198
AYATA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,653,653
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,504,504
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,224,224
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,2888,2888
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,112,112
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,380,380
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,28,28
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,8,8
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,304,304
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1652,1652
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,168,168
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,3014,3014
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,588,588
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,784,784
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1260,1260
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,28,28
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,262,262
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,924,924
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,170,170
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1060,1060
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,168,168
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,532,532
CHOQUE COTA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,280,280
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,728,728
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,228,228
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,420,420
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,5498,5498
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,280,280
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,54538,54538
COIPASA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,190,190
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1680,1680
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,168,168
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,448,448
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,392,392
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,777,777
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,896,896
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,700,700
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,163,163
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1288,1288
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,504,504
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,336,336
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,252,252
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,196,196
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,25845,25845
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,168,168
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,812,812
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,224,224
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1260,1260
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,336,336
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,84,84
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,140,140
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,15,15
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,150,150
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,168,168
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,1848,1848
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,940,940
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,700,700
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,224,224
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,2268,2268
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,56,56
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,85,85
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,420,420
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,392,392
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,336,336
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,90,90
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,504,504
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,240,240
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,3574,3574
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,71043,71043
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,336,336
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2022-02-01,980,980
