municipality,group,variable,month,Nacidos muertos,TOTAL
LA PAZ,atencion de partos en servicios,nacidos muertos,2013-05-01,30,30
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
MAPIRI,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2013-05-01,3,3
MONTERO,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2013-05-01,9,9
PADILLA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
POCOATA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2013-05-01,8,8
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2013-05-01,4,4
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2013-05-01,22,22
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2013-05-01,8,8
TARABUCO,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2013-05-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2013-05-01,4,4
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2013-05-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2013-05-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2013-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2013-06-01,16,16
COMARAPA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2013-06-01,28,28
ESCOMA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
GUANAY,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
ICLA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2013-06-01,21,21
MAIRANA,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2013-06-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2013-06-01,12,12
POTOSI,atencion de partos en servicios,nacidos muertos,2013-06-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
RIBERALTA,atencion de partos en servicios,nacidos muertos,2013-06-01,8,8
SACABA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2013-06-01,4,4
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2013-06-01,28,28
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
SUCRE,atencion de partos en servicios,nacidos muertos,2013-06-01,6,6
TARIJA,atencion de partos en servicios,nacidos muertos,2013-06-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
VILA VILA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2013-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
VITICHI,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2013-06-01,4,4
YOCALLA,atencion de partos en servicios,nacidos muertos,2013-06-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
BETANZOS,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
CLIZA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
COCAPATA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2013-07-01,25,25
CORIPATA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2013-07-01,25,25
ESCOMA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
HUANUNI,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2013-07-01,23,23
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
MAPIRI,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2013-07-01,5,5
ORURO,atencion de partos en servicios,nacidos muertos,2013-07-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
POJO (CBBA),atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2013-07-01,3,3
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2013-07-01,3,3
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2013-07-01,4,4
PUNATA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2013-07-01,6,6
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2013-07-01,4,4
SACABAMBA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SAN RAMON BENI,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2013-07-01,28,28
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2013-07-01,9,9
TARIJA,atencion de partos en servicios,nacidos muertos,2013-07-01,7,7
TARVITA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
TIPUANI,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
TORO TORO,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
VILA VILA,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2013-07-01,5,5
VILLAZON,atencion de partos en servicios,nacidos muertos,2013-07-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2013-07-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
ATOCHA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2013-08-01,3,3
CARANAVI,atencion de partos en servicios,nacidos muertos,2013-08-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2013-08-01,16,16
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
COLQUENCHA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
COMARAPA,atencion de partos en servicios,nacidos muertos,2013-08-01,1,1
