municipality,group,variable,month,Nacidos vivos,TOTAL
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2013-03-01,96,96
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2013-03-01,7,7
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2013-03-01,37,37
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2013-03-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2013-03-01,19,19
SAN PABLO DE LIPEZ,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2013-03-01,10,10
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2013-03-01,10,10
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2013-03-01,9,9
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2013-03-01,11,11
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2013-03-01,26,26
SANTA ANA,atencion de partos en servicios,nacidos vivos,2013-03-01,44,44
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2013-03-01,3846,3846
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2013-03-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2013-03-01,13,13
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2013-03-01,6,6
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2013-03-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2013-03-01,6,6
SENA,atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
SHINAOTA,atencion de partos en servicios,nacidos vivos,2013-03-01,38,38
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2013-03-01,14,14
SICAYA,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2013-03-01,48,48
SOPACHUY,atencion de partos en servicios,nacidos vivos,2013-03-01,5,5
SORACACHI,atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
SORATA,atencion de partos en servicios,nacidos vivos,2013-03-01,11,11
SUCRE,atencion de partos en servicios,nacidos vivos,2013-03-01,512,512
TACACOMA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2013-03-01,5,5
TACOPAYA,atencion de partos en servicios,nacidos vivos,2013-03-01,11,11
TAHUA,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
TAPACARI,atencion de partos en servicios,nacidos vivos,2013-03-01,7,7
TARABUCO,atencion de partos en servicios,nacidos vivos,2013-03-01,19,19
TARACO,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
TARATA,atencion de partos en servicios,nacidos vivos,2013-03-01,9,9
TARIJA,atencion de partos en servicios,nacidos vivos,2013-03-01,461,461
TARVITA,atencion de partos en servicios,nacidos vivos,2013-03-01,17,17
TEOPONTE,atencion de partos en servicios,nacidos vivos,2013-03-01,16,16
TIAWANACU,atencion de partos en servicios,nacidos vivos,2013-03-01,12,12
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
TIPUANI,atencion de partos en servicios,nacidos vivos,2013-03-01,13,13
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2013-03-01,94,94
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2013-03-01,20,20
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
TOCO,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
TOLATA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
TOLEDO,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
TOMAVE,atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
TOMINA,atencion de partos en servicios,nacidos vivos,2013-03-01,8,8
TORO TORO,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2013-03-01,22,22
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
TRIGAL,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2013-03-01,297,297
TUPIZA,atencion de partos en servicios,nacidos vivos,2013-03-01,65,65
TURCO,atencion de partos en servicios,nacidos vivos,2013-03-01,1,1
UMALA,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos,2013-03-01,29,29
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
URUBICHA,atencion de partos en servicios,nacidos vivos,2013-03-01,15,15
UYUNI,atencion de partos en servicios,nacidos vivos,2013-03-01,52,52
VACAS,atencion de partos en servicios,nacidos vivos,2013-03-01,9,9
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2013-03-01,32,32
VIACHA,atencion de partos en servicios,nacidos vivos,2013-03-01,45,45
VILA VILA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2013-03-01,7,7
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2013-03-01,108,108
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2013-03-01,10,10
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2013-03-01,9,9
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2013-03-01,155,155
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2013-03-01,10,10
VILLAZON,atencion de partos en servicios,nacidos vivos,2013-03-01,52,52
VINTO,atencion de partos en servicios,nacidos vivos,2013-03-01,81,81
VITICHI,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
WARNES,atencion de partos en servicios,nacidos vivos,2013-03-01,109,109
YACO,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
YACUIBA,atencion de partos en servicios,nacidos vivos,2013-03-01,230,230
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2013-03-01,7,7
YANACACHI,atencion de partos en servicios,nacidos vivos,2013-03-01,4,4
YAPACANI,atencion de partos en servicios,nacidos vivos,2013-03-01,102,102
YOCALLA,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
YOTALA,atencion de partos en servicios,nacidos vivos,2013-03-01,6,6
YUNCHARA,atencion de partos en servicios,nacidos vivos,2013-03-01,2,2
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2013-03-01,3,3
ACACIO,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos,2013-04-01,26,26
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
AIQUILE,atencion de partos en servicios,nacidos vivos,2013-04-01,31,31
ALALAY,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
ALCALA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
ALTO BENI,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
ANZALDO,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
APOLO,atencion de partos en servicios,nacidos vivos,2013-04-01,13,13
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
ARBIETO,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
ARQUE,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2013-04-01,59,59
ATOCHA,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
AUCAPATA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
AYATA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
AYO AYO,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2013-04-01,26,26
AZURDUY,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
BATALLAS,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
BAURES,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos,2013-04-01,45,45
BETANZOS,atencion de partos en servicios,nacidos vivos,2013-04-01,25,25
BOLIVAR,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
BOYUIBE,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2013-04-01,13,13
CABEZAS,atencion de partos en servicios,nacidos vivos,2013-04-01,34,34
CAIROMA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
CAJUATA,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
CALAMARCA,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
CAMARGO,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
CAMIRI,atencion de partos en servicios,nacidos vivos,2013-04-01,91,91
CAPINOTA,atencion de partos en servicios,nacidos vivos,2013-04-01,19,19
CARACOLLO,atencion de partos en servicios,nacidos vivos,2013-04-01,15,15
CARANAVI,atencion de partos en servicios,nacidos vivos,2013-04-01,84,84
CARAPARI,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
CARIPUYO,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2013-04-01,45,45
CHAQUI,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
CHARAGUA,atencion de partos en servicios,nacidos vivos,2013-04-01,49,49
CHARAÑA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
CHAYANTA,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
CHIMORE,atencion de partos en servicios,nacidos vivos,2013-04-01,14,14
CHIPAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2013-04-01,31,31
CHUMA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
CKOCHAS,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
CLIZA,atencion de partos en servicios,nacidos vivos,2013-04-01,24,24
COBIJA,atencion de partos en servicios,nacidos vivos,2013-04-01,162,162
COCAPATA,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2013-04-01,1660,1660
COIPASA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2013-04-01,31,31
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
COLOMI,atencion de partos en servicios,nacidos vivos,2013-04-01,23,23
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2013-04-01,13,13
COLQUIRI,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
COMARAPA,atencion de partos en servicios,nacidos vivos,2013-04-01,26,26
COMBAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos vivos,2013-04-01,35,35
COPACABANA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
CORIPATA,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
CORO CORO,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
COROICO,atencion de partos en servicios,nacidos vivos,2013-04-01,26,26
CORQUE,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
COTAGAITA,atencion de partos en servicios,nacidos vivos,2013-04-01,19,19
COTOCA,atencion de partos en servicios,nacidos vivos,2013-04-01,82,82
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2013-04-01,36,36
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
CUEVO,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
CULPINA,atencion de partos en servicios,nacidos vivos,2013-04-01,21,21
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
EL ALTO,atencion de partos en servicios,nacidos vivos,2013-04-01,1230,1230
EL CHORO,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2013-04-01,14,14
EL TORNO,atencion de partos en servicios,nacidos vivos,2013-04-01,120,120
EL VILLAR,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2013-04-01,25,25
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2013-04-01,32,32
ESCOMA,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2013-04-01,21,21
FILADELFIA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
GUANAY,atencion de partos en servicios,nacidos vivos,2013-04-01,18,18
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2013-04-01,124,124
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
HUACARETA,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
HUARACAJE,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
HUARINA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
ICHOCA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
INCAHUASI,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
INQUISIVI,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
IXIAMAS,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2013-04-01,42,42
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2013-04-01,79,79
LA PAZ,atencion de partos en servicios,nacidos vivos,2013-04-01,1650,1650
LA RIVERA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
LAJA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2013-04-01,47,47
LLICA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
LORETO,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
LURIBAY,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
MACHARETI,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
MAGDALENA,atencion de partos en servicios,nacidos vivos,2013-04-01,20,20
MAIRANA,atencion de partos en servicios,nacidos vivos,2013-04-01,20,20
MALLA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
MAPIRI,atencion de partos en servicios,nacidos vivos,2013-04-01,25,25
MECAPACA,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
MINEROS,atencion de partos en servicios,nacidos vivos,2013-04-01,25,25
MIZQUE,atencion de partos en servicios,nacidos vivos,2013-04-01,27,27
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2013-04-01,40,40
MONTERO,atencion de partos en servicios,nacidos vivos,2013-04-01,268,268
MORO MORO,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
OKINAWA,atencion de partos en servicios,nacidos vivos,2013-04-01,21,21
OMEREQUE,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
ORURO,atencion de partos en servicios,nacidos vivos,2013-04-01,678,678
PADCAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
PADILLA,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
PAILON,atencion de partos en servicios,nacidos vivos,2013-04-01,27,27
PALCA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2013-04-01,35,35
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
PASORAPA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,24,24
PAZÑA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
PELECHUCO,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
POCOATA,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
POCONA,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
POOPO,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
PORCO,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
POROMA,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
PORONGO,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2013-04-01,57,57
PORVENIR,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
POTOSI,atencion de partos en servicios,nacidos vivos,2013-04-01,439,439
PRESTO,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
PUCARA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
PUCARANI,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2013-04-01,26,26
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
PUERTO SILES,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2013-04-01,52,52
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2013-04-01,116,116
PUNA,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
PUNATA,atencion de partos en servicios,nacidos vivos,2013-04-01,72,72
QUIABAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2013-04-01,158,158
QUIME,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
QUIRUSILLAS,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
RAVELO,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
REYES,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
RIBERALTA,atencion de partos en servicios,nacidos vivos,2013-04-01,295,295
ROBORE,atencion de partos en servicios,nacidos vivos,2013-04-01,24,24
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2013-04-01,50,50
SACABA,atencion de partos en servicios,nacidos vivos,2013-04-01,180,180
SACABAMBA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
SACACA,atencion de partos en servicios,nacidos vivos,2013-04-01,13,13
SAIPINA,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
SAN ANDRES DE MACHACA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2013-04-01,10,10
SAN BENITO,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
SAN BORJA,atencion de partos en servicios,nacidos vivos,2013-04-01,80,80
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2013-04-01,22,22
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2013-04-01,62,62
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2013-04-01,35,35
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2013-04-01,100,100
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2013-04-01,25,25
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2013-04-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2013-04-01,103,103
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2013-04-01,31,31
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2013-04-01,28,28
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2013-04-01,12,12
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2013-04-01,15,15
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2013-04-01,23,23
SANTA ANA,atencion de partos en servicios,nacidos vivos,2013-04-01,47,47
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2013-04-01,3881,3881
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2013-04-01,19,19
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
SENA,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
SHINAOTA,atencion de partos en servicios,nacidos vivos,2013-04-01,47,47
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2013-04-01,17,17
SICAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2013-04-01,33,33
SOPACHUY,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
SORACACHI,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
SORATA,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
SUCRE,atencion de partos en servicios,nacidos vivos,2013-04-01,546,546
TACACOMA,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
TACOPAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
TARABUCO,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
TARACO,atencion de partos en servicios,nacidos vivos,2013-04-01,2,2
TARATA,atencion de partos en servicios,nacidos vivos,2013-04-01,8,8
TARIJA,atencion de partos en servicios,nacidos vivos,2013-04-01,453,453
TARVITA,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
TEOPONTE,atencion de partos en servicios,nacidos vivos,2013-04-01,9,9
TIAWANACU,atencion de partos en servicios,nacidos vivos,2013-04-01,11,11
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,4,4
TIPUANI,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2013-04-01,92,92
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2013-04-01,16,16
TOCO,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
TOLATA,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
TOLEDO,atencion de partos en servicios,nacidos vivos,2013-04-01,3,3
TOMAVE,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
TOMINA,atencion de partos en servicios,nacidos vivos,2013-04-01,6,6
TORO TORO,atencion de partos en servicios,nacidos vivos,2013-04-01,5,5
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2013-04-01,31,31
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2013-04-01,7,7
TRINIDAD,atencion de partos en servicios,nacidos vivos,2013-04-01,296,296
TUPIZA,atencion de partos en servicios,nacidos vivos,2013-04-01,75,75
