municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,20,20
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,22,22
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,21,21
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,85,85
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
CARMEN RIVERO TORREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
CATACORA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,53,53
CHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,11,11
CHARAGUA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,29,29
CHARAÑA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CHAYANTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
CHIMORE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,13,13
CHIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CHOQUE COTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
CHUA COCANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
CHUMA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
CKOCHAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,30,30
CLIZA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
COBIJA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,56,56
COCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
COCHABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,560,560
COIPASA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
COLCAPIRHUA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,42,42
"COLCHA ""K""",atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
COLLANA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
COLOMI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
COLPA BELGICA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
COLQUECHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,41,41
COLQUENCHA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
COLQUIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
COMANCHE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
COMARAPA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
COMBAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CONCEPCION,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,32,32
COPACABANA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
CORIPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
CORO CORO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
COROICO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,20,20
CORQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
COTAGAITA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
COTOCA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,123,123
CUATRO CAÑADAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,20,20
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
CUEVO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CULPINA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
CURAHUARA DE CARANGAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
CURVA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
DESAGUADERO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
EL ALTO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,823,823
EL CHORO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
EL PUENTE(STC),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
EL TORNO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,63,63
EL VILLAR,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
ENTRE RIOS CBBA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,19,19
EUCALIPTUS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
EUREKA (SANTOS MERCADO),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
FILADELFIA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
GUANAY,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
GUAQUI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
GUAYARAMERIN,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,19,19
GUTIERREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
HUACARETA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
HUACHACALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
HUANUNI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
HUARACAJE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
HUARINA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
HUAYLLAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
HUMANATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
ICLA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
INCAHUASI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
INGAVI (HUMAITA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
INQUISIVI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
IXIAMAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
JESUS DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
LA ASUNTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,40,40
LA GUARDIA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,80,80
LA PAZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1302,1302
LA RIVERA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
LAGUNILLAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
LAJA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
LAS CARRERAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
LICOMA PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
LLICA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
LORETO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
LURIBAY,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,11,11
MACHACAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
MACHARETI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
MAGDALENA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
MAIRANA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
MALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
MAPIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,28,28
MECAPACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
MINEROS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,39,39
MIZQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,29,29
MOCOMOCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
MOJOCOYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
MONTEAGUDO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,38,38
MONTERO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,230,230
MORO MORO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
MOROCHATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,11,11
OCURI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,22,22
OKINAWA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,25,25
OMEREQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
ORURO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,560,560
PADCAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,16,16
PADILLA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,21,21
PAILON,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
PALCA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
PALOS BLANCOS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,30,30
PAMPA AULLAGAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
PAMPA GRANDE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
PAPEL PAMPA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
PASORAPA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
PATACAMAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
PAZÑA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
PELECHUCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
POCOATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,30,30
POCONA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
POJO (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
POOPO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
PORCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,11,11
POROMA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,21,21
PORONGO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
PORTACHUELO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,60,60
POTOSI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,301,301
PRESTO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,20,20
PUCARA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
PUCARANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,22,22
PUERTO ACOSTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
PUERTO CARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
PUERTO GONZALO MORENO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
PUERTO PEREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,31,31
PUERTO RICO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
PUERTO SILES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,44,44
PUERTO VILLARROEL,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,73,73
PUNA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,29,29
PUNATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,22,22
QUIABAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
QUILLACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,60,60
QUIME,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
QUIRUSILLAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
RAVELO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,19,19
REYES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,22,22
RIBERALTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,264,264
ROBORE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,13,13
RURRENABAQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,19,19
SABAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
SACABA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,157,157
SACABAMBA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
SACACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,28,28
SAIPINA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
SAMAIPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
SAN ANDRES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
SAN ANDRES DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
SAN BENITO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
SAN BORJA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,89,89
SAN BUENA VENTURA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
SAN CARLOS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,28,28
SAN IGNACIO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,34,34
SAN IGNACIO DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,67,67
SAN JAVIER(STC),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,27,27
SAN JOAQUIN,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
SAN JULIAN,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,51,51
SAN LORENZO(TJA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
SAN LUCAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,46,46
SAN MATIAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,29,29
SAN MIGUEL DE VELASCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
SAN PABLO DE LIPEZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
SAN PEDRO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
SAN PEDRO DE QUEMES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
SAN RAFAEL,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
SAN RAMON SCZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
SANTA ANA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,47,47
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,866,866
SANTA ROSA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
SANTA ROSA DEL SARA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
SANTIAGO DE HUARI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
SANTIAGO DE HUATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
SANTIAGO DE MACHACA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
SANTIVAÑES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
SANTUARIO DE QUILLACAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,3,3
SAPAHAQUI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
SENA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
SHINAOTA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,28,28
SICA SICA (VILLA AROMA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,25,25
SICAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
SIPE SIPE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,26,26
SOPACHUY,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
SORACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
SORATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,24,24
SUCRE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,290,290
TACACOMA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
TACOBAMBA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,7,7
TACOPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
TAPACARI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,12,12
TARABUCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,19,19
TARACO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
TARATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
TARIJA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,236,236
TARVITA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
TEOPONTE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
TIAWANACU,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
TINGUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
TIPUANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
TIQUIPAYA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,106,106
TIRAQUE (CBBA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,13,13
TOCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
TOLATA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
TOLEDO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
TOMAVE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
TOMINA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
TORO TORO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
TOTORA(CBBA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,23,23
TOTORA(ORR),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
TRINIDAD,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,123,123
TUPIZA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,53,53
TURCO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
UMALA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
UNCIA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
URIONDO (A. CONCEPCION),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,8,8
URUBICHA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,15,15
UYUNI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,18,18
VACAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
VALLEGRANDE,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
VIACHA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,61,61
VILA VILA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
VILLA CHARCAS,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,17,17
VILLA MONTES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,55,55
VILLA NUEVA (LOMA ALTA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
VILLA RIVERO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
VILLA SERRANO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,13,13
VILLA TUNARI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,131,131
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,13,13
VILLAZON,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,66,66
VINTO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,54,54
VITICHI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,4,4
WALDO BALLIVIAN,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,1,1
WARNES,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,14,14
YACO,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
YACUIBA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,133,133
YAMPARAEZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
YANACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,10,10
YAPACANI,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,83,83
YOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,2,2
YOTALA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,9,9
YUNCHARA,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,5,5
ZUDAÑEZ,atencion de partos en servicios,mujeres con primer control post parto,2013-04-01,6,6
ACACIO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,3,3
ACHACACHI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,16,16
ACHOCALLA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,10,10
AIQUILE,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,28,28
ALALAY,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,7,7
ALCALA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,3,3
ALTO BENI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,16,16
ANCORAIMES,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,14,14
ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,4,4
ANTEQUERA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
ANZALDO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
APOLO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,23,23
ARAMPAMPA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,5,5
ARANI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,7,7
ARBIETO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,11,11
ARQUE,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,16,16
ASCENCION DE GUARAYOS,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,79,79
ATOCHA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,2,2
AUCAPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
AYATA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,7,7
AYO AYO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,14,14
AZURDUY,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,18,18
BATALLAS,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,17,17
BAURES,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,2,2
BELEN DE ANDAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
BELLA FLOR,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,3,3
BERMEJO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,45,45
BETANZOS,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,34,34
BOLIVAR,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,2,2
BOLPEBRA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,2,2
BOYUIBE,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
BUENA VISTA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,3,3
CABEZAS,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,39,39
CAIROMA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,13,13
"CAIZA ""D""",atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,11,11
CAJUATA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,7,7
CALACOTO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
CALAMARCA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,16,16
CAMARGO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,18,18
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,1,1
CAMIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,19,19
CAPINOTA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,14,14
CAQUIAVIRI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,9,9
CARACOLLO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,11,11
CARANAVI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,80,80
CARAPARI,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,2,2
CARIPUYO,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,15,15
CHACARILLA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,3,3
CHALLAPATA,atencion de partos en servicios,mujeres con primer control post parto,2013-05-01,47,47
