,group,variable,month,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,FALLECIDOS ANTES DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
SACABA,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,3,0,3,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-06-01,2,0,2,0,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-06-01,26,28,26,28,54
SORATA,internaciones,fallecidos antes de las 48 horas,2011-06-01,2,0,2,0,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-06-01,13,14,13,14,27
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-06-01,7,5,7,5,12
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-06-01,5,3,5,3,8
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-06-01,3,1,3,1,4
UYUNI,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-06-01,1,2,1,2,3
WARNES,internaciones,fallecidos antes de las 48 horas,2011-06-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-07-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-07-01,3,2,3,2,5
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2011-07-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-07-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-07-01,27,25,27,25,52
COLOMI,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,3,0,3,3
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-07-01,6,9,6,9,15
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-07-01,5,1,5,1,6
ESCOMA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-07-01,4,3,4,3,7
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-07-01,43,43,43,43,86
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,4,0,4,4
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),internaciones,fallecidos antes de las 48 horas,2011-07-01,4,2,4,2,6
ORURO,internaciones,fallecidos antes de las 48 horas,2011-07-01,13,5,13,5,18
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-07-01,3,3,3,3,6
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-07-01,3,0,3,0,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-07-01,2,4,2,4,6
SACABA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-07-01,2,0,2,0,2
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,2,0,2,2
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,4,1,4,5
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-07-01,33,23,33,23,56
SHINAOTA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-07-01,9,7,9,7,16
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-07-01,8,6,8,6,14
TOMINA,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-07-01,4,5,4,5,9
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-07-01,4,2,4,2,6
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-07-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-07-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-07-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-07-01,1,0,1,0,1
ANDAMARCA,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-08-01,2,1,2,1,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-08-01,4,2,4,2,6
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-08-01,22,28,22,28,50
"COLCHA ""K""",internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
CORO CORO,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,4,0,4,4
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-08-01,5,7,5,7,12
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-08-01,48,48,48,48,96
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-08-01,4,2,4,2,6
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-08-01,3,0,3,0,3
ORURO,internaciones,fallecidos antes de las 48 horas,2011-08-01,10,15,10,15,25
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-08-01,8,12,8,12,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,2,1,2,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-08-01,9,3,9,3,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,2,1,2,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-08-01,10,0,10,0,10
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-08-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,1,1,1,2
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-08-01,54,118,54,118,172
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-08-01,8,16,8,16,24
TARABUCO,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-08-01,6,6,6,6,12
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-08-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-08-01,9,3,9,3,12
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-08-01,4,2,4,2,6
URUBICHA,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
VILLA CHARCAS,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-08-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 horas,2011-08-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-08-01,3,2,3,2,5
APOLO,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,2,1,2,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,0,2,0,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,2,2,2,4
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-09-01,31,36,31,36,67
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-09-01,10,10,10,10,20
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,1,2,1,3
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,3,1,3,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2011-09-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-09-01,48,50,48,50,98
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-09-01,3,1,3,1,4
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-09-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 horas,2011-09-01,23,21,23,21,44
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-09-01,9,8,9,8,17
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,2,1,2,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,2,2,2,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-09-01,7,7,7,7,14
SACABAMBA,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-09-01,3,0,3,0,3
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,2,2,2,4
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-09-01,27,38,27,38,65
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-09-01,4,11,4,11,15
TARABUCO,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-09-01,9,5,9,5,14
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-09-01,10,6,10,6,16
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-09-01,3,3,3,3,6
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 horas,2011-09-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-09-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-09-01,3,1,3,1,4
WARNES,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-09-01,4,3,4,3,7
YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-09-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,2,1,2,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,2,1,2,3
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,4,1,4,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-10-01,31,25,31,25,56
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2011-10-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-10-01,9,8,9,8,17
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
HUARACAJE,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-10-01,46,42,46,42,88
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,3,0,3,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,4,0,4,4
ORURO,internaciones,fallecidos antes de las 48 horas,2011-10-01,6,8,6,8,14
PADILLA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,1,1,1,2
POCOATA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-10-01,4,3,4,3,7
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,3,1,3,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-10-01,6,4,6,4,10
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,2,0,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2011-10-01,4,1,4,1,5
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-10-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-10-01,42,39,42,39,81
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,2,1,2,3
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-10-01,15,9,15,9,24
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-10-01,9,4,9,4,13
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-10-01,4,0,4,0,4
TIQUIPAYA,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-10-01,3,1,3,1,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-10-01,7,3,7,3,10
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-10-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-10-01,2,2,2,2,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-10-01,3,0,3,0,3
VINTO,internaciones,fallecidos antes de las 48 horas,2011-10-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 horas,2011-10-01,3,2,3,2,5
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-10-01,3,4,3,4,7
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,1,1,1,2
AZURDUY,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,1,3,1,4
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,1,3,1,4
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2011-11-01,0,2,0,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-11-01,34,25,34,25,59
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 horas,2011-11-01,4,1,4,1,5
CULPINA,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-11-01,7,4,7,4,11
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-11-01,4,1,4,1,5
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,0,3,0,3
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-11-01,46,54,46,54,100
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,0,3,0,3
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,1,3,1,4
ORURO,internaciones,fallecidos antes de las 48 horas,2011-11-01,11,6,11,6,17
PADILLA,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-11-01,8,5,8,5,13
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,4,3,4,7
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,2,3,2,5
PUNATA,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-11-01,8,11,8,11,19
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,0,2,0,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,1,1,1,2
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
SAN RAFAEL,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-11-01,48,18,48,18,66
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-11-01,13,18,13,18,31
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-11-01,8,6,8,6,14
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,1,2,1,3
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,2,3,2,5
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-11-01,5,4,5,4,9
UYUNI,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2011-11-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2011-11-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 horas,2011-11-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2011-11-01,3,4,3,4,7
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,0,2,0,2
ATOCHA,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,1,2,1,3
COBIJA,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2011-12-01,39,32,39,32,71
COLCAPIRHUA,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,0,2,0,2
COMARAPA,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,1,1,1,2
CULPINA,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2011-12-01,5,7,5,7,12
EL TORNO,internaciones,fallecidos antes de las 48 horas,2011-12-01,4,3,4,3,7
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2011-12-01,3,1,3,1,4
HUANUNI,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2011-12-01,46,52,46,52,98
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,1,1,1,2
ORURO,internaciones,fallecidos antes de las 48 horas,2011-12-01,17,15,17,15,32
POTOSI,internaciones,fallecidos antes de las 48 horas,2011-12-01,9,5,9,5,14
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2011-12-01,9,8,9,8,17
ROBORE,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,1,2,1,3
SACACA,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2011-12-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2011-12-01,36,31,36,31,67
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
SORATA,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,0,2,0,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2011-12-01,9,16,9,16,25
TARIJA,internaciones,fallecidos antes de las 48 horas,2011-12-01,8,8,8,8,16
TIPUANI,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2011-12-01,2,6,2,6,8
TUPIZA,internaciones,fallecidos antes de las 48 horas,2011-12-01,5,3,5,3,8
UYUNI,internaciones,fallecidos antes de las 48 horas,2011-12-01,1,0,1,0,1
