,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HORAS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
COMARAPA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,5,12,5,12,17
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2011-08-01,72,53,72,53,125
LAGUNILLAS,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
LAS CARRERAS,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,2,1,2,1,3
MONTERO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,2,4,2,4,6
ORURO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,23,14,23,14,37
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,4,0,4,0,4
POTOSI,internaciones,fallecidos a partir de las 48 horas,2011-08-01,13,8,13,8,21
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2011-08-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2011-08-01,4,0,4,0,4
QUILLACOLLO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,5,2,5,2,7
SACABA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,1,0,1,1
SAMAIPATA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2011-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,79,70,79,70,149
SANTA ROSA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,1,0,1,1
SUCRE,internaciones,fallecidos a partir de las 48 horas,2011-08-01,21,18,21,18,39
TARIJA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,21,15,21,15,36
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2011-08-01,15,8,15,8,23
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2011-08-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2011-08-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2011-08-01,2,2,2,2,4
BAURES,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2011-09-01,2,1,2,1,3
COBIJA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,51,44,51,44,95
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,6,4,6,4,10
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2011-09-01,3,0,3,0,3
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2011-09-01,54,61,54,61,115
LLALLAGUA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,5,2,5,2,7
PADILLA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2011-09-01,18,11,18,11,29
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,3,1,3,4
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,2,1,2,3
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,2,1,2,3
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,75,49,75,49,124
SUCRE,internaciones,fallecidos a partir de las 48 horas,2011-09-01,12,27,12,27,39
TARIJA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,18,18,18,18,36
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2011-09-01,7,6,7,6,13
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 horas,2011-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2011-09-01,4,0,4,0,4
VINTO,internaciones,fallecidos a partir de las 48 horas,2011-09-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2011-09-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,61,53,61,53,114
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,0,3,0,3,3
CONCEPCION,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,0,2,0,2,2
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,4,8,4,8,12
EL TORNO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,2,1,2,1,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2011-10-01,3,5,3,5,8
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2011-10-01,58,74,58,74,132
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,2,1,2,3
MONTERO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
ORURO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,9,7,9,7,16
PADILLA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2011-10-01,14,13,14,13,27
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
QUILLACOLLO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,2,1,2,1,3
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
SAN CARLOS,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,55,41,55,41,96
SUCRE,internaciones,fallecidos a partir de las 48 horas,2011-10-01,24,16,24,16,40
TARIJA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,22,25,22,25,47
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2011-10-01,9,2,9,2,11
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,3,8,3,8,11
UYUNI,internaciones,fallecidos a partir de las 48 horas,2011-10-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2011-10-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2011-10-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
AZURDUY,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,2,0,2,2
COBIJA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,4,0,4,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,43,52,43,52,95
COTOCA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,5,12,5,12,17
GENERAL SAAVEDRA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2011-11-01,3,0,3,0,3
HUANUNI,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,1,1,1,2
HUARACAJE,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2011-11-01,57,55,57,55,112
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,3,1,3,1,4
MONTERO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,2,2,2,4
ORURO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,11,6,11,6,17
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,0,2,0,2
POTOSI,internaciones,fallecidos a partir de las 48 horas,2011-11-01,9,13,9,13,22
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,1,1,1,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,0,2,0,2
PUNATA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,5,2,5,7
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,91,56,91,56,147
SUCRE,internaciones,fallecidos a partir de las 48 horas,2011-11-01,14,19,14,19,33
TARIJA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,17,17,17,17,34
TIPUANI,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,0,1,0,1
TOMINA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2011-11-01,5,7,5,7,12
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,5,2,5,7
UYUNI,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,0,2,0,2
VINTO,internaciones,fallecidos a partir de las 48 horas,2011-11-01,2,0,2,0,2
WARNES,internaciones,fallecidos a partir de las 48 horas,2011-11-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 horas,2011-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,44,39,44,39,83
EL ALTO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,4,7,4,7,11
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 horas,2011-12-01,63,63,63,63,126
MAGDALENA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,2,1,2,1,3
ORURO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,23,16,23,16,39
PORTACHUELO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 horas,2011-12-01,15,18,15,18,33
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,2,1,2,3
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
REYES,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
RURRENABAQUE,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,0,1,0,1
SAN JUAN DE YAPACANI,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,53,68,53,68,121
SUCRE,internaciones,fallecidos a partir de las 48 horas,2011-12-01,18,8,18,8,26
TARIJA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,23,13,23,13,36
TRINIDAD,internaciones,fallecidos a partir de las 48 horas,2011-12-01,3,5,3,5,8
TUPIZA,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 horas,2011-12-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 horas,2011-12-01,1,1,1,1,2
