,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
SOPACHUY,internaciones,ingresos espontaneos,2011-03-01,0,31,0,31,31
SORACACHI,internaciones,ingresos espontaneos,2011-03-01,0,1,0,1,1
SORATA,internaciones,ingresos espontaneos,2011-03-01,5,17,5,17,22
SUCRE,internaciones,ingresos espontaneos,2011-03-01,1074,2323,1074,2323,3397
TACACHI,internaciones,ingresos espontaneos,2011-03-01,0,2,0,2,2
TACACOMA,internaciones,ingresos espontaneos,2011-03-01,0,4,0,4,4
TACOPAYA,internaciones,ingresos espontaneos,2011-03-01,0,3,0,3,3
TAPACARI,internaciones,ingresos espontaneos,2011-03-01,0,5,0,5,5
TARABUCO,internaciones,ingresos espontaneos,2011-03-01,20,39,20,39,59
TARATA,internaciones,ingresos espontaneos,2011-03-01,2,8,2,8,10
TARIJA,internaciones,ingresos espontaneos,2011-03-01,658,1116,658,1116,1774
TARVITA,internaciones,ingresos espontaneos,2011-03-01,4,33,4,33,37
TEOPONTE,internaciones,ingresos espontaneos,2011-03-01,2,14,2,14,16
TIAWANACU,internaciones,ingresos espontaneos,2011-03-01,0,9,0,9,9
TIPUANI,internaciones,ingresos espontaneos,2011-03-01,9,29,9,29,38
TIQUIPAYA,internaciones,ingresos espontaneos,2011-03-01,49,138,49,138,187
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2011-03-01,1,22,1,22,23
TOCO,internaciones,ingresos espontaneos,2011-03-01,0,8,0,8,8
TOLATA,internaciones,ingresos espontaneos,2011-03-01,15,5,15,5,20
TOLEDO,internaciones,ingresos espontaneos,2011-03-01,0,4,0,4,4
TOMAVE,internaciones,ingresos espontaneos,2011-03-01,2,3,2,3,5
TOMINA,internaciones,ingresos espontaneos,2011-03-01,0,36,0,36,36
TORO TORO,internaciones,ingresos espontaneos,2011-03-01,0,1,0,1,1
TOTORA(CBBA),internaciones,ingresos espontaneos,2011-03-01,2,22,2,22,24
TOTORA(ORR),internaciones,ingresos espontaneos,2011-03-01,0,3,0,3,3
TRIGAL,internaciones,ingresos espontaneos,2011-03-01,4,4,4,4,8
TRINIDAD,internaciones,ingresos espontaneos,2011-03-01,391,307,391,307,698
TUPIZA,internaciones,ingresos espontaneos,2011-03-01,130,219,130,219,349
TURCO,internaciones,ingresos espontaneos,2011-03-01,0,1,0,1,1
UMALA,internaciones,ingresos espontaneos,2011-03-01,0,7,0,7,7
UNCIA,internaciones,ingresos espontaneos,2011-03-01,3,23,3,23,26
URUBICHA,internaciones,ingresos espontaneos,2011-03-01,6,16,6,16,22
UYUNI,internaciones,ingresos espontaneos,2011-03-01,35,84,35,84,119
VACAS,internaciones,ingresos espontaneos,2011-03-01,0,6,0,6,6
VALLEGRANDE,internaciones,ingresos espontaneos,2011-03-01,69,122,69,122,191
VIACHA,internaciones,ingresos espontaneos,2011-03-01,0,41,0,41,41
VILA VILA,internaciones,ingresos espontaneos,2011-03-01,0,3,0,3,3
VILLA CHARCAS,internaciones,ingresos espontaneos,2011-03-01,0,9,0,9,9
VILLA MONTES,internaciones,ingresos espontaneos,2011-03-01,104,196,104,196,300
VILLA RIVERO,internaciones,ingresos espontaneos,2011-03-01,2,12,2,12,14
VILLA SERRANO,internaciones,ingresos espontaneos,2011-03-01,5,18,5,18,23
VILLA TUNARI,internaciones,ingresos espontaneos,2011-03-01,133,290,133,290,423
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2011-03-01,6,16,6,16,22
VILLAZON,internaciones,ingresos espontaneos,2011-03-01,72,148,72,148,220
VINTO,internaciones,ingresos espontaneos,2011-03-01,15,110,15,110,125
VITICHI,internaciones,ingresos espontaneos,2011-03-01,2,10,2,10,12
WARNES,internaciones,ingresos espontaneos,2011-03-01,63,104,63,104,167
YACO,internaciones,ingresos espontaneos,2011-03-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2011-03-01,257,510,257,510,767
YAMPARAEZ,internaciones,ingresos espontaneos,2011-03-01,2,9,2,9,11
YANACACHI,internaciones,ingresos espontaneos,2011-03-01,3,10,3,10,13
YAPACANI,internaciones,ingresos espontaneos,2011-03-01,24,31,24,31,55
YOCALLA,internaciones,ingresos espontaneos,2011-03-01,0,3,0,3,3
YOTALA,internaciones,ingresos espontaneos,2011-03-01,2,13,2,13,15
ZUDAÑEZ,internaciones,ingresos espontaneos,2011-03-01,17,24,17,24,41
ACACIO,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2011-04-01,10,48,10,48,58
ACHOCALLA,internaciones,ingresos espontaneos,2011-04-01,0,8,0,8,8
AIQUILE,internaciones,ingresos espontaneos,2011-04-01,43,88,43,88,131
ALALAY,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
ALCALA,internaciones,ingresos espontaneos,2011-04-01,0,9,0,9,9
ALTO BENI,internaciones,ingresos espontaneos,2011-04-01,0,10,0,10,10
ANCORAIMES,internaciones,ingresos espontaneos,2011-04-01,1,4,1,4,5
ANTEQUERA,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
ANZALDO,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
APOLO,internaciones,ingresos espontaneos,2011-04-01,3,27,3,27,30
ARANI,internaciones,ingresos espontaneos,2011-04-01,0,11,0,11,11
ARBIETO,internaciones,ingresos espontaneos,2011-04-01,0,8,0,8,8
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2011-04-01,78,170,78,170,248
ATOCHA,internaciones,ingresos espontaneos,2011-04-01,23,44,23,44,67
AUCAPATA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
AYATA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
AYO AYO,internaciones,ingresos espontaneos,2011-04-01,0,9,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2011-04-01,9,40,9,40,49
AZURDUY,internaciones,ingresos espontaneos,2011-04-01,6,11,6,11,17
BATALLAS,internaciones,ingresos espontaneos,2011-04-01,1,15,1,15,16
BAURES,internaciones,ingresos espontaneos,2011-04-01,9,11,9,11,20
BELEN DE ANDAMARCA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
BERMEJO,internaciones,ingresos espontaneos,2011-04-01,41,175,41,175,216
BETANZOS,internaciones,ingresos espontaneos,2011-04-01,7,23,7,23,30
BOLIVAR,internaciones,ingresos espontaneos,2011-04-01,2,1,2,1,3
BOYUIBE,internaciones,ingresos espontaneos,2011-04-01,8,25,8,25,33
BUENA VISTA,internaciones,ingresos espontaneos,2011-04-01,11,13,11,13,24
CAIROMA,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
"CAIZA ""D""",internaciones,ingresos espontaneos,2011-04-01,0,6,0,6,6
CAJUATA,internaciones,ingresos espontaneos,2011-04-01,0,14,0,14,14
CALAMARCA,internaciones,ingresos espontaneos,2011-04-01,0,6,0,6,6
CAMARGO,internaciones,ingresos espontaneos,2011-04-01,69,56,69,56,125
CAMIRI,internaciones,ingresos espontaneos,2011-04-01,199,435,199,435,634
CAPINOTA,internaciones,ingresos espontaneos,2011-04-01,10,39,10,39,49
CARACOLLO,internaciones,ingresos espontaneos,2011-04-01,0,25,0,25,25
CARANAVI,internaciones,ingresos espontaneos,2011-04-01,49,172,49,172,221
CARAPARI,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2011-04-01,3,0,3,0,3
CHALLAPATA,internaciones,ingresos espontaneos,2011-04-01,13,92,13,92,105
CHARAGUA,internaciones,ingresos espontaneos,2011-04-01,36,94,36,94,130
CHARAÑA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
CHAYANTA,internaciones,ingresos espontaneos,2011-04-01,0,10,0,10,10
CHIMORE,internaciones,ingresos espontaneos,2011-04-01,5,30,5,30,35
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2011-04-01,20,78,20,78,98
CHUMA,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
CKOCHAS,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
CLIZA,internaciones,ingresos espontaneos,2011-04-01,2,41,2,41,43
COBIJA,internaciones,ingresos espontaneos,2011-04-01,86,244,86,244,330
COCAPATA,internaciones,ingresos espontaneos,2011-04-01,1,4,1,4,5
COCHABAMBA,internaciones,ingresos espontaneos,2011-04-01,2955,4317,2955,4317,7272
COLCAPIRHUA,internaciones,ingresos espontaneos,2011-04-01,64,132,64,132,196
"COLCHA ""K""",internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
COLLANA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
COLOMI,internaciones,ingresos espontaneos,2011-04-01,0,25,0,25,25
COLPA BELGICA,internaciones,ingresos espontaneos,2011-04-01,26,37,26,37,63
COLQUECHACA,internaciones,ingresos espontaneos,2011-04-01,0,7,0,7,7
COLQUENCHA,internaciones,ingresos espontaneos,2011-04-01,0,7,0,7,7
COLQUIRI,internaciones,ingresos espontaneos,2011-04-01,3,10,3,10,13
COMARAPA,internaciones,ingresos espontaneos,2011-04-01,21,78,21,78,99
CONCEPCION,internaciones,ingresos espontaneos,2011-04-01,29,67,29,67,96
COPACABANA,internaciones,ingresos espontaneos,2011-04-01,3,16,3,16,19
CORIPATA,internaciones,ingresos espontaneos,2011-04-01,1,21,1,21,22
CORO CORO,internaciones,ingresos espontaneos,2011-04-01,0,6,0,6,6
COROICO,internaciones,ingresos espontaneos,2011-04-01,41,71,41,71,112
CORQUE,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2011-04-01,5,17,5,17,22
COTOCA,internaciones,ingresos espontaneos,2011-04-01,16,142,16,142,158
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2011-04-01,11,24,11,24,35
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
CUEVO,internaciones,ingresos espontaneos,2011-04-01,2,4,2,4,6
CULPINA,internaciones,ingresos espontaneos,2011-04-01,10,33,10,33,43
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
DESAGUADERO,internaciones,ingresos espontaneos,2011-04-01,1,7,1,7,8
EL ALTO,internaciones,ingresos espontaneos,2011-04-01,705,2369,705,2369,3074
EL CHORO,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
EL PUENTE(STC),internaciones,ingresos espontaneos,2011-04-01,9,27,9,27,36
EL TORNO,internaciones,ingresos espontaneos,2011-04-01,99,248,99,248,347
EL VILLAR,internaciones,ingresos espontaneos,2011-04-01,1,5,1,5,6
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2011-04-01,6,25,6,25,31
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2011-04-01,9,51,9,51,60
ESCOMA,internaciones,ingresos espontaneos,2011-04-01,13,33,13,33,46
EUCALIPTUS,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
EXALTACION,internaciones,ingresos espontaneos,2011-04-01,3,6,3,6,9
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2011-04-01,24,39,24,39,63
FILADELFIA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2011-04-01,0,16,0,16,16
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
GUANAY,internaciones,ingresos espontaneos,2011-04-01,1,22,1,22,23
GUAQUI,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2011-04-01,160,327,160,327,487
GUTIERREZ,internaciones,ingresos espontaneos,2011-04-01,19,36,19,36,55
HUACARETA,internaciones,ingresos espontaneos,2011-04-01,13,18,13,18,31
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2011-04-01,1,3,1,3,4
HUACHACALLA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
HUANUNI,internaciones,ingresos espontaneos,2011-04-01,41,105,41,105,146
HUARACAJE,internaciones,ingresos espontaneos,2011-04-01,4,20,4,20,24
HUARINA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
ICHOCA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2011-04-01,1,6,1,6,7
INCAHUASI,internaciones,ingresos espontaneos,2011-04-01,4,15,4,15,19
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2011-04-01,4,30,4,30,34
IXIAMAS,internaciones,ingresos espontaneos,2011-04-01,11,35,11,35,46
JESUS DE MACHACA,internaciones,ingresos espontaneos,2011-04-01,13,36,13,36,49
LA ASUNTA,internaciones,ingresos espontaneos,2011-04-01,21,57,21,57,78
LA GUARDIA,internaciones,ingresos espontaneos,2011-04-01,62,424,62,424,486
LA PAZ,internaciones,ingresos espontaneos,2011-04-01,3439,4997,3439,4997,8436
LAGUNILLAS,internaciones,ingresos espontaneos,2011-04-01,4,6,4,6,10
LAJA,internaciones,ingresos espontaneos,2011-04-01,0,7,0,7,7
LAS CARRERAS,internaciones,ingresos espontaneos,2011-04-01,1,6,1,6,7
LICOMA PAMPA,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
LLALLAGUA,internaciones,ingresos espontaneos,2011-04-01,50,257,50,257,307
LLICA,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
LURIBAY,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
MACHACAMARCA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
MACHARETI,internaciones,ingresos espontaneos,2011-04-01,3,6,3,6,9
MAGDALENA,internaciones,ingresos espontaneos,2011-04-01,11,54,11,54,65
MAIRANA,internaciones,ingresos espontaneos,2011-04-01,2,42,2,42,44
MAPIRI,internaciones,ingresos espontaneos,2011-04-01,15,44,15,44,59
MECAPACA,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
MINEROS,internaciones,ingresos espontaneos,2011-04-01,7,18,7,18,25
MIZQUE,internaciones,ingresos espontaneos,2011-04-01,18,56,18,56,74
MOCOMOCO,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2011-04-01,0,7,0,7,7
MONTEAGUDO,internaciones,ingresos espontaneos,2011-04-01,37,127,37,127,164
MONTERO,internaciones,ingresos espontaneos,2011-04-01,285,411,285,411,696
MORO MORO,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
MOROCHATA,internaciones,ingresos espontaneos,2011-04-01,0,19,0,19,19
OCURI,internaciones,ingresos espontaneos,2011-04-01,3,15,3,15,18
OKINAWA,internaciones,ingresos espontaneos,2011-04-01,4,9,4,9,13
OMEREQUE,internaciones,ingresos espontaneos,2011-04-01,3,13,3,13,16
ORURO,internaciones,ingresos espontaneos,2011-04-01,801,1392,801,1392,2193
PADCAYA,internaciones,ingresos espontaneos,2011-04-01,0,12,0,12,12
PADILLA,internaciones,ingresos espontaneos,2011-04-01,28,38,28,38,66
PAILON,internaciones,ingresos espontaneos,2011-04-01,47,86,47,86,133
PALCA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2011-04-01,9,56,9,56,65
PAMPA GRANDE,internaciones,ingresos espontaneos,2011-04-01,1,19,1,19,20
PAPEL PAMPA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
PASORAPA,internaciones,ingresos espontaneos,2011-04-01,0,11,0,11,11
PATACAMAYA,internaciones,ingresos espontaneos,2011-04-01,14,37,14,37,51
POCOATA,internaciones,ingresos espontaneos,2011-04-01,1,5,1,5,6
POCONA,internaciones,ingresos espontaneos,2011-04-01,0,18,0,18,18
POJO (CBBA),internaciones,ingresos espontaneos,2011-04-01,0,22,0,22,22
POOPO,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
PORONGO,internaciones,ingresos espontaneos,2011-04-01,3,7,3,7,10
PORTACHUELO,internaciones,ingresos espontaneos,2011-04-01,63,174,63,174,237
PORVENIR,internaciones,ingresos espontaneos,2011-04-01,3,6,3,6,9
POSTRER VALLE,internaciones,ingresos espontaneos,2011-04-01,1,2,1,2,3
POTOSI,internaciones,ingresos espontaneos,2011-04-01,459,965,459,965,1424
PRESTO,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
PUCARA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
PUCARANI,internaciones,ingresos espontaneos,2011-04-01,0,13,0,13,13
PUERTO ACOSTA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2011-04-01,2,10,2,10,12
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2011-04-01,6,11,6,11,17
PUERTO RICO,internaciones,ingresos espontaneos,2011-04-01,6,36,6,36,42
PUERTO SUAREZ,internaciones,ingresos espontaneos,2011-04-01,212,224,212,224,436
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2011-04-01,73,175,73,175,248
PUNA,internaciones,ingresos espontaneos,2011-04-01,2,15,2,15,17
PUNATA,internaciones,ingresos espontaneos,2011-04-01,68,179,68,179,247
QUILLACOLLO,internaciones,ingresos espontaneos,2011-04-01,27,217,27,217,244
QUIME,internaciones,ingresos espontaneos,2011-04-01,4,17,4,17,21
QUIRUSILLAS,internaciones,ingresos espontaneos,2011-04-01,1,5,1,5,6
REYES,internaciones,ingresos espontaneos,2011-04-01,6,36,6,36,42
RIBERALTA,internaciones,ingresos espontaneos,2011-04-01,182,399,182,399,581
ROBORE,internaciones,ingresos espontaneos,2011-04-01,38,96,38,96,134
RURRENABAQUE,internaciones,ingresos espontaneos,2011-04-01,23,91,23,91,114
SABAYA,internaciones,ingresos espontaneos,2011-04-01,1,1,1,1,2
SACABA,internaciones,ingresos espontaneos,2011-04-01,79,378,79,378,457
SACABAMBA,internaciones,ingresos espontaneos,2011-04-01,2,5,2,5,7
SACACA,internaciones,ingresos espontaneos,2011-04-01,2,9,2,9,11
SAIPINA,internaciones,ingresos espontaneos,2011-04-01,1,11,1,11,12
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
SAMAIPATA,internaciones,ingresos espontaneos,2011-04-01,15,40,15,40,55
SAN ANDRES,internaciones,ingresos espontaneos,2011-04-01,0,10,0,10,10
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2011-04-01,3,6,3,6,9
SAN BENITO,internaciones,ingresos espontaneos,2011-04-01,1,2,1,2,3
SAN BORJA,internaciones,ingresos espontaneos,2011-04-01,36,140,36,140,176
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2011-04-01,7,62,7,62,69
SAN CARLOS,internaciones,ingresos espontaneos,2011-04-01,79,167,79,167,246
SAN IGNACIO,internaciones,ingresos espontaneos,2011-04-01,18,68,18,68,86
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2011-04-01,168,345,168,345,513
SAN JAVIER(STC),internaciones,ingresos espontaneos,2011-04-01,16,36,16,36,52
SAN JOAQUIN,internaciones,ingresos espontaneos,2011-04-01,10,35,10,35,45
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2011-04-01,54,138,54,138,192
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2011-04-01,7,9,7,9,16
SAN JULIAN,internaciones,ingresos espontaneos,2011-04-01,80,168,80,168,248
SAN LORENZO(PND),internaciones,ingresos espontaneos,2011-04-01,6,13,6,13,19
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2011-04-01,1,7,1,7,8
SAN LUCAS,internaciones,ingresos espontaneos,2011-04-01,4,33,4,33,37
SAN MATIAS,internaciones,ingresos espontaneos,2011-04-01,23,49,23,49,72
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2011-04-01,21,31,21,31,52
SAN PEDRO,internaciones,ingresos espontaneos,2011-04-01,10,25,10,25,35
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2011-04-01,4,6,4,6,10
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
SAN RAFAEL,internaciones,ingresos espontaneos,2011-04-01,15,26,15,26,41
SAN RAMON BENI,internaciones,ingresos espontaneos,2011-04-01,10,47,10,47,57
SAN RAMON SCZ,internaciones,ingresos espontaneos,2011-04-01,4,42,4,42,46
SANTA ANA,internaciones,ingresos espontaneos,2011-04-01,26,74,26,74,100
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2011-04-01,4787,6169,4787,6169,10956
SANTA ROSA,internaciones,ingresos espontaneos,2011-04-01,8,37,8,37,45
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2011-04-01,13,39,13,39,52
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2011-04-01,1,0,1,0,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2011-04-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
SENA,internaciones,ingresos espontaneos,2011-04-01,5,15,5,15,20
SHINAOTA,internaciones,ingresos espontaneos,2011-04-01,70,158,70,158,228
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2011-04-01,0,13,0,13,13
SIPE SIPE,internaciones,ingresos espontaneos,2011-04-01,0,31,0,31,31
SOPACHUY,internaciones,ingresos espontaneos,2011-04-01,8,25,8,25,33
SORATA,internaciones,ingresos espontaneos,2011-04-01,3,26,3,26,29
SUCRE,internaciones,ingresos espontaneos,2011-04-01,987,2075,987,2075,3062
TACACOMA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
TACOPAYA,internaciones,ingresos espontaneos,2011-04-01,2,6,2,6,8
TAPACARI,internaciones,ingresos espontaneos,2011-04-01,1,5,1,5,6
TARABUCO,internaciones,ingresos espontaneos,2011-04-01,51,34,51,34,85
TARATA,internaciones,ingresos espontaneos,2011-04-01,0,8,0,8,8
TARIJA,internaciones,ingresos espontaneos,2011-04-01,509,1075,509,1075,1584
TARVITA,internaciones,ingresos espontaneos,2011-04-01,6,43,6,43,49
TEOPONTE,internaciones,ingresos espontaneos,2011-04-01,0,4,0,4,4
TIAWANACU,internaciones,ingresos espontaneos,2011-04-01,0,9,0,9,9
TIPUANI,internaciones,ingresos espontaneos,2011-04-01,12,24,12,24,36
TIQUIPAYA,internaciones,ingresos espontaneos,2011-04-01,35,109,35,109,144
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2011-04-01,0,27,0,27,27
TOCO,internaciones,ingresos espontaneos,2011-04-01,1,7,1,7,8
TOLATA,internaciones,ingresos espontaneos,2011-04-01,4,9,4,9,13
TOLEDO,internaciones,ingresos espontaneos,2011-04-01,2,5,2,5,7
TOMAVE,internaciones,ingresos espontaneos,2011-04-01,1,2,1,2,3
TOMINA,internaciones,ingresos espontaneos,2011-04-01,0,31,0,31,31
TORO TORO,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
TOTORA(CBBA),internaciones,ingresos espontaneos,2011-04-01,3,40,3,40,43
TOTORA(ORR),internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2011-04-01,2,4,2,4,6
TRINIDAD,internaciones,ingresos espontaneos,2011-04-01,315,836,315,836,1151
TUPIZA,internaciones,ingresos espontaneos,2011-04-01,102,172,102,172,274
UMALA,internaciones,ingresos espontaneos,2011-04-01,0,5,0,5,5
UNCIA,internaciones,ingresos espontaneos,2011-04-01,2,22,2,22,24
URUBICHA,internaciones,ingresos espontaneos,2011-04-01,10,51,10,51,61
UYUNI,internaciones,ingresos espontaneos,2011-04-01,27,102,27,102,129
VACAS,internaciones,ingresos espontaneos,2011-04-01,0,10,0,10,10
VALLEGRANDE,internaciones,ingresos espontaneos,2011-04-01,52,101,52,101,153
VIACHA,internaciones,ingresos espontaneos,2011-04-01,1,54,1,54,55
VILA VILA,internaciones,ingresos espontaneos,2011-04-01,1,6,1,6,7
VILLA CHARCAS,internaciones,ingresos espontaneos,2011-04-01,0,7,0,7,7
VILLA MONTES,internaciones,ingresos espontaneos,2011-04-01,87,195,87,195,282
VILLA RIVERO,internaciones,ingresos espontaneos,2011-04-01,4,6,4,6,10
VILLA SERRANO,internaciones,ingresos espontaneos,2011-04-01,3,16,3,16,19
VILLA TUNARI,internaciones,ingresos espontaneos,2011-04-01,112,322,112,322,434
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2011-04-01,5,21,5,21,26
VILLAZON,internaciones,ingresos espontaneos,2011-04-01,62,156,62,156,218
VINTO,internaciones,ingresos espontaneos,2011-04-01,26,114,26,114,140
VITICHI,internaciones,ingresos espontaneos,2011-04-01,1,10,1,10,11
WARNES,internaciones,ingresos espontaneos,2011-04-01,46,87,46,87,133
YACO,internaciones,ingresos espontaneos,2011-04-01,0,2,0,2,2
YACUIBA,internaciones,ingresos espontaneos,2011-04-01,278,520,278,520,798
YAMPARAEZ,internaciones,ingresos espontaneos,2011-04-01,3,11,3,11,14
YANACACHI,internaciones,ingresos espontaneos,2011-04-01,3,9,3,9,12
YAPACANI,internaciones,ingresos espontaneos,2011-04-01,58,174,58,174,232
YOCALLA,internaciones,ingresos espontaneos,2011-04-01,0,3,0,3,3
YOTALA,internaciones,ingresos espontaneos,2011-04-01,2,15,2,15,17
ZUDAÑEZ,internaciones,ingresos espontaneos,2011-04-01,16,17,16,17,33
ACACIO,internaciones,ingresos espontaneos,2011-05-01,0,2,0,2,2
ACHACACHI,internaciones,ingresos espontaneos,2011-05-01,14,38,14,38,52
ACHOCALLA,internaciones,ingresos espontaneos,2011-05-01,0,10,0,10,10
AIQUILE,internaciones,ingresos espontaneos,2011-05-01,31,81,31,81,112
ALALAY,internaciones,ingresos espontaneos,2011-05-01,0,3,0,3,3
ALCALA,internaciones,ingresos espontaneos,2011-05-01,1,4,1,4,5
ALTO BENI,internaciones,ingresos espontaneos,2011-05-01,0,11,0,11,11
ANCORAIMES,internaciones,ingresos espontaneos,2011-05-01,0,5,0,5,5
ANDAMARCA,internaciones,ingresos espontaneos,2011-05-01,0,2,0,2,2
ANZALDO,internaciones,ingresos espontaneos,2011-05-01,3,11,3,11,14
APOLO,internaciones,ingresos espontaneos,2011-05-01,5,16,5,16,21
ARAMPAMPA,internaciones,ingresos espontaneos,2011-05-01,1,1,1,1,2
ARANI,internaciones,ingresos espontaneos,2011-05-01,0,9,0,9,9
ARBIETO,internaciones,ingresos espontaneos,2011-05-01,0,11,0,11,11
ARQUE,internaciones,ingresos espontaneos,2011-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2011-05-01,64,176,64,176,240
ATOCHA,internaciones,ingresos espontaneos,2011-05-01,27,37,27,37,64
AYO AYO,internaciones,ingresos espontaneos,2011-05-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2011-05-01,8,40,8,40,48
AZURDUY,internaciones,ingresos espontaneos,2011-05-01,7,12,7,12,19
