municipality,group,variable,month,Viviendas Positivas,TOTAL
ARBIETO,chagas viviendas,viviendas positivas,2018-09-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2018-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2018-09-01,2,2
AZURDUY,chagas viviendas,viviendas positivas,2018-09-01,3,3
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-09-01,3,3
CAMARGO,chagas viviendas,viviendas positivas,2018-09-01,1,1
CAMIRI,chagas viviendas,viviendas positivas,2018-09-01,17,17
CAPINOTA,chagas viviendas,viviendas positivas,2018-09-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2018-09-01,7,7
COCHABAMBA,chagas viviendas,viviendas positivas,2018-09-01,45,45
COTAGAITA,chagas viviendas,viviendas positivas,2018-09-01,12,12
HUACARETA,chagas viviendas,viviendas positivas,2018-09-01,33,33
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-09-01,8,8
LA GUARDIA,chagas viviendas,viviendas positivas,2018-09-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-09-01,1,1
MECAPACA,chagas viviendas,viviendas positivas,2018-09-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2018-09-01,13,13
MONTEAGUDO,chagas viviendas,viviendas positivas,2018-09-01,11,11
OMEREQUE,chagas viviendas,viviendas positivas,2018-09-01,6,6
PADILLA,chagas viviendas,viviendas positivas,2018-09-01,2,2
PAMPA GRANDE,chagas viviendas,viviendas positivas,2018-09-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2018-09-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2018-09-01,8,8
POROMA,chagas viviendas,viviendas positivas,2018-09-01,13,13
PUNA,chagas viviendas,viviendas positivas,2018-09-01,9,9
PUNATA,chagas viviendas,viviendas positivas,2018-09-01,10,10
SACABA,chagas viviendas,viviendas positivas,2018-09-01,6,6
SACABAMBA,chagas viviendas,viviendas positivas,2018-09-01,1,1
SAMAIPATA,chagas viviendas,viviendas positivas,2018-09-01,15,15
SAN BENITO,chagas viviendas,viviendas positivas,2018-09-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2018-09-01,6,6
SAN LUCAS,chagas viviendas,viviendas positivas,2018-09-01,15,15
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2018-09-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-09-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2018-09-01,2,2
SIPE SIPE,chagas viviendas,viviendas positivas,2018-09-01,24,24
SOPACHUY,chagas viviendas,viviendas positivas,2018-09-01,20,20
SUCRE,chagas viviendas,viviendas positivas,2018-09-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2018-09-01,1,1
TARVITA,chagas viviendas,viviendas positivas,2018-09-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2018-09-01,3,3
TOMINA,chagas viviendas,viviendas positivas,2018-09-01,81,81
TOTORA(CBBA),chagas viviendas,viviendas positivas,2018-09-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2018-09-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-09-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2018-09-01,3,3
VILLA CHARCAS,chagas viviendas,viviendas positivas,2018-09-01,5,5
VILLA MONTES,chagas viviendas,viviendas positivas,2018-09-01,26,26
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-09-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2018-09-01,1,1
VINTO,chagas viviendas,viviendas positivas,2018-09-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2018-09-01,4,4
YUNCHARA,chagas viviendas,viviendas positivas,2018-09-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2018-10-01,5,5
ALCALA,chagas viviendas,viviendas positivas,2018-10-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2018-10-01,10,10
ARANI,chagas viviendas,viviendas positivas,2018-10-01,8,8
ARBIETO,chagas viviendas,viviendas positivas,2018-10-01,3,3
BOYUIBE,chagas viviendas,viviendas positivas,2018-10-01,14,14
CAMARGO,chagas viviendas,viviendas positivas,2018-10-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2018-10-01,9,9
CKOCHAS,chagas viviendas,viviendas positivas,2018-10-01,2,2
CLIZA,chagas viviendas,viviendas positivas,2018-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2018-10-01,26,26
COTAGAITA,chagas viviendas,viviendas positivas,2018-10-01,3,3
CUEVO,chagas viviendas,viviendas positivas,2018-10-01,54,54
EL TORNO,chagas viviendas,viviendas positivas,2018-10-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2018-10-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2018-10-01,13,13
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-10-01,16,16
ICLA,chagas viviendas,viviendas positivas,2018-10-01,2,2
MOJOCOYA,chagas viviendas,viviendas positivas,2018-10-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2018-10-01,18,18
POJO (CBBA),chagas viviendas,viviendas positivas,2018-10-01,3,3
POROMA,chagas viviendas,viviendas positivas,2018-10-01,1,1
PUNA,chagas viviendas,viviendas positivas,2018-10-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2018-10-01,4,4
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-10-01,3,3
RAVELO,chagas viviendas,viviendas positivas,2018-10-01,2,2
SACABA,chagas viviendas,viviendas positivas,2018-10-01,1,1
SACABAMBA,chagas viviendas,viviendas positivas,2018-10-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2018-10-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2018-10-01,11,11
SICAYA,chagas viviendas,viviendas positivas,2018-10-01,8,8
SIPE SIPE,chagas viviendas,viviendas positivas,2018-10-01,8,8
SUCRE,chagas viviendas,viviendas positivas,2018-10-01,51,51
TACACHI,chagas viviendas,viviendas positivas,2018-10-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2018-10-01,7,7
TARIJA,chagas viviendas,viviendas positivas,2018-10-01,5,5
TOMINA,chagas viviendas,viviendas positivas,2018-10-01,4,4
TORO TORO,chagas viviendas,viviendas positivas,2018-10-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas positivas,2018-10-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2018-10-01,3,3
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-10-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2018-10-01,15,15
VILLA MONTES,chagas viviendas,viviendas positivas,2018-10-01,5,5
VILLA SERRANO,chagas viviendas,viviendas positivas,2018-10-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2018-10-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2018-10-01,8,8
AIQUILE,chagas viviendas,viviendas positivas,2018-11-01,2,2
ALCALA,chagas viviendas,viviendas positivas,2018-11-01,20,20
ANZALDO,chagas viviendas,viviendas positivas,2018-11-01,1,1
ARANI,chagas viviendas,viviendas positivas,2018-11-01,13,13
ARBIETO,chagas viviendas,viviendas positivas,2018-11-01,6,6
ARQUE,chagas viviendas,viviendas positivas,2018-11-01,1,1
BOYUIBE,chagas viviendas,viviendas positivas,2018-11-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-11-01,4,4
CAPINOTA,chagas viviendas,viviendas positivas,2018-11-01,13,13
CLIZA,chagas viviendas,viviendas positivas,2018-11-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2018-11-01,17,17
COTAGAITA,chagas viviendas,viviendas positivas,2018-11-01,6,6
CULPINA,chagas viviendas,viviendas positivas,2018-11-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2018-11-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2018-11-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2018-11-01,9,9
MACHARETI,chagas viviendas,viviendas positivas,2018-11-01,3,3
MIZQUE,chagas viviendas,viviendas positivas,2018-11-01,21,21
OMEREQUE,chagas viviendas,viviendas positivas,2018-11-01,11,11
PADCAYA,chagas viviendas,viviendas positivas,2018-11-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2018-11-01,5,5
POJO (CBBA),chagas viviendas,viviendas positivas,2018-11-01,4,4
PUNATA,chagas viviendas,viviendas positivas,2018-11-01,10,10
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-11-01,3,3
RAVELO,chagas viviendas,viviendas positivas,2018-11-01,3,3
SACABA,chagas viviendas,viviendas positivas,2018-11-01,12,12
SAN BENITO,chagas viviendas,viviendas positivas,2018-11-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2018-11-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2018-11-01,4,4
SUCRE,chagas viviendas,viviendas positivas,2018-11-01,25,25
TACACHI,chagas viviendas,viviendas positivas,2018-11-01,1,1
TARABUCO,chagas viviendas,viviendas positivas,2018-11-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2018-11-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2018-11-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2018-11-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2018-11-01,12,12
TOTORA(CBBA),chagas viviendas,viviendas positivas,2018-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2018-11-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2018-11-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2018-11-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2018-11-01,18,18
VILLA MONTES,chagas viviendas,viviendas positivas,2018-11-01,5,5
VINTO,chagas viviendas,viviendas positivas,2018-11-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2018-11-01,5,5
YACUIBA,chagas viviendas,viviendas positivas,2018-11-01,18,18
YOTALA,chagas viviendas,viviendas positivas,2018-11-01,10,10
ALCALA,chagas viviendas,viviendas positivas,2018-12-01,16,16
ARANI,chagas viviendas,viviendas positivas,2018-12-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2018-12-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2018-12-01,1,1
BOYUIBE,chagas viviendas,viviendas positivas,2018-12-01,9,9
"CAIZA ""D""",chagas viviendas,viviendas positivas,2018-12-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2018-12-01,8,8
COCHABAMBA,chagas viviendas,viviendas positivas,2018-12-01,18,18
COTAGAITA,chagas viviendas,viviendas positivas,2018-12-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2018-12-01,3,3
ICLA,chagas viviendas,viviendas positivas,2018-12-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2018-12-01,8,8
MIZQUE,chagas viviendas,viviendas positivas,2018-12-01,16,16
OMEREQUE,chagas viviendas,viviendas positivas,2018-12-01,4,4
PADCAYA,chagas viviendas,viviendas positivas,2018-12-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2018-12-01,1,1
POROMA,chagas viviendas,viviendas positivas,2018-12-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2018-12-01,3,3
QUILLACOLLO,chagas viviendas,viviendas positivas,2018-12-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2018-12-01,2,2
SACABA,chagas viviendas,viviendas positivas,2018-12-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2018-12-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2018-12-01,18,18
SANTIVAÑES,chagas viviendas,viviendas positivas,2018-12-01,6,6
SICAYA,chagas viviendas,viviendas positivas,2018-12-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2018-12-01,1,1
TACACHI,chagas viviendas,viviendas positivas,2018-12-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2018-12-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2018-12-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2018-12-01,1,1
VILLA CHARCAS,chagas viviendas,viviendas positivas,2018-12-01,9,9
VILLA RIVERO,chagas viviendas,viviendas positivas,2018-12-01,1,1
