municipality,group,variable,month,Viviendas Roceadas,TOTAL
ACACIO,chagas viviendas,viviendas roceadas,2018-04-01,12,12
AIQUILE,chagas viviendas,viviendas roceadas,2018-04-01,74,74
ANZALDO,chagas viviendas,viviendas roceadas,2018-04-01,4,4
ARAMPAMPA,chagas viviendas,viviendas roceadas,2018-04-01,3,3
ARANI,chagas viviendas,viviendas roceadas,2018-04-01,25,25
ARBIETO,chagas viviendas,viviendas roceadas,2018-04-01,5,5
ARQUE,chagas viviendas,viviendas roceadas,2018-04-01,2,2
BETANZOS,chagas viviendas,viviendas roceadas,2018-04-01,22,22
BOYUIBE,chagas viviendas,viviendas roceadas,2018-04-01,5,5
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-04-01,12,12
CAMARGO,chagas viviendas,viviendas roceadas,2018-04-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2018-04-01,20,20
CLIZA,chagas viviendas,viviendas roceadas,2018-04-01,2,2
COCAPATA,chagas viviendas,viviendas roceadas,2018-04-01,50,50
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-04-01,40,40
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-04-01,12,12
COTAGAITA,chagas viviendas,viviendas roceadas,2018-04-01,10,10
CUEVO,chagas viviendas,viviendas roceadas,2018-04-01,7,7
CULPINA,chagas viviendas,viviendas roceadas,2018-04-01,42,42
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-04-01,6,6
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-04-01,76,76
LAGUNILLAS,chagas viviendas,viviendas roceadas,2018-04-01,109,109
LURIBAY,chagas viviendas,viviendas roceadas,2018-04-01,16,16
MIZQUE,chagas viviendas,viviendas roceadas,2018-04-01,84,84
MOROCHATA,chagas viviendas,viviendas roceadas,2018-04-01,4,4
OMEREQUE,chagas viviendas,viviendas roceadas,2018-04-01,43,43
PADCAYA,chagas viviendas,viviendas roceadas,2018-04-01,3,3
POCONA,chagas viviendas,viviendas roceadas,2018-04-01,3,3
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-04-01,9,9
PRESTO,chagas viviendas,viviendas roceadas,2018-04-01,14,14
PUNA,chagas viviendas,viviendas roceadas,2018-04-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2018-04-01,1,1
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-04-01,11,11
RAVELO,chagas viviendas,viviendas roceadas,2018-04-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2018-04-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2018-04-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-04-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2018-04-01,55,55
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-04-01,16,16
SAPAHAQUI,chagas viviendas,viviendas roceadas,2018-04-01,39,39
SICAYA,chagas viviendas,viviendas roceadas,2018-04-01,29,29
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-04-01,23,23
SOPACHUY,chagas viviendas,viviendas roceadas,2018-04-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2018-04-01,8,8
TARATA,chagas viviendas,viviendas roceadas,2018-04-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2018-04-01,31,31
TIQUIPAYA,chagas viviendas,viviendas roceadas,2018-04-01,11,11
TOMAVE,chagas viviendas,viviendas roceadas,2018-04-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2018-04-01,18,18
TUPIZA,chagas viviendas,viviendas roceadas,2018-04-01,6,6
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-04-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-04-01,4,4
VILA VILA,chagas viviendas,viviendas roceadas,2018-04-01,9,9
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-04-01,14,14
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-04-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2018-04-01,8,8
VITICHI,chagas viviendas,viviendas roceadas,2018-04-01,6,6
YOTALA,chagas viviendas,viviendas roceadas,2018-04-01,4,4
YUNCHARA,chagas viviendas,viviendas roceadas,2018-04-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-04-01,5,5
ACACIO,chagas viviendas,viviendas roceadas,2018-05-01,19,19
AIQUILE,chagas viviendas,viviendas roceadas,2018-05-01,42,42
ANZALDO,chagas viviendas,viviendas roceadas,2018-05-01,25,25
ARANI,chagas viviendas,viviendas roceadas,2018-05-01,27,27
ARBIETO,chagas viviendas,viviendas roceadas,2018-05-01,6,6
ARQUE,chagas viviendas,viviendas roceadas,2018-05-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-05-01,10,10
AZURDUY,chagas viviendas,viviendas roceadas,2018-05-01,10,10
BETANZOS,chagas viviendas,viviendas roceadas,2018-05-01,166,166
BOYUIBE,chagas viviendas,viviendas roceadas,2018-05-01,3,3
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-05-01,6,6
CAPINOTA,chagas viviendas,viviendas roceadas,2018-05-01,25,25
CKOCHAS,chagas viviendas,viviendas roceadas,2018-05-01,16,16
CLIZA,chagas viviendas,viviendas roceadas,2018-05-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-05-01,90,90
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-05-01,12,12
COTAGAITA,chagas viviendas,viviendas roceadas,2018-05-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2018-05-01,3,3
CULPINA,chagas viviendas,viviendas roceadas,2018-05-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-05-01,4,4
EL TORNO,chagas viviendas,viviendas roceadas,2018-05-01,13,13
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-05-01,434,434
LAGUNILLAS,chagas viviendas,viviendas roceadas,2018-05-01,316,316
LURIBAY,chagas viviendas,viviendas roceadas,2018-05-01,49,49
MAIRANA,chagas viviendas,viviendas roceadas,2018-05-01,1,1
MIZQUE,chagas viviendas,viviendas roceadas,2018-05-01,98,98
MOROCHATA,chagas viviendas,viviendas roceadas,2018-05-01,25,25
OMEREQUE,chagas viviendas,viviendas roceadas,2018-05-01,13,13
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2018-05-01,19,19
POCONA,chagas viviendas,viviendas roceadas,2018-05-01,8,8
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-05-01,14,14
PRESTO,chagas viviendas,viviendas roceadas,2018-05-01,3,3
PUCARA,chagas viviendas,viviendas roceadas,2018-05-01,6,6
PUNA,chagas viviendas,viviendas roceadas,2018-05-01,10,10
PUNATA,chagas viviendas,viviendas roceadas,2018-05-01,12,12
SACABA,chagas viviendas,viviendas roceadas,2018-05-01,19,19
SAMAIPATA,chagas viviendas,viviendas roceadas,2018-05-01,16,16
SAN BENITO,chagas viviendas,viviendas roceadas,2018-05-01,10,10
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-05-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2018-05-01,236,236
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-05-01,18,18
SAPAHAQUI,chagas viviendas,viviendas roceadas,2018-05-01,6,6
SICAYA,chagas viviendas,viviendas roceadas,2018-05-01,31,31
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-05-01,49,49
SUCRE,chagas viviendas,viviendas roceadas,2018-05-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2018-05-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2018-05-01,27,27
TARATA,chagas viviendas,viviendas roceadas,2018-05-01,7,7
TARIJA,chagas viviendas,viviendas roceadas,2018-05-01,39,39
TOMAVE,chagas viviendas,viviendas roceadas,2018-05-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2018-05-01,18,18
TUPIZA,chagas viviendas,viviendas roceadas,2018-05-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-05-01,13,13
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-05-01,3,3
VILA VILA,chagas viviendas,viviendas roceadas,2018-05-01,5,5
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-05-01,10,10
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-05-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2018-05-01,10,10
VITICHI,chagas viviendas,viviendas roceadas,2018-05-01,13,13
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-05-01,8,8
ACACIO,chagas viviendas,viviendas roceadas,2018-06-01,6,6
AIQUILE,chagas viviendas,viviendas roceadas,2018-06-01,65,65
ALCALA,chagas viviendas,viviendas roceadas,2018-06-01,6,6
ANZALDO,chagas viviendas,viviendas roceadas,2018-06-01,15,15
ARAMPAMPA,chagas viviendas,viviendas roceadas,2018-06-01,44,44
ARANI,chagas viviendas,viviendas roceadas,2018-06-01,17,17
ARBIETO,chagas viviendas,viviendas roceadas,2018-06-01,14,14
ARQUE,chagas viviendas,viviendas roceadas,2018-06-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-06-01,10,10
BETANZOS,chagas viviendas,viviendas roceadas,2018-06-01,86,86
BOYUIBE,chagas viviendas,viviendas roceadas,2018-06-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-06-01,23,23
CAJUATA,chagas viviendas,viviendas roceadas,2018-06-01,10,10
CAPINOTA,chagas viviendas,viviendas roceadas,2018-06-01,289,289
CARAPARI,chagas viviendas,viviendas roceadas,2018-06-01,20,20
CKOCHAS,chagas viviendas,viviendas roceadas,2018-06-01,62,62
CLIZA,chagas viviendas,viviendas roceadas,2018-06-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-06-01,57,57
COLQUECHACA,chagas viviendas,viviendas roceadas,2018-06-01,21,21
COTAGAITA,chagas viviendas,viviendas roceadas,2018-06-01,6,6
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-06-01,13,13
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2018-06-01,4,4
CULPINA,chagas viviendas,viviendas roceadas,2018-06-01,56,56
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-06-01,9,9
EL VILLAR,chagas viviendas,viviendas roceadas,2018-06-01,9,9
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2018-06-01,99,99
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-06-01,272,272
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2018-06-01,4,4
LAGUNILLAS,chagas viviendas,viviendas roceadas,2018-06-01,296,296
LAS CARRERAS,chagas viviendas,viviendas roceadas,2018-06-01,26,26
LURIBAY,chagas viviendas,viviendas roceadas,2018-06-01,2,2
MAIRANA,chagas viviendas,viviendas roceadas,2018-06-01,3,3
MOROCHATA,chagas viviendas,viviendas roceadas,2018-06-01,4,4
OMEREQUE,chagas viviendas,viviendas roceadas,2018-06-01,30,30
PASORAPA,chagas viviendas,viviendas roceadas,2018-06-01,13,13
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-06-01,3,3
PRESTO,chagas viviendas,viviendas roceadas,2018-06-01,27,27
PUCARA,chagas viviendas,viviendas roceadas,2018-06-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2018-06-01,30,30
PUNATA,chagas viviendas,viviendas roceadas,2018-06-01,3,3
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-06-01,15,15
RAVELO,chagas viviendas,viviendas roceadas,2018-06-01,30,30
SACABA,chagas viviendas,viviendas roceadas,2018-06-01,5,5
SACABAMBA,chagas viviendas,viviendas roceadas,2018-06-01,16,16
SAMAIPATA,chagas viviendas,viviendas roceadas,2018-06-01,4,4
SAN BENITO,chagas viviendas,viviendas roceadas,2018-06-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-06-01,10,10
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-06-01,8,8
SICAYA,chagas viviendas,viviendas roceadas,2018-06-01,17,17
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-06-01,29,29
SUCRE,chagas viviendas,viviendas roceadas,2018-06-01,49,49
TACACHI,chagas viviendas,viviendas roceadas,2018-06-01,6,6
TACOBAMBA,chagas viviendas,viviendas roceadas,2018-06-01,38,38
TAPACARI,chagas viviendas,viviendas roceadas,2018-06-01,19,19
TARATA,chagas viviendas,viviendas roceadas,2018-06-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2018-06-01,18,18
TORO TORO,chagas viviendas,viviendas roceadas,2018-06-01,9,9
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2018-06-01,5,5
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-06-01,3,3
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-06-01,5,5
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-06-01,17,17
VINTO,chagas viviendas,viviendas roceadas,2018-06-01,5,5
VITICHI,chagas viviendas,viviendas roceadas,2018-06-01,3,3
YACUIBA,chagas viviendas,viviendas roceadas,2018-06-01,211,211
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-06-01,2,2
ACACIO,chagas viviendas,viviendas roceadas,2018-07-01,10,10
AIQUILE,chagas viviendas,viviendas roceadas,2018-07-01,61,61
ALCALA,chagas viviendas,viviendas roceadas,2018-07-01,12,12
ANZALDO,chagas viviendas,viviendas roceadas,2018-07-01,7,7
ARANI,chagas viviendas,viviendas roceadas,2018-07-01,13,13
ARBIETO,chagas viviendas,viviendas roceadas,2018-07-01,9,9
ARQUE,chagas viviendas,viviendas roceadas,2018-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2018-07-01,8,8
AZURDUY,chagas viviendas,viviendas roceadas,2018-07-01,5,5
BOYUIBE,chagas viviendas,viviendas roceadas,2018-07-01,21,21
CAIROMA,chagas viviendas,viviendas roceadas,2018-07-01,10,10
CAJUATA,chagas viviendas,viviendas roceadas,2018-07-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2018-07-01,33,33
CARAPARI,chagas viviendas,viviendas roceadas,2018-07-01,5,5
CKOCHAS,chagas viviendas,viviendas roceadas,2018-07-01,37,37
CLIZA,chagas viviendas,viviendas roceadas,2018-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-07-01,59,59
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-07-01,15,15
COTAGAITA,chagas viviendas,viviendas roceadas,2018-07-01,11,11
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-07-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2018-07-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-07-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2018-07-01,46,46
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2018-07-01,43,43
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-07-01,701,701
ICLA,chagas viviendas,viviendas roceadas,2018-07-01,5,5
LAS CARRERAS,chagas viviendas,viviendas roceadas,2018-07-01,9,9
MIZQUE,chagas viviendas,viviendas roceadas,2018-07-01,75,75
OCURI,chagas viviendas,viviendas roceadas,2018-07-01,194,194
OMEREQUE,chagas viviendas,viviendas roceadas,2018-07-01,21,21
PADCAYA,chagas viviendas,viviendas roceadas,2018-07-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2018-07-01,7,7
PASORAPA,chagas viviendas,viviendas roceadas,2018-07-01,15,15
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-07-01,13,13
POROMA,chagas viviendas,viviendas roceadas,2018-07-01,21,21
PUNA,chagas viviendas,viviendas roceadas,2018-07-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2018-07-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2018-07-01,26,26
RAVELO,chagas viviendas,viviendas roceadas,2018-07-01,21,21
SACABA,chagas viviendas,viviendas roceadas,2018-07-01,17,17
SACABAMBA,chagas viviendas,viviendas roceadas,2018-07-01,58,58
SAMAIPATA,chagas viviendas,viviendas roceadas,2018-07-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2018-07-01,15,15
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2018-07-01,12,12
SAN LUCAS,chagas viviendas,viviendas roceadas,2018-07-01,19,19
SANTIVAÑES,chagas viviendas,viviendas roceadas,2018-07-01,7,7
SICAYA,chagas viviendas,viviendas roceadas,2018-07-01,15,15
SIPE SIPE,chagas viviendas,viviendas roceadas,2018-07-01,2,2
SOPACHUY,chagas viviendas,viviendas roceadas,2018-07-01,1,1
TACACHI,chagas viviendas,viviendas roceadas,2018-07-01,3,3
TACOBAMBA,chagas viviendas,viviendas roceadas,2018-07-01,14,14
TAPACARI,chagas viviendas,viviendas roceadas,2018-07-01,4,4
TARABUCO,chagas viviendas,viviendas roceadas,2018-07-01,62,62
TARIJA,chagas viviendas,viviendas roceadas,2018-07-01,14,14
TIQUIPAYA,chagas viviendas,viviendas roceadas,2018-07-01,5,5
TOCO,chagas viviendas,viviendas roceadas,2018-07-01,5,5
TOMINA,chagas viviendas,viviendas roceadas,2018-07-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2018-07-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2018-07-01,10,10
VALLEGRANDE,chagas viviendas,viviendas roceadas,2018-07-01,12,12
VILA VILA,chagas viviendas,viviendas roceadas,2018-07-01,11,11
VILLA MONTES,chagas viviendas,viviendas roceadas,2018-07-01,6,6
VILLA RIVERO,chagas viviendas,viviendas roceadas,2018-07-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2018-07-01,129,129
VILLAZON,chagas viviendas,viviendas roceadas,2018-07-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2018-07-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2018-07-01,3,3
YACUIBA,chagas viviendas,viviendas roceadas,2018-07-01,133,133
YOTALA,chagas viviendas,viviendas roceadas,2018-07-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2018-07-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2018-08-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2018-08-01,48,48
ALCALA,chagas viviendas,viviendas roceadas,2018-08-01,8,8
ANZALDO,chagas viviendas,viviendas roceadas,2018-08-01,11,11
ARANI,chagas viviendas,viviendas roceadas,2018-08-01,11,11
ARQUE,chagas viviendas,viviendas roceadas,2018-08-01,10,10
AZURDUY,chagas viviendas,viviendas roceadas,2018-08-01,1,1
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2018-08-01,18,18
CAMARGO,chagas viviendas,viviendas roceadas,2018-08-01,18,18
CAPINOTA,chagas viviendas,viviendas roceadas,2018-08-01,11,11
CKOCHAS,chagas viviendas,viviendas roceadas,2018-08-01,12,12
CLIZA,chagas viviendas,viviendas roceadas,2018-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2018-08-01,171,171
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2018-08-01,15,15
COTAGAITA,chagas viviendas,viviendas roceadas,2018-08-01,7,7
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2018-08-01,3,3
CUEVO,chagas viviendas,viviendas roceadas,2018-08-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2018-08-01,2,2
EL TORNO,chagas viviendas,viviendas roceadas,2018-08-01,4,4
EL VILLAR,chagas viviendas,viviendas roceadas,2018-08-01,10,10
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2018-08-01,47,47
GUTIERREZ,chagas viviendas,viviendas roceadas,2018-08-01,494,494
HUACARETA,chagas viviendas,viviendas roceadas,2018-08-01,182,182
LAGUNILLAS,chagas viviendas,viviendas roceadas,2018-08-01,395,395
LAS CARRERAS,chagas viviendas,viviendas roceadas,2018-08-01,22,22
LICOMA PAMPA,chagas viviendas,viviendas roceadas,2018-08-01,5,5
MIZQUE,chagas viviendas,viviendas roceadas,2018-08-01,122,122
MOJOCOYA,chagas viviendas,viviendas roceadas,2018-08-01,15,15
OMEREQUE,chagas viviendas,viviendas roceadas,2018-08-01,10,10
PADCAYA,chagas viviendas,viviendas roceadas,2018-08-01,1,1
PADILLA,chagas viviendas,viviendas roceadas,2018-08-01,12,12
PASORAPA,chagas viviendas,viviendas roceadas,2018-08-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2018-08-01,17,17
POROMA,chagas viviendas,viviendas roceadas,2018-08-01,8,8
PRESTO,chagas viviendas,viviendas roceadas,2018-08-01,65,65
