municipality,group,variable,month,Nº de CAI de sector realizados,TOTAL
INQUISIVI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2009-03-01,47,47
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
MINEROS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MOJINETE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
MONTERO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,9,9
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,8,8
NAZACARA DE PACAJES,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PAILON,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PALCA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
POCOATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PORCO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
PORTACHUELO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
POTOSI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
PRESTO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PUCARA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,8,8
PUERTO CARABUCO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
PUNA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,6,6
PUNATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
QUIRUSILLAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
ROBORE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SACACA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2009-03-01,11,11
SAN LORENZO(TJA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,12,12
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,7,7
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,3,3
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,27,27
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
SANTIAGO DE CALLAPA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SANTIAGO DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SAPAHAQUI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,4,4
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
SUCRE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,6,6
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TARIJA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,15,15
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TIPUANI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TOLATA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TOTORA(ORR),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TRIGAL,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
TRINIDAD,actividades con la comunidad,no de cai de sector realizados,2009-03-01,8,8
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
UMALA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
UNCIA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
UYUNI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,5,5
VACAS,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
VIACHA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,8,8
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
VINTO,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
WALDO BALLIVIAN,actividades con la comunidad,no de cai de sector realizados,2009-03-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2009-03-01,9,9
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2009-03-01,2,2
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2009-03-01,8,8
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,10,10
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
AIQUILE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
ALALAY,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
ANTEQUERA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
ARANI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
ARQUE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
AYO AYO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
BELEN DE ANDAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
BELEN DE URMIRI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
BERMEJO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,6,6
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CALACOTO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
CAMARGO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
CAMIRI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
CARAPARI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CHACARILLA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CHALLAPATA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
CHARAGUA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
CLIZA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
COBIJA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,9,9
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
COLLANA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
COMBAYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
COTOCA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CULPINA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
CURAHUARA DE CARANGAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
DESAGUADERO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,27,27
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2009-04-01,10,10
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,5,5
GUANAY,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
GUTIERREZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
HUANUNI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,44,44
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
LAJA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
LLALLAGUA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
MAPIRI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
MINEROS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
MOJINETE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
MOJOCOYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,10,10
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
OMEREQUE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
PALOS BLANCOS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
PASORAPA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
PATACAMAYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PAZÑA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
POCONA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,35,35
POJO (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PORONGO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
POTOSI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
PUCARA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PUCARANI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,7,7
PUERTO GONZALO MORENO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PUERTO PEREZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
PUERTO SUAREZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PUERTO VILLARROEL,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
PUNA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,11,11
PUNATA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
QUILLACOLLO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,5,5
REYES,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
RIBERALTA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,8,8
ROBORE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
RURRENABAQUE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SACABA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SACACA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SAIPINA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
SAN BENITO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN BUENA VENTURA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SAN CARLOS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN IGNACIO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SAN JAVIER(BNI),actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN JUAN DE YAPACANI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN JULIAN,actividades con la comunidad,no de cai de sector realizados,2009-04-01,19,19
SAN LUCAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,7,7
SAN MATIAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
SAN PABLO DE LIPEZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN PEDRO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,7,7
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
SAN PEDRO(PND),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SAN RAMON,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SANTA ANA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,27,27
SANTA ROSA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SANTIVAÑES,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
SENA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de cai de sector realizados,2009-04-01,6,6
SIPE SIPE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SORACACHI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
SUCRE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
TACOBAMBA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TAPACARI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TARABUCO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
TARIJA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,11,11
TEOPONTE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TINGUIPAYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TIQUIPAYA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
TIRAQUE (CBBA),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TOCO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TOMINA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,10,10
TOTORA(CBBA),actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
TRINIDAD,actividades con la comunidad,no de cai de sector realizados,2009-04-01,8,8
TUPIZA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
TURCO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
UMALA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
UNCIA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
VACAS,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
VALLEGRANDE,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
VIACHA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,8,8
VILA VILA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
VILLA MONTES,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
VILLA RIVERO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
VILLA SERRANO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
VILLA TUNARI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
VILLAZON,actividades con la comunidad,no de cai de sector realizados,2009-04-01,7,7
VINTO,actividades con la comunidad,no de cai de sector realizados,2009-04-01,3,3
WALDO BALLIVIAN,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
WARNES,actividades con la comunidad,no de cai de sector realizados,2009-04-01,9,9
YACUIBA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
YANACACHI,actividades con la comunidad,no de cai de sector realizados,2009-04-01,1,1
YUNCHARA,actividades con la comunidad,no de cai de sector realizados,2009-04-01,2,2
ZUDAÑEZ,actividades con la comunidad,no de cai de sector realizados,2009-04-01,4,4
ACHACACHI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,14,14
ACHOCALLA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ALALAY,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ANCORAIMES,actividades con la comunidad,no de cai de sector realizados,2009-05-01,4,4
ANZALDO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
ARANI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ARBIETO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ARQUE,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
AUCAPATA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
AYATA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
AZURDUY,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
BERMEJO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
BETANZOS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,17,17
BUENA VISTA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
"CAIZA ""D""",actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
CALAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,3,3
CAMIRI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
CAPINOTA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
CARACOLLO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,6,6
CARANAVI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,4,4
CHAQUI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
CLIZA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
COBIJA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
COCHABAMBA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,10,10
COLCAPIRHUA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
COLLANA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
COLOMI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
COLPA BELGICA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
COLQUENCHA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,4,4
COMARAPA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
COMBAYA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
CONCEPCION,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
COPACABANA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
CORQUE,actividades con la comunidad,no de cai de sector realizados,2009-05-01,4,4
COTAGAITA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
CUATRO CAÑADAS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
CURVA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
EL ALTO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,26,26
EL PUENTE(STC),actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
EL PUENTE(TJA),actividades con la comunidad,no de cai de sector realizados,2009-05-01,10,10
EL TORNO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
EUCALIPTUS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
FERNANDEZ ALONSO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,3,3
GENERAL SAAVEDRA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
GUANAY,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
GUAQUI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de cai de sector realizados,2009-05-01,3,3
HUAYLLAMARCA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ICHOCA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ICLA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
INCAHUASI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
JESUS DE MACHACA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
LA ASUNTA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
LA GUARDIA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,5,5
LA PAZ,actividades con la comunidad,no de cai de sector realizados,2009-05-01,47,47
LAGUNILLAS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
LAJA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
LICOMA PAMPA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MACHARETI,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MAIRANA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MECAPACA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
MINEROS,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MIZQUE,actividades con la comunidad,no de cai de sector realizados,2009-05-01,4,4
MOCOMOCO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MONTEAGUDO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MONTERO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,9,9
MORO MORO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
MOROCHATA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,3,3
NAZACARA DE PACAJES,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
OKINAWA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
ORURO,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
PADCAYA,actividades con la comunidad,no de cai de sector realizados,2009-05-01,1,1
PAILON,actividades con la comunidad,no de cai de sector realizados,2009-05-01,2,2
