municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,148,148
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,37,37
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,2,2
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,7,7
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,4,4
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,16,16
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,8,8
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,28,28
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,49,49
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,26,26
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,13,13
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,3,3
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,164,164
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,43,43
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,21,21
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,19,19
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,27,27
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,31,31
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,27,27
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,37,37
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,49,49
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,1,1
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,10,10
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,3,3
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,14,14
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,38,38
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,75,75
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,76,76
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,27,27
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,21,21
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,66,66
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,25,25
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,11,11
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,45,45
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,32,32
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,7,7
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,4,4
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,3,3
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,74,74
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,68,68
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-03-01,42,42
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,66,66
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,42,42
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,51,51
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,19,19
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,67,67
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,9,9
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,37,37
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,21,21
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
AYO AYO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,45,45
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,43,43
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
BELEN DE URMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,463,463
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,78,78
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,34,34
BOLPEBRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,28,28
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,21,21
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,11,11
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,71,71
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,12,12
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,35,35
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,9,9
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,49,49
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,42,42
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,23,23
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,15,15
CARMEN RIVERO TORREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,23,23
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,16,16
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,10,10
CHAYANTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
CHIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,937,937
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
COLLANA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,23,23
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,15,15
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,49,49
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,8,8
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
CORIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,16,16
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,83,83
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,60,60
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,878,878
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,30,30
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,38,38
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,9,9
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,166,166
ESMERALDA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,12,12
GUANAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,10,10
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,19,19
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,14,14
HUACARETA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,46,46
HUACAYA (VILLA DE HUACAYA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,18,18
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,24,24
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,22,22
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,58,58
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,31,31
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,69,69
INGAVI (HUMAITA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,63,63
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,15,15
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,21,21
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,36,36
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2588,2588
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,24,24
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,19,19
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,22,22
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,20,20
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,8,8
MACHARETI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,101,101
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,24,24
MAIRANA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,10,10
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,59,59
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,25,25
MOCOMOCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,27,27
MONTEAGUDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,94,94
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,114,114
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,15,15
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,71,71
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,26,26
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,8,8
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,11,11
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,119,119
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,130,130
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,53,53
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,21,21
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,14,14
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,16,16
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,12,12
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,12,12
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,10,10
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,22,22
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,65,65
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,48,48
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,16,16
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,47,47
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,41,41
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,11,11
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,11,11
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,35,35
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,76,76
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,650,650
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,398,398
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,43,43
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,60,60
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,101,101
RURRENABAQUE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,50,50
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,65,65
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,45,45
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SAN AGUSTIN,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,15,15
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,21,21
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,27,27
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,28,28
SAN BUENA VENTURA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,50,50
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,300,300
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,262,262
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,9,9
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,79,79
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,50,50
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,106,106
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,23,23
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,40,40
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,14,14
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,215,215
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,19,19
SAN PEDRO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SANTA ANA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,192,192
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,32,32
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,10,10
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,20,20
SENA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,27,27
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,29,29
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,18,18
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,39,39
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,252,252
TACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,1,1
TACOPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,19,19
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,33,33
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,314,314
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,4,4
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3391,3391
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,43,43
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,18,18
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,77,77
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,24,24
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,14,14
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
TOCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,16,16
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,17,17
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,8,8
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,35,35
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,65,65
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,9,9
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,7,7
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,3,3
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,167,167
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,42,42
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,62,62
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,24,24
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,18,18
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,11,11
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,47,47
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,13,13
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,2,2
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,20,20
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,48,48
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,62,62
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,56,56
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,25,25
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,14,14
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,81,81
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,6,6
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2009-04-01,5,5
