municipality,group,variable,month,Viviendas Positivas,TOTAL
YACUIBA,chagas viviendas,viviendas positivas,2022-09-01,12,12
YOTALA,chagas viviendas,viviendas positivas,2022-09-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2022-09-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2022-10-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2022-10-01,8,8
ARAMPAMPA,chagas viviendas,viviendas positivas,2022-10-01,1,1
ARANI,chagas viviendas,viviendas positivas,2022-10-01,10,10
BETANZOS,chagas viviendas,viviendas positivas,2022-10-01,18,18
"CAIZA ""D""",chagas viviendas,viviendas positivas,2022-10-01,3,3
CAMARGO,chagas viviendas,viviendas positivas,2022-10-01,20,20
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-10-01,6,6
CAPINOTA,chagas viviendas,viviendas positivas,2022-10-01,16,16
CARAPARI,chagas viviendas,viviendas positivas,2022-10-01,4,4
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2022-10-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2022-10-01,3,3
COCAPATA,chagas viviendas,viviendas positivas,2022-10-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2022-10-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2022-10-01,9,9
CULPINA,chagas viviendas,viviendas positivas,2022-10-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2022-10-01,2,2
ICLA,chagas viviendas,viviendas positivas,2022-10-01,2,2
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-10-01,2,2
MIZQUE,chagas viviendas,viviendas positivas,2022-10-01,13,13
MOJOCOYA,chagas viviendas,viviendas positivas,2022-10-01,5,5
MOROCHATA,chagas viviendas,viviendas positivas,2022-10-01,3,3
OCURI,chagas viviendas,viviendas positivas,2022-10-01,4,4
PADILLA,chagas viviendas,viviendas positivas,2022-10-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2022-10-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2022-10-01,1,1
PRESTO,chagas viviendas,viviendas positivas,2022-10-01,6,6
PUCARA,chagas viviendas,viviendas positivas,2022-10-01,2,2
PUNA,chagas viviendas,viviendas positivas,2022-10-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2022-10-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2022-10-01,7,7
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2022-10-01,5,5
SACABA,chagas viviendas,viviendas positivas,2022-10-01,4,4
SAMAIPATA,chagas viviendas,viviendas positivas,2022-10-01,11,11
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2022-10-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-10-01,9,9
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-10-01,6,6
SAPAHAQUI,chagas viviendas,viviendas positivas,2022-10-01,17,17
SIPE SIPE,chagas viviendas,viviendas positivas,2022-10-01,4,4
SUCRE,chagas viviendas,viviendas positivas,2022-10-01,3,3
TACACHI,chagas viviendas,viviendas positivas,2022-10-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2022-10-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2022-10-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2022-10-01,7,7
TORO TORO,chagas viviendas,viviendas positivas,2022-10-01,5,5
TUPIZA,chagas viviendas,viviendas positivas,2022-10-01,13,13
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-10-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2022-10-01,10,10
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2022-10-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2022-10-01,5,5
YACUIBA,chagas viviendas,viviendas positivas,2022-10-01,2,2
YOTALA,chagas viviendas,viviendas positivas,2022-10-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2022-11-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2022-11-01,17,17
ANZALDO,chagas viviendas,viviendas positivas,2022-11-01,5,5
ARANI,chagas viviendas,viviendas positivas,2022-11-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2022-11-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2022-11-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2022-11-01,21,21
CAMARGO,chagas viviendas,viviendas positivas,2022-11-01,8,8
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-11-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2022-11-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2022-11-01,10,10
CLIZA,chagas viviendas,viviendas positivas,2022-11-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2022-11-01,2,2
COTAGAITA,chagas viviendas,viviendas positivas,2022-11-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2022-11-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2022-11-01,16,16
EL TORNO,chagas viviendas,viviendas positivas,2022-11-01,5,5
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2022-11-01,1,1
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas positivas,2022-11-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2022-11-01,17,17
ICLA,chagas viviendas,viviendas positivas,2022-11-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-11-01,7,7
LURIBAY,chagas viviendas,viviendas positivas,2022-11-01,10,10
MIZQUE,chagas viviendas,viviendas positivas,2022-11-01,5,5
MOJOCOYA,chagas viviendas,viviendas positivas,2022-11-01,10,10
MONTEAGUDO,chagas viviendas,viviendas positivas,2022-11-01,18,18
OMEREQUE,chagas viviendas,viviendas positivas,2022-11-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2022-11-01,1,1
POROMA,chagas viviendas,viviendas positivas,2022-11-01,7,7
PRESTO,chagas viviendas,viviendas positivas,2022-11-01,13,13
PUNA,chagas viviendas,viviendas positivas,2022-11-01,13,13
PUNATA,chagas viviendas,viviendas positivas,2022-11-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2022-11-01,2,2
SACABA,chagas viviendas,viviendas positivas,2022-11-01,10,10
SAN BENITO,chagas viviendas,viviendas positivas,2022-11-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2022-11-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-11-01,22,22
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-11-01,6,6
SAPAHAQUI,chagas viviendas,viviendas positivas,2022-11-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2022-11-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2022-11-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2022-11-01,2,2
TIQUIPAYA,chagas viviendas,viviendas positivas,2022-11-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2022-11-01,14,14
TORO TORO,chagas viviendas,viviendas positivas,2022-11-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2022-11-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-11-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2022-11-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2022-11-01,8,8
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-11-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2022-11-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2022-11-01,9,9
YOTALA,chagas viviendas,viviendas positivas,2022-11-01,22,22
AIQUILE,chagas viviendas,viviendas positivas,2022-12-01,11,11
ANZALDO,chagas viviendas,viviendas positivas,2022-12-01,3,3
ARANI,chagas viviendas,viviendas positivas,2022-12-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2022-12-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2022-12-01,32,32
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2022-12-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2022-12-01,4,4
CKOCHAS,chagas viviendas,viviendas positivas,2022-12-01,1,1
CLIZA,chagas viviendas,viviendas positivas,2022-12-01,103,103
COCHABAMBA,chagas viviendas,viviendas positivas,2022-12-01,23,23
EL TORNO,chagas viviendas,viviendas positivas,2022-12-01,5,5
LAS CARRERAS,chagas viviendas,viviendas positivas,2022-12-01,4,4
LURIBAY,chagas viviendas,viviendas positivas,2022-12-01,1,1
MOJOCOYA,chagas viviendas,viviendas positivas,2022-12-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2022-12-01,8,8
PADILLA,chagas viviendas,viviendas positivas,2022-12-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2022-12-01,9,9
PUNA,chagas viviendas,viviendas positivas,2022-12-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2022-12-01,11,11
RAVELO,chagas viviendas,viviendas positivas,2022-12-01,15,15
SACABA,chagas viviendas,viviendas positivas,2022-12-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2022-12-01,20,20
SAMAIPATA,chagas viviendas,viviendas positivas,2022-12-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2022-12-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2022-12-01,1,1
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2022-12-01,38,38
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2022-12-01,42,42
SANTIVAÑES,chagas viviendas,viviendas positivas,2022-12-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2022-12-01,1,1
SUCRE,chagas viviendas,viviendas positivas,2022-12-01,18,18
TARIJA,chagas viviendas,viviendas positivas,2022-12-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2022-12-01,10,10
TORO TORO,chagas viviendas,viviendas positivas,2022-12-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas positivas,2022-12-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2022-12-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2022-12-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2022-12-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2022-12-01,5,5
VILLA RIVERO,chagas viviendas,viviendas positivas,2022-12-01,1,1
YACUIBA,chagas viviendas,viviendas positivas,2022-12-01,13,13
YOTALA,chagas viviendas,viviendas positivas,2022-12-01,1,1
