municipality,group,variable,month,Viviendas Evaluadas,TOTAL
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2022-02-01,178,178
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2022-02-01,168,168
EL TORNO,chagas viviendas,viviendas evaluadas,2022-02-01,10,10
HUACARETA,chagas viviendas,viviendas evaluadas,2022-02-01,948,948
ICLA,chagas viviendas,viviendas evaluadas,2022-02-01,227,227
MAIRANA,chagas viviendas,viviendas evaluadas,2022-02-01,76,76
OMEREQUE,chagas viviendas,viviendas evaluadas,2022-02-01,310,310
PADCAYA,chagas viviendas,viviendas evaluadas,2022-02-01,110,110
PADILLA,chagas viviendas,viviendas evaluadas,2022-02-01,271,271
PASORAPA,chagas viviendas,viviendas evaluadas,2022-02-01,215,215
POCONA,chagas viviendas,viviendas evaluadas,2022-02-01,246,246
POJO (CBBA),chagas viviendas,viviendas evaluadas,2022-02-01,176,176
PUNA,chagas viviendas,viviendas evaluadas,2022-02-01,127,127
PUNATA,chagas viviendas,viviendas evaluadas,2022-02-01,469,469
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2022-02-01,135,135
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2022-02-01,42,42
SAMAIPATA,chagas viviendas,viviendas evaluadas,2022-02-01,110,110
SAN BENITO,chagas viviendas,viviendas evaluadas,2022-02-01,407,407
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2022-02-01,57,57
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2022-02-01,194,194
SICAYA,chagas viviendas,viviendas evaluadas,2022-02-01,65,65
SIPE SIPE,chagas viviendas,viviendas evaluadas,2022-02-01,252,252
TACOPAYA,chagas viviendas,viviendas evaluadas,2022-02-01,184,184
TAPACARI,chagas viviendas,viviendas evaluadas,2022-02-01,52,52
TARIJA,chagas viviendas,viviendas evaluadas,2022-02-01,633,633
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2022-02-01,147,147
TOCO,chagas viviendas,viviendas evaluadas,2022-02-01,247,247
TORO TORO,chagas viviendas,viviendas evaluadas,2022-02-01,115,115
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2022-02-01,21,21
TUPIZA,chagas viviendas,viviendas evaluadas,2022-02-01,533,533
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2022-02-01,136,136
VILLA MONTES,chagas viviendas,viviendas evaluadas,2022-02-01,505,505
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2022-02-01,348,348
VINTO,chagas viviendas,viviendas evaluadas,2022-02-01,199,199
YACUIBA,chagas viviendas,viviendas evaluadas,2022-02-01,120,120
ACACIO,chagas viviendas,viviendas evaluadas,2022-03-01,155,155
AIQUILE,chagas viviendas,viviendas evaluadas,2022-03-01,486,486
ANZALDO,chagas viviendas,viviendas evaluadas,2022-03-01,332,332
ARANI,chagas viviendas,viviendas evaluadas,2022-03-01,245,245
ARBIETO,chagas viviendas,viviendas evaluadas,2022-03-01,382,382
ARQUE,chagas viviendas,viviendas evaluadas,2022-03-01,66,66
BETANZOS,chagas viviendas,viviendas evaluadas,2022-03-01,351,351
CAMARGO,chagas viviendas,viviendas evaluadas,2022-03-01,314,314
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2022-03-01,1,1
CAPINOTA,chagas viviendas,viviendas evaluadas,2022-03-01,493,493
CARAPARI,chagas viviendas,viviendas evaluadas,2022-03-01,443,443
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2022-03-01,2,2
CLIZA,chagas viviendas,viviendas evaluadas,2022-03-01,303,303
COCHABAMBA,chagas viviendas,viviendas evaluadas,2022-03-01,2484,2484
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2022-03-01,500,500
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2022-03-01,165,165
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2022-03-01,141,141
EL TORNO,chagas viviendas,viviendas evaluadas,2022-03-01,11,11
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2022-03-01,32,32
HUACARETA,chagas viviendas,viviendas evaluadas,2022-03-01,302,302
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2022-03-01,45,45
MAIRANA,chagas viviendas,viviendas evaluadas,2022-03-01,102,102
MIZQUE,chagas viviendas,viviendas evaluadas,2022-03-01,400,400
MONTERO,chagas viviendas,viviendas evaluadas,2022-03-01,126,126
OMEREQUE,chagas viviendas,viviendas evaluadas,2022-03-01,532,532
PADCAYA,chagas viviendas,viviendas evaluadas,2022-03-01,120,120
PADILLA,chagas viviendas,viviendas evaluadas,2022-03-01,131,131
PASORAPA,chagas viviendas,viviendas evaluadas,2022-03-01,78,78
POCONA,chagas viviendas,viviendas evaluadas,2022-03-01,175,175
POJO (CBBA),chagas viviendas,viviendas evaluadas,2022-03-01,191,191
PUNA,chagas viviendas,viviendas evaluadas,2022-03-01,157,157
PUNATA,chagas viviendas,viviendas evaluadas,2022-03-01,736,736
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2022-03-01,350,350
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2022-03-01,28,28
SAMAIPATA,chagas viviendas,viviendas evaluadas,2022-03-01,225,225
SAN BENITO,chagas viviendas,viviendas evaluadas,2022-03-01,402,402
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2022-03-01,152,152
SAN LUCAS,chagas viviendas,viviendas evaluadas,2022-03-01,379,379
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2022-03-01,137,137
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2022-03-01,93,93
SICAYA,chagas viviendas,viviendas evaluadas,2022-03-01,62,62
SIPE SIPE,chagas viviendas,viviendas evaluadas,2022-03-01,28,28
TACOPAYA,chagas viviendas,viviendas evaluadas,2022-03-01,286,286
TAPACARI,chagas viviendas,viviendas evaluadas,2022-03-01,265,265
TARATA,chagas viviendas,viviendas evaluadas,2022-03-01,155,155
TARIJA,chagas viviendas,viviendas evaluadas,2022-03-01,205,205
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2022-03-01,204,204
TOCO,chagas viviendas,viviendas evaluadas,2022-03-01,203,203
TORO TORO,chagas viviendas,viviendas evaluadas,2022-03-01,200,200
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2022-03-01,285,285
TUPIZA,chagas viviendas,viviendas evaluadas,2022-03-01,632,632
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2022-03-01,132,132
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2022-03-01,353,353
VINTO,chagas viviendas,viviendas evaluadas,2022-03-01,329,329
YACUIBA,chagas viviendas,viviendas evaluadas,2022-03-01,65,65
ACACIO,chagas viviendas,viviendas evaluadas,2022-04-01,118,118
AIQUILE,chagas viviendas,viviendas evaluadas,2022-04-01,677,677
ANZALDO,chagas viviendas,viviendas evaluadas,2022-04-01,258,258
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2022-04-01,77,77
ARANI,chagas viviendas,viviendas evaluadas,2022-04-01,375,375
ARBIETO,chagas viviendas,viviendas evaluadas,2022-04-01,1446,1446
ARQUE,chagas viviendas,viviendas evaluadas,2022-04-01,18,18
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2022-04-01,140,140
BETANZOS,chagas viviendas,viviendas evaluadas,2022-04-01,248,248
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2022-04-01,254,254
CAMARGO,chagas viviendas,viviendas evaluadas,2022-04-01,216,216
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2022-04-01,86,86
CAPINOTA,chagas viviendas,viviendas evaluadas,2022-04-01,281,281
CARAPARI,chagas viviendas,viviendas evaluadas,2022-04-01,453,453
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2022-04-01,4,4
CLIZA,chagas viviendas,viviendas evaluadas,2022-04-01,197,197
COCHABAMBA,chagas viviendas,viviendas evaluadas,2022-04-01,2199,2199
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2022-04-01,318,318
COTOCA,chagas viviendas,viviendas evaluadas,2022-04-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2022-04-01,195,195
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2022-04-01,251,251
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2022-04-01,86,86
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas evaluadas,2022-04-01,128,128
HUACARETA,chagas viviendas,viviendas evaluadas,2022-04-01,159,159
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2022-04-01,53,53
ICLA,chagas viviendas,viviendas evaluadas,2022-04-01,98,98
INCAHUASI,chagas viviendas,viviendas evaluadas,2022-04-01,755,755
LA ASUNTA,chagas viviendas,viviendas evaluadas,2022-04-01,148,148
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2022-04-01,152,152
LURIBAY,chagas viviendas,viviendas evaluadas,2022-04-01,641,641
MAIRANA,chagas viviendas,viviendas evaluadas,2022-04-01,78,78
MIZQUE,chagas viviendas,viviendas evaluadas,2022-04-01,1860,1860
OCURI,chagas viviendas,viviendas evaluadas,2022-04-01,18,18
OMEREQUE,chagas viviendas,viviendas evaluadas,2022-04-01,329,329
PADILLA,chagas viviendas,viviendas evaluadas,2022-04-01,249,249
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2022-04-01,32,32
PASORAPA,chagas viviendas,viviendas evaluadas,2022-04-01,161,161
POCONA,chagas viviendas,viviendas evaluadas,2022-04-01,90,90
PUCARA,chagas viviendas,viviendas evaluadas,2022-04-01,28,28
PUNA,chagas viviendas,viviendas evaluadas,2022-04-01,5,5
PUNATA,chagas viviendas,viviendas evaluadas,2022-04-01,635,635
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2022-04-01,155,155
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2022-04-01,26,26
RAVELO,chagas viviendas,viviendas evaluadas,2022-04-01,223,223
SAMAIPATA,chagas viviendas,viviendas evaluadas,2022-04-01,122,122
SAN BENITO,chagas viviendas,viviendas evaluadas,2022-04-01,390,390
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2022-04-01,126,126
SAN LUCAS,chagas viviendas,viviendas evaluadas,2022-04-01,394,394
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2022-04-01,160,160
SICAYA,chagas viviendas,viviendas evaluadas,2022-04-01,73,73
SIPE SIPE,chagas viviendas,viviendas evaluadas,2022-04-01,236,236
SOPACHUY,chagas viviendas,viviendas evaluadas,2022-04-01,653,653
SUCRE,chagas viviendas,viviendas evaluadas,2022-04-01,334,334
TACACHI,chagas viviendas,viviendas evaluadas,2022-04-01,96,96
TACOPAYA,chagas viviendas,viviendas evaluadas,2022-04-01,202,202
TAPACARI,chagas viviendas,viviendas evaluadas,2022-04-01,176,176
TARATA,chagas viviendas,viviendas evaluadas,2022-04-01,247,247
TARIJA,chagas viviendas,viviendas evaluadas,2022-04-01,142,142
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2022-04-01,176,176
TOCO,chagas viviendas,viviendas evaluadas,2022-04-01,100,100
TOMINA,chagas viviendas,viviendas evaluadas,2022-04-01,280,280
TORO TORO,chagas viviendas,viviendas evaluadas,2022-04-01,174,174
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2022-04-01,221,221
TUPIZA,chagas viviendas,viviendas evaluadas,2022-04-01,757,757
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2022-04-01,203,203
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2022-04-01,1074,1074
VILLA MONTES,chagas viviendas,viviendas evaluadas,2022-04-01,139,139
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2022-04-01,539,539
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2022-04-01,68,68
VINTO,chagas viviendas,viviendas evaluadas,2022-04-01,295,295
ACACIO,chagas viviendas,viviendas evaluadas,2022-05-01,245,245
AIQUILE,chagas viviendas,viviendas evaluadas,2022-05-01,833,833
ALCALA,chagas viviendas,viviendas evaluadas,2022-05-01,86,86
ANZALDO,chagas viviendas,viviendas evaluadas,2022-05-01,150,150
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2022-05-01,132,132
ARANI,chagas viviendas,viviendas evaluadas,2022-05-01,469,469
ARBIETO,chagas viviendas,viviendas evaluadas,2022-05-01,938,938
ARQUE,chagas viviendas,viviendas evaluadas,2022-05-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2022-05-01,290,290
BETANZOS,chagas viviendas,viviendas evaluadas,2022-05-01,246,246
CAMARGO,chagas viviendas,viviendas evaluadas,2022-05-01,25,25
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2022-05-01,190,190
CAPINOTA,chagas viviendas,viviendas evaluadas,2022-05-01,462,462
CARAPARI,chagas viviendas,viviendas evaluadas,2022-05-01,435,435
CLIZA,chagas viviendas,viviendas evaluadas,2022-05-01,230,230
COCHABAMBA,chagas viviendas,viviendas evaluadas,2022-05-01,3862,3862
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2022-05-01,566,566
COTAGAITA,chagas viviendas,viviendas evaluadas,2022-05-01,194,194
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2022-05-01,301,301
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2022-05-01,193,193
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2022-05-01,104,104
EL TORNO,chagas viviendas,viviendas evaluadas,2022-05-01,94,94
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2022-05-01,151,151
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas evaluadas,2022-05-01,146,146
HUACARETA,chagas viviendas,viviendas evaluadas,2022-05-01,333,333
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2022-05-01,47,47
ICLA,chagas viviendas,viviendas evaluadas,2022-05-01,83,83
LA ASUNTA,chagas viviendas,viviendas evaluadas,2022-05-01,8,8
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2022-05-01,103,103
LURIBAY,chagas viviendas,viviendas evaluadas,2022-05-01,395,395
MAIRANA,chagas viviendas,viviendas evaluadas,2022-05-01,85,85
MIZQUE,chagas viviendas,viviendas evaluadas,2022-05-01,689,689
OCURI,chagas viviendas,viviendas evaluadas,2022-05-01,46,46
OMEREQUE,chagas viviendas,viviendas evaluadas,2022-05-01,236,236
PADCAYA,chagas viviendas,viviendas evaluadas,2022-05-01,87,87
PADILLA,chagas viviendas,viviendas evaluadas,2022-05-01,237,237
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2022-05-01,11,11
PASORAPA,chagas viviendas,viviendas evaluadas,2022-05-01,175,175
POCONA,chagas viviendas,viviendas evaluadas,2022-05-01,148,148
POJO (CBBA),chagas viviendas,viviendas evaluadas,2022-05-01,258,258
PUCARA,chagas viviendas,viviendas evaluadas,2022-05-01,36,36
PUNA,chagas viviendas,viviendas evaluadas,2022-05-01,396,396
PUNATA,chagas viviendas,viviendas evaluadas,2022-05-01,459,459
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2022-05-01,204,204
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2022-05-01,28,28
SAMAIPATA,chagas viviendas,viviendas evaluadas,2022-05-01,170,170
SAN BENITO,chagas viviendas,viviendas evaluadas,2022-05-01,424,424
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2022-05-01,235,235
SAN LUCAS,chagas viviendas,viviendas evaluadas,2022-05-01,342,342
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2022-05-01,348,348
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2022-05-01,181,181
SICAYA,chagas viviendas,viviendas evaluadas,2022-05-01,50,50
SIPE SIPE,chagas viviendas,viviendas evaluadas,2022-05-01,302,302
SOPACHUY,chagas viviendas,viviendas evaluadas,2022-05-01,151,151
TACACHI,chagas viviendas,viviendas evaluadas,2022-05-01,164,164
TACOBAMBA,chagas viviendas,viviendas evaluadas,2022-05-01,179,179
TACOPAYA,chagas viviendas,viviendas evaluadas,2022-05-01,255,255
TAPACARI,chagas viviendas,viviendas evaluadas,2022-05-01,539,539
TARATA,chagas viviendas,viviendas evaluadas,2022-05-01,139,139
TARIJA,chagas viviendas,viviendas evaluadas,2022-05-01,179,179
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2022-05-01,184,184
TOCO,chagas viviendas,viviendas evaluadas,2022-05-01,131,131
TORO TORO,chagas viviendas,viviendas evaluadas,2022-05-01,176,176
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2022-05-01,278,278
TUPIZA,chagas viviendas,viviendas evaluadas,2022-05-01,587,587
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2022-05-01,160,160
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2022-05-01,124,124
VILLA MONTES,chagas viviendas,viviendas evaluadas,2022-05-01,242,242
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2022-05-01,307,307
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2022-05-01,517,517
VILLA TUNARI,chagas viviendas,viviendas evaluadas,2022-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2022-05-01,143,143
VINTO,chagas viviendas,viviendas evaluadas,2022-05-01,287,287
VITICHI,chagas viviendas,viviendas evaluadas,2022-05-01,27,27
YUNCHARA,chagas viviendas,viviendas evaluadas,2022-05-01,211,211
ACACIO,chagas viviendas,viviendas evaluadas,2022-06-01,151,151
AIQUILE,chagas viviendas,viviendas evaluadas,2022-06-01,957,957
ALCALA,chagas viviendas,viviendas evaluadas,2022-06-01,100,100
ANZALDO,chagas viviendas,viviendas evaluadas,2022-06-01,366,366
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2022-06-01,121,121
ARANI,chagas viviendas,viviendas evaluadas,2022-06-01,273,273
ARBIETO,chagas viviendas,viviendas evaluadas,2022-06-01,407,407
ARQUE,chagas viviendas,viviendas evaluadas,2022-06-01,223,223
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2022-06-01,159,159
BETANZOS,chagas viviendas,viviendas evaluadas,2022-06-01,283,283
CAIROMA,chagas viviendas,viviendas evaluadas,2022-06-01,182,182
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2022-06-01,126,126
CAJUATA,chagas viviendas,viviendas evaluadas,2022-06-01,574,574
CAMARGO,chagas viviendas,viviendas evaluadas,2022-06-01,16,16
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2022-06-01,52,52
CAPINOTA,chagas viviendas,viviendas evaluadas,2022-06-01,419,419
CARAPARI,chagas viviendas,viviendas evaluadas,2022-06-01,335,335
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2022-06-01,1,1
CLIZA,chagas viviendas,viviendas evaluadas,2022-06-01,207,207
COCHABAMBA,chagas viviendas,viviendas evaluadas,2022-06-01,3126,3126
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2022-06-01,552,552
COTAGAITA,chagas viviendas,viviendas evaluadas,2022-06-01,141,141
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2022-06-01,193,193
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2022-06-01,223,223
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2022-06-01,84,84
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2022-06-01,244,244
HUACARETA,chagas viviendas,viviendas evaluadas,2022-06-01,390,390
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2022-06-01,46,46
ICLA,chagas viviendas,viviendas evaluadas,2022-06-01,132,132
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2022-06-01,62,62
LURIBAY,chagas viviendas,viviendas evaluadas,2022-06-01,111,111
MAIRANA,chagas viviendas,viviendas evaluadas,2022-06-01,44,44
MINEROS,chagas viviendas,viviendas evaluadas,2022-06-01,1,1
MIZQUE,chagas viviendas,viviendas evaluadas,2022-06-01,579,579
OMEREQUE,chagas viviendas,viviendas evaluadas,2022-06-01,406,406
PADCAYA,chagas viviendas,viviendas evaluadas,2022-06-01,265,265
PADILLA,chagas viviendas,viviendas evaluadas,2022-06-01,149,149
PASORAPA,chagas viviendas,viviendas evaluadas,2022-06-01,145,145
POCONA,chagas viviendas,viviendas evaluadas,2022-06-01,183,183
POJO (CBBA),chagas viviendas,viviendas evaluadas,2022-06-01,245,245
PORONGO,chagas viviendas,viviendas evaluadas,2022-06-01,81,81
PRESTO,chagas viviendas,viviendas evaluadas,2022-06-01,500,500
PUCARA,chagas viviendas,viviendas evaluadas,2022-06-01,113,113
PUNA,chagas viviendas,viviendas evaluadas,2022-06-01,307,307
PUNATA,chagas viviendas,viviendas evaluadas,2022-06-01,551,551
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2022-06-01,316,316
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2022-06-01,14,14
SACABA,chagas viviendas,viviendas evaluadas,2022-06-01,7,7
SAMAIPATA,chagas viviendas,viviendas evaluadas,2022-06-01,110,110
SAN BENITO,chagas viviendas,viviendas evaluadas,2022-06-01,246,246
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2022-06-01,52,52
SAN LUCAS,chagas viviendas,viviendas evaluadas,2022-06-01,480,480
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2022-06-01,420,420
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2022-06-01,188,188
SICAYA,chagas viviendas,viviendas evaluadas,2022-06-01,62,62
SIPE SIPE,chagas viviendas,viviendas evaluadas,2022-06-01,241,241
SOPACHUY,chagas viviendas,viviendas evaluadas,2022-06-01,101,101
SUCRE,chagas viviendas,viviendas evaluadas,2022-06-01,1071,1071
TACACHI,chagas viviendas,viviendas evaluadas,2022-06-01,105,105
TACOPAYA,chagas viviendas,viviendas evaluadas,2022-06-01,194,194
TAPACARI,chagas viviendas,viviendas evaluadas,2022-06-01,446,446
TARIJA,chagas viviendas,viviendas evaluadas,2022-06-01,871,871
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2022-06-01,178,178
TOCO,chagas viviendas,viviendas evaluadas,2022-06-01,271,271
TORO TORO,chagas viviendas,viviendas evaluadas,2022-06-01,178,178
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2022-06-01,58,58
TRIGAL,chagas viviendas,viviendas evaluadas,2022-06-01,344,344
TUPIZA,chagas viviendas,viviendas evaluadas,2022-06-01,621,621
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2022-06-01,245,245
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2022-06-01,132,132
VILLA CHARCAS,chagas viviendas,viviendas evaluadas,2022-06-01,282,282
VILLA MONTES,chagas viviendas,viviendas evaluadas,2022-06-01,379,379
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2022-06-01,466,466
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2022-06-01,78,78
VINTO,chagas viviendas,viviendas evaluadas,2022-06-01,310,310
YACUIBA,chagas viviendas,viviendas evaluadas,2022-06-01,51,51
ACACIO,chagas viviendas,viviendas evaluadas,2022-07-01,140,140
AIQUILE,chagas viviendas,viviendas evaluadas,2022-07-01,593,593
ALCALA,chagas viviendas,viviendas evaluadas,2022-07-01,179,179
ANZALDO,chagas viviendas,viviendas evaluadas,2022-07-01,215,215
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2022-07-01,115,115
ARANI,chagas viviendas,viviendas evaluadas,2022-07-01,397,397
