municipality,group,variable,month,Viviendas Roceadas,TOTAL
CAMARGO,chagas viviendas,viviendas roceadas,2022-09-01,50,50
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-09-01,6,6
CAPINOTA,chagas viviendas,viviendas roceadas,2022-09-01,30,30
CARAPARI,chagas viviendas,viviendas roceadas,2022-09-01,9,9
CKOCHAS,chagas viviendas,viviendas roceadas,2022-09-01,11,11
CLIZA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-09-01,42,42
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-09-01,8,8
COTAGAITA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2022-09-01,1,1
CULPINA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-09-01,5,5
EL TORNO,chagas viviendas,viviendas roceadas,2022-09-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-09-01,2,2
GUTIERREZ,chagas viviendas,viviendas roceadas,2022-09-01,358,358
HUACARETA,chagas viviendas,viviendas roceadas,2022-09-01,11,11
ICLA,chagas viviendas,viviendas roceadas,2022-09-01,10,10
MIZQUE,chagas viviendas,viviendas roceadas,2022-09-01,107,107
MOJOCOYA,chagas viviendas,viviendas roceadas,2022-09-01,14,14
OMEREQUE,chagas viviendas,viviendas roceadas,2022-09-01,21,21
PADCAYA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
PADILLA,chagas viviendas,viviendas roceadas,2022-09-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2022-09-01,18,18
POCONA,chagas viviendas,viviendas roceadas,2022-09-01,5,5
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-09-01,1,1
POROMA,chagas viviendas,viviendas roceadas,2022-09-01,18,18
PRESTO,chagas viviendas,viviendas roceadas,2022-09-01,17,17
PUCARA,chagas viviendas,viviendas roceadas,2022-09-01,5,5
PUNA,chagas viviendas,viviendas roceadas,2022-09-01,7,7
PUNATA,chagas viviendas,viviendas roceadas,2022-09-01,14,14
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-09-01,10,10
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2022-09-01,31,31
SACABA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
SAN BENITO,chagas viviendas,viviendas roceadas,2022-09-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-09-01,29,29
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-09-01,93,93
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-09-01,11,11
SAPAHAQUI,chagas viviendas,viviendas roceadas,2022-09-01,34,34
SICAYA,chagas viviendas,viviendas roceadas,2022-09-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-09-01,24,24
SUCRE,chagas viviendas,viviendas roceadas,2022-09-01,94,94
TACACHI,chagas viviendas,viviendas roceadas,2022-09-01,8,8
TAPACARI,chagas viviendas,viviendas roceadas,2022-09-01,4,4
TARATA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2022-09-01,36,36
TIQUIPAYA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
TOCO,chagas viviendas,viviendas roceadas,2022-09-01,2,2
TOMINA,chagas viviendas,viviendas roceadas,2022-09-01,36,36
TORO TORO,chagas viviendas,viviendas roceadas,2022-09-01,16,16
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-09-01,4,4
TRIGAL,chagas viviendas,viviendas roceadas,2022-09-01,9,9
TUPIZA,chagas viviendas,viviendas roceadas,2022-09-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-09-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-09-01,3,3
VILA VILA,chagas viviendas,viviendas roceadas,2022-09-01,23,23
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-09-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-09-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-09-01,1,1
VINTO,chagas viviendas,viviendas roceadas,2022-09-01,5,5
YACUIBA,chagas viviendas,viviendas roceadas,2022-09-01,125,125
YANACACHI,chagas viviendas,viviendas roceadas,2022-09-01,35,35
YOTALA,chagas viviendas,viviendas roceadas,2022-09-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2022-09-01,1,1
ACACIO,chagas viviendas,viviendas roceadas,2022-10-01,7,7
AIQUILE,chagas viviendas,viviendas roceadas,2022-10-01,37,37
ANZALDO,chagas viviendas,viviendas roceadas,2022-10-01,46,46
APOLO,chagas viviendas,viviendas roceadas,2022-10-01,45,45
ARAMPAMPA,chagas viviendas,viviendas roceadas,2022-10-01,1,1
ARANI,chagas viviendas,viviendas roceadas,2022-10-01,10,10
ARQUE,chagas viviendas,viviendas roceadas,2022-10-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-10-01,1,1
BETANZOS,chagas viviendas,viviendas roceadas,2022-10-01,18,18
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2022-10-01,3,3
CAMARGO,chagas viviendas,viviendas roceadas,2022-10-01,16,16
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-10-01,6,6
CAPINOTA,chagas viviendas,viviendas roceadas,2022-10-01,57,57
CARAPARI,chagas viviendas,viviendas roceadas,2022-10-01,12,12
CLIZA,chagas viviendas,viviendas roceadas,2022-10-01,5,5
COCAPATA,chagas viviendas,viviendas roceadas,2022-10-01,9,9
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-10-01,49,49
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-10-01,7,7
COTAGAITA,chagas viviendas,viviendas roceadas,2022-10-01,10,10
CULPINA,chagas viviendas,viviendas roceadas,2022-10-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-10-01,28,28
EL TORNO,chagas viviendas,viviendas roceadas,2022-10-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-10-01,41,41
GUTIERREZ,chagas viviendas,viviendas roceadas,2022-10-01,414,414
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2022-10-01,11,11
ICLA,chagas viviendas,viviendas roceadas,2022-10-01,6,6
MACHARETI,chagas viviendas,viviendas roceadas,2022-10-01,399,399
MIZQUE,chagas viviendas,viviendas roceadas,2022-10-01,3,3
MOJOCOYA,chagas viviendas,viviendas roceadas,2022-10-01,8,8
MOROCHATA,chagas viviendas,viviendas roceadas,2022-10-01,7,7
OCURI,chagas viviendas,viviendas roceadas,2022-10-01,4,4
OMEREQUE,chagas viviendas,viviendas roceadas,2022-10-01,2,2
PADILLA,chagas viviendas,viviendas roceadas,2022-10-01,5,5
PASORAPA,chagas viviendas,viviendas roceadas,2022-10-01,8,8
POJO (CBBA),chagas viviendas,viviendas roceadas,2022-10-01,1,1
POROMA,chagas viviendas,viviendas roceadas,2022-10-01,7,7
PUCARA,chagas viviendas,viviendas roceadas,2022-10-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2022-10-01,2,2
PUNATA,chagas viviendas,viviendas roceadas,2022-10-01,7,7
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-10-01,2,2
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2022-10-01,8,8
SACABA,chagas viviendas,viviendas roceadas,2022-10-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-10-01,12,12
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-10-01,283,283
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-10-01,17,17
SICAYA,chagas viviendas,viviendas roceadas,2022-10-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-10-01,27,27
SUCRE,chagas viviendas,viviendas roceadas,2022-10-01,28,28
TACACHI,chagas viviendas,viviendas roceadas,2022-10-01,3,3
TAPACARI,chagas viviendas,viviendas roceadas,2022-10-01,6,6
TARATA,chagas viviendas,viviendas roceadas,2022-10-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2022-10-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2022-10-01,19,19
TORO TORO,chagas viviendas,viviendas roceadas,2022-10-01,10,10
TUPIZA,chagas viviendas,viviendas roceadas,2022-10-01,16,16
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2022-10-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-10-01,5,5
VILA VILA,chagas viviendas,viviendas roceadas,2022-10-01,6,6
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-10-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-10-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2022-10-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2022-10-01,2,2
VITICHI,chagas viviendas,viviendas roceadas,2022-10-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2022-10-01,3,3
ACACIO,chagas viviendas,viviendas roceadas,2022-11-01,6,6
AIQUILE,chagas viviendas,viviendas roceadas,2022-11-01,64,64
ALCALA,chagas viviendas,viviendas roceadas,2022-11-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2022-11-01,58,58
ARANI,chagas viviendas,viviendas roceadas,2022-11-01,1,1
ARBIETO,chagas viviendas,viviendas roceadas,2022-11-01,5,5
ARQUE,chagas viviendas,viviendas roceadas,2022-11-01,32,32
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-11-01,5,5
BETANZOS,chagas viviendas,viviendas roceadas,2022-11-01,21,21
CAMARGO,chagas viviendas,viviendas roceadas,2022-11-01,45,45
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-11-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2022-11-01,44,44
CARAPARI,chagas viviendas,viviendas roceadas,2022-11-01,12,12
CKOCHAS,chagas viviendas,viviendas roceadas,2022-11-01,12,12
CLIZA,chagas viviendas,viviendas roceadas,2022-11-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-11-01,17,17
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-11-01,2,2
COTAGAITA,chagas viviendas,viviendas roceadas,2022-11-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2022-11-01,2,2
CULPINA,chagas viviendas,viviendas roceadas,2022-11-01,61,61
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-11-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2022-11-01,6,6
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-11-01,6,6
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas roceadas,2022-11-01,1,1
ICLA,chagas viviendas,viviendas roceadas,2022-11-01,18,18
LURIBAY,chagas viviendas,viviendas roceadas,2022-11-01,20,20
MACHARETI,chagas viviendas,viviendas roceadas,2022-11-01,24,24
MIZQUE,chagas viviendas,viviendas roceadas,2022-11-01,54,54
MOJOCOYA,chagas viviendas,viviendas roceadas,2022-11-01,32,32
MONTEAGUDO,chagas viviendas,viviendas roceadas,2022-11-01,37,37
OMEREQUE,chagas viviendas,viviendas roceadas,2022-11-01,16,16
PADILLA,chagas viviendas,viviendas roceadas,2022-11-01,16,16
PASORAPA,chagas viviendas,viviendas roceadas,2022-11-01,6,6
POROMA,chagas viviendas,viviendas roceadas,2022-11-01,20,20
PRESTO,chagas viviendas,viviendas roceadas,2022-11-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2022-11-01,13,13
PUNATA,chagas viviendas,viviendas roceadas,2022-11-01,4,4
QUILLACOLLO,chagas viviendas,viviendas roceadas,2022-11-01,8,8
SACABA,chagas viviendas,viviendas roceadas,2022-11-01,25,25
SAN BENITO,chagas viviendas,viviendas roceadas,2022-11-01,8,8
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-11-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-11-01,556,556
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-11-01,14,14
SAPAHAQUI,chagas viviendas,viviendas roceadas,2022-11-01,5,5
SICAYA,chagas viviendas,viviendas roceadas,2022-11-01,10,10
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-11-01,16,16
TACACHI,chagas viviendas,viviendas roceadas,2022-11-01,6,6
TAPACARI,chagas viviendas,viviendas roceadas,2022-11-01,5,5
TARATA,chagas viviendas,viviendas roceadas,2022-11-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2022-11-01,9,9
TIQUIPAYA,chagas viviendas,viviendas roceadas,2022-11-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2022-11-01,5,5
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-11-01,5,5
TUPIZA,chagas viviendas,viviendas roceadas,2022-11-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-11-01,11,11
VILA VILA,chagas viviendas,viviendas roceadas,2022-11-01,24,24
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-11-01,15,15
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-11-01,3,3
VINTO,chagas viviendas,viviendas roceadas,2022-11-01,2,2
VITICHI,chagas viviendas,viviendas roceadas,2022-11-01,9,9
YACUIBA,chagas viviendas,viviendas roceadas,2022-11-01,38,38
YOTALA,chagas viviendas,viviendas roceadas,2022-11-01,52,52
AIQUILE,chagas viviendas,viviendas roceadas,2022-12-01,39,39
ALCALA,chagas viviendas,viviendas roceadas,2022-12-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2022-12-01,21,21
ARAMPAMPA,chagas viviendas,viviendas roceadas,2022-12-01,1,1
ARANI,chagas viviendas,viviendas roceadas,2022-12-01,1,1
ARBIETO,chagas viviendas,viviendas roceadas,2022-12-01,1,1
ARQUE,chagas viviendas,viviendas roceadas,2022-12-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2022-12-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2022-12-01,21,21
CAMARGO,chagas viviendas,viviendas roceadas,2022-12-01,43,43
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2022-12-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2022-12-01,21,21
CARAPARI,chagas viviendas,viviendas roceadas,2022-12-01,1,1
CLIZA,chagas viviendas,viviendas roceadas,2022-12-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2022-12-01,80,80
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2022-12-01,6,6
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2022-12-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2022-12-01,6,6
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2022-12-01,15,15
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2022-12-01,1,1
ICLA,chagas viviendas,viviendas roceadas,2022-12-01,7,7
LURIBAY,chagas viviendas,viviendas roceadas,2022-12-01,5,5
MACHARETI,chagas viviendas,viviendas roceadas,2022-12-01,212,212
MIZQUE,chagas viviendas,viviendas roceadas,2022-12-01,94,94
MOJOCOYA,chagas viviendas,viviendas roceadas,2022-12-01,15,15
OMEREQUE,chagas viviendas,viviendas roceadas,2022-12-01,10,10
PADILLA,chagas viviendas,viviendas roceadas,2022-12-01,3,3
PASORAPA,chagas viviendas,viviendas roceadas,2022-12-01,16,16
PUNA,chagas viviendas,viviendas roceadas,2022-12-01,3,3
PUNATA,chagas viviendas,viviendas roceadas,2022-12-01,12,12
RAVELO,chagas viviendas,viviendas roceadas,2022-12-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2022-12-01,5,5
SAIPINA,chagas viviendas,viviendas roceadas,2022-12-01,7,7
SAMAIPATA,chagas viviendas,viviendas roceadas,2022-12-01,14,14
SAN BENITO,chagas viviendas,viviendas roceadas,2022-12-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2022-12-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2022-12-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2022-12-01,357,357
SANTIVAÑES,chagas viviendas,viviendas roceadas,2022-12-01,10,10
SICAYA,chagas viviendas,viviendas roceadas,2022-12-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2022-12-01,12,12
SUCRE,chagas viviendas,viviendas roceadas,2022-12-01,25,25
TAPACARI,chagas viviendas,viviendas roceadas,2022-12-01,11,11
TARIJA,chagas viviendas,viviendas roceadas,2022-12-01,10,10
TOMINA,chagas viviendas,viviendas roceadas,2022-12-01,11,11
TORO TORO,chagas viviendas,viviendas roceadas,2022-12-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2022-12-01,5,5
TUPIZA,chagas viviendas,viviendas roceadas,2022-12-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2022-12-01,6,6
VILA VILA,chagas viviendas,viviendas roceadas,2022-12-01,17,17
VILLA MONTES,chagas viviendas,viviendas roceadas,2022-12-01,7,7
VILLA RIVERO,chagas viviendas,viviendas roceadas,2022-12-01,1,1
YOTALA,chagas viviendas,viviendas roceadas,2022-12-01,2,2
