,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
UNCIA,internaciones,egresos,2012-03-01,1,30,1,30,31
URUBICHA,internaciones,egresos,2012-03-01,11,40,11,40,51
UYUNI,internaciones,egresos,2012-03-01,38,111,38,111,149
VACAS,internaciones,egresos,2012-03-01,5,7,5,7,12
VALLEGRANDE,internaciones,egresos,2012-03-01,56,94,56,94,150
VIACHA,internaciones,egresos,2012-03-01,0,42,0,42,42
VILA VILA,internaciones,egresos,2012-03-01,1,4,1,4,5
VILLA CHARCAS,internaciones,egresos,2012-03-01,0,10,0,10,10
VILLA MONTES,internaciones,egresos,2012-03-01,105,242,105,242,347
VILLA RIVERO,internaciones,egresos,2012-03-01,11,12,11,12,23
VILLA SERRANO,internaciones,egresos,2012-03-01,2,15,2,15,17
VILLA TUNARI,internaciones,egresos,2012-03-01,99,292,99,292,391
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2012-03-01,4,16,4,16,20
VILLAZON,internaciones,egresos,2012-03-01,18,158,18,158,176
VINTO,internaciones,egresos,2012-03-01,50,162,50,162,212
VITICHI,internaciones,egresos,2012-03-01,0,6,0,6,6
WARNES,internaciones,egresos,2012-03-01,85,149,85,149,234
YACO,internaciones,egresos,2012-03-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2012-03-01,330,645,330,645,975
YAMPARAEZ,internaciones,egresos,2012-03-01,0,5,0,5,5
YANACACHI,internaciones,egresos,2012-03-01,1,10,1,10,11
YAPACANI,internaciones,egresos,2012-03-01,83,220,83,220,303
YOCALLA,internaciones,egresos,2012-03-01,0,3,0,3,3
YOTALA,internaciones,egresos,2012-03-01,4,12,4,12,16
ZUDAÑEZ,internaciones,egresos,2012-03-01,15,19,15,19,34
ACACIO,internaciones,egresos,2012-04-01,0,2,0,2,2
ACHACACHI,internaciones,egresos,2012-04-01,11,49,11,49,60
ACHOCALLA,internaciones,egresos,2012-04-01,0,4,0,4,4
AIQUILE,internaciones,egresos,2012-04-01,53,79,53,79,132
ALALAY,internaciones,egresos,2012-04-01,0,1,0,1,1
ALCALA,internaciones,egresos,2012-04-01,1,8,1,8,9
ALTO BENI,internaciones,egresos,2012-04-01,0,14,0,14,14
ANCORAIMES,internaciones,egresos,2012-04-01,0,4,0,4,4
ANDAMARCA,internaciones,egresos,2012-04-01,0,1,0,1,1
ANTEQUERA,internaciones,egresos,2012-04-01,0,1,0,1,1
ANZALDO,internaciones,egresos,2012-04-01,2,5,2,5,7
APOLO,internaciones,egresos,2012-04-01,4,22,4,22,26
ARAMPAMPA,internaciones,egresos,2012-04-01,1,3,1,3,4
ARANI,internaciones,egresos,2012-04-01,0,4,0,4,4
ARBIETO,internaciones,egresos,2012-04-01,0,9,0,9,9
ARQUE,internaciones,egresos,2012-04-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2012-04-01,41,126,41,126,167
ATOCHA,internaciones,egresos,2012-04-01,74,90,74,90,164
AYATA,internaciones,egresos,2012-04-01,1,3,1,3,4
AYO AYO,internaciones,egresos,2012-04-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2012-04-01,9,32,9,32,41
AZURDUY,internaciones,egresos,2012-04-01,6,16,6,16,22
BATALLAS,internaciones,egresos,2012-04-01,12,12,12,12,24
BAURES,internaciones,egresos,2012-04-01,1,12,1,12,13
BERMEJO,internaciones,egresos,2012-04-01,103,157,103,157,260
BETANZOS,internaciones,egresos,2012-04-01,1,18,1,18,19
BOLIVAR,internaciones,egresos,2012-04-01,1,1,1,1,2
BOYUIBE,internaciones,egresos,2012-04-01,16,31,16,31,47
BUENA VISTA,internaciones,egresos,2012-04-01,10,15,10,15,25
CABEZAS,internaciones,egresos,2012-04-01,7,17,7,17,24
CAIROMA,internaciones,egresos,2012-04-01,0,8,0,8,8
"CAIZA ""D""",internaciones,egresos,2012-04-01,0,2,0,2,2
CAJUATA,internaciones,egresos,2012-04-01,0,2,0,2,2
CALACOTO,internaciones,egresos,2012-04-01,0,2,0,2,2
CALAMARCA,internaciones,egresos,2012-04-01,0,9,0,9,9
CAMARGO,internaciones,egresos,2012-04-01,41,60,41,60,101
CAMIRI,internaciones,egresos,2012-04-01,170,381,170,381,551
CAPINOTA,internaciones,egresos,2012-04-01,8,27,8,27,35
CAQUIAVIRI,internaciones,egresos,2012-04-01,0,2,0,2,2
CARACOLLO,internaciones,egresos,2012-04-01,4,0,4,0,4
CARANAVI,internaciones,egresos,2012-04-01,56,149,56,149,205
CARAPARI,internaciones,egresos,2012-04-01,3,2,3,2,5
CARIPUYO,internaciones,egresos,2012-04-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,egresos,2012-04-01,15,22,15,22,37
CHALLAPATA,internaciones,egresos,2012-04-01,28,66,28,66,94
CHARAGUA,internaciones,egresos,2012-04-01,40,100,40,100,140
CHARAÑA,internaciones,egresos,2012-04-01,1,1,1,1,2
CHAYANTA,internaciones,egresos,2012-04-01,3,16,3,16,19
CHIMORE,internaciones,egresos,2012-04-01,9,25,9,25,34
CHOQUE COTA,internaciones,egresos,2012-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2012-04-01,30,67,30,67,97
CHUQUIHUTA AYLLU JUCUMANI,internaciones,egresos,2012-04-01,0,5,0,5,5
CKOCHAS,internaciones,egresos,2012-04-01,5,2,5,2,7
CLIZA,internaciones,egresos,2012-04-01,14,27,14,27,41
COBIJA,internaciones,egresos,2012-04-01,120,283,120,283,403
COCAPATA,internaciones,egresos,2012-04-01,0,5,0,5,5
COCHABAMBA,internaciones,egresos,2012-04-01,2647,5075,2647,5075,7722
COLCAPIRHUA,internaciones,egresos,2012-04-01,63,120,63,120,183
"COLCHA ""K""",internaciones,egresos,2012-04-01,2,1,2,1,3
COLLANA,internaciones,egresos,2012-04-01,0,3,0,3,3
COLOMI,internaciones,egresos,2012-04-01,0,24,0,24,24
COLPA BELGICA,internaciones,egresos,2012-04-01,28,29,28,29,57
COLQUECHACA,internaciones,egresos,2012-04-01,0,6,0,6,6
COLQUENCHA,internaciones,egresos,2012-04-01,0,11,0,11,11
COLQUIRI,internaciones,egresos,2012-04-01,1,9,1,9,10
COMARAPA,internaciones,egresos,2012-04-01,10,44,10,44,54
CONCEPCION,internaciones,egresos,2012-04-01,6,54,6,54,60
COPACABANA,internaciones,egresos,2012-04-01,0,23,0,23,23
CORIPATA,internaciones,egresos,2012-04-01,2,17,2,17,19
CORO CORO,internaciones,egresos,2012-04-01,3,3,3,3,6
COROICO,internaciones,egresos,2012-04-01,18,54,18,54,72
CORQUE,internaciones,egresos,2012-04-01,0,2,0,2,2
COTAGAITA,internaciones,egresos,2012-04-01,2,17,2,17,19
COTOCA,internaciones,egresos,2012-04-01,26,57,26,57,83
CUATRO CAÑADAS,internaciones,egresos,2012-04-01,23,56,23,56,79
CUEVO,internaciones,egresos,2012-04-01,4,8,4,8,12
CULPINA,internaciones,egresos,2012-04-01,7,43,7,43,50
CURAHUARA DE CARANGAS,internaciones,egresos,2012-04-01,0,3,0,3,3
DESAGUADERO,internaciones,egresos,2012-04-01,0,4,0,4,4
EL ALTO,internaciones,egresos,2012-04-01,699,2367,699,2367,3066
EL CHORO,internaciones,egresos,2012-04-01,0,6,0,6,6
EL PUENTE(STC),internaciones,egresos,2012-04-01,5,27,5,27,32
EL PUENTE(TJA),internaciones,egresos,2012-04-01,0,1,0,1,1
EL TORNO,internaciones,egresos,2012-04-01,115,86,115,86,201
ENTRE RIOS TRJ,internaciones,egresos,2012-04-01,4,16,4,16,20
ENTRE RIOS CBBA,internaciones,egresos,2012-04-01,3,23,3,23,26
ESCOMA,internaciones,egresos,2012-04-01,4,12,4,12,16
EUCALIPTUS,internaciones,egresos,2012-04-01,0,4,0,4,4
EXALTACION,internaciones,egresos,2012-04-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,egresos,2012-04-01,33,43,33,43,76
GENERAL SAAVEDRA,internaciones,egresos,2012-04-01,0,42,0,42,42
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2012-04-01,0,5,0,5,5
GUANAY,internaciones,egresos,2012-04-01,2,18,2,18,20
GUAQUI,internaciones,egresos,2012-04-01,0,2,0,2,2
GUAYARAMERIN,internaciones,egresos,2012-04-01,162,347,162,347,509
GUTIERREZ,internaciones,egresos,2012-04-01,13,32,13,32,45
HUACARETA,internaciones,egresos,2012-04-01,7,11,7,11,18
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2012-04-01,0,1,0,1,1
HUACHACALLA,internaciones,egresos,2012-04-01,2,0,2,0,2
HUANUNI,internaciones,egresos,2012-04-01,58,77,58,77,135
HUARACAJE,internaciones,egresos,2012-04-01,4,10,4,10,14
HUARINA,internaciones,egresos,2012-04-01,0,3,0,3,3
ICHOCA,internaciones,egresos,2012-04-01,0,2,0,2,2
ICLA,internaciones,egresos,2012-04-01,2,4,2,4,6
INCAHUASI,internaciones,egresos,2012-04-01,1,18,1,18,19
INQUISIVI,internaciones,egresos,2012-04-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2012-04-01,11,25,11,25,36
IXIAMAS,internaciones,egresos,2012-04-01,7,21,7,21,28
JESUS DE MACHACA,internaciones,egresos,2012-04-01,15,23,15,23,38
LA ASUNTA,internaciones,egresos,2012-04-01,13,53,13,53,66
LA GUARDIA,internaciones,egresos,2012-04-01,36,120,36,120,156
LA PAZ,internaciones,egresos,2012-04-01,1816,3978,1816,3978,5794
LAGUNILLAS,internaciones,egresos,2012-04-01,2,18,2,18,20
LAJA,internaciones,egresos,2012-04-01,1,3,1,3,4
LAS CARRERAS,internaciones,egresos,2012-04-01,0,5,0,5,5
LICOMA PAMPA,internaciones,egresos,2012-04-01,0,1,0,1,1
LLALLAGUA,internaciones,egresos,2012-04-01,33,135,33,135,168
LLICA,internaciones,egresos,2012-04-01,0,7,0,7,7
LURIBAY,internaciones,egresos,2012-04-01,0,3,0,3,3
MACHACAMARCA,internaciones,egresos,2012-04-01,0,8,0,8,8
MACHARETI,internaciones,egresos,2012-04-01,2,14,2,14,16
MAGDALENA,internaciones,egresos,2012-04-01,25,40,25,40,65
MAIRANA,internaciones,egresos,2012-04-01,4,36,4,36,40
MAPIRI,internaciones,egresos,2012-04-01,13,35,13,35,48
MECAPACA,internaciones,egresos,2012-04-01,0,3,0,3,3
MINEROS,internaciones,egresos,2012-04-01,7,6,7,6,13
MIZQUE,internaciones,egresos,2012-04-01,12,58,12,58,70
MOCOMOCO,internaciones,egresos,2012-04-01,0,3,0,3,3
MOJOCOYA,internaciones,egresos,2012-04-01,0,12,0,12,12
MONTEAGUDO,internaciones,egresos,2012-04-01,50,142,50,142,192
MONTERO,internaciones,egresos,2012-04-01,359,673,359,673,1032
MORO MORO,internaciones,egresos,2012-04-01,0,5,0,5,5
MOROCHATA,internaciones,egresos,2012-04-01,0,9,0,9,9
OKINAWA,internaciones,egresos,2012-04-01,23,41,23,41,64
OMEREQUE,internaciones,egresos,2012-04-01,3,8,3,8,11
ORURO,internaciones,egresos,2012-04-01,573,1582,573,1582,2155
PADILLA,internaciones,egresos,2012-04-01,16,40,16,40,56
PAILON,internaciones,egresos,2012-04-01,37,89,37,89,126
PALCA,internaciones,egresos,2012-04-01,0,4,0,4,4
PALOS BLANCOS,internaciones,egresos,2012-04-01,9,65,9,65,74
PAMPA GRANDE,internaciones,egresos,2012-04-01,0,15,0,15,15
PAPEL PAMPA,internaciones,egresos,2012-04-01,0,1,0,1,1
PASORAPA,internaciones,egresos,2012-04-01,0,5,0,5,5
PATACAMAYA,internaciones,egresos,2012-04-01,5,33,5,33,38
PELECHUCO,internaciones,egresos,2012-04-01,0,2,0,2,2
POCOATA,internaciones,egresos,2012-04-01,1,7,1,7,8
POCONA,internaciones,egresos,2012-04-01,0,10,0,10,10
POJO (CBBA),internaciones,egresos,2012-04-01,1,21,1,21,22
POOPO,internaciones,egresos,2012-04-01,0,5,0,5,5
POROMA,internaciones,egresos,2012-04-01,3,12,3,12,15
PORTACHUELO,internaciones,egresos,2012-04-01,98,179,98,179,277
POSTRER VALLE,internaciones,egresos,2012-04-01,2,4,2,4,6
POTOSI,internaciones,egresos,2012-04-01,624,1132,624,1132,1756
PRESTO,internaciones,egresos,2012-04-01,0,5,0,5,5
PUCARA,internaciones,egresos,2012-04-01,0,3,0,3,3
PUCARANI,internaciones,egresos,2012-04-01,3,16,3,16,19
PUERTO ACOSTA,internaciones,egresos,2012-04-01,0,3,0,3,3
PUERTO CARABUCO,internaciones,egresos,2012-04-01,4,3,4,3,7
PUERTO GONZALO MORENO,internaciones,egresos,2012-04-01,3,2,3,2,5
PUERTO QUIJARRO,internaciones,egresos,2012-04-01,29,36,29,36,65
PUERTO RICO,internaciones,egresos,2012-04-01,13,22,13,22,35
PUERTO SILES,internaciones,egresos,2012-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,egresos,2012-04-01,69,145,69,145,214
PUERTO VILLARROEL,internaciones,egresos,2012-04-01,53,137,53,137,190
PUNA,internaciones,egresos,2012-04-01,7,11,7,11,18
PUNATA,internaciones,egresos,2012-04-01,74,161,74,161,235
QUIABAYA,internaciones,egresos,2012-04-01,0,1,0,1,1
QUILLACOLLO,internaciones,egresos,2012-04-01,31,221,31,221,252
QUIME,internaciones,egresos,2012-04-01,8,6,8,6,14
QUIRUSILLAS,internaciones,egresos,2012-04-01,0,3,0,3,3
RAVELO,internaciones,egresos,2012-04-01,0,6,0,6,6
REYES,internaciones,egresos,2012-04-01,5,21,5,21,26
RIBERALTA,internaciones,egresos,2012-04-01,262,725,262,725,987
ROBORE,internaciones,egresos,2012-04-01,37,78,37,78,115
RURRENABAQUE,internaciones,egresos,2012-04-01,29,106,29,106,135
SACABA,internaciones,egresos,2012-04-01,149,388,149,388,537
SACABAMBA,internaciones,egresos,2012-04-01,4,9,4,9,13
SACACA,internaciones,egresos,2012-04-01,8,17,8,17,25
SAIPINA,internaciones,egresos,2012-04-01,10,19,10,19,29
SALINAS DE GARCI MENDOZA,internaciones,egresos,2012-04-01,0,2,0,2,2
SAMAIPATA,internaciones,egresos,2012-04-01,10,39,10,39,49
SAN ANDRES,internaciones,egresos,2012-04-01,0,4,0,4,4
SAN ANDRES DE MACHACA,internaciones,egresos,2012-04-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,egresos,2012-04-01,0,15,0,15,15
SAN BENITO,internaciones,egresos,2012-04-01,1,5,1,5,6
SAN BORJA,internaciones,egresos,2012-04-01,92,41,92,41,133
SAN BUENA VENTURA,internaciones,egresos,2012-04-01,8,36,8,36,44
SAN CARLOS,internaciones,egresos,2012-04-01,61,119,61,119,180
SAN IGNACIO,internaciones,egresos,2012-04-01,24,63,24,63,87
SAN IGNACIO DE VELASCO,internaciones,egresos,2012-04-01,156,344,156,344,500
SAN JAVIER(STC),internaciones,egresos,2012-04-01,7,38,7,38,45
SAN JOAQUIN,internaciones,egresos,2012-04-01,9,16,9,16,25
SAN JOSE DE CHIQUITOS,internaciones,egresos,2012-04-01,46,82,46,82,128
SAN JUAN DE YAPACANI,internaciones,egresos,2012-04-01,40,55,40,55,95
SAN JULIAN,internaciones,egresos,2012-04-01,12,34,12,34,46
SAN LORENZO(PND),internaciones,egresos,2012-04-01,1,0,1,0,1
SAN LORENZO(TJA),internaciones,egresos,2012-04-01,0,5,0,5,5
SAN LUCAS,internaciones,egresos,2012-04-01,10,61,10,61,71
SAN MATIAS,internaciones,egresos,2012-04-01,8,35,8,35,43
SAN MIGUEL DE VELASCO,internaciones,egresos,2012-04-01,21,43,21,43,64
SAN PEDRO,internaciones,egresos,2012-04-01,20,50,20,50,70
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2012-04-01,4,7,4,7,11
SAN PEDRO DE CURAHUARA,internaciones,egresos,2012-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,internaciones,egresos,2012-04-01,0,1,0,1,1
SAN RAFAEL,internaciones,egresos,2012-04-01,10,23,10,23,33
SAN RAMON BENI,internaciones,egresos,2012-04-01,12,29,12,29,41
SAN RAMON SCZ,internaciones,egresos,2012-04-01,8,35,8,35,43
SANTA ANA,internaciones,egresos,2012-04-01,31,83,31,83,114
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2012-04-01,3897,7909,3897,7909,11806
SANTA ROSA,internaciones,egresos,2012-04-01,5,36,5,36,41
SANTA ROSA DEL SARA,internaciones,egresos,2012-04-01,12,31,12,31,43
SANTIAGO DE CALLAPA,internaciones,egresos,2012-04-01,0,2,0,2,2
SANTIAGO DE HUARI,internaciones,egresos,2012-04-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2012-04-01,0,2,0,2,2
SANTIVAÑES,internaciones,egresos,2012-04-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,internaciones,egresos,2012-04-01,0,1,0,1,1
SAPAHAQUI,internaciones,egresos,2012-04-01,0,5,0,5,5
SHINAOTA,internaciones,egresos,2012-04-01,57,139,57,139,196
SICA SICA (VILLA AROMA),internaciones,egresos,2012-04-01,0,15,0,15,15
SIPE SIPE,internaciones,egresos,2012-04-01,0,34,0,34,34
SOPACHUY,internaciones,egresos,2012-04-01,0,19,0,19,19
SORATA,internaciones,egresos,2012-04-01,5,24,5,24,29
SUCRE,internaciones,egresos,2012-04-01,965,1869,965,1869,2834
TACACHI,internaciones,egresos,2012-04-01,0,1,0,1,1
TACACOMA,internaciones,egresos,2012-04-01,0,9,0,9,9
TACOPAYA,internaciones,egresos,2012-04-01,1,3,1,3,4
TAPACARI,internaciones,egresos,2012-04-01,0,2,0,2,2
TARABUCO,internaciones,egresos,2012-04-01,24,51,24,51,75
TARACO,internaciones,egresos,2012-04-01,0,5,0,5,5
TARATA,internaciones,egresos,2012-04-01,1,19,1,19,20
TARIJA,internaciones,egresos,2012-04-01,648,1099,648,1099,1747
TARVITA,internaciones,egresos,2012-04-01,9,41,9,41,50
TEOPONTE,internaciones,egresos,2012-04-01,3,18,3,18,21
TIAWANACU,internaciones,egresos,2012-04-01,0,7,0,7,7
TIPUANI,internaciones,egresos,2012-04-01,11,33,11,33,44
TIQUIPAYA,internaciones,egresos,2012-04-01,24,110,24,110,134
TIRAQUE (CBBA),internaciones,egresos,2012-04-01,2,22,2,22,24
TOCO,internaciones,egresos,2012-04-01,0,2,0,2,2
TOLEDO,internaciones,egresos,2012-04-01,0,7,0,7,7
TOMAVE,internaciones,egresos,2012-04-01,6,12,6,12,18
TOMINA,internaciones,egresos,2012-04-01,11,19,11,19,30
TORO TORO,internaciones,egresos,2012-04-01,0,1,0,1,1
TOTORA(CBBA),internaciones,egresos,2012-04-01,3,25,3,25,28
TOTORA(ORR),internaciones,egresos,2012-04-01,1,7,1,7,8
TRIGAL,internaciones,egresos,2012-04-01,1,3,1,3,4
TRINIDAD,internaciones,egresos,2012-04-01,346,847,346,847,1193
TUPIZA,internaciones,egresos,2012-04-01,46,97,46,97,143
TURCO,internaciones,egresos,2012-04-01,0,2,0,2,2
UMALA,internaciones,egresos,2012-04-01,0,8,0,8,8
UNCIA,internaciones,egresos,2012-04-01,2,15,2,15,17
URUBICHA,internaciones,egresos,2012-04-01,5,31,5,31,36
UYUNI,internaciones,egresos,2012-04-01,24,87,24,87,111
VACAS,internaciones,egresos,2012-04-01,1,6,1,6,7
VALLEGRANDE,internaciones,egresos,2012-04-01,34,80,34,80,114
VIACHA,internaciones,egresos,2012-04-01,1,33,1,33,34
VILA VILA,internaciones,egresos,2012-04-01,1,5,1,5,6
VILLA CHARCAS,internaciones,egresos,2012-04-01,0,13,0,13,13
VILLA MONTES,internaciones,egresos,2012-04-01,98,211,98,211,309
VILLA RIVERO,internaciones,egresos,2012-04-01,3,14,3,14,17
VILLA SERRANO,internaciones,egresos,2012-04-01,2,10,2,10,12
VILLA TUNARI,internaciones,egresos,2012-04-01,100,299,100,299,399
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2012-04-01,5,17,5,17,22
VILLAZON,internaciones,egresos,2012-04-01,58,145,58,145,203
VINTO,internaciones,egresos,2012-04-01,45,131,45,131,176
WARNES,internaciones,egresos,2012-04-01,49,77,49,77,126
YACO,internaciones,egresos,2012-04-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2012-04-01,322,388,322,388,710
YAMPARAEZ,internaciones,egresos,2012-04-01,3,9,3,9,12
YANACACHI,internaciones,egresos,2012-04-01,0,3,0,3,3
YAPACANI,internaciones,egresos,2012-04-01,17,173,17,173,190
YOCALLA,internaciones,egresos,2012-04-01,0,1,0,1,1
YOTALA,internaciones,egresos,2012-04-01,0,15,0,15,15
ZUDAÑEZ,internaciones,egresos,2012-04-01,4,9,4,9,13
ACACIO,internaciones,egresos,2012-05-01,0,3,0,3,3
ACHACACHI,internaciones,egresos,2012-05-01,16,48,16,48,64
ACHOCALLA,internaciones,egresos,2012-05-01,0,4,0,4,4
AIQUILE,internaciones,egresos,2012-05-01,57,88,57,88,145
ALCALA,internaciones,egresos,2012-05-01,1,5,1,5,6
ALTO BENI,internaciones,egresos,2012-05-01,0,14,0,14,14
ANCORAIMES,internaciones,egresos,2012-05-01,0,9,0,9,9
ANTEQUERA,internaciones,egresos,2012-05-01,0,3,0,3,3
ANZALDO,internaciones,egresos,2012-05-01,0,5,0,5,5
APOLO,internaciones,egresos,2012-05-01,9,27,9,27,36
ARANI,internaciones,egresos,2012-05-01,0,7,0,7,7
ARBIETO,internaciones,egresos,2012-05-01,0,15,0,15,15
ARQUE,internaciones,egresos,2012-05-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,egresos,2012-05-01,47,113,47,113,160
ATOCHA,internaciones,egresos,2012-05-01,96,92,96,92,188
AUCAPATA,internaciones,egresos,2012-05-01,0,1,0,1,1
AYATA,internaciones,egresos,2012-05-01,1,4,1,4,5
AYO AYO,internaciones,egresos,2012-05-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2012-05-01,10,43,10,43,53
AZURDUY,internaciones,egresos,2012-05-01,10,18,10,18,28
BATALLAS,internaciones,egresos,2012-05-01,0,12,0,12,12
BAURES,internaciones,egresos,2012-05-01,7,14,7,14,21
BERMEJO,internaciones,egresos,2012-05-01,78,147,78,147,225
BETANZOS,internaciones,egresos,2012-05-01,1,23,1,23,24
BOLIVAR,internaciones,egresos,2012-05-01,4,5,4,5,9
BOYUIBE,internaciones,egresos,2012-05-01,14,19,14,19,33
BUENA VISTA,internaciones,egresos,2012-05-01,9,10,9,10,19
CABEZAS,internaciones,egresos,2012-05-01,13,22,13,22,35
CAIROMA,internaciones,egresos,2012-05-01,0,3,0,3,3
"CAIZA ""D""",internaciones,egresos,2012-05-01,0,2,0,2,2
CAJUATA,internaciones,egresos,2012-05-01,0,7,0,7,7
CALAMARCA,internaciones,egresos,2012-05-01,0,11,0,11,11
CAMARGO,internaciones,egresos,2012-05-01,32,57,32,57,89
CAMIRI,internaciones,egresos,2012-05-01,198,405,198,405,603
CAPINOTA,internaciones,egresos,2012-05-01,10,31,10,31,41
CARACOLLO,internaciones,egresos,2012-05-01,4,26,4,26,30
CARANAVI,internaciones,egresos,2012-05-01,66,158,66,158,224
CARAPARI,internaciones,egresos,2012-05-01,4,2,4,2,6
CARIPUYO,internaciones,egresos,2012-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,egresos,2012-05-01,7,17,7,17,24
CHALLAPATA,internaciones,egresos,2012-05-01,39,75,39,75,114
CHARAGUA,internaciones,egresos,2012-05-01,31,105,31,105,136
CHAYANTA,internaciones,egresos,2012-05-01,5,14,5,14,19
CHIMORE,internaciones,egresos,2012-05-01,3,27,3,27,30
CHOQUE COTA,internaciones,egresos,2012-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2012-05-01,38,80,38,80,118
CHUMA,internaciones,egresos,2012-05-01,0,4,0,4,4
CKOCHAS,internaciones,egresos,2012-05-01,0,2,0,2,2
CLIZA,internaciones,egresos,2012-05-01,10,45,10,45,55
COBIJA,internaciones,egresos,2012-05-01,167,335,167,335,502
COCAPATA,internaciones,egresos,2012-05-01,0,4,0,4,4
COCHABAMBA,internaciones,egresos,2012-05-01,2883,5142,2883,5142,8025
COLCAPIRHUA,internaciones,egresos,2012-05-01,69,124,69,124,193
COLLANA,internaciones,egresos,2012-05-01,1,0,1,0,1
COLOMI,internaciones,egresos,2012-05-01,0,29,0,29,29
COLPA BELGICA,internaciones,egresos,2012-05-01,17,25,17,25,42
COLQUECHACA,internaciones,egresos,2012-05-01,0,8,0,8,8
COLQUENCHA,internaciones,egresos,2012-05-01,0,6,0,6,6
COLQUIRI,internaciones,egresos,2012-05-01,1,16,1,16,17
COMARAPA,internaciones,egresos,2012-05-01,17,39,17,39,56
CONCEPCION,internaciones,egresos,2012-05-01,11,55,11,55,66
CORIPATA,internaciones,egresos,2012-05-01,0,3,0,3,3
CORO CORO,internaciones,egresos,2012-05-01,3,8,3,8,11
COROICO,internaciones,egresos,2012-05-01,36,72,36,72,108
CORQUE,internaciones,egresos,2012-05-01,0,1,0,1,1
COTAGAITA,internaciones,egresos,2012-05-01,5,10,5,10,15
COTOCA,internaciones,egresos,2012-05-01,31,38,31,38,69
CUATRO CAÑADAS,internaciones,egresos,2012-05-01,18,66,18,66,84
CUEVO,internaciones,egresos,2012-05-01,4,9,4,9,13
CURAHUARA DE CARANGAS,internaciones,egresos,2012-05-01,0,4,0,4,4
DESAGUADERO,internaciones,egresos,2012-05-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2012-05-01,727,2391,727,2391,3118
EL CHORO,internaciones,egresos,2012-05-01,0,4,0,4,4
EL PUENTE(STC),internaciones,egresos,2012-05-01,3,26,3,26,29
EL TORNO,internaciones,egresos,2012-05-01,86,176,86,176,262
ENTRE RIOS TRJ,internaciones,egresos,2012-05-01,2,30,2,30,32
ENTRE RIOS CBBA,internaciones,egresos,2012-05-01,6,12,6,12,18
ESCOMA,internaciones,egresos,2012-05-01,7,10,7,10,17
EUCALIPTUS,internaciones,egresos,2012-05-01,3,5,3,5,8
EXALTACION,internaciones,egresos,2012-05-01,1,2,1,2,3
FERNANDEZ ALONSO,internaciones,egresos,2012-05-01,23,33,23,33,56
FILADELFIA,internaciones,egresos,2012-05-01,1,2,1,2,3
GENERAL SAAVEDRA,internaciones,egresos,2012-05-01,15,24,15,24,39
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2012-05-01,0,5,0,5,5
GUANAY,internaciones,egresos,2012-05-01,2,21,2,21,23
GUAQUI,internaciones,egresos,2012-05-01,0,1,0,1,1
GUAYARAMERIN,internaciones,egresos,2012-05-01,194,374,194,374,568
GUTIERREZ,internaciones,egresos,2012-05-01,21,32,21,32,53
HUACARETA,internaciones,egresos,2012-05-01,2,21,2,21,23
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2012-05-01,3,3,3,3,6
HUANUNI,internaciones,egresos,2012-05-01,95,126,95,126,221
HUARACAJE,internaciones,egresos,2012-05-01,8,8,8,8,16
HUARINA,internaciones,egresos,2012-05-01,0,2,0,2,2
HUAYLLAMARCA,internaciones,egresos,2012-05-01,0,1,0,1,1
HUMANATA,internaciones,egresos,2012-05-01,0,1,0,1,1
ICHOCA,internaciones,egresos,2012-05-01,0,2,0,2,2
INCAHUASI,internaciones,egresos,2012-05-01,1,18,1,18,19
INQUISIVI,internaciones,egresos,2012-05-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2012-05-01,10,18,10,18,28
IXIAMAS,internaciones,egresos,2012-05-01,5,11,5,11,16
