,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,TOTALES,TOTALES,TOTALES
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,25,109,25,109,134
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,28,111,28,111,139
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,58,14,58,72
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,81,7,81,88
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,32,3,32,35
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,52,12,52,64
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,32,8,32,40
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,13,90,13,90,103
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,30,8,30,38
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,30,244,30,244,274
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,0,1,0,1,1
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,117,459,117,459,576
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,106,15,106,121
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,36,95,36,95,131
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,72,150,72,150,222
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,662,1998,662,1998,2660
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,11,1,11,12
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,60,14,60,74
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,28,99,28,99,127
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,31,143,31,143,174
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,2,6,2,6,8
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,115,252,115,252,367
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,41,311,41,311,352
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,10,25,10,25,35
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,21,72,21,72,93
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,765,1709,765,1709,2474
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,34,265,34,265,299
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,19,114,19,114,133
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,92,15,92,107
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,60,152,60,152,212
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,13,112,13,112,125
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,156,139,156,139,295
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,300,182,300,182,482
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,0,7,0,7,7
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,36,21,36,21,57
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,1,4,1,4,5
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,21,16,21,37
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,73,3,73,76
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,85,15,85,100
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,19,157,19,157,176
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,25,169,25,169,194
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,96,77,96,77,173
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,8,51,8,51,59
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,24,3,24,27
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,549,648,549,648,1197
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,86,408,86,408,494
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,63,6,63,69
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,20,68,20,68,88
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,46,191,46,191,237
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,47,158,47,158,205
UYUNI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,27,284,27,284,311
VACAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,106,12,106,118
VALLEGRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,16,143,16,143,159
VIACHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,192,373,192,373,565
VILA VILA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,6,42,6,42,48
VILLA MONTES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,71,466,71,466,537
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,7,17,7,17,24
VILLA RIVERO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,30,29,30,29,59
VILLA SERRANO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,17,148,17,148,165
VILLA TUNARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,377,609,377,609,986
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,125,12,125,137
VILLAZON,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,70,420,70,420,490
VINTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,311,303,311,303,614
VITICHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,14,112,14,112,126
WALDO BALLIVIAN,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,23,3,23,26
WARNES,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,88,383,88,383,471
YACO,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,21,53,21,53,74
YACUIBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,250,759,250,759,1009
YAMPARAEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,18,121,18,121,139
YANACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,42,3,42,45
YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,81,565,81,565,646
YOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,12,71,12,71,83
YOTALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,15,103,15,103,118
YUNCHARA,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,3,96,3,96,99
ZUDAÑEZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-11-01,9,109,9,109,118
ACACIO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,88,14,88,102
ACHACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,82,358,82,358,440
ACHOCALLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,3,13,3,13,16
AIQUILE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,80,320,80,320,400
ALALAY,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,29,14,29,43
ALCALA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,49,2,49,51
ANCORAIMES,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,8,112,8,112,120
ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,1,38,1,38,39
ANTEQUERA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,33,2,33,35
ANZALDO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,57,4,57,4,61
APOLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,130,82,130,82,212
ARAMPAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,16,80,16,80,96
ARANI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,19,75,19,75,94
ARBIETO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,12,106,12,106,118
ARQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,17,142,17,142,159
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,56,278,56,278,334
ATOCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,28,192,28,192,220
AUCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,6,12,6,12,18
AYATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,16,75,16,75,91
AYO AYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,9,55,9,55,64
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,54,267,54,267,321
AZURDUY,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,19,137,19,137,156
BATALLAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,31,96,31,96,127
BAURES,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,64,14,64,78
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,1,9,1,9,10
BELEN DE URMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,15,2,15,17
BELLA FLOR,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,21,11,21,11,32
BERMEJO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,110,76,110,76,186
BETANZOS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,61,348,61,348,409
BOLIVAR,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,5,111,5,111,116
BOLPEBRA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,9,2,9,11
BOYUIBE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,8,33,8,33,41
BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,16,102,16,102,118
CABEZAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,57,162,57,162,219
CAIROMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,12,97,12,97,109
"CAIZA ""D""",control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,19,124,19,124,143
CAJUATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,24,97,24,97,121
CALACOTO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,5,44,5,44,49
CALAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,9,119,9,119,128
CAMARGO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,38,201,38,201,239
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,5,47,5,47,52
CAMIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,97,349,97,349,446
CAPINOTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,474,60,474,60,534
CAQUIAVIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,20,101,20,101,121
CARACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,42,209,42,209,251
CARANAVI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,167,431,167,431,598
CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,172,14,172,186
CARIPUYO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,12,106,12,106,118
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,24,24,24,24,48
CHACARILLA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,0,15,0,15,15
CHALLAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,33,277,33,277,310
CHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,10,95,10,95,105
CHARAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,41,282,41,282,323
CHARAÑA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,6,23,6,23,29
CHAYANTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,25,141,25,141,166
CHIMORE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,56,69,56,69,125
CHIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,3,21,3,21,24
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,1,8,1,8,9
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,32,90,32,90,122
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,98,14,98,112
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,65,170,65,170,235
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,106,517,106,517,623
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2111,2988,2111,2988,5099
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,1,7,1,7,8
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,179,422,179,422,601
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,14,108,14,108,122
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,4,17,4,17,21
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,60,134,60,134,194
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,11,48,11,48,59
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,91,374,91,374,465
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,15,60,15,60,75
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,34,180,34,180,214
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,22,2,22,24
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,33,229,33,229,262
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,2,16,2,16,18
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,42,102,42,102,144
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,22,57,22,57,79
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,44,82,44,82,126
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,22,103,22,103,125
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,42,61,42,61,103
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,12,59,12,59,71
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,34,242,34,242,276
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,123,438,123,438,561
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,29,67,29,67,96
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,7,0,7,0,7
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,7,49,7,49,56
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,33,229,33,229,262
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2008-12-01,12,64,12,64,76
