,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,TOTALES,TOTALES,TOTALES
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,11,142,11,142,153
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,88,3,88,91
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,40,7,40,47
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,97,1,97,98
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,34,17,34,51
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,62,53,62,53,115
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,79,377,79,377,456
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,84,591,84,591,675
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,389,183,389,183,572
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,7,12,7,19
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,401,217,401,217,618
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,105,6,105,111
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,43,0,43,43
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,843,0,843,843
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,240,0,240,240
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,452,953,452,953,1405
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,99,17,99,116
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,168,0,168,168
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,15,3,15,18
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,221,474,221,474,695
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,41,17,41,58
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,590,14,590,604
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,52,2,52,54
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,151,1,151,152
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,128,0,128,128
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,68,0,68,68
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,39,132,39,132,171
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,28,5,28,33
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,14,0,14,14
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,244,0,244,244
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,42,43,42,43,85
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,548,0,548,548
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,101,6,101,107
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,186,0,186,186
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,71,276,71,276,347
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,151,709,151,709,860
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,22,45,22,45,67
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,229,0,229,229
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,53,1,53,54
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,109,7,109,116
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,178,0,178,178
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,46,278,46,278,324
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,43,1,43,44
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,27,271,27,271,298
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,120,1351,120,1351,1471
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,22,114,22,114,136
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,45,14,45,59
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,51,0,51,51
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,18,172,18,172,190
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,31,504,31,504,535
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,73,0,73,73
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,35,0,35,35
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,22,12,22,34
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,12,84,12,84,96
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,57,0,57,57
SAN RAMON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,62,1,62,63
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,31,90,31,90,121
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,570,1750,570,1750,2320
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,36,99,36,99,135
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,76,202,76,202,278
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,39,0,39,39
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,168,5,168,173
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,6,0,6,6
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,77,17,77,94
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,114,5,114,119
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,149,6,149,155
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,31,48,31,48,79
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,216,0,216,216
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,16,3,16,19
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,148,229,148,229,377
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,7,346,7,346,353
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,14,173,14,173,187
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,50,106,50,106,156
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,841,2614,841,2614,3455
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,3,0,3,3
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,78,3,78,81
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,131,1,131,132
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,25,289,25,289,314
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,4,0,4,4
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,131,384,131,384,515
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,23,687,23,687,710
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,20,1,20,21
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,24,45,24,45,69
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,561,1162,561,1162,1723
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,75,838,75,838,913
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,153,4,153,157
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,91,0,91,91
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,371,0,371,371
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,71,4,71,75
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,374,114,374,114,488
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,252,166,252,166,418
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,24,0,24,24
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,19,117,19,117,136
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,2,0,2,2
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,41,3,41,44
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,61,10,61,71
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,240,1,240,241
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,472,10,472,482
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,22,384,22,384,406
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,36,51,36,51,87
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,13,74,13,74,87
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,25,2,25,27
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,346,630,346,630,976
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,637,2,637,639
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,54,6,54,60
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,11,71,11,71,82
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,68,344,68,344,412
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,73,273,73,273,346
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,383,4,383,387
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,293,0,293,293
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,10,44,10,44,54
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,30,148,30,148,178
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,69,231,69,231,300
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,31,37,31,37,68
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,264,17,264,281
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,38,0,38,38
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,74,8,74,8,82
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,455,3,455,458
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,182,572,182,572,754
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,225,5,225,230
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,34,536,34,536,570
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,177,22,177,22,199
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,6,0,6,0,6
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,2,25,2,25,27
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,224,368,224,368,592
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,3,135,3,135,138
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,170,381,170,381,551
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,4,460,4,460,464
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,40,1,40,41
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,0,312,0,312,312
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,1,74,1,74,75
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,15,353,15,353,368
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,17,154,17,154,171
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-06-01,5,312,5,312,317
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,8,221,8,221,229
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,31,437,31,437,468
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,10,39,10,39,49
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,34,291,34,291,325
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,5,46,5,46,51
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,2,157,2,157,159
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,8,242,8,242,250
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,12,103,12,103,115
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,2,33,2,33,35
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,35,32,35,32,67
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,62,229,62,229,291
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,2,139,2,139,141
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2008-07-01,54,42,54,42,96
