municipality,group,variable,month,Restauraciones,TOTAL
VILLAZON,atenciones odontologicas,restauraciones,2008-09-01,248,248
VINTO,atenciones odontologicas,restauraciones,2008-09-01,83,83
VITICHI,atenciones odontologicas,restauraciones,2008-09-01,18,18
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-09-01,7,7
WARNES,atenciones odontologicas,restauraciones,2008-09-01,331,331
YACO,atenciones odontologicas,restauraciones,2008-09-01,24,24
YACUIBA,atenciones odontologicas,restauraciones,2008-09-01,532,532
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-09-01,62,62
YANACACHI,atenciones odontologicas,restauraciones,2008-09-01,11,11
YAPACANI,atenciones odontologicas,restauraciones,2008-09-01,134,134
YOCALLA,atenciones odontologicas,restauraciones,2008-09-01,9,9
YOTALA,atenciones odontologicas,restauraciones,2008-09-01,52,52
YUNCHARA,atenciones odontologicas,restauraciones,2008-09-01,21,21
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-09-01,32,32
ACACIO,atenciones odontologicas,restauraciones,2008-10-01,5,5
ACHACACHI,atenciones odontologicas,restauraciones,2008-10-01,61,61
ACHOCALLA,atenciones odontologicas,restauraciones,2008-10-01,10,10
AIQUILE,atenciones odontologicas,restauraciones,2008-10-01,105,105
ALCALA,atenciones odontologicas,restauraciones,2008-10-01,39,39
ANCORAIMES,atenciones odontologicas,restauraciones,2008-10-01,28,28
ANDAMARCA,atenciones odontologicas,restauraciones,2008-10-01,33,33
ANTEQUERA,atenciones odontologicas,restauraciones,2008-10-01,133,133
ANZALDO,atenciones odontologicas,restauraciones,2008-10-01,43,43
APOLO,atenciones odontologicas,restauraciones,2008-10-01,56,56
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-10-01,22,22
ARANI,atenciones odontologicas,restauraciones,2008-10-01,60,60
ARBIETO,atenciones odontologicas,restauraciones,2008-10-01,46,46
ARQUE,atenciones odontologicas,restauraciones,2008-10-01,76,76
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-10-01,56,56
ATOCHA,atenciones odontologicas,restauraciones,2008-10-01,361,361
AUCAPATA,atenciones odontologicas,restauraciones,2008-10-01,3,3
AYATA,atenciones odontologicas,restauraciones,2008-10-01,4,4
AYO AYO,atenciones odontologicas,restauraciones,2008-10-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-10-01,175,175
AZURDUY,atenciones odontologicas,restauraciones,2008-10-01,20,20
BATALLAS,atenciones odontologicas,restauraciones,2008-10-01,1,1
BAURES,atenciones odontologicas,restauraciones,2008-10-01,70,70
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2008-10-01,6,6
BERMEJO,atenciones odontologicas,restauraciones,2008-10-01,467,467
BETANZOS,atenciones odontologicas,restauraciones,2008-10-01,290,290
BOLIVAR,atenciones odontologicas,restauraciones,2008-10-01,21,21
BOLPEBRA,atenciones odontologicas,restauraciones,2008-10-01,17,17
BOYUIBE,atenciones odontologicas,restauraciones,2008-10-01,93,93
BUENA VISTA,atenciones odontologicas,restauraciones,2008-10-01,11,11
CABEZAS,atenciones odontologicas,restauraciones,2008-10-01,90,90
CAIROMA,atenciones odontologicas,restauraciones,2008-10-01,26,26
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-10-01,28,28
CALACOTO,atenciones odontologicas,restauraciones,2008-10-01,25,25
CALAMARCA,atenciones odontologicas,restauraciones,2008-10-01,13,13
CAMARGO,atenciones odontologicas,restauraciones,2008-10-01,168,168
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-10-01,16,16
CAMIRI,atenciones odontologicas,restauraciones,2008-10-01,491,491
CAPINOTA,atenciones odontologicas,restauraciones,2008-10-01,177,177
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-10-01,19,19
CARACOLLO,atenciones odontologicas,restauraciones,2008-10-01,106,106
CARANAVI,atenciones odontologicas,restauraciones,2008-10-01,176,176
CARAPARI,atenciones odontologicas,restauraciones,2008-10-01,134,134
CARIPUYO,atenciones odontologicas,restauraciones,2008-10-01,12,12
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2008-10-01,12,12
CATACORA,atenciones odontologicas,restauraciones,2008-10-01,9,9
CHALLAPATA,atenciones odontologicas,restauraciones,2008-10-01,288,288
CHAQUI,atenciones odontologicas,restauraciones,2008-10-01,16,16
CHARAGUA,atenciones odontologicas,restauraciones,2008-10-01,123,123
CHAYANTA,atenciones odontologicas,restauraciones,2008-10-01,78,78
CHIMORE,atenciones odontologicas,restauraciones,2008-10-01,38,38
CHOQUE COTA,atenciones odontologicas,restauraciones,2008-10-01,9,9
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-10-01,112,112
CHUMA,atenciones odontologicas,restauraciones,2008-10-01,52,52
CLIZA,atenciones odontologicas,restauraciones,2008-10-01,325,325
COBIJA,atenciones odontologicas,restauraciones,2008-10-01,292,292
COCHABAMBA,atenciones odontologicas,restauraciones,2008-10-01,12295,12295
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-10-01,343,343
COLOMI,atenciones odontologicas,restauraciones,2008-10-01,43,43
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-10-01,64,64
COLQUECHACA,atenciones odontologicas,restauraciones,2008-10-01,13,13
COLQUIRI,atenciones odontologicas,restauraciones,2008-10-01,167,167
COMANCHE,atenciones odontologicas,restauraciones,2008-10-01,1,1
COMARAPA,atenciones odontologicas,restauraciones,2008-10-01,252,252
CONCEPCION,atenciones odontologicas,restauraciones,2008-10-01,11,11
COPACABANA,atenciones odontologicas,restauraciones,2008-10-01,44,44
CORIPATA,atenciones odontologicas,restauraciones,2008-10-01,123,123
CORO CORO,atenciones odontologicas,restauraciones,2008-10-01,25,25
COROICO,atenciones odontologicas,restauraciones,2008-10-01,217,217
CORQUE,atenciones odontologicas,restauraciones,2008-10-01,40,40
COTAGAITA,atenciones odontologicas,restauraciones,2008-10-01,226,226
COTOCA,atenciones odontologicas,restauraciones,2008-10-01,164,164
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2008-10-01,120,120
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-10-01,16,16
CUEVO,atenciones odontologicas,restauraciones,2008-10-01,30,30
CULPINA,atenciones odontologicas,restauraciones,2008-10-01,42,42
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-10-01,19,19
DESAGUADERO,atenciones odontologicas,restauraciones,2008-10-01,14,14
EL ALTO,atenciones odontologicas,restauraciones,2008-10-01,5862,5862
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-10-01,67,67
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-10-01,64,64
EL TORNO,atenciones odontologicas,restauraciones,2008-10-01,106,106
EL VILLAR,atenciones odontologicas,restauraciones,2008-10-01,48,48
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-10-01,74,74
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-10-01,100,100
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-10-01,23,23
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-10-01,101,101
FILADELFIA,atenciones odontologicas,restauraciones,2008-10-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-10-01,208,208
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-10-01,27,27
GUANAY,atenciones odontologicas,restauraciones,2008-10-01,40,40
GUAQUI,atenciones odontologicas,restauraciones,2008-10-01,48,48
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-10-01,177,177
GUTIERREZ,atenciones odontologicas,restauraciones,2008-10-01,47,47
HUACARETA,atenciones odontologicas,restauraciones,2008-10-01,39,39
HUACHACALLA,atenciones odontologicas,restauraciones,2008-10-01,26,26
HUANUNI,atenciones odontologicas,restauraciones,2008-10-01,97,97
HUARACAJE,atenciones odontologicas,restauraciones,2008-10-01,30,30
HUAYLLAMARCA,atenciones odontologicas,restauraciones,2008-10-01,26,26
ICLA,atenciones odontologicas,restauraciones,2008-10-01,39,39
INCAHUASI,atenciones odontologicas,restauraciones,2008-10-01,58,58
INQUISIVI,atenciones odontologicas,restauraciones,2008-10-01,12,12
IRUPANA (VILLA DE LANZA),atenciones odontologicas,restauraciones,2008-10-01,100,100
IXIAMAS,atenciones odontologicas,restauraciones,2008-10-01,49,49
JESUS DE MACHACA,atenciones odontologicas,restauraciones,2008-10-01,7,7
LA ASUNTA,atenciones odontologicas,restauraciones,2008-10-01,9,9
LA GUARDIA,atenciones odontologicas,restauraciones,2008-10-01,280,280
LA PAZ,atenciones odontologicas,restauraciones,2008-10-01,13312,13312
LAGUNILLAS,atenciones odontologicas,restauraciones,2008-10-01,39,39
LAJA,atenciones odontologicas,restauraciones,2008-10-01,42,42
LAS CARRERAS,atenciones odontologicas,restauraciones,2008-10-01,22,22
LICOMA PAMPA,atenciones odontologicas,restauraciones,2008-10-01,5,5
LLALLAGUA,atenciones odontologicas,restauraciones,2008-10-01,341,341
LLICA,atenciones odontologicas,restauraciones,2008-10-01,39,39
LURIBAY,atenciones odontologicas,restauraciones,2008-10-01,1,1
MACHACAMARCA,atenciones odontologicas,restauraciones,2008-10-01,41,41
MACHARETI,atenciones odontologicas,restauraciones,2008-10-01,35,35
MAGDALENA,atenciones odontologicas,restauraciones,2008-10-01,93,93
MAIRANA,atenciones odontologicas,restauraciones,2008-10-01,139,139
MAPIRI,atenciones odontologicas,restauraciones,2008-10-01,75,75
MECAPACA,atenciones odontologicas,restauraciones,2008-10-01,30,30
MINEROS,atenciones odontologicas,restauraciones,2008-10-01,4,4
MIZQUE,atenciones odontologicas,restauraciones,2008-10-01,44,44
MOCOMOCO,atenciones odontologicas,restauraciones,2008-10-01,16,16
MOJOCOYA,atenciones odontologicas,restauraciones,2008-10-01,16,16
MONTEAGUDO,atenciones odontologicas,restauraciones,2008-10-01,167,167
MONTERO,atenciones odontologicas,restauraciones,2008-10-01,505,505
MORO MORO,atenciones odontologicas,restauraciones,2008-10-01,26,26
MOROCHATA,atenciones odontologicas,restauraciones,2008-10-01,56,56
OCURI,atenciones odontologicas,restauraciones,2008-10-01,25,25
OKINAWA,atenciones odontologicas,restauraciones,2008-10-01,36,36
OMEREQUE,atenciones odontologicas,restauraciones,2008-10-01,59,59
ORURO,atenciones odontologicas,restauraciones,2008-10-01,1837,1837
PADCAYA,atenciones odontologicas,restauraciones,2008-10-01,176,176
PADILLA,atenciones odontologicas,restauraciones,2008-10-01,50,50
PAILON,atenciones odontologicas,restauraciones,2008-10-01,190,190
PALCA,atenciones odontologicas,restauraciones,2008-10-01,20,20
PALOS BLANCOS,atenciones odontologicas,restauraciones,2008-10-01,85,85
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2008-10-01,25,25
PAMPA GRANDE,atenciones odontologicas,restauraciones,2008-10-01,30,30
PAPEL PAMPA,atenciones odontologicas,restauraciones,2008-10-01,51,51
PASORAPA,atenciones odontologicas,restauraciones,2008-10-01,26,26
PATACAMAYA,atenciones odontologicas,restauraciones,2008-10-01,35,35
PAZÑA,atenciones odontologicas,restauraciones,2008-10-01,84,84
POCOATA,atenciones odontologicas,restauraciones,2008-10-01,35,35
POCONA,atenciones odontologicas,restauraciones,2008-10-01,56,56
POJO (CBBA),atenciones odontologicas,restauraciones,2008-10-01,57,57
POOPO,atenciones odontologicas,restauraciones,2008-10-01,30,30
PORCO,atenciones odontologicas,restauraciones,2008-10-01,49,49
POROMA,atenciones odontologicas,restauraciones,2008-10-01,11,11
PORONGO,atenciones odontologicas,restauraciones,2008-10-01,90,90
PORTACHUELO,atenciones odontologicas,restauraciones,2008-10-01,192,192
PORVENIR,atenciones odontologicas,restauraciones,2008-10-01,40,40
POSTRER VALLE,atenciones odontologicas,restauraciones,2008-10-01,72,72
POTOSI,atenciones odontologicas,restauraciones,2008-10-01,1307,1307
PRESTO,atenciones odontologicas,restauraciones,2008-10-01,9,9
PUCARA,atenciones odontologicas,restauraciones,2008-10-01,20,20
PUCARANI,atenciones odontologicas,restauraciones,2008-10-01,54,54
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2008-10-01,202,202
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2008-10-01,26,26
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2008-10-01,154,154
PUERTO RICO,atenciones odontologicas,restauraciones,2008-10-01,34,34
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2008-10-01,169,169
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2008-10-01,189,189
PUNA,atenciones odontologicas,restauraciones,2008-10-01,87,87
PUNATA,atenciones odontologicas,restauraciones,2008-10-01,281,281
QUIABAYA,atenciones odontologicas,restauraciones,2008-10-01,5,5
QUILLACOLLO,atenciones odontologicas,restauraciones,2008-10-01,668,668
QUIME,atenciones odontologicas,restauraciones,2008-10-01,75,75
RAVELO,atenciones odontologicas,restauraciones,2008-10-01,15,15
REYES,atenciones odontologicas,restauraciones,2008-10-01,114,114
RIBERALTA,atenciones odontologicas,restauraciones,2008-10-01,248,248
ROBORE,atenciones odontologicas,restauraciones,2008-10-01,98,98
RURRENABAQUE,atenciones odontologicas,restauraciones,2008-10-01,80,80
SABAYA,atenciones odontologicas,restauraciones,2008-10-01,28,28
SACABA,atenciones odontologicas,restauraciones,2008-10-01,507,507
SACABAMBA,atenciones odontologicas,restauraciones,2008-10-01,22,22
SACACA,atenciones odontologicas,restauraciones,2008-10-01,141,141
SAIPINA,atenciones odontologicas,restauraciones,2008-10-01,48,48
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2008-10-01,33,33
SAMAIPATA,atenciones odontologicas,restauraciones,2008-10-01,136,136
SAN AGUSTIN,atenciones odontologicas,restauraciones,2008-10-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2008-10-01,72,72
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2008-10-01,50,50
SAN BENITO,atenciones odontologicas,restauraciones,2008-10-01,46,46
SAN BORJA,atenciones odontologicas,restauraciones,2008-10-01,224,224
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2008-10-01,21,21
SAN CARLOS,atenciones odontologicas,restauraciones,2008-10-01,139,139
SAN IGNACIO,atenciones odontologicas,restauraciones,2008-10-01,179,179
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2008-10-01,167,167
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2008-10-01,34,34
SAN JOAQUIN,atenciones odontologicas,restauraciones,2008-10-01,7,7
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2008-10-01,30,30
SAN JULIAN,atenciones odontologicas,restauraciones,2008-10-01,39,39
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2008-10-01,8,8
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2008-10-01,193,193
SAN LUCAS,atenciones odontologicas,restauraciones,2008-10-01,72,72
SAN MATIAS,atenciones odontologicas,restauraciones,2008-10-01,73,73
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2008-10-01,123,123
SAN PEDRO,atenciones odontologicas,restauraciones,2008-10-01,16,16
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2008-10-01,43,43
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2008-10-01,47,47
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2008-10-01,8,8
SAN RAFAEL,atenciones odontologicas,restauraciones,2008-10-01,49,49
SAN RAMON,atenciones odontologicas,restauraciones,2008-10-01,33,33
SAN RAMON,atenciones odontologicas,restauraciones,2008-10-01,65,65
SANTA ANA,atenciones odontologicas,restauraciones,2008-10-01,151,151
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2008-10-01,7760,7760
SANTA ROSA,atenciones odontologicas,restauraciones,2008-10-01,13,13
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2008-10-01,118,118
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2008-10-01,85,85
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2008-10-01,29,29
SANTIVAÑES,atenciones odontologicas,restauraciones,2008-10-01,23,23
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2008-10-01,154,154
SAPAHAQUI,atenciones odontologicas,restauraciones,2008-10-01,22,22
SENA,atenciones odontologicas,restauraciones,2008-10-01,10,10
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2008-10-01,70,70
SICAYA,atenciones odontologicas,restauraciones,2008-10-01,22,22
SIPE SIPE,atenciones odontologicas,restauraciones,2008-10-01,430,430
SOPACHUY,atenciones odontologicas,restauraciones,2008-10-01,108,108
SORACACHI,atenciones odontologicas,restauraciones,2008-10-01,21,21
SORATA,atenciones odontologicas,restauraciones,2008-10-01,74,74
SUCRE,atenciones odontologicas,restauraciones,2008-10-01,3411,3411
TACACOMA,atenciones odontologicas,restauraciones,2008-10-01,84,84
TACOPAYA,atenciones odontologicas,restauraciones,2008-10-01,3,3
TAHUA,atenciones odontologicas,restauraciones,2008-10-01,8,8
TAPACARI,atenciones odontologicas,restauraciones,2008-10-01,36,36
TARABUCO,atenciones odontologicas,restauraciones,2008-10-01,66,66
TARACO,atenciones odontologicas,restauraciones,2008-10-01,19,19
TARATA,atenciones odontologicas,restauraciones,2008-10-01,60,60
TARIJA,atenciones odontologicas,restauraciones,2008-10-01,1642,1642
TARVITA,atenciones odontologicas,restauraciones,2008-10-01,111,111
TEOPONTE,atenciones odontologicas,restauraciones,2008-10-01,33,33
TIAWANACU,atenciones odontologicas,restauraciones,2008-10-01,8,8
TINGUIPAYA,atenciones odontologicas,restauraciones,2008-10-01,8,8
TIPUANI,atenciones odontologicas,restauraciones,2008-10-01,34,34
TIQUIPAYA,atenciones odontologicas,restauraciones,2008-10-01,762,762
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2008-10-01,475,475
TOCO,atenciones odontologicas,restauraciones,2008-10-01,233,233
TOLATA,atenciones odontologicas,restauraciones,2008-10-01,31,31
TOLEDO,atenciones odontologicas,restauraciones,2008-10-01,193,193
TOMAVE,atenciones odontologicas,restauraciones,2008-10-01,34,34
TOMINA,atenciones odontologicas,restauraciones,2008-10-01,91,91
TORO TORO,atenciones odontologicas,restauraciones,2008-10-01,55,55
TOTORA(CBBA),atenciones odontologicas,restauraciones,2008-10-01,43,43
TOTORA(ORR),atenciones odontologicas,restauraciones,2008-10-01,3,3
TRIGAL,atenciones odontologicas,restauraciones,2008-10-01,17,17
TRINIDAD,atenciones odontologicas,restauraciones,2008-10-01,434,434
TUPIZA,atenciones odontologicas,restauraciones,2008-10-01,85,85
TURCO,atenciones odontologicas,restauraciones,2008-10-01,23,23
UNCIA,atenciones odontologicas,restauraciones,2008-10-01,105,105
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2008-10-01,350,350
URUBICHA,atenciones odontologicas,restauraciones,2008-10-01,40,40
UYUNI,atenciones odontologicas,restauraciones,2008-10-01,5,5
VACAS,atenciones odontologicas,restauraciones,2008-10-01,75,75
VALLEGRANDE,atenciones odontologicas,restauraciones,2008-10-01,193,193
VIACHA,atenciones odontologicas,restauraciones,2008-10-01,105,105
VILA VILA,atenciones odontologicas,restauraciones,2008-10-01,9,9
VILLA MONTES,atenciones odontologicas,restauraciones,2008-10-01,139,139
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2008-10-01,29,29
VILLA RIVERO,atenciones odontologicas,restauraciones,2008-10-01,77,77
VILLA SERRANO,atenciones odontologicas,restauraciones,2008-10-01,159,159
VILLA TUNARI,atenciones odontologicas,restauraciones,2008-10-01,734,734
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2008-10-01,152,152
VILLAZON,atenciones odontologicas,restauraciones,2008-10-01,129,129
VINTO,atenciones odontologicas,restauraciones,2008-10-01,67,67
VITICHI,atenciones odontologicas,restauraciones,2008-10-01,26,26
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2008-10-01,8,8
WARNES,atenciones odontologicas,restauraciones,2008-10-01,352,352
YACO,atenciones odontologicas,restauraciones,2008-10-01,17,17
YACUIBA,atenciones odontologicas,restauraciones,2008-10-01,946,946
YAMPARAEZ,atenciones odontologicas,restauraciones,2008-10-01,76,76
YANACACHI,atenciones odontologicas,restauraciones,2008-10-01,14,14
YAPACANI,atenciones odontologicas,restauraciones,2008-10-01,143,143
YOCALLA,atenciones odontologicas,restauraciones,2008-10-01,34,34
YOTALA,atenciones odontologicas,restauraciones,2008-10-01,73,73
YUNCHARA,atenciones odontologicas,restauraciones,2008-10-01,79,79
ZUDAÑEZ,atenciones odontologicas,restauraciones,2008-10-01,46,46
ACACIO,atenciones odontologicas,restauraciones,2008-11-01,8,8
ACHACACHI,atenciones odontologicas,restauraciones,2008-11-01,93,93
ACHOCALLA,atenciones odontologicas,restauraciones,2008-11-01,25,25
AIQUILE,atenciones odontologicas,restauraciones,2008-11-01,90,90
ALALAY,atenciones odontologicas,restauraciones,2008-11-01,52,52
ALCALA,atenciones odontologicas,restauraciones,2008-11-01,72,72
ANCORAIMES,atenciones odontologicas,restauraciones,2008-11-01,38,38
ANDAMARCA,atenciones odontologicas,restauraciones,2008-11-01,46,46
ANTEQUERA,atenciones odontologicas,restauraciones,2008-11-01,41,41
ANZALDO,atenciones odontologicas,restauraciones,2008-11-01,60,60
APOLO,atenciones odontologicas,restauraciones,2008-11-01,65,65
ARAMPAMPA,atenciones odontologicas,restauraciones,2008-11-01,8,8
ARANI,atenciones odontologicas,restauraciones,2008-11-01,53,53
ARBIETO,atenciones odontologicas,restauraciones,2008-11-01,54,54
ARQUE,atenciones odontologicas,restauraciones,2008-11-01,55,55
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2008-11-01,39,39
ATOCHA,atenciones odontologicas,restauraciones,2008-11-01,245,245
AYATA,atenciones odontologicas,restauraciones,2008-11-01,45,45
AYO AYO,atenciones odontologicas,restauraciones,2008-11-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2008-11-01,174,174
AZURDUY,atenciones odontologicas,restauraciones,2008-11-01,29,29
BATALLAS,atenciones odontologicas,restauraciones,2008-11-01,1,1
BAURES,atenciones odontologicas,restauraciones,2008-11-01,114,114
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2008-11-01,4,4
BELLA FLOR,atenciones odontologicas,restauraciones,2008-11-01,20,20
BERMEJO,atenciones odontologicas,restauraciones,2008-11-01,538,538
BETANZOS,atenciones odontologicas,restauraciones,2008-11-01,52,52
BOLIVAR,atenciones odontologicas,restauraciones,2008-11-01,81,81
BOLPEBRA,atenciones odontologicas,restauraciones,2008-11-01,23,23
BOYUIBE,atenciones odontologicas,restauraciones,2008-11-01,77,77
CABEZAS,atenciones odontologicas,restauraciones,2008-11-01,90,90
CAIROMA,atenciones odontologicas,restauraciones,2008-11-01,50,50
"CAIZA ""D""",atenciones odontologicas,restauraciones,2008-11-01,17,17
CALACOTO,atenciones odontologicas,restauraciones,2008-11-01,27,27
CALAMARCA,atenciones odontologicas,restauraciones,2008-11-01,9,9
CAMARGO,atenciones odontologicas,restauraciones,2008-11-01,113,113
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2008-11-01,9,9
CAMIRI,atenciones odontologicas,restauraciones,2008-11-01,501,501
CAPINOTA,atenciones odontologicas,restauraciones,2008-11-01,134,134
CAQUIAVIRI,atenciones odontologicas,restauraciones,2008-11-01,10,10
CARACOLLO,atenciones odontologicas,restauraciones,2008-11-01,103,103
CARANAVI,atenciones odontologicas,restauraciones,2008-11-01,161,161
CARAPARI,atenciones odontologicas,restauraciones,2008-11-01,195,195
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2008-11-01,10,10
CATACORA,atenciones odontologicas,restauraciones,2008-11-01,21,21
CHACARILLA,atenciones odontologicas,restauraciones,2008-11-01,6,6
CHALLAPATA,atenciones odontologicas,restauraciones,2008-11-01,157,157
CHAQUI,atenciones odontologicas,restauraciones,2008-11-01,20,20
CHARAGUA,atenciones odontologicas,restauraciones,2008-11-01,98,98
CHAYANTA,atenciones odontologicas,restauraciones,2008-11-01,79,79
CHIMORE,atenciones odontologicas,restauraciones,2008-11-01,23,23
CHOQUE COTA,atenciones odontologicas,restauraciones,2008-11-01,19,19
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2008-11-01,113,113
CHUMA,atenciones odontologicas,restauraciones,2008-11-01,32,32
CLIZA,atenciones odontologicas,restauraciones,2008-11-01,259,259
COBIJA,atenciones odontologicas,restauraciones,2008-11-01,279,279
COCHABAMBA,atenciones odontologicas,restauraciones,2008-11-01,11315,11315
COLCAPIRHUA,atenciones odontologicas,restauraciones,2008-11-01,341,341
"COLCHA ""K""",atenciones odontologicas,restauraciones,2008-11-01,4,4
COLLANA,atenciones odontologicas,restauraciones,2008-11-01,15,15
COLOMI,atenciones odontologicas,restauraciones,2008-11-01,59,59
COLPA BELGICA,atenciones odontologicas,restauraciones,2008-11-01,72,72
COLQUECHACA,atenciones odontologicas,restauraciones,2008-11-01,20,20
COLQUIRI,atenciones odontologicas,restauraciones,2008-11-01,124,124
COMANCHE,atenciones odontologicas,restauraciones,2008-11-01,42,42
COMARAPA,atenciones odontologicas,restauraciones,2008-11-01,190,190
CONCEPCION,atenciones odontologicas,restauraciones,2008-11-01,3,3
COPACABANA,atenciones odontologicas,restauraciones,2008-11-01,41,41
CORIPATA,atenciones odontologicas,restauraciones,2008-11-01,56,56
CORO CORO,atenciones odontologicas,restauraciones,2008-11-01,37,37
COROICO,atenciones odontologicas,restauraciones,2008-11-01,290,290
CORQUE,atenciones odontologicas,restauraciones,2008-11-01,28,28
COTAGAITA,atenciones odontologicas,restauraciones,2008-11-01,67,67
COTOCA,atenciones odontologicas,restauraciones,2008-11-01,63,63
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2008-11-01,82,82
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2008-11-01,9,9
CUEVO,atenciones odontologicas,restauraciones,2008-11-01,36,36
CULPINA,atenciones odontologicas,restauraciones,2008-11-01,52,52
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2008-11-01,2,2
CURVA,atenciones odontologicas,restauraciones,2008-11-01,1,1
DESAGUADERO,atenciones odontologicas,restauraciones,2008-11-01,17,17
EL ALTO,atenciones odontologicas,restauraciones,2008-11-01,4460,4460
EL CHORO,atenciones odontologicas,restauraciones,2008-11-01,4,4
EL PUENTE(STC),atenciones odontologicas,restauraciones,2008-11-01,68,68
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2008-11-01,83,83
EL TORNO,atenciones odontologicas,restauraciones,2008-11-01,119,119
EL VILLAR,atenciones odontologicas,restauraciones,2008-11-01,25,25
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-11-01,95,95
ENTRE RIOS,atenciones odontologicas,restauraciones,2008-11-01,86,86
EUCALIPTUS,atenciones odontologicas,restauraciones,2008-11-01,25,25
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2008-11-01,105,105
FILADELFIA,atenciones odontologicas,restauraciones,2008-11-01,7,7
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2008-11-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,restauraciones,2008-11-01,53,53
GUANAY,atenciones odontologicas,restauraciones,2008-11-01,34,34
GUAQUI,atenciones odontologicas,restauraciones,2008-11-01,43,43
GUAYARAMERIN,atenciones odontologicas,restauraciones,2008-11-01,113,113
