municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
COIPASA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,38,38
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
COLLANA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
COLOMI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,73,73
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,9,9
COLQUIRI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
COMARAPA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
COMBAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
COPACABANA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,20,20
CORIPATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,22,22
CORO CORO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
COROICO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
CORQUE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
COTAGAITA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,18,18
COTOCA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,25,25
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
CUEVO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
CULPINA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,17,17
CURVA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
EL ALTO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1286,1286
EL CHORO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,15,15
EL TORNO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,17,17
EL VILLAR,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,34,34
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,9,9
GUANAY,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,21,21
GUAQUI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,73,73
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,15,15
HUACARETA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,13,13
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
HUANUNI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,21,21
HUARACAJE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
ICHOCA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,13,13
ICLA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,14,14
INCAHUASI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,49,49
INQUISIVI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,66,66
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,24,24
LA PAZ,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,847,847
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
LAJA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,20,20
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,322,322
LLICA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
LURIBAY,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,13,13
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
MACHARETI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
MAGDALENA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
MAIRANA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,17,17
MALLA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
MAPIRI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
MECAPACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
MINEROS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,9,9
MIZQUE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,44,44
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,18,18
MOJINETE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,29,29
MONTERO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,80,80
MORO MORO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
MOROCHATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
OCURI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,31,31
OKINAWA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
OMEREQUE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
ORURO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,137,137
PADCAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,19,19
PADILLA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,19,19
PAILON,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
PALCA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,43,43
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
PASORAPA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
PAZÑA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
PELECHUCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
POCOATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,35,35
POCONA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
POOPO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
PORCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,11,11
POROMA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,35,35
PORONGO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
PORVENIR,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
POTOSI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,286,286
PRESTO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
PUCARA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
PUCARANI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,20,20
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,15,15
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,9,9
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
PUNA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
PUNATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,41,41
QUIABAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,180,180
QUIME,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
RAVELO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,20,20
REYES,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
RIBERALTA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,364,364
ROBORE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,25,25
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
SABAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
SACABA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,143,143
SACABAMBA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,9,9
SACACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
SAIPINA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SAN BENITO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
SAN BORJA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,53,53
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,62,62
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,42,42
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,96,96
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,36,36
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,59,59
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,14,14
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,25,25
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
SAN RAMON,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
SANTA ANA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,346,346
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,16,16
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,22,22
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,3,3
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
SENA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,11,11
SICAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,5,5
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,10,10
SOPACHUY,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
SORACACHI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
SORATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,17,17
SUCRE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,365,365
TACACHI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
TACOPAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,25,25
TAPACARI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,26,26
TARABUCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,52,52
TARATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
TARIJA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,230,230
TARVITA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,24,24
TEOPONTE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,8,8
TIAWANACU,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,23,23
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,15,15
TIPUANI,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,24,24
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,54,54
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,83,83
TOCO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,4,4
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
TOLATA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
TOLEDO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,13,13
TOMAVE,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
TOMINA,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,7,7
TORO TORO,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,17,17
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,12,12
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,6,6
TRIGAL,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres puerperas con dosis completa de hierro,2008-01-01,71,71
