,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,4,15,7,17,11,28
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,6,11,34,39,40,50,90
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,4,13,15,14,19,33
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,1,44,37,46,38,84
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,14,6,38,47,52,53,105
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,55,61,230,219,285,280,565
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,19,23,89,93,108,116,224
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,0,49,27,51,27,78
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,47,32,388,404,435,436,871
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,1,11,14,12,15,27
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,2,47,54,50,56,106
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,12,4,71,64,83,68,151
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,401,298,1397,1329,1798,1627,3425
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,4,4,4,5,8,13
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,8,2,60,40,68,42,110
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,0,20,36,21,36,57
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,2,35,18,38,20,58
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,0,5,4,5,4,9
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,25,24,106,107,131,131,262
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,5,3,46,46,51,49,100
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,4,20,21,22,25,47
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,6,10,82,70,88,80,168
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,427,422,506,477,933,899,1832
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,7,5,43,34,50,39,89
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,10,66,81,70,91,161
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,3,81,69,85,72,157
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,3,52,40,52,43,95
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,8,52,45,55,53,108
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,91,89,251,236,342,325,667
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,13,13,175,131,188,144,332
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,0,4,4,5,4,9
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,2,45,34,45,36,81
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,0,1,3,1,3,4
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,18,18,33,26,51,44,95
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,1,22,24,23,25,48
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,2,51,61,55,63,118
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,7,38,34,40,41,81
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,2,33,23,37,25,62
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,29,34,97,83,126,117,243
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,5,4,10,14,15,18,33
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,0,3,3,3,3,6
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,108,96,383,317,491,413,904
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,46,32,197,205,243,237,480
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,0,14,9,14,9,23
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,3,32,22,34,25,59
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,7,5,115,94,122,99,221
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,17,31,39,64,56,95,151
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,1,18,29,18,30,48
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,40,29,165,143,205,172,377
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,7,6,56,58,63,64,127
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,13,4,85,90,98,94,192
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,132,116,346,324,478,440,918
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,3,8,11,9,14,23
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,7,13,63,52,70,65,135
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,38,27,131,171,169,198,367
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,1,7,5,8,6,14
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,8,1,54,66,62,67,129
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,6,5,29,30,35,35,70
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,150,179,755,676,905,855,1760
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,7,45,44,49,51,100
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,29,17,253,218,282,235,517
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,64,56,316,318,380,374,754
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,3,45,35,48,38,86
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,3,16,13,20,16,36
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,106,125,822,744,928,869,1797
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,2,0,42,33,44,33,77
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,93,106,495,478,588,584,1172
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,2,36,28,39,30,69
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,5,0,25,34,30,34,64
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,32,33,222,198,254,231,485
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,4,8,28,27,32,35,67
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,5,1,25,32,30,33,63
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,1,0,12,16,13,16,29
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,0,0,5,2,5,2,7
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-05-01,3,1,17,16,20,17,37
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,4,12,12,15,16,31
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,34,18,156,129,190,147,337
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,7,182,141,189,148,337
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,5,67,60,75,65,140
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,7,13,9,14,23
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,2,2,5,3,7,10
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,6,52,41,60,47,107
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,4,1,54,67,58,68,126
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,13,14,13,14,27
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,1,7,4,8,5,13
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,6,6,27,21,33,27,60
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,22,7,96,73,118,80,198
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,0,8,6,11,6,17
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,6,57,51,59,57,116
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,6,11,176,171,182,182,364
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,9,79,77,82,86,168
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,56,39,212,161,268,200,468
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,10,40,47,47,57,104
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,6,2,29,28,35,30,65
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,1,36,33,39,34,73
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,44,36,46,38,84
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,14,113,126,120,140,260
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,6,50,41,57,47,104
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,5,3,94,102,99,105,204
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,19,25,20,28,39,67
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,3,4,3,4,7
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,2,0,2,0,2
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,1,15,15,16,16,32
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,48,56,101,108,149,164,313
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,12,14,144,137,156,151,307
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,4,27,19,30,23,53
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,2,3,4,4,6,10
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,3,24,22,25,25,50
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,10,92,65,99,75,174
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,9,10,97,81,106,91,197
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,6,49,46,52,52,104
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,3,56,46,64,49,113
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,20,14,96,102,116,116,232
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,1,4,5,4,6,10
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,8,67,64,69,72,141
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,10,6,53,50,63,56,119
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,9,4,9,4,13
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,22,14,124,134,146,148,294
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,11,16,132,147,143,163,306
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,3,40,30,42,33,75
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,10,5,98,81,108,86,194
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,55,65,256,250,311,315,626
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,12,7,72,76,84,83,167
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,3,35,31,38,34,72
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,6,9,32,22,38,31,69
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,0,1,1,3,1,4
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,7,4,9,5,14
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,13,9,180,145,193,154,347
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,2,32,42,35,44,79
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,14,32,101,86,115,118,233
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,8,9,8,9,17
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,6,72,75,74,81,155
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,9,5,76,79,85,84,169
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,4,9,6,10,16
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,0,7,2,8,2,10
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,8,5,10,7,17
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,27,24,91,82,118,106,224
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,24,36,26,38,64
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,34,29,36,31,67
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,4,58,42,60,46,106
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,32,24,103,78,135,102,237
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,90,69,269,263,359,332,691
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,24,31,81,40,105,71,176
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,799,848,2053,2017,2852,2865,5717
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,1,0,1,0,1
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,56,37,145,135,201,172,373
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,4,10,70,49,74,59,133
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,0,18,10,19,10,29
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,14,12,138,148,152,160,312
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,1,37,35,38,36,74
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,10,12,82,71,92,83,175
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,4,74,59,76,63,139
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,15,5,68,63,83,68,151
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,1,6,10,6,11,17
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,13,15,102,126,115,141,256
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,2,3,4,3,6,9
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,13,110,111,118,124,242
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,0,31,29,33,29,62
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,9,18,123,83,132,101,233
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,2,23,47,26,49,75
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,17,8,55,47,72,55,127
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,1,29,21,32,22,54
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,12,106,92,113,104,217
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,83,99,462,421,545,520,1065
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,7,14,130,127,137,141,278
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,11,5,11,5,16
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,3,19,22,22,25,47
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,14,12,82,70,96,82,178
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,19,17,19,17,36
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,0,15,15,16,15,31
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,0,17,37,20,37,57
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,947,892,3198,2978,4145,3870,8015
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,3,5,9,5,12,17
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,12,11,66,53,78,64,142
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,7,54,51,56,58,114
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,39,33,305,355,344,388,732
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,1,19,17,19,18,37
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,13,11,102,109,115,120,235
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,69,84,341,304,410,388,798
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,2,1,2,1,3
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,2,20,17,21,19,40
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,0,1,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,4,1,35,22,39,23,62
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,5,4,7,5,12
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,6,10,4,18,10,28
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,5,5,46,64,51,69,120
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,6,4,37,33,43,37,80
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,11,14,51,69,62,83,145
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,11,7,34,54,45,61,106
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,7,54,60,62,67,129
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,27,30,29,32,61
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,39,51,243,251,282,302,584
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,12,16,64,59,76,75,151
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,8,4,31,33,39,37,76
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,0,2,8,3,8,11
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,9,9,11,10,21
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,15,8,76,68,91,76,167
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,3,24,24,24,27,51
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,3,1,23,22,26,23,49
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,12,11,12,11,23
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,1,20,9,21,10,31
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,0,0,10,11,10,11,21
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,2,7,11,9,13,22
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,5,1,22,10,27,11,38
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,1,1,55,47,56,48,104
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2021-06-01,2,1,8,10,10,11,21
