,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,19,15,19,15,34
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,3,0,1,1,4,5
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,4,0,4,1,5
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,3,2,3,5
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,5,1,2,4,7,5,12
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,5,2,5,7
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,3,5,3,5,8
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,4,4,4,4,8
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,5,0,5,0,5
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,0,20,22,22,22,44
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,25,30,25,31,56
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,3,3,8,7,11,10,21
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,5,4,22,21,27,25,52
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,5,28,26,28,31,59
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,0,1,0,1,1
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,5,7,23,19,28,26,54
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,1,10,10,12,11,23
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,0,1,2,2,2,4
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,12,7,19,23,31,30,61
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,2,46,42,48,44,92
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,3,1,0,0,3,1,4
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,1,2,1,2,3
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,8,7,28,15,36,22,58
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,4,1,15,12,19,13,32
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,0,1,0,2,2
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,2,2,2,4
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,7,10,50,51,57,61,118
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,1,0,1,0,1
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,7,4,18,33,25,37,62
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,4,28,26,29,30,59
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,1,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,6,4,6,4,10
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,2,2,2,3,5
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,0,2,0,2
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,4,1,22,25,26,26,52
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,10,3,10,3,13
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,6,41,49,43,55,98
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,9,10,7,5,16,15,31
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,4,2,4,6
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,2,4,2,4,6
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,3,0,1,0,4,0,4
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,1,19,18,21,19,40
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,1,1,1,1,2
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,6,11,7,13,13,26
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,6,6,32,19,38,25,63
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,1,8,8,10,9,19
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,1,0,1,0,1
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,5,6,5,6,11
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,1,1,0,2,1,3
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,4,2,28,17,32,19,51
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,7,4,30,46,37,50,87
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,1,2,6,3,7,10
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,2,0,0,0,2,2
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,1,13,13,14,14,28
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,5,13,15,15,20,35
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,1,3,1,4,2,6
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,0,8,13,10,13,23
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,0,139,91,140,91,231
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,2,2,6,6,8,8,16
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,0,3,0,4,4
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,3,0,7,9,10,9,19
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,1,0,3,6,4,6,10
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,10,10,10,11,21
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,25,14,137,125,162,139,301
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,3,1,16,5,19,6,25
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,0,11,13,11,13,24
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,2,13,10,13,12,25
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-06-01,0,1,28,21,28,22,50
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,12,13,13,16,29
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,9,9,11,9,20,18,38
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,0,3,1,3,4
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,1,42,33,45,34,79
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,6,1,6,2,8
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,9,12,11,12,23
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,1,0,1,1
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,6,1,2,4,8,12
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,5,4,6,4,10
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,1,2,3,2,5
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,22,14,23,14,37
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,2,5,6,7,8,15
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,17,15,19,15,34
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,7,5,7,5,12
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,14,16,14,16,30
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,3,16,15,18,18,36
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,1,1,1,2
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,0,0,1,1,2
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,2,1,3,4,7
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,2,2,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,9,31,28,34,37,71
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,4,31,25,36,29,65
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,9,9,7,14,16,30
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,4,3,0,1,4,4,8
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,8,5,8,5,13
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,8,4,8,5,13
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,6,7,7,7,14
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,1,0,1,1
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,7,60,60,65,67,132
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,0,6,2,9,2,11
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,7,3,7,3,10
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,17,15,18,14,35,29,64
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,4,1,8,12,12,13,25
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,5,3,6,4,10
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,10,12,11,15,26
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,2,3,8,4,10,14
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,14,9,16,9,25
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,3,1,4,2,6
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,3,6,5,6,11
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,0,1,0,1
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,2,0,4,0,4
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,4,4,4,4,8
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,6,5,1,1,7,6,13
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,0,2,0,2
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,2,7,4,12,6,18
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,9,1,62,33,71,34,105
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,16,14,17,17,34
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,8,5,8,5,13
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,1,2,0,4,1,5
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,1,12,17,14,18,32
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,7,17,19,18,26,44
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,1,0,1,1
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,7,2,20,15,27,17,44
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,11,15,12,15,27
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,9,4,34,39,43,43,86
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,6,10,6,10,16
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,0,2,0,2
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,4,2,77,64,81,66,147
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,6,9,8,9,17
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,15,12,16,13,29
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,5,4,6,4,10
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,5,4,6,4,10
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,11,4,33,35,44,39,83
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,1,0,0,2,1,3
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,6,26,21,31,27,58
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,1,0,1,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,12,16,12,17,29
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,0,2,0,2
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,3,69,71,72,74,146
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,1,15,26,18,27,45
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,5,2,17,2,22,24
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,3,2,1,5,4,9
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,0,1,1,1,2
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,23,17,24,17,41
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,12,19,13,22,35
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,5,2,5,2,7
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,4,5,4,5,9
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,8,10,8,10,18
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,6,24,17,26,23,49
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,0,0,0,1,1
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,6,3,6,4,10
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,72,62,1028,951,1100,1013,2113
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,1,1,1,2,3
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,1,4,2,4,6
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,2,0,0,1,2,3
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,11,8,11,8,19
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,4,5,4,5,8,13
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,1,1,2,2,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,0,0,1,1,2
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,6,4,6,5,11
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,6,5,5,6,11,17
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,15,9,16,9,25
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,4,3,5,3,8
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,1,7,3,7,10
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,4,1,4,2,6
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,1,0,1,1,2
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,1,1,1,2
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,2,1,2,2,4
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,4,6,4,6,10
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,8,6,9,6,15
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,0,1,5,3,5,8
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,0,1,0,1
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,2,18,10,19,12,31
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,2,10,11,10,13,23
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,25,22,26,22,48
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,5,2,31,26,36,28,64
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,1,26,20,29,21,50
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,6,7,7,7,14
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,0,0,1,1,2
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,1,4,2,4,6
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,1,3,3,5,4,9
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,3,10,9,11,12,23
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,11,21,12,22,34
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,7,2,2,3,9,12
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,1,2,1,3
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,27,22,133,148,160,170,330
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,1,2,1,3
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,2,0,2,2
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,1,3,2,3,5
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,0,1,0,1,1
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,6,4,6,4,10
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,3,1,3,4
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,1,1,1,2
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,0,14,10,17,10,27
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,3,13,4,14,18
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,0,0,0,1,1
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,1,26,29,29,30,59
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,5,16,18,17,23,40
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,0,9,3,10,3,13
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,1,1,2,3,3,4,7
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,1,3,1,3,4
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,3,29,33,32,36,68
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,3,1,3,1,4
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,3,5,44,32,47,37,84
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,1,13,12,15,13,28
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,2,2,19,10,21,12,33
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,1,2,1,2,2,4
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,0,0,2,1,2,1,3
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2021-07-01,31,4,8,3,39,7,46
