,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,0,0,1,1,1,1,2
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,5,74,59,80,64,144
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,2,0,1,0,3,0,3
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,9,12,49,28,58,40,98
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,5,3,19,24,24,27,51
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,4,0,36,40,40,40,80
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,4,32,31,38,35,73
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,1,43,38,49,39,88
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,13,12,67,64,80,76,156
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,2,1,27,15,29,16,45
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,1,1,6,5,7,6,13
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,177,179,594,452,771,631,1402
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,57,69,230,203,287,272,559
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,7,15,15,18,22,40
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,4,1,25,21,29,22,51
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,13,3,126,96,139,99,238
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,14,8,79,65,93,73,166
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,5,57,41,60,46,106
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,25,37,159,163,184,200,384
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,4,5,43,37,47,42,89
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,8,16,114,104,122,120,242
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,101,90,535,491,636,581,1217
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,1,1,6,14,7,15,22
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,8,11,59,57,67,68,135
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,25,29,258,297,283,326,609
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,1,1,5,6,6,7,13
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,6,87,71,90,77,167
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,9,46,42,49,51,100
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,137,109,759,673,896,782,1678
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,7,46,42,52,49,101
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,33,34,283,259,316,293,609
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,66,51,365,318,431,369,800
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,4,8,38,39,42,47,89
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,0,1,14,12,14,13,27
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,169,140,760,758,929,898,1827
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,1,5,30,28,31,33,64
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,84,82,573,584,657,666,1323
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,2,17,18,23,20,43
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,2,37,29,40,31,71
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,34,40,275,252,309,292,601
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,6,3,44,37,50,40,90
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,1,22,22,25,23,48
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,1,5,7,9,8,14,22
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-06-01,3,3,16,15,19,18,37
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,2,19,17,20,19,39
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,25,33,90,95,115,128,243
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,17,13,122,131,139,144,283
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,34,32,81,77,115,109,224
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,4,12,9,14,13,27
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,3,6,4,7,11
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,7,6,65,58,72,64,136
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,51,55,53,57,110
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,5,13,10,19,15,34
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,2,10,16,11,18,29
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,3,28,36,30,39,69
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,9,10,81,68,90,78,168
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,9,5,10,5,15
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,58,65,60,67,127
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,55,34,159,144,214,178,392
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,10,11,98,76,108,87,195
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,60,44,215,216,275,260,535
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,13,9,49,43,62,52,114
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,4,23,36,28,40,68
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,3,35,27,36,30,66
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,47,38,49,40,89
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,26,16,127,119,153,135,288
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,5,37,32,43,37,80
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,4,84,104,87,108,195
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,4,42,29,45,33,78
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,4,4,4,4,8
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,1,4,1,4,5
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,3,20,24,23,27,50
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,112,105,161,160,273,265,538
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,15,10,139,147,154,157,311
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,7,14,25,11,32,25,57
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,5,10,6,11,17
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,4,38,36,40,40,80
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,12,9,112,84,124,93,217
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,15,12,128,128,143,140,283
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,6,41,38,47,44,91
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,3,82,49,87,52,139
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,4,8,113,125,117,133,250
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,2,9,7,10,9,19
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,66,48,67,49,116
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,16,10,55,61,71,71,142
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,0,12,14,14,14,28
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,61,45,183,227,244,272,516
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,19,16,242,234,261,250,511
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,2,42,41,45,43,88
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,19,7,108,113,127,120,247
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,66,67,267,284,333,351,684
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,7,10,94,99,101,109,210
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,4,27,26,30,30,60
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,9,4,25,19,34,23,57
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,0,11,4,13,4,17
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,4,4,4,4,8
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,27,14,201,191,228,205,433
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,3,45,32,50,35,85
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,39,36,114,125,153,161,314
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,6,8,6,8,14
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,2,60,60,63,62,125
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,136,135,186,183,322,318,640
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,5,4,12,6,17,23
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,6,4,6,4,10
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,12,15,14,17,31
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,15,15,73,69,88,84,172
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,40,39,40,39,79
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,4,2,35,29,39,31,70
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,8,3,62,53,70,56,126
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,27,15,68,40,95,55,150
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,62,49,494,410,556,459,1015
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,17,9,63,52,80,61,141
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1739,1679,3513,3313,5252,4992,10244
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,0,3,1,3,4
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,105,69,263,193,368,262,630
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,9,6,63,49,72,55,127
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,28,26,29,26,55
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,21,14,180,180,201,194,395
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,4,3,28,21,32,24,56
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,20,26,207,178,227,204,431
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,4,59,74,60,78,138
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,12,11,66,68,78,79,157
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,13,14,14,15,29
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,16,11,135,124,151,135,286
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,6,5,6,5,11
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,18,11,170,132,188,143,331
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,3,39,34,45,37,82
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,9,5,84,81,93,86,179
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,3,29,33,34,36,70
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,25,21,97,98,122,119,241
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,4,33,18,39,22,61
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,8,12,123,114,131,126,257
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,65,73,549,525,614,598,1212
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,18,13,151,133,169,146,315
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,0,7,7,10,7,17
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,7,1,29,26,36,27,63
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,8,8,91,73,99,81,180
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,4,32,24,35,28,63
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,2,17,7,18,9,27
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,28,28,30,30,60
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1593,1601,4610,4246,6203,5847,12050
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,1,18,14,20,15,35
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,7,78,55,84,62,146
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,7,5,42,39,49,44,93
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,59,46,457,393,516,439,955
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,14,15,15,16,31
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,10,9,119,114,129,123,252
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,76,71,421,380,497,451,948
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,4,1,4,1,5
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,4,29,31,31,35,66
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,3,2,4,2,6
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,0,32,19,34,19,53
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,1,18,11,20,12,32
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,11,8,14,12,25,20,45
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,13,17,83,77,96,94,190
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,3,42,51,43,54,97
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,20,22,143,129,163,151,314
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,4,29,38,34,42,76
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,10,9,120,110,130,119,249
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,21,16,21,16,37
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,35,43,283,214,318,257,575
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,11,42,18,48,29,77
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,3,39,50,41,53,94
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,0,15,5,17,5,22
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,1,4,9,4,10,14
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,15,18,69,70,84,88,172
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,6,32,21,37,27,64
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,5,22,37,22,42,64
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,2,15,10,15,12,27
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,2,2,21,12,23,14,37
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,10,11,11,11,22
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,2,21,15,21,17,38
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,4,23,15,23,19,42
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,5,40,46,46,51,97
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,3,12,9,13,12,25
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,9,12,52,46,61,58,119
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,13,9,42,44,55,53,108
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,15,7,84,72,99,79,178
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,2,75,53,78,55,133
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,22,24,252,239,274,263,537
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,91,80,857,911,948,991,1939
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1851,1718,3154,2828,5005,4546,9551
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,1,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,3,31,33,34,36,70
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,16,9,92,85,108,94,202
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,2,12,6,12,8,20
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,1,9,19,10,20,30
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,1,138,154,141,155,296
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,1,0,17,13,18,13,31
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,5,14,16,19,21,40
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,5,50,45,56,50,106
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,5,18,14,23,19,42
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,3,29,29,29,32,61
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,8,6,112,127,120,133,253
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,20,12,92,59,112,71,183
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,1,1,0,1,1,2
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,22,23,131,138,153,161,314
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,6,8,68,53,74,61,135
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,28,16,157,190,185,206,391
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,21,13,176,154,197,167,364
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,4,2,46,34,50,36,86
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,0,0,1,2,1,2,3
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,5,3,35,30,40,33,73
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,24,13,121,132,145,145,290
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,137,123,803,749,940,872,1812
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2019-07-01,3,4,6,16,9,20,29
