,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,1,5,10,6,11,17
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,0,2,0,2,2
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,2,2,2,2,4
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,1,11,19,13,20,33
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,4,1,1,3,5,4,9
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,0,2,1,2,3
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,1,1,2,1,3,4
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,2,4,5,5,7,12
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,1,16,5,17,6,23
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,3,0,3,0,3
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,12,8,13,8,21
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,2,7,15,10,17,27
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,1,1,2,2,3,5
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,5,21,35,24,40,64
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,29,27,30,27,57
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,0,6,11,9,11,20
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,5,13,14,16,19,35
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,4,35,23,36,27,63
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,2,0,2,2,4,6
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,5,37,15,40,20,60
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,1,9,16,12,17,29
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,1,0,1,0,1
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,9,10,33,18,42,28,70
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,4,3,32,36,36,39,75
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,3,1,3,1,4
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,1,3,1,3,4
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,18,9,96,119,114,128,242
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,1,37,31,40,32,72
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,2,3,3,3,6
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,2,4,2,4,6
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,7,13,108,93,115,106,221
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,8,6,87,72,95,78,173
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,2,45,35,46,37,83
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,1,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,1,5,5,5,6,11
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,3,2,4,2,6
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,1,2,2,2,4
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,1,36,30,38,31,69
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,0,14,11,16,11,27
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,1,51,53,54,54,108
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,3,30,33,32,36,68
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,1,5,3,5,4,9
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,7,3,7,3,10
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,1,2,1,2,3
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,3,12,15,15,18,33
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,1,0,0,0,1,1
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,4,1,9,9,13,10,23
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,4,15,16,18,20,38
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,5,1,5,1,6
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,9,4,15,12,24,16,40
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,1,2,1,2,3
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,1,5,2,5,7
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,7,2,7,2,9
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,14,11,15,11,26
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,3,36,21,39,24,63
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,6,6,6,6,12
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,0,0,1,3,1,4
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,2,7,5,10,7,17
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,3,21,16,21,19,40
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,2,5,18,10,20,15,35
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,4,2,5,2,7
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,7,12,8,12,20
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,1,67,54,68,55,123
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,5,6,6,6,12
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,4,5,4,5,9
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,5,5,7,9,12,14,26
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,5,3,16,21,21,24,45
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,6,6,6,6,12
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,13,12,143,124,156,136,292
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,0,0,8,4,8,4,12
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,0,11,27,12,27,39
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,3,1,12,11,15,12,27
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-03-01,1,1,37,25,38,26,64
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,0,11,10,14,10,24
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,9,8,12,17,21,25,46
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,3,1,3,1,4
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,20,19,21,21,42
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,3,3,4,3,7
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,7,3,7,3,10
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,3,1,3,1,4
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,1,5,6,11,7,18
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,8,10,9,11,20
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,0,2,0,2,2
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,24,18,25,20,45
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,11,5,44,27,55,32,87
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,19,8,20,10,30
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,4,2,4,2,6
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,4,2,24,24,28,26,54
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,0,16,18,18,18,36
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,10,9,10,9,19
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,0,0,1,1,2
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,5,2,0,1,5,3,8
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,4,5,2,0,6,5,11
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,1,39,34,42,35,77
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,4,43,38,49,42,91
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,7,4,1,4,8,8,16
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,0,3,0,3,3
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,9,7,10,8,18
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,9,4,10,5,15
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,0,1,1,1,2
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,6,60,61,66,67,133
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,2,17,16,17,18,35
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,2,3,2,3,5
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,3,3,3,3,6
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,2,6,3,7,10
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,10,7,27,27,37,34,71
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,4,7,5,7,12
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,17,16,17,17,34
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,1,7,8,9,9,18
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,5,14,8,15,13,28
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,20,23,21,24,45
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,4,4,4,4,8
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,3,7,4,7,11
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,4,2,4,2,6
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,4,2,3,3,7,10
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,7,13,8,14,22
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,4,2,2,2,6,4,10
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,0,1,0,1,1
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,4,0,4,1,5
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,7,6,8,8,16
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,5,3,5,4,9
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,1,0,1,1,2
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,4,3,14,18,18,21,39
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,8,9,8,10,18
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,13,12,14,12,26
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,0,0,0,1,1
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,8,3,19,21,27,24,51
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,3,11,9,14,12,26
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,2,2,2,2,4
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,4,9,7,12,11,23
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,10,12,11,13,24
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,4,39,26,45,30,75
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,17,11,17,11,28
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,18,14,19,14,33
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,10,6,35,40,45,46,91
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,3,16,16,19,19,38
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,5,17,47,32,52,49,101
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,2,8,4,10,6,16
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,0,0,1,0,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,4,2,5,2,7
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,10,10,107,72,117,82,199
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,0,0,1,2,3
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,7,4,22,23,29,27,56
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,2,1,2,1,3
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,6,2,7,3,10
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,4,2,4,2,6
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,7,4,35,26,42,30,72
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,3,4,15,4,18,22
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,2,0,1,0,3,3
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,5,6,3,7,8,15
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,2,3,2,3,5
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,4,1,5,2,7
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,22,14,23,15,38
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,5,4,3,7,8,15
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,7,2,14,12,21,14,35
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,10,13,10,14,24
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,8,9,9,11,20
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,0,27,26,30,26,56
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,7,5,1,0,8,5,13
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,0,1,0,1
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,80,82,1831,1745,1911,1827,3738
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,3,4,6,7,9,16
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,1,1,1,2
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,6,13,7,14,21
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,21,20,22,21,43
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,6,4,6,4,10
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,6,9,7,9,16
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,0,1,1,1,2
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,1,1,1,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,2,1,2,3
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,0,0,4,2,4,6
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,0,12,8,15,8,23
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,0,15,16,17,16,33
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,5,3,11,12,16,15,31
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,7,11,8,13,21
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,3,3,6,4,9,7,16
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,2,4,2,5,7
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,5,1,11,7,16,8,24
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,11,3,11,4,15
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,3,26,19,28,22,50
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,0,2,0,2,2
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,0,1,0,1
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,1,0,2,1,3
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,3,9,8,9,11,20
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,3,10,4,12,16
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,4,16,14,16,18,34
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,3,23,28,29,31,60
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,1,3,2,4,6
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,10,5,10,6,16
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,4,3,4,2,8,5,13
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,4,1,4,5
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,3,6,3,7,6,13
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,5,2,18,22,23,24,47
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,7,7,8,8,16
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,6,7,61,49,67,56,123
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,1,3,6,4,7,11
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,2,4,7,5,9,14
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,5,1,5,1,6
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,31,36,118,113,149,149,298
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,0,3,1,3,4
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,2,1,2,3
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,2,0,3,6,5,6,11
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,2,1,2,1,3
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,0,3,0,3,3
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,1,0,3,1,4,1,5
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,1,4,17,4,18,22
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2019-04-01,0,0,1,1,1,1,2
