,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,13,12,13,12,25
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,3,21,23,24,26,50
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,20,24,21,25,46
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,12,16,12,16,28
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,0,6,12,10,12,22
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,3,1,3,1,4
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,0,0,2,0,2
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,2,0,3,0,3
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,1,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,27,19,27,20,47
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,1,30,27,32,28,60
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,6,2,2,5,8,13
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,3,1,3,4
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,3,2,3,5
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,8,4,9,4,13
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,5,60,54,63,59,122
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,2,10,5,14,7,21
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,3,2,3,5
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,5,4,5,4,9
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,2,0,3,0,3
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,0,2,0,2
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,10,11,11,12,23
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,2,10,5,13,7,20
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,4,4,5,4,9
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,8,4,13,5,21,9,30
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,28,19,29,20,49
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,3,2,3,2,5
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,16,10,16,10,26
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,3,5,1,8,4,12
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,5,5,6,6,12
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,7,9,6,6,13,15,28
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,0,1,0,1
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,7,0,3,3,10,13
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,0,2,1,2,3
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,1,7,2,8,10
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,7,33,20,37,27,64
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,8,10,9,12,21
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,5,4,5,5,10
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,2,1,2,3
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,7,4,19,15,26,19,45
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,4,21,22,26,26,52
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,4,4,4,5,9
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,1,4,2,4,6
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,7,9,12,17,19,26,45
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,15,9,17,9,26
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,34,34,36,34,70
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,7,6,7,7,14
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,4,6,4,8,12
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,6,7,53,39,59,46,105
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,2,7,13,12,15,27
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,3,33,42,35,45,80
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,4,11,4,13,8,21
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,4,2,4,2,6
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,13,11,68,89,81,100,181
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,5,1,1,2,6,8
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,8,21,28,26,36,62
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,0,0,0,1,1
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,3,2,3,5
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,4,4,4,4,8
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,3,65,39,69,42,111
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,7,7,8,10,18
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,5,6,10,8,15,23
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,4,3,4,3,7
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,1,3,2,5,7
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,6,16,13,21,19,40
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,10,10,11,11,22
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,5,7,5,7,12
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,2,2,3,3,6
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,9,4,10,5,15
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,25,27,26,30,56
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,0,1,0,2,2
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,5,2,2,6,7,13
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,74,62,1484,1371,1558,1433,2991
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,1,7,13,10,14,24
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,3,2,3,2,5
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,4,2,5,2,7
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,2,3,4,3,7
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,0,2,0,2
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,7,4,7,4,11
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,4,0,4,0,4
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,16,15,17,16,33
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,2,7,5,9,7,16
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,4,0,4,0,4
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,5,4,4,8,9,17
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,0,0,1,0,1
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,3,3,4,5,9
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,11,7,11,8,19
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,8,5,8,5,13
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,13,14,14,16,30
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,2,1,3,4,7
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,2,2,2,4
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,9,5,10,5,15
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,6,2,7,5,12
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,14,16,15,17,32
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,15,34,16,36,52
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,3,13,31,18,34,52
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,5,6,3,8,8,16
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,0,0,1,1,2
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,0,2,0,4,4
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,18,15,18,15,33
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,4,2,6,2,8
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,1,14,2,17,3,20
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,1,12,5,14,6,20
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,6,6,7,6,13
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,26,28,182,185,208,213,421
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,2,1,2,3
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,2,0,2,2
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,0,1,0,2,2
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,2,0,2,2
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,5,3,5,4,9
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,0,1,1,1,2
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,2,13,6,15,8,23
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,2,1,2,3
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,1,6,7,9,8,17
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,2,3,3,4,7
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,1,13,10,15,11,26
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,7,4,23,19,30,23,53
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,2,1,2,3
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,2,5,4,5,9
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,8,6,8,6,14
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,3,1,0,1,3,4
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,3,0,3,0,3
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,2,29,27,30,29,59
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,5,5,41,42,46,47,93
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,12,9,14,9,23
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,7,3,23,29,30,32,62
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,4,5,5,5,10
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,5,9,5,9,14
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,3,3,3,4,7
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,11,6,21,12,32,18,50
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,2,6,5,9,7,16
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,1,0,2,0,2
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,1,2,1,3
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,5,6,5,6,11
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,3,2,5,2,7
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,6,4,6,4,10
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,4,1,5,1,6
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,11,12,60,54,71,66,137
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,5,4,6,5,11
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,0,0,0,3,0,3
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,3,3,3,4,7
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,8,2,8,10
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,6,37,41,39,47,86
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,6,1,6,2,8
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,1,1,1,2
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,2,2,2,4
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,12,9,114,116,126,125,251
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,2,18,19,21,21,42
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,4,2,4,3,7
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,12,8,14,22,26,30,56
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,6,3,7,6,13
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,3,27,25,31,28,59
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,1,2,1,3,4
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,3,16,7,19,10,29
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,6,6,6,7,13
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,9,12,9,13,22
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,11,53,59,56,70,126
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,27,14,27,14,41
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,6,0,0,1,6,7
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,21,29,273,288,294,317,611
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,1,1,1,2
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,2,2,2,4
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,4,1,43,50,47,51,98
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,3,3,6,4,9,13
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,0,1,0,2,2
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,0,0,0,1,1
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,0,1,0,1
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,16,17,114,120,130,137,267
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,0,2,2,4,2,6
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,9,13,57,51,66,64,130
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,2,1,2,3
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,9,10,9,10,19
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,4,5,4,7,11
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,6,1,6,2,8
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,1,0,1,1
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,11,21,11,23,34
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,0,3,1,4,5
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,1,5,4,5,5,10
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,0,2,0,2,2
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,0,1,0,2,0,2
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,12,12,3,3,15,15,30
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,1,1,41,36,42,37,79
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,1,7,9,9,10,19
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,0,6,11,9,11,20
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,2,4,2,4,6
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,10,7,10,7,17
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,5,8,5,10,15
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,3,0,4,1,7,1,8
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,9,6,77,79,86,85,171
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,2,9,9,9,11,20
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,19,14,67,84,86,98,184
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,3,1,3,1,4
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,1,1,1,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,1,1,1,2
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,2,4,7,4,9,8,17
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2020-03-01,0,0,1,0,1,0,1
