,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,9,32,29,37,38,75
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,12,16,53,52,65,68,133
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,14,14,83,123,97,137,234
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,3,42,27,46,30,76
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,2,8,6,9,8,17
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,350,290,1120,989,1470,1279,2749
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,2,28,37,31,39,70
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,0,4,3,6,3,9
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,11,9,135,152,146,161,307
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,7,20,30,25,37,62
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,2,31,32,33,34,67
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,3,31,30,34,33,67
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,11,10,11,10,21
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,10,58,78,66,88,154
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,5,61,49,70,54,124
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,3,6,5,7,8,15
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,13,82,92,90,105,195
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,67,64,563,541,630,605,1235
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,6,28,34,33,40,73
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,50,59,200,155,250,214,464
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,4,11,8,13,12,25
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,164,139,558,508,722,647,1369
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,4,38,33,43,37,80
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,5,6,5,6,11
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,4,37,39,44,43,87
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,3,51,44,53,47,100
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,10,10,53,47,63,57,120
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,96,116,674,669,770,785,1555
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,18,17,33,24,51,41,92
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,18,21,133,126,151,147,298
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,1,12,17,16,18,34
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,122,124,694,744,816,868,1684
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,2,19,9,22,11,33
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,4,45,41,54,45,99
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,3,37,35,46,38,84
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,3,49,52,56,55,111
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,4,53,54,61,58,119
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,1,13,6,13,7,20
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,19,10,47,62,66,72,138
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,10,9,10,9,19
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,7,4,7,4,11
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,5,31,36,35,41,76
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,9,55,70,62,79,141
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,72,51,280,294,352,345,697
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,6,8,59,59,65,67,132
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,26,18,144,133,170,151,321
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,34,34,175,121,209,155,364
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,45,44,362,349,407,393,800
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,6,5,9,5,15,10,25
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,12,11,111,107,123,118,241
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,5,23,16,32,21,53
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,27,32,78,82,105,114,219
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,11,10,37,42,48,52,100
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,33,34,252,226,285,260,545
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,2,36,24,38,26,64
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,17,17,151,120,168,137,305
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,15,15,125,122,140,137,277
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,14,9,76,82,90,91,181
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,6,8,75,63,81,71,152
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,10,14,10,14,24
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,14,76,92,83,106,189
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,14,6,107,126,121,132,253
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,0,13,11,15,11,26
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,1,23,18,26,19,45
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,1,5,1,5,6
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,0,46,37,48,37,85
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,6,5,24,19,30,24,54
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,3,62,39,70,42,112
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,38,26,91,84,129,110,239
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1487,1480,3780,3613,5267,5093,10360
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,10,76,75,83,85,168
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,13,14,94,85,107,99,206
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,2,8,12,8,14,22
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,1,30,30,34,31,65
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,1,20,15,22,16,38
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,0,13,11,14,11,25
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,4,66,45,74,49,123
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,7,13,14,14,21,35
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,1,36,34,39,35,74
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,12,13,61,57,73,70,143
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,45,36,197,197,242,233,475
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,12,22,89,69,101,91,192
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,2,24,34,25,36,61
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,39,47,440,343,479,390,869
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,5,12,12,15,17,32
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,1,37,28,39,29,68
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,9,67,51,74,60,134
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,391,427,1414,1296,1805,1723,3528
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,2,1,2,1,3
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,9,39,51,43,60,103
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,0,27,25,28,25,53
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,2,33,16,37,18,55
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,3,2,3,2,5
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,26,22,108,97,134,119,253
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,3,53,43,55,46,101
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,2,16,17,17,19,36
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,14,6,57,48,71,54,125
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,449,424,724,683,1173,1107,2280
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,6,28,39,36,45,81
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,7,78,62,85,69,154
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,5,59,51,63,56,119
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,2,26,33,28,35,63
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,2,58,41,60,43,103
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,100,119,231,223,331,342,673
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,18,16,111,110,129,126,255
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,1,3,1,3,4
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,5,54,38,54,43,97
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,24,18,26,24,50,42,92
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,1,17,23,19,24,43
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,4,35,30,38,34,72
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,5,28,21,33,26,59
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,4,22,16,25,20,45
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,28,20,75,73,103,93,196
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,3,17,13,18,16,34
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,4,4,4,4,8
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,142,100,531,492,673,592,1265
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,64,78,195,193,259,271,530
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,0,15,15,16,15,31
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,0,29,22,33,22,55
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,4,95,92,103,96,199
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,18,8,66,73,84,81,165
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,2,2,53,37,55,39,94
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,35,43,167,178,202,221,423
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,8,5,38,43,46,48,94
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,5,102,83,106,88,194
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,143,140,352,329,495,469,964
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,1,7,7,8,8,16
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,6,41,51,50,57,107
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,23,64,182,277,205,341,546
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,5,5,6,9,11,14,25
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,4,68,53,72,57,129
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,9,10,35,41,44,51,95
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,152,119,641,607,793,726,1519
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,10,6,44,50,54,56,110
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,26,34,248,256,274,290,564
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,56,41,245,266,301,307,608
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,1,3,39,39,40,42,82
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,2,20,22,20,24,44
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,90,82,797,745,887,827,1714
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,6,2,28,30,34,32,66
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,110,104,542,578,652,682,1334
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,4,24,11,31,15,46
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,2,38,21,38,23,61
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,34,38,263,231,297,269,566
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,7,2,35,36,42,38,80
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,1,26,19,30,20,50
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,4,6,12,12,16,18,34
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-02-01,3,6,10,15,13,21,34
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,3,1,4,18,7,19,26
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,12,10,86,68,98,78,176
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,16,15,130,126,146,141,287
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,9,9,65,70,74,79,153
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,1,6,10,6,11,17
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,0,1,1,1,1,2
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,2,4,42,53,44,57,101
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,7,7,28,27,35,34,69
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,1,16,9,17,10,27
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,0,6,14,10,14,24
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,3,2,26,26,29,28,57
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,6,10,50,64,56,74,130
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,2,3,2,4,4,8
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,1,57,59,61,60,121
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,29,15,158,132,187,147,334
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,7,64,65,68,72,140
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,44,53,182,170,226,223,449
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,8,13,72,60,80,73,153
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,8,2,26,37,34,39,73
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,1,29,18,29,19,48
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,0,41,51,41,51,92
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,15,21,123,87,138,108,246
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,6,4,30,38,36,42,78
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,2,80,69,85,71,156
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,1,18,26,22,27,49
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,0,5,1,6,1,7
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,0,0,1,0,1,1
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,0,9,16,10,16,26
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,71,45,68,60,139,105,244
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,12,7,128,139,140,146,286
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,5,26,33,31,38,69
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,2,3,4,3,6,9
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,3,4,22,23,25,27,52
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,6,2,68,62,74,64,138
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,10,84,60,88,70,158
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,9,3,58,51,67,54,121
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,11,51,49,56,60,116
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,6,7,101,111,107,118,225
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,0,5,7,6,7,13
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,3,0,44,50,47,50,97
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,11,53,60,57,71,128
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,1,11,8,12,9,21
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,33,32,147,158,180,190,370
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,17,138,200,143,217,360
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,1,2,68,37,69,39,108
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,15,14,62,69,77,83,160
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,47,39,231,171,278,210,488
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,10,60,50,65,60,125
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,2,4,28,28,30,32,62
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,3,6,18,15,21,21,42
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,0,0,3,9,3,9,12
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,5,0,2,1,7,1,8
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,25,18,148,140,173,158,331
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,4,2,34,38,38,40,78
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2020-03-01,24,18,134,111,158,129,287
