municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,698,698
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,96,96
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1209,1209
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
HUATAJATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,58,58
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,395,395
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
INGAVI (HUMAITA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
INQUISIVI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,240,240
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,310,310
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1920,1920
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,60336,60336
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,152,152
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1085,1085
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,213,213
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,279,279
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,775,775
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,333,333
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,834,834
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1074,1074
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,279,279
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,372,372
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,16020,16020
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,527,527
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,303,303
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,310,310
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
PAPEL PAMPA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,155,155
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,180,180
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,124,124
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,427,427
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1054,1054
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,12183,12183
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,291,291
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,376,376
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1054,1054
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1705,1705
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,216,216
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1581,1581
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1426,1426
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,2759,2759
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,868,868
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,651,651
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1922,1922
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,341,341
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,110,110
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,124,124
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,80,80
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,682,682
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,837,837
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,2294,2294
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1085,1085
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,615,615
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1483,1483
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,57,57
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1328,1328
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,651,651
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,248,248
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,310,310
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,248,248
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,868,868
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,403,403
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,54119,54119
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,279,279
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,112,112
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
SENA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,181,181
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
SICAYA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,961,961
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,148,148
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,22717,22717
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,806,806
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,154,154
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,572,572
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,16213,16213
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,583,583
TEOPONTE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
TIAWANACU,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,744,744
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,527,527
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,806,806
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,6500,6500
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,2976,2976
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1177,1177
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,62,62
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,690,690
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1264,1264
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,93,93
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,246,246
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1116,1116
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,248,248
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1798,1798
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,310,310
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1240,1240
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,558,558
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,124,124
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,744,744
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,3181,3181
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,341,341
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,31,31
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,1002,1002
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,217,217
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2016-01-01,155,155
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,435,435
ACHOCALLA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1191,1191
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,116,116
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,377,377
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,261,261
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,87,87
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1536,1536
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,401,401
AYO AYO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,785,785
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,339,339
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
BELLA FLOR,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,25,25
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2384,2384
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,203,203
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,319,319
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,196,196
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,290,290
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,116,116
CALAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,59,59
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1073,1073
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2238,2238
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,290,290
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1015,1015
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,225,225
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,783,783
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,93,93
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,818,818
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,60,60
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,667,667
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,116,116
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,435,435
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2612,2612
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,48473,48473
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1044,1044
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,116,116
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,406,406
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,217,217
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,203,203
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,928,928
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,406,406
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,536,536
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,169,169
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,203,203
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,348,348
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,400,400
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,17444,17444
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2001,2001
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,232,232
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,464,464
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
ESCARA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,29,29
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,203,203
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,377,377
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2610,2610
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,910,910
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,330,330
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,105,105
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1740,1740
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,40,40
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,91,91
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,377,377
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,232,232
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,348,348
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,348,348
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1845,1845
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,46544,46544
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,174,174
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,83,83
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1015,1015
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
MACHACAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,87,87
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,290,290
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,284,284
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,145,145
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,58,58
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,752,752
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,310,310
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,1504,1504
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,2724,2724
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,261,261
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2016-02-01,147,147
