municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,32593,32593
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,13,13
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,7,7
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,38,38
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,132,132
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,80,80
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,131,131
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,599,599
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,64,64
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1,1
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,12,12
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,65,65
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,10706,10706
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,26,26
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,847,847
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,65,65
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,55,55
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,39,39
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,59,59
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,9,9
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,26,26
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1180,1180
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,110,110
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,129,129
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,28,28
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,337,337
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,25,25
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,4,4
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,7,7
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,4,4
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,55,55
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,52,52
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,76,76
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,196,196
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,49935,49935
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,606,606
LORETO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,5,5
LURIBAY,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,62,62
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,6,6
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,223,223
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,45,45
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,16,16
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,60,60
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,72,72
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,8,8
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,473,473
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,860,860
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1,1
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,93,93
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,7,7
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,8173,8173
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,258,258
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,63,63
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,150,150
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,11,11
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,68,68
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,6,6
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,10,10
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,489,489
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,7260,7260
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,50,50
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,60,60
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,52,52
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,469,469
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,364,364
PUNA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1,1
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,815,815
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,223,223
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,77,77
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2962,2962
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,177,177
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,312,312
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,730,730
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,6,6
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,9,9
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,14,14
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,34,34
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,44,44
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,352,352
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,91,91
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,197,197
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1126,1126
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,34,34
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,57,57
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,291,291
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,194,194
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,307,307
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,5,5
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,94,94
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,128,128
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,41,41
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,30,30
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,29,29
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,67,67
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,192,192
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,195,195
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,38688,38688
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,82,82
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,64,64
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,62,62
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,5,5
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,50,50
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,14,14
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,24690,24690
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,101,101
TARATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,5,5
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,11891,11891
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,158,158
TEOPONTE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,17,17
TIAWANACU,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,7,7
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,174,174
TOLATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,4,4
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,4491,4491
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2278,2278
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,36,36
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,436,436
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,320,320
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,378,378
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2,2
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,590,590
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,31,31
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,17,17
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,757,757
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,13,13
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,646,646
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,160,160
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,619,619
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,2436,2436
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,3,3
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,1090,1090
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,25,25
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-01-01,95,95
ACACIO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,104,104
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,119,119
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1160,1160
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,11,11
ARAMPAMPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,425,425
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,14,14
AYO AYO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,64,64
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,70,70
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,73,73
BELLA FLOR,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,781,781
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,44,44
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,67,67
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,82,82
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,90,90
CALAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,309,309
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1600,1600
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,36,36
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,391,391
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,124,124
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,138,138
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,312,312
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,14,14
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,219,219
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,99,99
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1567,1567
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,30293,30293
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,77,77
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,44,44
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,120,120
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,102,102
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,222,222
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,24,24
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,462,462
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,69,69
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,13,13
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,86,86
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,11390,11390
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,28,28
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,972,972
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,39,39
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,24,24
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,5,5
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,62,62
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,52,52
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1215,1215
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,84,84
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,11,11
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,265,265
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,33,33
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,10,10
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,14,14
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,30,30
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,34,34
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,636,636
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,37664,37664
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,5,5
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,3,3
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,491,491
LURIBAY,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,8,8
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,22,22
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,160,160
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,89,89
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,6,6
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,81,81
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,108,108
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,9,9
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,608,608
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2067,2067
MORO MORO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,3,3
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,84,84
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,10133,10133
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,224,224
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,235,235
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,79,79
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,6,6
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,31,31
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,13,13
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
PELECHUCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
POCONA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1,1
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,10,10
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,460,460
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,3,3
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4,4
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,4005,4005
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,6,6
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,160,160
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,73,73
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,548,548
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,396,396
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,712,712
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,117,117
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,5,5
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,66,66
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2363,2363
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,112,112
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,278,278
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,578,578
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,16,16
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,2,2
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,44,44
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,40,40
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,265,265
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,86,86
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,83,83
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,1059,1059
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,51,51
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,58,58
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,288,288
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,102,102
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,293,293
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,102,102
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,104,104
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,18,18
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,40,40
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2016-02-01,8,8
