municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
ACACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
ACHACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,38,38
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,36,36
AIQUILE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
ALALAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
ALCALA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
ALTO BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
ANCORAIMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
ANTEQUERA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
ANZALDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
APOLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,19,19
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
ARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,19,19
ARBIETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,29,29
ARQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,34,34
ATOCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,23,23
AUCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
AYATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
AYO AYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,20,20
AZURDUY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
BATALLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
BAURES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
BELEN DE URMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
BERMEJO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,50,50
BETANZOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,39,39
BOLIVAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
CABEZAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,30,30
CAIROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,19,19
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,43,43
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,28,28
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,26,26
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,62,62
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
CHACARILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,50,50
CHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,29,29
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,16,16
CHIMORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,28,28
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
CHUMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
CLIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,20,20
COBIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,121,121
COCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,19,19
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,445,445
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,54,54
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
COLOMI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,29,29
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,53,53
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,31,31
COMANCHE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
COMBAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,39,39
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,38,38
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,91,91
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,35,35
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,935,935
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,18,18
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,82,82
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,37,37
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,61,61
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
EXALTACION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,21,21
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,38,38
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,32,32
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,16,16
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,49,49
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,202,202
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,603,603
LA RIVERA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,94,94
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,26,26
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,21,21
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,25,25
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,138,138
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,18,18
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,21,21
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,290,290
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,23,23
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,21,21
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,25,25
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,50,50
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,20,20
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,29,29
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,23,23
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,22,22
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,16,16
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,20,20
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,13,13
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,322,322
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,44,44
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,57,57
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,28,28
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,32,32
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,123,123
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,22,22
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,24,24
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,159,159
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,16,16
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,153,153
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,28,28
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,7,7
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,19,19
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,73,73
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,29,29
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,80,80
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,26,26
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,72,72
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,10,10
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,31,31
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,40,40
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,17,17
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,50,50
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,11,11
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,14,14
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1044,1044
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,12,12
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,23,23
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,8,8
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2019-03-01,3,3
