municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,144,144
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2,2
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,29,29
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,172,172
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,193,193
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,22,22
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,54,54
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,257,257
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,91,91
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,13,13
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,196,196
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,80,80
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,13,13
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,432,432
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,111,111
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,17,17
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,19,19
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,357,357
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,25,25
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,8,8
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,12,12
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,70,70
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,100,100
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,191,191
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,204,204
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,494,494
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,215,215
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2748,2748
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,4,4
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,277,277
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,124,124
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,12,12
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,98,98
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,18,18
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,534,534
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,111,111
COMANCHE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,28,28
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,25,25
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,18,18
CONCEPCION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,76,76
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,75,75
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,59,59
COROICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,30,30
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,221,221
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,242,242
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,164,164
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,15,15
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,56,56
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,214,214
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,34,34
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,32,32
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,48,48
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1709,1709
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,24,24
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,152,152
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,131,131
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,43,43
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,48,48
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,315,315
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,622,622
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,3,3
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,23,23
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,50,50
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,10,10
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,168,168
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,94,94
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,105,105
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,119,119
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,45,45
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2,2
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,48,48
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,91,91
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,33,33
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,172,172
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,5,5
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,22,22
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,36,36
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,9,9
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,90,90
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,164,164
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,34,34
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,108,108
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,96,96
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,351,351
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,290,290
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,22,22
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,3,3
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,246,246
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,7,7
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,22,22
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,642,642
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,25,25
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2,2
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,110,110
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,48,48
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,12,12
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,26,26
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,177,177
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,73,73
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,26,26
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,303,303
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,117,117
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,8,8
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,72,72
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,307,307
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,24,24
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,81,81
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,4,4
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,186,186
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,53,53
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2803,2803
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,220,220
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,108,108
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,212,212
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,130,130
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,303,303
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,34,34
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,8,8
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,64,64
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,29,29
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,214,214
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,52,52
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,96,96
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,280,280
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,143,143
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,51,51
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,62,62
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,217,217
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,173,173
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,122,122
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,31,31
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,84,84
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,15,15
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,58,58
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,85,85
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,20,20
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,335,335
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,51,51
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,107,107
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,43,43
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,59,59
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,5,5
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,7,7
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,201,201
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,214,214
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,31,31
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1077,1077
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,13,13
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,106,106
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,181,181
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,199,199
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,202,202
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,153,153
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,28,28
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1100,1100
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,37,37
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,264,264
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,83,83
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,134,134
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,120,120
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,15,15
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,153,153
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,12,12
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,11,11
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,94,94
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,124,124
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,3,3
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,5,5
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,865,865
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,76,76
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,24,24
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,94,94
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,110,110
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,107,107
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,179,179
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,461,461
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,2,2
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,28,28
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,149,149
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,466,466
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,46,46
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,27,27
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,11,11
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,12,12
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,19,19
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,63,63
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,3571,3571
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,24,24
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,31,31
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,83,83
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,37,37
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,31,31
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,61,61
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,39,39
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,91,91
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,217,217
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,176,176
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,53,53
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,595,595
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,29,29
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,124,124
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,113,113
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1760,1760
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,11,11
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,55,55
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,96,96
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,89,89
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,14,14
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,361,361
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,166,166
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,36,36
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,94,94
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1396,1396
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,57,57
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,37,37
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,112,112
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,241,241
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,6,6
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,241,241
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,248,248
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,77,77
TODOS SANTOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,58,58
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,46,46
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2019-01-01,134,134
