municipality,group,variable,month,Niñas(os) de 2 años a menores de 5 años con 2da dosis vitamina A,TOTAL
EL PUENTE(STC),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,22,22
EL PUENTE(TJA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,46,46
EL TORNO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,217,217
EL VILLAR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,15,15
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,65,65
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,50,50
ESCOMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,8,8
EXALTACION,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,51,51
FILADELFIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,21,21
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,49,49
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
GUANAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,47,47
GUAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,9,9
GUAYARAMERIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,72,72
GUTIERREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,20,20
HUACARETA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,36,36
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,5,5
HUACHACALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
HUANUNI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,47,47
HUARACAJE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1,1
HUARINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,10,10
HUATAJATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,5,5
HUAYLLAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,5,5
HUMANATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
ICHOCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
ICLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
INCAHUASI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,36,36
INGAVI (HUMAITA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
IXIAMAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
JESUS DE MACHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,36,36
LA ASUNTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,53,53
LA GUARDIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,251,251
LA PAZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1561,1561
LAGUNILLAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,27,27
LAJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,34,34
LAS CARRERAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,22,22
LICOMA PAMPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,130,130
LLICA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
LORETO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,18,18
LURIBAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,14,14
MACHACAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
MACHARETI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,24,24
MAGDALENA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,20,20
MAIRANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,33,33
MALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
MAPIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,12,12
MECAPACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,59,59
MINEROS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,58,58
MIZQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,37,37
MOCOMOCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,41,41
MOJINETE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
MONTEAGUDO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,54,54
MONTERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,341,341
MORO MORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,11,11
MOROCHATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
OCURI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,41,41
OKINAWA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,52,52
OMEREQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,19,19
ORURO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,335,335
PADCAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,57,57
PADILLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,35,35
PAILON,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,29,29
PALCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,36,36
PALOS BLANCOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,54,54
PAMPA AULLAGAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,28,28
PAPEL PAMPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,11,11
PASORAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
PATACAMAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,18,18
PAZÑA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,9,9
PELECHUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
POCOATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,31,31
POCONA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,33,33
POJO (CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,8,8
POOPO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,15,15
PORCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,26,26
POROMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,59,59
PORONGO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,31,31
PORTACHUELO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,50,50
PORVENIR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,46,46
POSTRER VALLE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
POTOSI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,732,732
PRESTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,27,27
PUCARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
PUCARANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,43,43
PUERTO ACOSTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
PUERTO CARABUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,22,22
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,21,21
PUERTO PEREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
PUERTO QUIJARRO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
PUERTO RICO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,26,26
PUERTO SILES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
PUERTO SUAREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
PUERTO VILLARROEL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,113,113
PUNA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,78,78
PUNATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,41,41
QUIABAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,9,9
QUILLACOLLO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,129,129
QUIME,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,11,11
QUIRUSILLAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,14,14
RAVELO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,81,81
REYES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,41,41
RIBERALTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,129,129
ROBORE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,18,18
RURRENABAQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,29,29
SABAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
SACABA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,233,233
SACABAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,8,8
SACACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,30,30
SAIPINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,27,27
SAMAIPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,68,68
SAN AGUSTIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,5,5
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,18,18
SAN BENITO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,41,41
SAN BORJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,106,106
SAN BUENA VENTURA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,10,10
SAN CARLOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,54,54
SAN IGNACIO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,53,53
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,126,126
SAN JAVIER(BNI),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
SAN JAVIER(STC),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,15,15
SAN JOAQUIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,89,89
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,28,28
SAN JULIAN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,143,143
SAN LORENZO(PND),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
SAN LORENZO(TJA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,52,52
SAN LUCAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,70,70
SAN MATIAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,38,38
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,30,30
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1,1
SAN PEDRO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,58,58
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,108,108
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,8,8
SAN PEDRO(PND),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,15,15
SAN RAMON SCZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,33,33
SANTA ANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,19,19
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1289,1289
SANTA ROSA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,24,24
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,77,77
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,10,10
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
SANTIVAÑES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
SAPAHAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,19,19
SENA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,50,50
SHINAOTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,42,42
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,26,26
SICAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
SIPE SIPE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,82,82
SOPACHUY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,19,19
SORACACHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,13,13
SORATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,37,37
SUCRE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,1081,1081
TACACHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
TACACOMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,20,20
TACOBAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,20,20
TACOPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,18,18
TAHUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,12,12
TAPACARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,55,55
TARABUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,52,52
TARACO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
TARATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,22,22
TARIJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,899,899
TARVITA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,51,51
TEOPONTE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
TIAHUANACU,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,8,8
TINGUIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,74,74
TIPUANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,24,24
TIQUIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,140,140
TIRAQUE (CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,2,2
TOCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
TOLATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
TOLEDO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,9,9
TOMAVE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,61,61
TOMINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,27,27
TORO TORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,40,40
TOTORA(CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,17,17
TOTORA(ORR),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,9,9
TRIGAL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,4,4
TRINIDAD,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,21,21
TUPIZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,65,65
TURCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
UMALA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,19,19
UNCIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,75,75
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,72,72
URUBICHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,37,37
UYUNI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,45,45
VACAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,26,26
VALLEGRANDE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,46,46
VIACHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,93,93
VILA VILA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,11,11
VILLA CHARCAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,55,55
VILLA MONTES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,177,177
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,16,16
VILLA RIVERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,23,23
VILLA SERRANO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,36,36
VILLA TUNARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,171,171
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,32,32
VILLAZON,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,167,167
VINTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,65,65
VITICHI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,28,28
WALDO BALLIVIAN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,3,3
WARNES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,395,395
YACO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 2da dosis vitamina a,2019-04-01,6,6
