municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,16,16
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
CHIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
CHUA COCANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,32,32
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,17,17
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,14,14
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,156,156
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,861,861
COIPASA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,49,49
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,13,13
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,21,21
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,67,67
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,28,28
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,30,30
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,17,17
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,27,27
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,75,75
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,14,14
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
CUEVO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
CURVA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1386,1386
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,74,74
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,30,30
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,11,11
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
EXALTACION,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,13,13
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,73,73
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
HUACHACALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,22,22
HUARACAJE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
HUARINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
HUATAJATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,16,16
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,39,39
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,53,53
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1110,1110
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,16,16
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,83,83
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
LORETO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,21,21
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,24,24
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,23,23
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,24,24
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,41,41
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,82,82
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,13,13
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,14,14
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,459,459
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,26,26
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,11,11
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,36,36
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,40,40
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,25,25
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,22,22
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,21,21
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,425,425
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
PUCARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,31,31
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
PUERTO SILES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,23,23
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,141,141
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,19,19
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,79,79
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,175,175
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,14,14
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,26,26
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,296,296
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,26,26
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,46,46
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,269,269
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,27,27
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,81,81
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,17,17
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,31,31
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,33,33
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,119,119
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,27,27
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,39,39
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,52,52
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,35,35
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,38,38
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,23,23
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1285,1285
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,13,13
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,26,26
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,16,16
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,36,36
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,14,14
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,423,423
TACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,7,7
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,25,25
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,24,24
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,11,11
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,267,267
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,17,17
TIAHUANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,17,17
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,13,13
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,101,101
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,2,2
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,9,9
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,15,15
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,21,21
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,58,58
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,59,59
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,10,10
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,18,18
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,3,3
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,5,5
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,42,42
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,32,32
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,65,65
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,4,4
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,12,12
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,78,78
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,1,1
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,8,8
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,115,115
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis completa de hierro,2019-01-01,6,6
