municipality,group,variable,month,Niñas(os) de 2 años a menores de 5 años con 1ra dosis vitamina A,TOTAL
BOLIVAR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,15,15
BOLPEBRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,12,12
BOYUIBE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,28,28
BUENA VISTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,76,76
CABEZAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,84,84
CAIROMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,30,30
"CAIZA ""D""",micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,44,44
CAJUATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,41,41
CALACOTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,47,47
CAMARGO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,36,36
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,10,10
CAMIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,114,114
CAPINOTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,62,62
CAQUIAVIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,16,16
CARACOLLO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,56,56
CARANAVI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,144,144
CARAPARI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,54,54
CARIPUYO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,23,23
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,20,20
CATACORA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,6,6
CHACARILLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,3,3
CHALLAPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,107,107
CHAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,39,39
CHARAGUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,48,48
CHARAÑA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,6,6
CHAYANTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,30,30
CHIMORE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,113,113
CHIPAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,12,12
CHUA COCANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,19,19
CHUMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,23,23
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,29,29
CKOCHAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,42,42
CLIZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,69,69
COBIJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,182,182
COCAPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,69,69
COCHABAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,882,882
COIPASA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,122,122
"COLCHA ""K""",micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,32,32
COLLANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,13,13
COLOMI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,56,56
COLPA BELGICA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,14,14
COLQUECHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,131,131
COLQUENCHA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,28,28
COLQUIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,26,26
COMANCHE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,4,4
COMARAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,53,53
COMBAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
CONCEPCION,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,74,74
COPACABANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,42,42
CORIPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,62,62
CORO CORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,9,9
COROICO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,43,43
CORQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,18,18
COTAGAITA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,66,66
COTOCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,233,233
CUATRO CAÑADAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,100,100
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,11,11
CUEVO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,29,29
CULPINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,43,43
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,9,9
CURVA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,14,14
DESAGUADERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,14,14
EL ALTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2364,2364
EL CHORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,11,11
EL PUENTE(STC),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,51,51
EL PUENTE(TJA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,54,54
EL TORNO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,190,190
EL VILLAR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,12,12
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,104,104
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,134,134
ESCARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1,1
ESCOMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,15,15
ESMERALDA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,20,20
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,18,18
EXALTACION,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,12,12
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,75,75
FILADELFIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,23,23
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,15,15
GUANAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,55,55
GUAQUI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,17,17
GUAYARAMERIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,101,101
GUTIERREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,24,24
HUACARETA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,38,38
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,15,15
HUACHACALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,47,47
HUARACAJE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,6,6
HUARINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,30,30
HUATAJATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,8,8
HUMANATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,9,9
ICHOCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,13,13
ICLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,26,26
INCAHUASI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,38,38
INGAVI (HUMAITA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,27,27
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,29,29
IXIAMAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,19,19
JESUS DE MACHACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,36,36
LA ASUNTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,124,124
LA GUARDIA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,265,265
LA PAZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1449,1449
LAGUNILLAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,39,39
LAJA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,70,70
LAS CARRERAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,13,13
LICOMA PAMPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,217,217
LLICA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,7,7
LORETO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,6,6
LURIBAY,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,11,11
MACHACAMARCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,12,12
MACHARETI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,17,17
MAGDALENA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,83,83
MAIRANA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,60,60
MALLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
MAPIRI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,67,67
MECAPACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,30,30
MINEROS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,114,114
MIZQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,106,106
MOCOMOCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,47,47
MOJINETE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,23,23
MONTEAGUDO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,111,111
MONTERO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,519,519
MORO MORO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,7,7
MOROCHATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,16,16
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
OCURI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,50,50
OKINAWA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,58,58
OMEREQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,31,31
ORURO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,728,728
PADCAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,64,64
PADILLA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,49,49
PAILON,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,109,109
PALCA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,43,43
PALOS BLANCOS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,106,106
PAMPA AULLAGAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
PAMPA GRANDE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,27,27
PAPEL PAMPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,17,17
PASORAPA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,8,8
PATACAMAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,34,34
PAZÑA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,19,19
PELECHUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,32,32
POCOATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,59,59
POCONA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,30,30
POJO (CBBA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,21,21
POOPO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,21,21
PORCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,36,36
POROMA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,25,25
PORONGO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,54,54
PORTACHUELO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,56,56
PORVENIR,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,18,18
POSTRER VALLE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,2,2
POTOSI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,712,712
PRESTO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,21,21
PUCARA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
PUCARANI,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,96,96
PUERTO ACOSTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,22,22
PUERTO CARABUCO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,34,34
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,24,24
PUERTO PEREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,24,24
PUERTO QUIJARRO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,29,29
PUERTO RICO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,27,27
PUERTO SILES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,13,13
PUERTO VILLARROEL,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,106,106
PUNA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,65,65
PUNATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,89,89
QUIABAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,307,307
QUIME,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,26,26
QUIRUSILLAS,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,4,4
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,16,16
RAVELO,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,50,50
REYES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,41,41
RIBERALTA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,473,473
ROBORE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,39,39
RURRENABAQUE,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,44,44
SABAYA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,7,7
SACABA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,653,653
SACABAMBA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,7,7
SACACA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,63,63
SAIPINA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,35,35
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,42,42
SAMAIPATA,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,48,48
SAN AGUSTIN,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,5,5
SAN ANDRES,micronutrientes,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2019-01-01,32,32
