municipality,group,variable,month,Niñas(os) menores de 1 año que reciben alimento complementario,TOTAL
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
BELEN DE URMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,26,26
BERMEJO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
BETANZOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,171,171
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,40,40
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,19,19
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,52,52
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,2,2
CABEZAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,130,130
CAIROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,46,46
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,60,60
CAJUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CALACOTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,74,74
CAMARGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,97,97
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,22,22
CAMIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,42,42
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,138,138
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,50,50
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
CARANAVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CARAPARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,97,97
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,43,43
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
CATACORA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,2,2
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,5,5
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,229,229
CHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,57,57
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,19,19
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,9,9
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CHIMORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,223,223
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,10,10
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
CHUMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,46,46
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,42,42
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,84,84
CLIZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,123,123
COBIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,292,292
COCAPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,123,123
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1666,1666
COIPASA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,242,242
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,70,70
COLLANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,67,67
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,12,12
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,272,272
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,66,66
COMANCHE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,11,11
COMARAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,17,17
COMBAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,2,2
COPACABANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,34,34
CORIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,33,33
CORO CORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,51,51
COROICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CORQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,144,144
COTOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,173,173
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,147,147
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,10,10
CUEVO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,38,38
CULPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,122,122
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,21,21
CURVA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,14,14
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,21,21
EL ALTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1316,1316
EL CHORO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,19,19
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,96,96
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,63,63
EL TORNO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,33,33
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,31,31
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,168,168
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,357,357
ESCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
ESCOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,27,27
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,29,29
EXALTACION,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,14,14
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,74,74
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,57,57
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,54,54
GUANAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,70,70
GUAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,32,32
HUACARETA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,45,45
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,92,92
HUARINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
HUMANATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
ICHOCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
ICLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,31,31
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,88,88
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,17,17
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,50,50
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,7,7
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,55,55
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,208,208
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,238,238
LA PAZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,19,19
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
LAJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,142,142
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,361,361
LLICA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,12,12
LURIBAY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,52,52
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,22,22
MAIRANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
MALLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
MAPIRI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,123,123
MECAPACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,49,49
MINEROS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
MIZQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,182,182
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,59,59
MOJINETE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,41,41
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,167,167
MONTERO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,45,45
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,50,50
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
OCURI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,87,87
OKINAWA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,32,32
ORURO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1717,1717
PADCAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,117,117
PADILLA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,70,70
PAILON,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,140,140
PALCA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,76,76
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,151,151
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,28,28
PASORAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,128,128
PAZÑA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,23,23
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,44,44
POCOATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,159,159
POCONA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,63,63
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,29,29
POOPO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,35,35
PORCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,143,143
POROMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,83,83
PORONGO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,73,73
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,26,26
PORVENIR,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,38,38
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
POTOSI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,31,31
PRESTO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,54,54
PUCARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,10,10
PUCARANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,176,176
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,41,41
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,11,11
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,44,44
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,20,20
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,29,29
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
PUNA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,96,96
PUNATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,104,104
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,13,13
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,662,662
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,9,9
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,46,46
RAVELO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,87,87
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,159,159
ROBORE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,138,138
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,114,114
SABAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,17,17
SACABA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,719,719
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,26,26
SACACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,118,118
SAIPINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,47,47
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,55,55
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,66,66
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,7,7
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,83,83
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,12,12
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,64,64
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,72,72
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,14,14
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1,1
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,534,534
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,65,65
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,12,12
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,57,57
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,60,60
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,30,30
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,117,117
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,220,220
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,21,21
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,129,129
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,213,213
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,29,29
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,20,20
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,6,6
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,5,5
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,4,4
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,7,7
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,45,45
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,2974,2974
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,12,12
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,15,15
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,36,36
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,25,25
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,16,16
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,26,26
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,23,23
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,61,61
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,151,151
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,109,109
SICAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,31,31
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,372,372
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,8,8
SORACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,55,55
SORATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,82,82
SUCRE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,1104,1104
TACACHI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,7,7
TACACOMA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,40,40
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,48,48
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,42,42
TAHUA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,3,3
TAPACARI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,169,169
TARABUCO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,80,80
TARACO,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,25,25
TARATA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,72,72
TARIJA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,844,844
TARVITA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,35,35
TEOPONTE,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,20,20
TIAHUANACU,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,48,48
TINGUIPAYA,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,130,130
TIPUANI,micronutrientes,ninas(os) menores de 1 ano que reciben alimento complementario,2019-01-01,5,5
