municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
BELLA FLOR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
BERMEJO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,77,77
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,36,36
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
BOLPEBRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,36,36
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,16,16
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,99,99
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
CARANAVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,103,103
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
CHACARILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,54,54
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,54,54
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,29,29
CHIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
CHUA COCANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,38,38
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,149,149
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,16,16
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,513,513
COIPASA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,21,21
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,25,25
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,46,46
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,36,36
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,39,39
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,22,22
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,15,15
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,104,104
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,17,17
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
CUEVO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,19,19
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1363,1363
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,86,86
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,43,43
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,23,23
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,128,128
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
HUACHACALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,29,29
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,63,63
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,74,74
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1099,1099
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,60,60
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,27,27
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,27,27
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,26,26
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,36,36
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,95,95
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,15,15
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,16,16
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,476,476
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,20,20
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,21,21
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,16,16
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,40,40
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,34,34
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,34,34
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,15,15
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,10,10
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,10,10
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,15,15
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,30,30
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,312,312
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,35,35
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,11,11
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,32,32
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,44,44
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,169,169
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,70,70
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,198,198
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,17,17
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,21,21
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,442,442
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,23,23
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,56,56
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,235,235
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,22,22
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,99,99
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,23,23
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,34,34
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,35,35
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,130,130
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,25,25
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,52,52
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,63,63
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,39,39
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,23,23
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,44,44
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,46,46
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1453,1453
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,27,27
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,48,48
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,481,481
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,26,26
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,22,22
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,329,329
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,11,11
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,14,14
TIAHUANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,13,13
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,87,87
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,18,18
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,8,8
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,11,11
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,24,24
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,56,56
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,71,71
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,1,1
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
UYUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,53,53
VACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,25,25
VIACHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,44,44
VILA VILA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,2,2
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,11,11
VILLA MONTES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,75,75
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,5,5
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,162,162
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
VILLAZON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,52,52
VINTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,36,36
VITICHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,7,7
WALDO BALLIVIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
WARNES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,125,125
YACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
YACUIBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,155,155
YAMPARAEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,3,3
YANACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,133,133
YOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,4,4
YOTALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,9,9
YUNCHARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,6,6
ZUDAÑEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-03-01,12,12
ACACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,3,3
ACHACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,38,38
ACHOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,8,8
AIQUILE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,32,32
ALALAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,3,3
ALTO BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,9,9
ANCORAIMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,10,10
ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2019-04-01,2,2
