municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,12,12
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,33,33
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,104,104
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,22,22
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,608,608
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,102,102
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,32,32
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,54,54
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,9,9
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,32,32
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,30,30
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,46,46
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,14,14
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,23,23
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,20,20
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,37,37
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,140,140
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,37,37
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,8,8
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,22,22
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1365,1365
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,12,12
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,81,81
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,28,28
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,80,80
ESCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,26,26
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,91,91
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,9,9
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,25,25
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,18,18
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,85,85
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,147,147
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1033,1033
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,15,15
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,31,31
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,76,76
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,15,15
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,21,21
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,20,20
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,38,38
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,14,14
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,49,49
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,25,25
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,38,38
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,180,180
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,25,25
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,19,19
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,422,422
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,19,19
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,22,22
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,62,62
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,32,32
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,44,44
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,12,12
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,55,55
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,42,42
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,8,8
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,31,31
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,15,15
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,18,18
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,28,28
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,399,399
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,40,40
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,11,11
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,30,30
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,14,14
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,24,24
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,78,78
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,25,25
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,55,55
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,170,170
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,21,21
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,22,22
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,207,207
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,18,18
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,38,38
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,275,275
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,24,24
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,17,17
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,17,17
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,19,19
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,85,85
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,16,16
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,31,31
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,40,40
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,127,127
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,10,10
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,20,20
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,47,47
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,19,19
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,72,72
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,17,17
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,50,50
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,31,31
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,14,14
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,6,6
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,48,48
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,24,24
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,2032,2032
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,20,20
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,25,25
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,8,8
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2019-01-01,13,13
