municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
BOLPEBRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,20,20
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,81,81
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,17,17
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,12,12
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,41,41
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,15,15
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,30,30
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,71,71
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,20,20
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,48,48
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,18,18
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,32,32
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,32,32
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,61,61
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,12,12
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,28,28
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,104,104
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,22,22
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,581,581
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,78,78
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,31,31
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,54,54
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,27,27
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,17,17
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,47,47
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,34,34
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,105,105
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,36,36
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,21,21
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1236,1236
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,12,12
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,72,72
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,31,31
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,80,80
ESCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
ESMERALDA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,8,8
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,29,29
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,57,57
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,18,18
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,17,17
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,86,86
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,224,224
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,615,615
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,31,31
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,76,76
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,15,15
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,20,20
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,47,47
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,53,53
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,25,25
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,37,37
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,162,162
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,25,25
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,18,18
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,405,405
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,21,21
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,22,22
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,50,50
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,32,32
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,41,41
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,58,58
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,42,42
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,31,31
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,18,18
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,375,375
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,38,38
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,11,11
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,28,28
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,41,41
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,25,25
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,49,49
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,161,161
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,21,21
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,15,15
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,207,207
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,40,40
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,262,262
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,16,16
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,87,87
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,30,30
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,124,124
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,20,20
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,25,25
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,19,19
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,70,70
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,15,15
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,20,20
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,52,52
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,71,71
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,14,14
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,27,27
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,48,48
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,13,13
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,8,8
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,55,55
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,1848,1848
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,26,26
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,8,8
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,6,6
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,17,17
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,23,23
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,45,45
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,26,26
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,8,8
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,95,95
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,7,7
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,9,9
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2019-01-01,37,37
