municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CAMARGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,29,29
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
CAMIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,93,93
CAPINOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,42,42
CAQUIAVIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
CARACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,42,42
CARANAVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,99,99
CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
CARAPARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
CATACORA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
CHACARILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,62,62
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,93,93
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,102,102
CHIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
CHOQUE COTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,26,26
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,20,20
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,31,31
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,151,151
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,29,29
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1401,1401
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,88,88
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,29,29
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,59,59
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,57,57
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,18,18
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,38,38
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,52,52
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,36,36
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,44,44
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,182,182
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,33,33
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2111,2111
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,149,149
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,31,31
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,124,124
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,14,14
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,87,87
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,37,37
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,17,17
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,20,20
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,18,18
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,77,77
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,292,292
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1436,1436
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,14,14
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,36,36
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,102,102
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,29,29
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,58,58
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,28,28
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,45,45
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,50,50
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,37,37
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,311,311
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,25,25
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,729,729
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,54,54
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,36,36
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,58,58
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,26,26
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,55,55
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,14,14
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,32,32
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,26,26
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,37,37
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,579,579
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,11,11
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,47,47
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,7,7
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,20,20
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,110,110
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,18,18
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,87,87
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,345,345
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
RAQAYPAMPA(ETA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,14,14
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,26,26
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,273,273
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,32,32
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,44,44
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,369,369
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,27,27
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,16,16
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,16,16
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,118,118
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,39,39
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,34,34
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,200,200
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,32,32
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,21,21
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,82,82
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,51,51
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,47,47
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,3,3
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,18,18
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,63,63
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6657,6657
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,24,24
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,33,33
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,4,4
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,31,31
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,54,54
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,36,36
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,8,8
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,88,88
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,25,25
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,585,585
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,19,19
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,11,11
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,9,9
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,36,36
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,12,12
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,327,327
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,23,23
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,16,16
TIAHUANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,17,17
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,22,22
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,151,151
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,31,31
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,13,13
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,6,6
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,18,18
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,15,15
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,10,10
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,26,26
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,11,11
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2019-01-01,5,5
