municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,26,26
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,12,12
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,4,4
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,9,9
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,2,2
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,17,17
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,40,40
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,13,13
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,3,3
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,13,13
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,383,383
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,7,7
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,20,20
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,15,15
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,3,3
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,7,7
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,322,322
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,11,11
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,14,14
TIAHUANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,12,12
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,87,87
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,16,16
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,2,2
TOLATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,2,2
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,1,1
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,8,8
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,7,7
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,11,11
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,22,22
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,15,15
TURCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,1,1
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,17,17
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,45,45
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,9,9
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,31,31
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,45,45
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,2,2
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,11,11
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,32,32
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,5,5
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,11,11
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,159,159
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,51,51
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,39,39
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,7,7
WALDO BALLIVIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,4,4
WARNES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,86,86
YACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,9,9
YACUIBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,136,136
YAMPARAEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,2,2
YANACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,3,3
YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,112,112
YOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,4,4
YOTALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,9,9
YUNCHARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,6,6
ZUDAÑEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-03-01,11,11
ACACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
ACHACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,36,36
ACHOCALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
AIQUILE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,29,29
ALALAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
ALTO BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
ANCORAIMES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
ANDAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
ANTEQUERA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
ANZALDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
APOLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,26,26
ARAMPAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
ARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
ARBIETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
ARQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,61,61
ATOCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
AUCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
AYATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
AYO AYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,26,26
AZURDUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
BATALLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,27,27
BAURES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
BELEN DE URMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
BELLA FLOR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
BERMEJO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,21,21
BETANZOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,25,25
BOYUIBE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CABEZAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,51,51
CAIROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
"CAIZA ""D""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
CAJUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
CALACOTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CALAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
CAMARGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,16,16
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
CAMIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,36,36
CAPINOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,24,24
CAQUIAVIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
CARACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
CARANAVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,69,69
CARAPARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
CARIPUYO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
CATACORA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,45,45
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,52,52
CHARAÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,12,12
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,33,33
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,31,31
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,23,23
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,62,62
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,18,18
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1198,1198
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,49,49
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,17,17
COLPA BELGICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,46,46
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
COMANCHE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,30,30
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,12,12
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,15,15
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,17,17
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,97,97
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,27,27
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,18,18
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,901,901
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,90,90
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,40,40
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,17,17
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
HUACHACALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
INGAVI (HUMAITA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,14,14
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,52,52
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,64,64
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,673,673
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,59,59
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
MAGDALENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,21,21
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,16,16
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,29,29
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,14,14
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,26,26
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,65,65
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,376,376
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,18,18
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,40,40
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,35,35
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,39,39
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,26,26
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,11,11
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,18,18
PORTACHUELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,27,27
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
POSTRER VALLE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,104,104
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,27,27
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,133,133
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,14,14
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,45,45
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,186,186
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
RAQAYPAMPA(ETA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,8,8
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,17,17
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,207,207
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,29,29
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,33,33
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,262,262
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,20,20
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,10,10
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,68,68
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,21,21
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,16,16
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,35,35
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,73,73
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,24,24
SAN JOAQUIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,34,34
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,5,5
SAN LORENZO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,9,9
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,7,7
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,36,36
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,13,13
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,3,3
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,12,12
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2019-04-01,46,46
