,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,8,2,9,2,11
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,7,1,7,8
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,8,5,28,25,36,30,66
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,2,0,0,2,2,4
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,15,26,16,28,44
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,1,2,1,3
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,2,5,3,5,8
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,1,0,2,1,3
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,35,34,37,34,71
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,5,1,5,2,7
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,9,13,11,14,25
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,1,4,4,7,5,12
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,0,0,1,1,2
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,11,10,13,11,24
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,3,7,5,11,8,19
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,9,3,4,6,13,19
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,6,9,7,9,16
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,4,7,4,7,11
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,18,17,19,19,38
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,5,4,6,4,10
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,59,59,955,884,1014,943,1957
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,0,0,1,0,1
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,2,7,4,9,6,15
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,8,0,8,8
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,8,5,8,5,13
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,8,8,8,9,17
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,4,2,5,2,7
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,3,0,3,0,3
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,4,15,5,16,21
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,5,12,6,12,18
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,9,11,9,11,20
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,9,3,13,5,22,8,30
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,5,5,6,5,11
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,0,0,1,0,1
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,0,5,1,6,7
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,3,2,3,5
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,5,8,6,8,14
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,6,4,6,4,10
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,3,23,26,25,29,54
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,0,1,1,2,3
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,1,2,3,2,5
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,2,7,8,7,10,17
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,9,6,10,8,19,14,33
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,7,17,7,17,24
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,6,2,35,35,41,37,78
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,5,3,24,25,29,28,57
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,3,6,6,9,9,18
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,4,0,0,4,4,8
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,4,4,6,4,10
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,11,9,11,9,20
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,4,4,11,5,15,20
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,3,4,6,6,9,15
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,2,1,5,4,7,11
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,25,27,154,157,179,184,363
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,5,1,5,6
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,1,2,1,3
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,2,2,2,4
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,2,2,2,4
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,0,3,0,6,0,6
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,4,4,4,4,8
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,11,12,12,13,25
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,3,1,3,4
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,12,10,13,10,23
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,3,3,4,4,8
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,13,11,15,12,27
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,20,15,21,17,38
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,0,2,0,2
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,6,7,6,8,14
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,5,4,6,4,10
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,4,0,5,0,5
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,5,4,13,16,18,20,38
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,3,1,4,2,6
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,3,29,25,31,28,59
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,5,6,5,6,11
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,2,35,31,39,33,72
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,12,4,12,5,17
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,14,3,11,10,25,13,38
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,2,13,7,16,9,25
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,2,2,4,2,6,8
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,0,3,1,3,4
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,1,1,1,2,3
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,1,0,1,1,2
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,0,1,1,2,3
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,4,1,4,5
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,3,2,2,6,5,11
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,6,6,62,55,68,61,129
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,0,5,2,5,7
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,3,2,3,5
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,3,2,3,2,5
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,6,8,7,8,15
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,27,33,28,34,62
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,3,3,5,3,8,11
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,0,1,2,2,4
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,7,5,51,61,58,66,124
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,5,18,11,19,16,35
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,8,8,9,10,17,18,35
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,6,0,7,2,9
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,4,4,10,6,14,20
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,3,2,3,5
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,4,3,5,5,10
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,4,3,5,3,8
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,4,13,4,14,18
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,5,41,42,42,47,89
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,0,42,50,45,50,95
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,2,1,4,1,6,7
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,14,16,225,208,239,224,463
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,2,0,2,2
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,1,1,1,2
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,4,3,4,4,8
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,44,62,45,63,108
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,3,0,0,3,3,6
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,6,5,7,5,12
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,0,0,1,0,1
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,2,108,107,110,109,219
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,9,4,53,50,62,54,116
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,3,1,3,4
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,15,13,16,14,30
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,1,1,2,4,3,7
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,7,4,8,4,12
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,2,0,2,2
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,2,1,2,3
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,28,29,7,8,35,37,72
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,12,4,12,4,16
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,3,27,25,28,28,56
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,2,2,2,4,4,8
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,5,6,1,3,6,9,15
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,4,0,4,0,4
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,1,3,3,4,7
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,6,6,6,6,12
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,7,6,8,6,14
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,6,10,65,61,71,71,142
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,22,11,23,13,36
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,1,0,2,0,2
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,11,10,54,58,65,68,133
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,0,1,1,4,1,5
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,4,37,42,39,46,85
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,0,3,1,4,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,7,8,7,9,16
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,35,21,135,25,170,46,216
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,2,2,2,4
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,2,1,2,3
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,11,12,11,12,23
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,3,0,0,1,3,4
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,6,0,7,7
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,3,2,3,2,5
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,1,8,5,11,6,17
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,2,3,10,3,12,15
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,5,6,5,6,11
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,1,1,1,2,3
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,0,34,28,38,28,66
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,19,22,19,22,41
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,6,1,6,4,12,5,17
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,5,5,18,25,23,30,53
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,2,14,18,15,20,35
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,3,5,18,19,21,24,45
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,13,8,15,8,23
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,2,0,2,2
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,7,9,30,23,37,32,69
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,3,23,30,25,33,58
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,4,1,4,5
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,7,13,52,32,59,45,104
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,3,30,23,32,26,58
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,3,6,3,7,10
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,1,3,2,4,6
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,5,6,39,40,44,46,90
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,3,25,36,25,39,64
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,1,28,15,30,16,46
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,2,3,2,3,5
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,1,0,1,1,2
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,2,0,17,12,19,12,31
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,13,9,14,9,23
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,0,47,50,51,50,101
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,3,2,3,2,5
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,3,1,4,1,5
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,0,0,0,1,1
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,6,8,7,8,15
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,0,1,0,1,1
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,1,8,4,8,5,13
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,7,12,22,26,29,38,67
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,3,2,4,3,7
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,3,12,17,13,20,33
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,0,0,1,3,1,3,4
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,0,0,3,1,3,4
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,4,0,2,5,6,5,11
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2023-02-01,1,1,9,13,10,14,24
