,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,7,2,90,55,97,57,154
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,411,353,1263,1286,1674,1639,3313
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,5,5,7,5,12,17
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,4,2,38,45,42,47,89
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,1,23,18,24,19,43
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,1,12,15,13,16,29
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,6,1,6,1,7
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,25,19,95,103,120,122,242
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,2,34,53,37,55,92
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,1,23,30,26,31,57
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,14,8,78,81,92,89,181
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,511,513,806,781,1317,1294,2611
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,6,7,26,42,32,49,81
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,10,11,56,38,66,49,115
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,4,6,64,71,68,77,145
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,4,4,21,15,25,19,44
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,3,40,47,43,50,93
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,117,101,260,252,377,353,730
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,14,10,126,117,140,127,267
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,1,5,1,5,6
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,48,43,48,43,91
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,1,2,1,2,3
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,17,11,24,39,41,50,91
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,2,17,17,18,19,37
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,1,23,11,24,12,36
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,4,2,17,23,21,25,46
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,6,6,42,29,48,35,83
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,70,57,51,41,121,98,219
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,0,27,11,28,11,39
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,1,5,5,8,6,14
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,217,238,535,417,752,655,1407
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,109,30,223,186,332,216,548
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,24,15,24,15,39
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,5,1,20,27,25,28,53
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,6,10,96,104,102,114,216
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,21,17,62,62,83,79,162
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,1,60,44,63,45,108
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,45,45,171,168,216,213,429
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,5,42,38,45,43,88
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,15,11,100,109,115,120,235
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,108,97,380,312,488,409,897
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,1,14,13,15,14,29
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,5,2,49,50,54,52,106
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,38,28,202,178,240,206,446
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,2,14,13,17,15,32
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,6,15,76,68,82,83,165
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,2,1,27,22,29,23,52
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,171,183,777,667,948,850,1798
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,10,42,50,45,60,105
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,18,18,173,194,191,212,403
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,143,125,266,258,409,383,792
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,5,34,39,35,44,79
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,2,12,15,12,17,29
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,112,117,755,768,867,885,1752
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,2,0,26,17,28,17,45
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,88,112,458,454,546,566,1112
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,7,4,27,17,34,21,55
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,1,0,26,15,27,15,42
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,29,30,97,161,126,191,317
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,4,9,31,36,35,45,80
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,3,4,22,31,25,35,60
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,2,2,9,9,11,11,22
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,0,0,2,0,2,2
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-06-01,0,1,23,10,23,11,34
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,3,7,8,8,11,19
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,19,23,79,98,98,121,219
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,13,6,189,186,202,192,394
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,12,16,84,89,96,105,201
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,6,4,8,7,15
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,1,7,3,8,4,12
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,7,3,53,58,60,61,121
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,2,40,41,44,43,87
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,12,7,12,7,19
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,7,8,9,11,20
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,2,21,32,24,34,58
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,18,22,111,114,129,136,265
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,2,5,3,5,5,10
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,6,68,68,73,74,147
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,20,21,153,175,173,196,369
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,6,2,64,54,70,56,126
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,53,39,244,233,297,272,569
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,4,47,47,52,51,103
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,4,31,24,34,28,62
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,0,40,46,43,46,89
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,0,44,35,45,35,80
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,25,19,120,100,145,119,264
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,5,46,35,50,40,90
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,3,84,103,89,106,195
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,8,8,34,19,42,27,69
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,0,3,0,3,3
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,1,2,1,2,3
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,3,9,12,10,15,25
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,61,68,93,89,154,157,311
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,18,8,124,132,142,140,282
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,6,20,24,25,30,55
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,0,7,5,9,5,14
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,7,26,26,30,33,63
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,14,9,65,81,79,90,169
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,16,13,90,96,106,109,215
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,8,2,53,43,61,45,106
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,5,62,41,65,46,111
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,6,6,74,56,80,62,142
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,3,4,3,4,7
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,67,61,69,64,133
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,9,14,55,57,64,71,135
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,12,8,12,8,20
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,35,33,162,158,197,191,388
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,13,15,177,205,190,220,410
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,1,54,54,54,55,109
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,14,11,117,95,131,106,237
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,55,53,270,259,325,312,637
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,12,6,75,51,87,57,144
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,3,34,28,39,31,70
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,7,11,35,38,42,49,91
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,2,6,2,6,8
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,8,4,8,4,12
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,18,12,151,134,169,146,315
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,3,32,53,33,56,89
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,47,47,122,129,169,176,345
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,6,9,6,9,15
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,6,12,52,56,58,68,126
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,134,113,123,122,257,235,492
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,1,7,7,8,8,16
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,3,4,3,4,7
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,1,9,8,11,9,20
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,44,41,37,37,81,78,159
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,1,23,31,23,32,55
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,10,8,44,49,54,57,111
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,6,37,61,40,67,107
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,50,61,78,70,128,131,259
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,42,57,343,334,385,391,776
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,26,21,66,59,92,80,172
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,986,946,2976,2564,3962,3510,7472
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,1,1,5,2,6,8
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,80,61,244,235,324,296,620
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,3,74,53,77,56,133
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,12,3,12,3,15
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,7,12,155,143,162,155,317
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,8,22,32,27,40,67
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,7,86,73,90,80,170
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,4,55,65,59,69,128
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,8,15,87,78,95,93,188
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,10,10,10,10,20
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,13,11,86,85,99,96,195
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,1,3,3,3,4,7
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,13,15,179,154,192,169,361
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,3,51,35,55,38,93
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,16,10,143,122,159,132,291
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,2,22,37,22,39,61
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,20,31,79,98,99,129,228
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,7,20,26,23,33,56
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,7,11,101,118,108,129,237
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,118,97,527,465,645,562,1207
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,17,17,126,140,143,157,300
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,0,4,6,9,6,15
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,2,16,11,19,13,32
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,9,13,81,79,90,92,182
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,0,14,12,15,12,27
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,0,13,8,15,8,23
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,31,28,33,31,64
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1285,1007,3638,3608,4923,4615,9538
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,1,12,16,13,17,30
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,11,7,68,45,79,52,131
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,7,3,24,36,31,39,70
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,44,41,391,368,435,409,844
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,0,15,12,17,12,29
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,17,10,106,91,123,101,224
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,46,64,328,364,374,428,802
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,1,0,0,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,29,21,31,24,55
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,0,2,1,3,1,4
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,16,15,16,15,31
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,9,9,10,11,19,30
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,15,8,75,51,90,59,149
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,4,33,34,34,38,72
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,0,13,26,16,26,42
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,13,8,92,100,105,108,213
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,11,13,53,30,64,43,107
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,8,110,140,115,148,263
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,4,43,23,45,27,72
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,32,35,236,212,268,247,515
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,20,21,72,108,92,129,221
HUACARAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,2,19,23,22,25,47
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,2,47,41,49,43,92
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,0,9,7,10,7,17
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,6,3,6,3,9
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,5,50,57,55,62,117
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,2,33,27,36,29,65
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,1,8,9,9,10,19
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,4,14,15,16,19,35
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,0,2,11,4,11,15
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,11,4,1,9,12,21
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,7,15,15,20,22,42
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,4,42,44,42,48,90
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,3,11,5,12,8,20
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,4,3,42,31,46,34,80
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,16,18,56,79,72,97,169
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,3,6,75,72,78,78,156
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,5,4,52,57,57,61,118
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,59,53,238,210,297,263,560
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,145,150,585,563,730,713,1443
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1691,1645,2244,2121,3935,3766,7701
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,3,2,3,2,5
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,2,3,18,32,20,35,55
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,12,5,115,89,127,94,221
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,0,0,15,19,15,19,34
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,1,0,10,13,11,13,24
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2023-07-01,18,9,141,141,159,150,309
