,group,variable,month,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
OKINAWA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,2,63,66,66,68,134
OMEREQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,52,48,53,48,101
ORURO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,175,170,1168,1171,1343,1341,2684
PADCAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,3,85,66,87,69,156
PADILLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,1,45,45,48,46,94
PAILON,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,14,8,131,126,145,134,279
PALCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,18,15,117,93,135,108,243
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,47,43,111,101,158,144,302
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,0,18,19,20,19,39
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,3,48,54,55,57,112
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,3,14,13,15,16,31
PASORAPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,13,10,14,10,24
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,4,64,74,73,78,151
PAZÑA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,2,20,17,21,19,40
PELECHUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,1,32,31,33,32,65
POCOATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,4,58,66,70,70,140
POCONA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,9,63,52,72,61,133
POJO (CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,15,11,60,57,75,68,143
POOPO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,1,21,29,25,30,55
PORCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,9,79,64,86,73,159
POROMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,1,46,49,49,50,99
PORONGO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,10,48,48,55,58,113
PORTACHUELO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,10,7,77,68,87,75,162
PORVENIR,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,36,34,38,35,73
POSTRER VALLE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,7,10,7,10,17
POTOSI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,216,183,1075,1039,1291,1222,2513
PRESTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,0,22,18,25,18,43
PUCARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,3,4,4,4,7,11
PUCARANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,17,20,111,125,128,145,273
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,4,36,21,39,25,64
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,4,53,37,55,41,96
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,2,45,55,45,57,102
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,1,19,19,22,20,42
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,6,60,50,65,56,121
PUERTO RICO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,4,42,16,44,20,64
PUERTO SILES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,2,5,2,5,7
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,12,97,73,109,85,194
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,56,70,598,552,654,622,1276
PUNA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,33,34,33,34,67
PUNATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,32,25,118,151,150,176,326
QUIABAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,3,13,16,13,19,32
QUILLACOLLO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,77,85,520,496,597,581,1178
QUIME,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,2,41,43,45,45,90
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,1,6,7,6,8,14
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,8,5,48,32,56,37,93
RAVELO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,2,8,5,9,7,16
REYES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,13,9,46,44,59,53,112
RIBERALTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,106,94,622,612,728,706,1434
ROBORE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,9,77,79,89,88,177
RURRENABAQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,7,137,111,146,118,264
SABAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,12,15,12,15,27
SACABA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,93,104,709,710,802,814,1616
SACABAMBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,3,12,18,13,21,34
SACACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,3,62,70,66,73,139
SAIPINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,3,41,36,42,39,81
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,2,32,30,33,32,65
SAMAIPATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,7,60,58,69,65,134
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,0,7,6,9,6,15
SAN ANDRES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,17,58,47,70,64,134
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,7,5,7,5,12
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,6,11,8,12,20
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,28,40,30,41,71
SAN BENITO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,19,17,69,47,88,64,152
SAN BORJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,43,37,264,240,307,277,584
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,7,52,47,56,54,110
SAN CARLOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,13,10,95,114,108,124,232
SAN IGNACIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,33,30,118,74,151,104,255
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,27,36,302,258,329,294,623
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,3,17,9,19,12,31
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,11,106,99,118,110,228
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,18,19,6,2,24,21,45
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,8,70,89,77,97,174
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,6,1,33,28,39,29,68
SAN JULIAN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,33,30,302,325,335,355,690
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,2,45,45,49,47,96
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,10,25,79,99,89,124,213
SAN LUCAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,14,124,120,133,134,267
SAN MATIAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,15,21,91,70,106,91,197
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,5,77,75,80,80,160
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,2,9,8,9,10,19
SAN PEDRO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,10,2,81,69,91,71,162
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,9,82,112,91,121,212
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,3,14,16,18,19,37
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,11,63,59,70,70,140
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,3,4,3,4,7
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,6,19,18,24,24,48
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,10,7,10,7,17
SAN RAFAEL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,2,42,38,45,40,85
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,13,10,17,29,30,39,69
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,6,4,52,48,58,52,110
SANTA ANA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,36,22,36,24,72,46,118
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,950,818,3992,3686,4942,4504,9446
SANTA ROSA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,4,72,70,75,74,149
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,13,3,89,63,102,66,168
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,15,12,15,12,27
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,18,27,18,27,45
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,5,27,20,30,25,55
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,3,10,15,13,18,31
SANTIVAÑES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,10,10,52,39,62,49,111
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,8,9,8,9,17
SAPAHAQUI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,2,28,32,29,34,63
SENA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,2,75,66,77,68,145
SHINAOTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,22,28,196,199,218,227,445
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,2,79,65,84,67,151
SICAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,4,29,35,31,39,70
SIPE SIPE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,65,65,410,371,475,436,911
SOPACHUY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,12,15,12,15,27
SORACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,33,36,34,36,70
SORATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,5,64,73,67,78,145
SUCRE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,214,200,1310,1326,1524,1526,3050
TACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,6,1,6,1,7
TACACOMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,0,48,38,50,38,88
TACOBAMBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,3,33,20,34,23,57
TACOPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,1,17,26,18,27,45
TAHUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,6,1,7,1,8
TAPACARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,31,25,115,88,146,113,259
TARABUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,1,40,33,45,34,79
TARACO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,27,15,29,16,45
TARATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,13,64,45,76,58,134
TARIJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,223,211,581,610,804,821,1625
TARVITA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,2,32,27,32,29,61
TEOPONTE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,14,4,45,33,59,37,96
TIAHUANACU,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,8,9,55,69,63,78,141
TINGUIPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,4,3,33,39,37,42,79
TIPUANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,4,59,50,62,54,116
TIQUIPAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,62,72,220,215,282,287,569
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,7,6,96,117,103,123,226
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,3,2,3,2,5
TOCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,2,44,42,46,44,90
TODOS SANTOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,0,1,0,1,1
TOLATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,17,29,25,41,42,83
TOLEDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,3,21,20,22,23,45
TOMAVE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,1,18,15,18,16,34
TOMINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,1,25,31,26,32,58
TORO TORO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,3,41,27,43,30,73
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,9,11,85,87,94,98,192
TOTORA(ORR),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,13,20,13,20,33
TRIGAL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,7,6,8,6,14
TRINIDAD,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,124,159,334,344,458,503,961
TUPIZA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,43,39,180,163,223,202,425
TURCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,1,17,14,20,15,35
UMALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,28,23,28,23,51
UNCIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,6,100,84,105,90,195
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,10,6,75,75,85,81,166
URUBICHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,8,41,39,44,47,91
UYUNI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,28,16,153,156,181,172,353
VACAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,8,46,45,51,53,104
VALLEGRANDE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,12,12,89,92,101,104,205
VIACHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,73,67,300,288,373,355,728
VILA VILA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,1,12,13,13,14,27
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,8,2,49,38,57,40,97
VILLA MONTES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,19,18,193,176,212,194,406
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,2,9,15,9,17,26
VILLA RIVERO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,6,50,49,53,55,108
VILLA SERRANO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,35,41,35,41,76
VILLA TUNARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,119,98,870,811,989,909,1898
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,7,41,43,46,50,96
VILLAZON,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,17,14,212,213,229,227,456
VINTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,20,26,256,225,276,251,527
VITICHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,4,31,30,36,34,70
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,0,14,14,15,14,29
WARNES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,114,103,617,578,731,681,1412
YACO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,5,1,30,25,35,26,61
YACUIBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,74,65,338,369,412,434,846
YAMPARAEZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,0,24,23,27,23,50
YANACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,1,2,12,21,13,23,36
YAPACANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,15,20,138,150,153,170,323
YOCALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,4,44,29,47,33,80
YOTALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,3,1,30,18,33,19,52
YUNCHARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,7,7,9,8,17
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-07-01,2,1,9,18,11,19,30
ACACIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,1,0,9,8,10,8,18
ACHACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,16,18,82,109,98,127,225
ACHOCALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,14,17,133,121,147,138,285
AIQUILE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,4,7,79,71,83,78,161
ALALAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,0,3,5,7,5,10,15
ALCALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,0,0,4,2,4,2,6
ALTO BENI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,10,3,61,48,71,51,122
ANCORAIMES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,3,3,34,28,37,31,68
ANDAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,0,0,9,6,9,6,15
ANTEQUERA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,0,1,5,7,5,8,13
ANZALDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,2,1,35,31,37,32,69
APOLO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,8,13,80,87,88,100,188
ARAMPAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,2,2,6,4,8,6,14
ARANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos dentro del establecimiento,2023-08-01,2,1,50,61,52,62,114
