municipality,group,variable,month,Viviendas Positivas,TOTAL
SIPE SIPE,chagas viviendas,viviendas positivas,2021-04-01,17,17
SUCRE,chagas viviendas,viviendas positivas,2021-04-01,29,29
TACOBAMBA,chagas viviendas,viviendas positivas,2021-04-01,11,11
TAPACARI,chagas viviendas,viviendas positivas,2021-04-01,3,3
TARATA,chagas viviendas,viviendas positivas,2021-04-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas positivas,2021-04-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2021-04-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2021-04-01,41,41
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-04-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2021-04-01,2,2
VINTO,chagas viviendas,viviendas positivas,2021-04-01,1,1
YACUIBA,chagas viviendas,viviendas positivas,2021-04-01,1,1
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-04-01,16,16
AIQUILE,chagas viviendas,viviendas positivas,2021-05-01,17,17
ARANI,chagas viviendas,viviendas positivas,2021-05-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-05-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2021-05-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2021-05-01,5,5
CARAPARI,chagas viviendas,viviendas positivas,2021-05-01,8,8
CKOCHAS,chagas viviendas,viviendas positivas,2021-05-01,14,14
CLIZA,chagas viviendas,viviendas positivas,2021-05-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2021-05-01,25,25
COTAGAITA,chagas viviendas,viviendas positivas,2021-05-01,8,8
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2021-05-01,1,1
CUEVO,chagas viviendas,viviendas positivas,2021-05-01,62,62
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2021-05-01,7,7
EL TORNO,chagas viviendas,viviendas positivas,2021-05-01,1,1
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2021-05-01,9,9
ICLA,chagas viviendas,viviendas positivas,2021-05-01,2,2
LA ASUNTA,chagas viviendas,viviendas positivas,2021-05-01,45,45
MIZQUE,chagas viviendas,viviendas positivas,2021-05-01,4,4
PASORAPA,chagas viviendas,viviendas positivas,2021-05-01,12,12
PUNATA,chagas viviendas,viviendas positivas,2021-05-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2021-05-01,2,2
SAN LUCAS,chagas viviendas,viviendas positivas,2021-05-01,31,31
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2021-05-01,6,6
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-05-01,8,8
SAPAHAQUI,chagas viviendas,viviendas positivas,2021-05-01,11,11
SIPE SIPE,chagas viviendas,viviendas positivas,2021-05-01,23,23
TACOBAMBA,chagas viviendas,viviendas positivas,2021-05-01,17,17
TARATA,chagas viviendas,viviendas positivas,2021-05-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2021-05-01,3,3
TOMINA,chagas viviendas,viviendas positivas,2021-05-01,42,42
TUPIZA,chagas viviendas,viviendas positivas,2021-05-01,9,9
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2021-05-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2021-05-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2021-05-01,11,11
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-05-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-05-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2021-05-01,24,24
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-05-01,14,14
YOTALA,chagas viviendas,viviendas positivas,2021-05-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2021-06-01,34,34
ANZALDO,chagas viviendas,viviendas positivas,2021-06-01,14,14
ARAMPAMPA,chagas viviendas,viviendas positivas,2021-06-01,2,2
ARANI,chagas viviendas,viviendas positivas,2021-06-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2021-06-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-06-01,3,3
BETANZOS,chagas viviendas,viviendas positivas,2021-06-01,10,10
CAPINOTA,chagas viviendas,viviendas positivas,2021-06-01,2,2
CARAPARI,chagas viviendas,viviendas positivas,2021-06-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2021-06-01,4,4
COTAGAITA,chagas viviendas,viviendas positivas,2021-06-01,7,7
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2021-06-01,1,1
CUEVO,chagas viviendas,viviendas positivas,2021-06-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2021-06-01,4,4
EL TORNO,chagas viviendas,viviendas positivas,2021-06-01,2,2
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2021-06-01,6,6
LA ASUNTA,chagas viviendas,viviendas positivas,2021-06-01,9,9
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-06-01,13,13
MIZQUE,chagas viviendas,viviendas positivas,2021-06-01,2,2
MOJOCOYA,chagas viviendas,viviendas positivas,2021-06-01,16,16
OMEREQUE,chagas viviendas,viviendas positivas,2021-06-01,15,15
POROMA,chagas viviendas,viviendas positivas,2021-06-01,1,1
PRESTO,chagas viviendas,viviendas positivas,2021-06-01,34,34
PUNATA,chagas viviendas,viviendas positivas,2021-06-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2021-06-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2021-06-01,4,4
SAN LUCAS,chagas viviendas,viviendas positivas,2021-06-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2021-06-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2021-06-01,20,20
TACOBAMBA,chagas viviendas,viviendas positivas,2021-06-01,7,7
TAPACARI,chagas viviendas,viviendas positivas,2021-06-01,1,1
TARATA,chagas viviendas,viviendas positivas,2021-06-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2021-06-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2021-06-01,17,17
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2021-06-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2021-06-01,6,6
VILLA MONTES,chagas viviendas,viviendas positivas,2021-06-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2021-06-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-06-01,11,11
YACUIBA,chagas viviendas,viviendas positivas,2021-06-01,7,7
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-06-01,6,6
YOTALA,chagas viviendas,viviendas positivas,2021-06-01,4,4
ZUDAÑEZ,chagas viviendas,viviendas positivas,2021-06-01,5,5
ACACIO,chagas viviendas,viviendas positivas,2021-07-01,128,128
AIQUILE,chagas viviendas,viviendas positivas,2021-07-01,6,6
ANZALDO,chagas viviendas,viviendas positivas,2021-07-01,10,10
ARAMPAMPA,chagas viviendas,viviendas positivas,2021-07-01,1,1
ARANI,chagas viviendas,viviendas positivas,2021-07-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2021-07-01,17,17
BETANZOS,chagas viviendas,viviendas positivas,2021-07-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-07-01,81,81
CAPINOTA,chagas viviendas,viviendas positivas,2021-07-01,7,7
CARAPARI,chagas viviendas,viviendas positivas,2021-07-01,4,4
CKOCHAS,chagas viviendas,viviendas positivas,2021-07-01,37,37
COCHABAMBA,chagas viviendas,viviendas positivas,2021-07-01,1,1
COTAGAITA,chagas viviendas,viviendas positivas,2021-07-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2021-07-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2021-07-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2021-07-01,3,3
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2021-07-01,4,4
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-07-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2021-07-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2021-07-01,5,5
OMEREQUE,chagas viviendas,viviendas positivas,2021-07-01,13,13
POCONA,chagas viviendas,viviendas positivas,2021-07-01,5,5
POROMA,chagas viviendas,viviendas positivas,2021-07-01,18,18
PUNATA,chagas viviendas,viviendas positivas,2021-07-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2021-07-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2021-07-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2021-07-01,114,114
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-07-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2021-07-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2021-07-01,9,9
SUCRE,chagas viviendas,viviendas positivas,2021-07-01,9,9
TACOBAMBA,chagas viviendas,viviendas positivas,2021-07-01,18,18
TAPACARI,chagas viviendas,viviendas positivas,2021-07-01,1,1
TIQUIPAYA,chagas viviendas,viviendas positivas,2021-07-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2021-07-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2021-07-01,4,4
TOTORA(CBBA),chagas viviendas,viviendas positivas,2021-07-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2021-07-01,4,4
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-07-01,4,4
VILLA SERRANO,chagas viviendas,viviendas positivas,2021-07-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-07-01,114,114
VITICHI,chagas viviendas,viviendas positivas,2021-07-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2021-07-01,1,1
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-07-01,9,9
YOTALA,chagas viviendas,viviendas positivas,2021-07-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2021-08-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2021-08-01,24,24
ANZALDO,chagas viviendas,viviendas positivas,2021-08-01,5,5
ARANI,chagas viviendas,viviendas positivas,2021-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-08-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2021-08-01,28,28
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-08-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2021-08-01,4,4
CARAPARI,chagas viviendas,viviendas positivas,2021-08-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2021-08-01,5,5
CLIZA,chagas viviendas,viviendas positivas,2021-08-01,1,1
COCAPATA,chagas viviendas,viviendas positivas,2021-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas positivas,2021-08-01,3,3
COTAGAITA,chagas viviendas,viviendas positivas,2021-08-01,8,8
CULPINA,chagas viviendas,viviendas positivas,2021-08-01,27,27
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2021-08-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2021-08-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2021-08-01,25,25
GUTIERREZ,chagas viviendas,viviendas positivas,2021-08-01,16,16
HUACARETA,chagas viviendas,viviendas positivas,2021-08-01,6,6
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2021-08-01,8,8
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-08-01,5,5
MIZQUE,chagas viviendas,viviendas positivas,2021-08-01,0,0
OMEREQUE,chagas viviendas,viviendas positivas,2021-08-01,2,2
PADCAYA,chagas viviendas,viviendas positivas,2021-08-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2021-08-01,23,23
QUILLACOLLO,chagas viviendas,viviendas positivas,2021-08-01,4,4
SAN BENITO,chagas viviendas,viviendas positivas,2021-08-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2021-08-01,2,2
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-08-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2021-08-01,3,3
TAPACARI,chagas viviendas,viviendas positivas,2021-08-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2021-08-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2021-08-01,61,61
TORO TORO,chagas viviendas,viviendas positivas,2021-08-01,28,28
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2021-08-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2021-08-01,11,11
VILLA MONTES,chagas viviendas,viviendas positivas,2021-08-01,11,11
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-08-01,3,3
VILLA SERRANO,chagas viviendas,viviendas positivas,2021-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-08-01,100,100
VITICHI,chagas viviendas,viviendas positivas,2021-08-01,10,10
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-08-01,4,4
YOTALA,chagas viviendas,viviendas positivas,2021-08-01,12,12
YUNCHARA,chagas viviendas,viviendas positivas,2021-08-01,1,1
ZUDAÑEZ,chagas viviendas,viviendas positivas,2021-08-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2021-09-01,5,5
AIQUILE,chagas viviendas,viviendas positivas,2021-09-01,19,19
ARANI,chagas viviendas,viviendas positivas,2021-09-01,3,3
ARQUE,chagas viviendas,viviendas positivas,2021-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-09-01,7,7
"CAIZA ""D""",chagas viviendas,viviendas positivas,2021-09-01,9,9
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-09-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2021-09-01,10,10
CARAPARI,chagas viviendas,viviendas positivas,2021-09-01,10,10
CKOCHAS,chagas viviendas,viviendas positivas,2021-09-01,15,15
CLIZA,chagas viviendas,viviendas positivas,2021-09-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2021-09-01,12,12
COTAGAITA,chagas viviendas,viviendas positivas,2021-09-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2021-09-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2021-09-01,244,244
GUTIERREZ,chagas viviendas,viviendas positivas,2021-09-01,16,16
HUACARETA,chagas viviendas,viviendas positivas,2021-09-01,4,4
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2021-09-01,2,2
ICLA,chagas viviendas,viviendas positivas,2021-09-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-09-01,54,54
LURIBAY,chagas viviendas,viviendas positivas,2021-09-01,1,1
MACHARETI,chagas viviendas,viviendas positivas,2021-09-01,137,137
MIZQUE,chagas viviendas,viviendas positivas,2021-09-01,4,4
MOJOCOYA,chagas viviendas,viviendas positivas,2021-09-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2021-09-01,7,7
PADCAYA,chagas viviendas,viviendas positivas,2021-09-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2021-09-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2021-09-01,6,6
POCONA,chagas viviendas,viviendas positivas,2021-09-01,5,5
PRESTO,chagas viviendas,viviendas positivas,2021-09-01,8,8
PUNATA,chagas viviendas,viviendas positivas,2021-09-01,24,24
SAN BENITO,chagas viviendas,viviendas positivas,2021-09-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2021-09-01,14,14
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-09-01,4,4
SICAYA,chagas viviendas,viviendas positivas,2021-09-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2021-09-01,3,3
TACOBAMBA,chagas viviendas,viviendas positivas,2021-09-01,18,18
TAPACARI,chagas viviendas,viviendas positivas,2021-09-01,2,2
TARATA,chagas viviendas,viviendas positivas,2021-09-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2021-09-01,3,3
TIQUIPAYA,chagas viviendas,viviendas positivas,2021-09-01,2,2
TOLATA,chagas viviendas,viviendas positivas,2021-09-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2021-09-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2021-09-01,22,22
TORO TORO,chagas viviendas,viviendas positivas,2021-09-01,6,6
TOTORA(CBBA),chagas viviendas,viviendas positivas,2021-09-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2021-09-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2021-09-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2021-09-01,6,6
VILLA MONTES,chagas viviendas,viviendas positivas,2021-09-01,19,19
VILLA SERRANO,chagas viviendas,viviendas positivas,2021-09-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-09-01,55,55
VINTO,chagas viviendas,viviendas positivas,2021-09-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2021-10-01,15,15
ANZALDO,chagas viviendas,viviendas positivas,2021-10-01,135,135
ARANI,chagas viviendas,viviendas positivas,2021-10-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-10-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2021-10-01,13,13
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2021-10-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2021-10-01,5,5
CLIZA,chagas viviendas,viviendas positivas,2021-10-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2021-10-01,14,14
COTAGAITA,chagas viviendas,viviendas positivas,2021-10-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2021-10-01,2,2
CULPINA,chagas viviendas,viviendas positivas,2021-10-01,107,107
GUTIERREZ,chagas viviendas,viviendas positivas,2021-10-01,62,62
HUACARETA,chagas viviendas,viviendas positivas,2021-10-01,8,8
ICLA,chagas viviendas,viviendas positivas,2021-10-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2021-10-01,9,9
LURIBAY,chagas viviendas,viviendas positivas,2021-10-01,16,16
MACHARETI,chagas viviendas,viviendas positivas,2021-10-01,107,107
MIZQUE,chagas viviendas,viviendas positivas,2021-10-01,5,5
MOJOCOYA,chagas viviendas,viviendas positivas,2021-10-01,52,52
OMEREQUE,chagas viviendas,viviendas positivas,2021-10-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2021-10-01,14,14
POCONA,chagas viviendas,viviendas positivas,2021-10-01,2,2
PRESTO,chagas viviendas,viviendas positivas,2021-10-01,63,63
PUNATA,chagas viviendas,viviendas positivas,2021-10-01,16,16
QUILLACOLLO,chagas viviendas,viviendas positivas,2021-10-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2021-10-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2021-10-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2021-10-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2021-10-01,72,72
SANTIVAÑES,chagas viviendas,viviendas positivas,2021-10-01,10,10
SICAYA,chagas viviendas,viviendas positivas,2021-10-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2021-10-01,24,24
TACACHI,chagas viviendas,viviendas positivas,2021-10-01,5,5
TACOBAMBA,chagas viviendas,viviendas positivas,2021-10-01,13,13
TARIJA,chagas viviendas,viviendas positivas,2021-10-01,15,15
TORO TORO,chagas viviendas,viviendas positivas,2021-10-01,17,17
TOTORA(CBBA),chagas viviendas,viviendas positivas,2021-10-01,51,51
TUPIZA,chagas viviendas,viviendas positivas,2021-10-01,14,14
VALLEGRANDE,chagas viviendas,viviendas positivas,2021-10-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2021-10-01,9,9
VILLA RIVERO,chagas viviendas,viviendas positivas,2021-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2021-10-01,5,5
VINTO,chagas viviendas,viviendas positivas,2021-10-01,4,4
VITICHI,chagas viviendas,viviendas positivas,2021-10-01,13,13
YAMPARAEZ,chagas viviendas,viviendas positivas,2021-10-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2021-11-01,9,9
ALCALA,chagas viviendas,viviendas positivas,2021-11-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2021-11-01,5,5
ARANI,chagas viviendas,viviendas positivas,2021-11-01,2,2
ARQUE,chagas viviendas,viviendas positivas,2021-11-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2021-11-01,3,3
