municipality,group,variable,month,Viviendas Evaluadas,TOTAL
TARATA,chagas viviendas,viviendas evaluadas,2021-07-01,170,170
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-07-01,267,267
TOCO,chagas viviendas,viviendas evaluadas,2021-07-01,291,291
TOMAVE,chagas viviendas,viviendas evaluadas,2021-07-01,246,246
TORO TORO,chagas viviendas,viviendas evaluadas,2021-07-01,186,186
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-07-01,153,153
TUPIZA,chagas viviendas,viviendas evaluadas,2021-07-01,213,213
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-07-01,153,153
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2021-07-01,63,63
VILA VILA,chagas viviendas,viviendas evaluadas,2021-07-01,61,61
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-07-01,381,381
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-07-01,90,90
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-07-01,683,683
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2021-07-01,343,343
VITICHI,chagas viviendas,viviendas evaluadas,2021-07-01,413,413
YACUIBA,chagas viviendas,viviendas evaluadas,2021-07-01,1185,1185
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-07-01,338,338
YOTALA,chagas viviendas,viviendas evaluadas,2021-07-01,57,57
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2021-07-01,464,464
ACACIO,chagas viviendas,viviendas evaluadas,2021-08-01,106,106
AIQUILE,chagas viviendas,viviendas evaluadas,2021-08-01,492,492
ALCALA,chagas viviendas,viviendas evaluadas,2021-08-01,155,155
ANZALDO,chagas viviendas,viviendas evaluadas,2021-08-01,55,55
ARANI,chagas viviendas,viviendas evaluadas,2021-08-01,220,220
ARBIETO,chagas viviendas,viviendas evaluadas,2021-08-01,186,186
ARQUE,chagas viviendas,viviendas evaluadas,2021-08-01,433,433
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-08-01,879,879
BETANZOS,chagas viviendas,viviendas evaluadas,2021-08-01,299,299
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2021-08-01,129,129
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-08-01,419,419
CARAPARI,chagas viviendas,viviendas evaluadas,2021-08-01,280,280
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-08-01,87,87
CLIZA,chagas viviendas,viviendas evaluadas,2021-08-01,249,249
COCAPATA,chagas viviendas,viviendas evaluadas,2021-08-01,357,357
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-08-01,52,52
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-08-01,215,215
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-08-01,65,65
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-08-01,437,437
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2021-08-01,60,60
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-08-01,177,177
CULPINA,chagas viviendas,viviendas evaluadas,2021-08-01,198,198
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-08-01,108,108
EL TORNO,chagas viviendas,viviendas evaluadas,2021-08-01,4,4
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2021-08-01,218,218
GUTIERREZ,chagas viviendas,viviendas evaluadas,2021-08-01,482,482
HUACARETA,chagas viviendas,viviendas evaluadas,2021-08-01,790,790
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2021-08-01,62,62
ICLA,chagas viviendas,viviendas evaluadas,2021-08-01,158,158
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-08-01,175,175
MIZQUE,chagas viviendas,viviendas evaluadas,2021-08-01,286,286
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-08-01,394,394
PADCAYA,chagas viviendas,viviendas evaluadas,2021-08-01,161,161
PADILLA,chagas viviendas,viviendas evaluadas,2021-08-01,31,31
POCONA,chagas viviendas,viviendas evaluadas,2021-08-01,87,87
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-08-01,169,169
PRESTO,chagas viviendas,viviendas evaluadas,2021-08-01,200,200
PUNATA,chagas viviendas,viviendas evaluadas,2021-08-01,443,443
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-08-01,645,645
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2021-08-01,84,84
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-08-01,418,418
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-08-01,103,103
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-08-01,245,245
SICAYA,chagas viviendas,viviendas evaluadas,2021-08-01,45,45
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-08-01,569,569
TACACHI,chagas viviendas,viviendas evaluadas,2021-08-01,370,370
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-08-01,222,222
TAPACARI,chagas viviendas,viviendas evaluadas,2021-08-01,234,234
TARATA,chagas viviendas,viviendas evaluadas,2021-08-01,223,223
TINGUIPAYA,chagas viviendas,viviendas evaluadas,2021-08-01,3,3
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-08-01,196,196
TOCO,chagas viviendas,viviendas evaluadas,2021-08-01,119,119
TOMAVE,chagas viviendas,viviendas evaluadas,2021-08-01,221,221
TOMINA,chagas viviendas,viviendas evaluadas,2021-08-01,205,205
TORO TORO,chagas viviendas,viviendas evaluadas,2021-08-01,260,260
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-08-01,186,186
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-08-01,169,169
VILA VILA,chagas viviendas,viviendas evaluadas,2021-08-01,125,125
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-08-01,296,296
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-08-01,333,333
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-08-01,692,692
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2021-08-01,341,341
VITICHI,chagas viviendas,viviendas evaluadas,2021-08-01,660,660
YACUIBA,chagas viviendas,viviendas evaluadas,2021-08-01,351,351
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-08-01,428,428
YOTALA,chagas viviendas,viviendas evaluadas,2021-08-01,433,433
YUNCHARA,chagas viviendas,viviendas evaluadas,2021-08-01,244,244
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2021-08-01,255,255
ACACIO,chagas viviendas,viviendas evaluadas,2021-09-01,70,70
AIQUILE,chagas viviendas,viviendas evaluadas,2021-09-01,578,578
ALCALA,chagas viviendas,viviendas evaluadas,2021-09-01,105,105
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2021-09-01,40,40
ARANI,chagas viviendas,viviendas evaluadas,2021-09-01,200,200
ARBIETO,chagas viviendas,viviendas evaluadas,2021-09-01,819,819
ARQUE,chagas viviendas,viviendas evaluadas,2021-09-01,91,91
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-09-01,446,446
BETANZOS,chagas viviendas,viviendas evaluadas,2021-09-01,59,59
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2021-09-01,327,327
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2021-09-01,148,148
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-09-01,542,542
CARAPARI,chagas viviendas,viviendas evaluadas,2021-09-01,274,274
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-09-01,212,212
CLIZA,chagas viviendas,viviendas evaluadas,2021-09-01,101,101
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-09-01,1400,1400
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-09-01,211,211
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-09-01,51,51
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-09-01,365,365
CUATRO CAÑADAS,chagas viviendas,viviendas evaluadas,2021-09-01,12,12
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-09-01,225,225
CULPINA,chagas viviendas,viviendas evaluadas,2021-09-01,48,48
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-09-01,394,394
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2021-09-01,47,47
GUTIERREZ,chagas viviendas,viviendas evaluadas,2021-09-01,332,332
HUACARETA,chagas viviendas,viviendas evaluadas,2021-09-01,43,43
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2021-09-01,53,53
ICLA,chagas viviendas,viviendas evaluadas,2021-09-01,98,98
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-09-01,916,916
LURIBAY,chagas viviendas,viviendas evaluadas,2021-09-01,5,5
MACHARETI,chagas viviendas,viviendas evaluadas,2021-09-01,298,298
MIZQUE,chagas viviendas,viviendas evaluadas,2021-09-01,936,936
MOJOCOYA,chagas viviendas,viviendas evaluadas,2021-09-01,16,16
MOROCHATA,chagas viviendas,viviendas evaluadas,2021-09-01,1671,1671
OCURI,chagas viviendas,viviendas evaluadas,2021-09-01,57,57
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-09-01,414,414
PADCAYA,chagas viviendas,viviendas evaluadas,2021-09-01,133,133
PADILLA,chagas viviendas,viviendas evaluadas,2021-09-01,252,252
PASORAPA,chagas viviendas,viviendas evaluadas,2021-09-01,100,100
POCONA,chagas viviendas,viviendas evaluadas,2021-09-01,251,251
PRESTO,chagas viviendas,viviendas evaluadas,2021-09-01,99,99
PUNATA,chagas viviendas,viviendas evaluadas,2021-09-01,351,351
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-09-01,723,723
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2021-09-01,26,26
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-09-01,360,360
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-09-01,104,104
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2021-09-01,232,232
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-09-01,201,201
SICAYA,chagas viviendas,viviendas evaluadas,2021-09-01,67,67
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-09-01,403,403
TACACHI,chagas viviendas,viviendas evaluadas,2021-09-01,193,193
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-09-01,143,143
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-09-01,370,370
TAPACARI,chagas viviendas,viviendas evaluadas,2021-09-01,256,256
TARATA,chagas viviendas,viviendas evaluadas,2021-09-01,194,194
TARIJA,chagas viviendas,viviendas evaluadas,2021-09-01,300,300
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-09-01,163,163
TOCO,chagas viviendas,viviendas evaluadas,2021-09-01,106,106
TOLATA,chagas viviendas,viviendas evaluadas,2021-09-01,148,148
TOMAVE,chagas viviendas,viviendas evaluadas,2021-09-01,31,31
TOMINA,chagas viviendas,viviendas evaluadas,2021-09-01,22,22
TORO TORO,chagas viviendas,viviendas evaluadas,2021-09-01,105,105
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-09-01,240,240
TUPIZA,chagas viviendas,viviendas evaluadas,2021-09-01,727,727
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-09-01,215,215
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2021-09-01,57,57
VILA VILA,chagas viviendas,viviendas evaluadas,2021-09-01,102,102
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-09-01,350,350
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-09-01,257,257
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2021-09-01,469,469
VINTO,chagas viviendas,viviendas evaluadas,2021-09-01,268,268
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-09-01,185,185
ACACIO,chagas viviendas,viviendas evaluadas,2021-10-01,170,170
AIQUILE,chagas viviendas,viviendas evaluadas,2021-10-01,589,589
ALCALA,chagas viviendas,viviendas evaluadas,2021-10-01,128,128
ANZALDO,chagas viviendas,viviendas evaluadas,2021-10-01,103,103
ARANI,chagas viviendas,viviendas evaluadas,2021-10-01,225,225
ARBIETO,chagas viviendas,viviendas evaluadas,2021-10-01,269,269
ARQUE,chagas viviendas,viviendas evaluadas,2021-10-01,68,68
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-10-01,674,674
BETANZOS,chagas viviendas,viviendas evaluadas,2021-10-01,409,409
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2021-10-01,244,244
CAMARGO,chagas viviendas,viviendas evaluadas,2021-10-01,131,131
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2021-10-01,636,636
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-10-01,508,508
CLIZA,chagas viviendas,viviendas evaluadas,2021-10-01,190,190
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-10-01,1054,1054
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-10-01,241,241
COLQUECHACA,chagas viviendas,viviendas evaluadas,2021-10-01,40,40
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-10-01,324,324
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-10-01,150,150
CULPINA,chagas viviendas,viviendas evaluadas,2021-10-01,557,557
GUTIERREZ,chagas viviendas,viviendas evaluadas,2021-10-01,578,578
HUACARETA,chagas viviendas,viviendas evaluadas,2021-10-01,590,590
ICLA,chagas viviendas,viviendas evaluadas,2021-10-01,126,126
LA GUARDIA,chagas viviendas,viviendas evaluadas,2021-10-01,2,2
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-10-01,252,252
LURIBAY,chagas viviendas,viviendas evaluadas,2021-10-01,350,350
MIZQUE,chagas viviendas,viviendas evaluadas,2021-10-01,879,879
MOJOCOYA,chagas viviendas,viviendas evaluadas,2021-10-01,198,198
OCURI,chagas viviendas,viviendas evaluadas,2021-10-01,29,29
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-10-01,193,193
PADILLA,chagas viviendas,viviendas evaluadas,2021-10-01,131,131
PASORAPA,chagas viviendas,viviendas evaluadas,2021-10-01,147,147
POCONA,chagas viviendas,viviendas evaluadas,2021-10-01,235,235
PRESTO,chagas viviendas,viviendas evaluadas,2021-10-01,43,43
PUNATA,chagas viviendas,viviendas evaluadas,2021-10-01,340,340
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-10-01,778,778
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2021-10-01,78,78
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-10-01,312,312
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-10-01,210,210
SAN LUCAS,chagas viviendas,viviendas evaluadas,2021-10-01,253,253
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2021-10-01,306,306
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-10-01,226,226
SICAYA,chagas viviendas,viviendas evaluadas,2021-10-01,96,96
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-10-01,396,396
SUCRE,chagas viviendas,viviendas evaluadas,2021-10-01,70,70
TACACHI,chagas viviendas,viviendas evaluadas,2021-10-01,105,105
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-10-01,125,125
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-10-01,316,316
TAPACARI,chagas viviendas,viviendas evaluadas,2021-10-01,508,508
TARATA,chagas viviendas,viviendas evaluadas,2021-10-01,214,214
TARIJA,chagas viviendas,viviendas evaluadas,2021-10-01,741,741
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-10-01,176,176
TOLATA,chagas viviendas,viviendas evaluadas,2021-10-01,88,88
TOMAVE,chagas viviendas,viviendas evaluadas,2021-10-01,45,45
TORO TORO,chagas viviendas,viviendas evaluadas,2021-10-01,134,134
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-10-01,110,110
TUPIZA,chagas viviendas,viviendas evaluadas,2021-10-01,1023,1023
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-10-01,127,127
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2021-10-01,33,33
VILLA MONTES,chagas viviendas,viviendas evaluadas,2021-10-01,377,377
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-10-01,265,265
VINTO,chagas viviendas,viviendas evaluadas,2021-10-01,451,451
VITICHI,chagas viviendas,viviendas evaluadas,2021-10-01,466,466
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-10-01,331,331
ACACIO,chagas viviendas,viviendas evaluadas,2021-11-01,177,177
AIQUILE,chagas viviendas,viviendas evaluadas,2021-11-01,707,707
ALCALA,chagas viviendas,viviendas evaluadas,2021-11-01,317,317
ANZALDO,chagas viviendas,viviendas evaluadas,2021-11-01,94,94
ARANI,chagas viviendas,viviendas evaluadas,2021-11-01,135,135
ARBIETO,chagas viviendas,viviendas evaluadas,2021-11-01,313,313
ARQUE,chagas viviendas,viviendas evaluadas,2021-11-01,40,40
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-11-01,451,451
BETANZOS,chagas viviendas,viviendas evaluadas,2021-11-01,48,48
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2021-11-01,147,147
CAMARGO,chagas viviendas,viviendas evaluadas,2021-11-01,63,63
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2021-11-01,101,101
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-11-01,533,533
CARAPARI,chagas viviendas,viviendas evaluadas,2021-11-01,126,126
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-11-01,200,200
CLIZA,chagas viviendas,viviendas evaluadas,2021-11-01,94,94
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-11-01,967,967
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-11-01,7,7
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-11-01,296,296
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-11-01,150,150
CULPINA,chagas viviendas,viviendas evaluadas,2021-11-01,102,102
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2021-11-01,282,282
EL TORNO,chagas viviendas,viviendas evaluadas,2021-11-01,5,5
GUTIERREZ,chagas viviendas,viviendas evaluadas,2021-11-01,274,274
HUACARETA,chagas viviendas,viviendas evaluadas,2021-11-01,998,998
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2021-11-01,45,45
LA GUARDIA,chagas viviendas,viviendas evaluadas,2021-11-01,1,1
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2021-11-01,13,13
MIZQUE,chagas viviendas,viviendas evaluadas,2021-11-01,766,766
OCURI,chagas viviendas,viviendas evaluadas,2021-11-01,151,151
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-11-01,223,223
PADCAYA,chagas viviendas,viviendas evaluadas,2021-11-01,380,380
PADILLA,chagas viviendas,viviendas evaluadas,2021-11-01,135,135
PASORAPA,chagas viviendas,viviendas evaluadas,2021-11-01,234,234
POCONA,chagas viviendas,viviendas evaluadas,2021-11-01,210,210
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-11-01,167,167
PRESTO,chagas viviendas,viviendas evaluadas,2021-11-01,43,43
PUNATA,chagas viviendas,viviendas evaluadas,2021-11-01,425,425
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-11-01,1049,1049
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2021-11-01,27,27
SAMAIPATA,chagas viviendas,viviendas evaluadas,2021-11-01,54,54
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-11-01,360,360
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-11-01,289,289
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-11-01,345,345
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2021-11-01,421,421
SICAYA,chagas viviendas,viviendas evaluadas,2021-11-01,127,127
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-11-01,295,295
SOPACHUY,chagas viviendas,viviendas evaluadas,2021-11-01,47,47
TACACHI,chagas viviendas,viviendas evaluadas,2021-11-01,109,109
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-11-01,23,23
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-11-01,353,353
TAPACARI,chagas viviendas,viviendas evaluadas,2021-11-01,664,664
TARATA,chagas viviendas,viviendas evaluadas,2021-11-01,174,174
TARIJA,chagas viviendas,viviendas evaluadas,2021-11-01,654,654
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-11-01,147,147
TOLATA,chagas viviendas,viviendas evaluadas,2021-11-01,263,263
TOMAVE,chagas viviendas,viviendas evaluadas,2021-11-01,144,144
TORO TORO,chagas viviendas,viviendas evaluadas,2021-11-01,189,189
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2021-11-01,41,41
TUPIZA,chagas viviendas,viviendas evaluadas,2021-11-01,516,516
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-11-01,64,64
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2021-11-01,64,64
VILA VILA,chagas viviendas,viviendas evaluadas,2021-11-01,1135,1135
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-11-01,245,245
VINTO,chagas viviendas,viviendas evaluadas,2021-11-01,494,494
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-11-01,208,208
YOTALA,chagas viviendas,viviendas evaluadas,2021-11-01,283,283
ACACIO,chagas viviendas,viviendas evaluadas,2021-12-01,207,207
AIQUILE,chagas viviendas,viviendas evaluadas,2021-12-01,103,103
ALCALA,chagas viviendas,viviendas evaluadas,2021-12-01,175,175
ANZALDO,chagas viviendas,viviendas evaluadas,2021-12-01,216,216
ARANI,chagas viviendas,viviendas evaluadas,2021-12-01,120,120
ARBIETO,chagas viviendas,viviendas evaluadas,2021-12-01,253,253
ARQUE,chagas viviendas,viviendas evaluadas,2021-12-01,89,89
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2021-12-01,622,622
BETANZOS,chagas viviendas,viviendas evaluadas,2021-12-01,132,132
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2021-12-01,10,10
CAPINOTA,chagas viviendas,viviendas evaluadas,2021-12-01,509,509
CARAPARI,chagas viviendas,viviendas evaluadas,2021-12-01,147,147
CKOCHAS,chagas viviendas,viviendas evaluadas,2021-12-01,106,106
CLIZA,chagas viviendas,viviendas evaluadas,2021-12-01,143,143
COCHABAMBA,chagas viviendas,viviendas evaluadas,2021-12-01,1453,1453
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2021-12-01,261,261
COTAGAITA,chagas viviendas,viviendas evaluadas,2021-12-01,398,398
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2021-12-01,90,90
GUTIERREZ,chagas viviendas,viviendas evaluadas,2021-12-01,360,360
HUACARETA,chagas viviendas,viviendas evaluadas,2021-12-01,525,525
LA GUARDIA,chagas viviendas,viviendas evaluadas,2021-12-01,1,1
MIZQUE,chagas viviendas,viviendas evaluadas,2021-12-01,325,325
OMEREQUE,chagas viviendas,viviendas evaluadas,2021-12-01,75,75
PADILLA,chagas viviendas,viviendas evaluadas,2021-12-01,137,137
PASORAPA,chagas viviendas,viviendas evaluadas,2021-12-01,127,127
POCONA,chagas viviendas,viviendas evaluadas,2021-12-01,238,238
POJO (CBBA),chagas viviendas,viviendas evaluadas,2021-12-01,124,124
PUNATA,chagas viviendas,viviendas evaluadas,2021-12-01,277,277
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2021-12-01,831,831
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2021-12-01,14,14
SAN BENITO,chagas viviendas,viviendas evaluadas,2021-12-01,350,350
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2021-12-01,38,38
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2021-12-01,35,35
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2021-12-01,146,146
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2021-12-01,260,260
SICAYA,chagas viviendas,viviendas evaluadas,2021-12-01,89,89
SIPE SIPE,chagas viviendas,viviendas evaluadas,2021-12-01,626,626
SOPACHUY,chagas viviendas,viviendas evaluadas,2021-12-01,179,179
TACOBAMBA,chagas viviendas,viviendas evaluadas,2021-12-01,102,102
TACOPAYA,chagas viviendas,viviendas evaluadas,2021-12-01,345,345
TAPACARI,chagas viviendas,viviendas evaluadas,2021-12-01,536,536
TARATA,chagas viviendas,viviendas evaluadas,2021-12-01,158,158
TARIJA,chagas viviendas,viviendas evaluadas,2021-12-01,785,785
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2021-12-01,191,191
TOLATA,chagas viviendas,viviendas evaluadas,2021-12-01,240,240
TORO TORO,chagas viviendas,viviendas evaluadas,2021-12-01,107,107
TUPIZA,chagas viviendas,viviendas evaluadas,2021-12-01,618,618
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2021-12-01,325,325
UYUNI,chagas viviendas,viviendas evaluadas,2021-12-01,1,1
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2021-12-01,23,23
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2021-12-01,177,177
VINTO,chagas viviendas,viviendas evaluadas,2021-12-01,375,375
VITICHI,chagas viviendas,viviendas evaluadas,2021-12-01,178,178
YAMPARAEZ,chagas viviendas,viviendas evaluadas,2021-12-01,488,488
