municipality,group,variable,month,Viviendas Roceadas,TOTAL
TOMAVE,chagas viviendas,viviendas roceadas,2021-09-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2021-09-01,96,96
TORO TORO,chagas viviendas,viviendas roceadas,2021-09-01,98,98
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-09-01,3,3
TUPIZA,chagas viviendas,viviendas roceadas,2021-09-01,8,8
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-09-01,4,4
VALLEGRANDE,chagas viviendas,viviendas roceadas,2021-09-01,2,2
VILA VILA,chagas viviendas,viviendas roceadas,2021-09-01,14,14
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-09-01,17,17
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-09-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2021-09-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-09-01,534,534
VINTO,chagas viviendas,viviendas roceadas,2021-09-01,7,7
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-09-01,36,36
YOTALA,chagas viviendas,viviendas roceadas,2021-09-01,8,8
AIQUILE,chagas viviendas,viviendas roceadas,2021-10-01,67,67
ANZALDO,chagas viviendas,viviendas roceadas,2021-10-01,19,19
ARANI,chagas viviendas,viviendas roceadas,2021-10-01,7,7
ARBIETO,chagas viviendas,viviendas roceadas,2021-10-01,16,16
ARQUE,chagas viviendas,viviendas roceadas,2021-10-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-10-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2021-10-01,26,26
CAMARGO,chagas viviendas,viviendas roceadas,2021-10-01,130,130
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2021-10-01,11,11
CAPINOTA,chagas viviendas,viviendas roceadas,2021-10-01,44,44
CARAPARI,chagas viviendas,viviendas roceadas,2021-10-01,29,29
CLIZA,chagas viviendas,viviendas roceadas,2021-10-01,8,8
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-10-01,66,66
COLQUECHACA,chagas viviendas,viviendas roceadas,2021-10-01,8,8
COTAGAITA,chagas viviendas,viviendas roceadas,2021-10-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2021-10-01,5,5
CULPINA,chagas viviendas,viviendas roceadas,2021-10-01,4,4
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-10-01,15,15
GUTIERREZ,chagas viviendas,viviendas roceadas,2021-10-01,578,578
HUACARETA,chagas viviendas,viviendas roceadas,2021-10-01,5,5
ICLA,chagas viviendas,viviendas roceadas,2021-10-01,8,8
LAS CARRERAS,chagas viviendas,viviendas roceadas,2021-10-01,2,2
LURIBAY,chagas viviendas,viviendas roceadas,2021-10-01,31,31
MACHARETI,chagas viviendas,viviendas roceadas,2021-10-01,30,30
MIZQUE,chagas viviendas,viviendas roceadas,2021-10-01,14,14
MOJOCOYA,chagas viviendas,viviendas roceadas,2021-10-01,193,193
OCURI,chagas viviendas,viviendas roceadas,2021-10-01,117,117
OMEREQUE,chagas viviendas,viviendas roceadas,2021-10-01,19,19
PASORAPA,chagas viviendas,viviendas roceadas,2021-10-01,35,35
POCONA,chagas viviendas,viviendas roceadas,2021-10-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2021-10-01,30,30
PRESTO,chagas viviendas,viviendas roceadas,2021-10-01,65,65
PUNATA,chagas viviendas,viviendas roceadas,2021-10-01,17,17
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-10-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2021-10-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-10-01,3,3
SAN LUCAS,chagas viviendas,viviendas roceadas,2021-10-01,93,93
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2021-10-01,78,78
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-10-01,7,7
SICAYA,chagas viviendas,viviendas roceadas,2021-10-01,16,16
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-10-01,27,27
TACACHI,chagas viviendas,viviendas roceadas,2021-10-01,5,5
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-10-01,27,27
TAPACARI,chagas viviendas,viviendas roceadas,2021-10-01,32,32
TARATA,chagas viviendas,viviendas roceadas,2021-10-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2021-10-01,16,16
TORO TORO,chagas viviendas,viviendas roceadas,2021-10-01,120,120
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-10-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2021-10-01,21,21
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-10-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2021-10-01,10,10
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-10-01,26,26
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-10-01,5,5
VINTO,chagas viviendas,viviendas roceadas,2021-10-01,11,11
VITICHI,chagas viviendas,viviendas roceadas,2021-10-01,9,9
YOTALA,chagas viviendas,viviendas roceadas,2021-10-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2021-11-01,71,71
ALCALA,chagas viviendas,viviendas roceadas,2021-11-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2021-11-01,10,10
ARANI,chagas viviendas,viviendas roceadas,2021-11-01,8,8
ARBIETO,chagas viviendas,viviendas roceadas,2021-11-01,10,10
ARQUE,chagas viviendas,viviendas roceadas,2021-11-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-11-01,11,11
BETANZOS,chagas viviendas,viviendas roceadas,2021-11-01,18,18
CAMARGO,chagas viviendas,viviendas roceadas,2021-11-01,50,50
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2021-11-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2021-11-01,30,30
CARAPARI,chagas viviendas,viviendas roceadas,2021-11-01,22,22
CKOCHAS,chagas viviendas,viviendas roceadas,2021-11-01,21,21
CLIZA,chagas viviendas,viviendas roceadas,2021-11-01,5,5
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-11-01,42,42
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2021-11-01,6,6
COTAGAITA,chagas viviendas,viviendas roceadas,2021-11-01,2,2
CULPINA,chagas viviendas,viviendas roceadas,2021-11-01,135,135
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-11-01,18,18
EL TORNO,chagas viviendas,viviendas roceadas,2021-11-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-11-01,34,34
GUTIERREZ,chagas viviendas,viviendas roceadas,2021-11-01,274,274
HUACARETA,chagas viviendas,viviendas roceadas,2021-11-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2021-11-01,4,4
ICLA,chagas viviendas,viviendas roceadas,2021-11-01,3,3
LAS CARRERAS,chagas viviendas,viviendas roceadas,2021-11-01,23,23
MACHARETI,chagas viviendas,viviendas roceadas,2021-11-01,4,4
MIZQUE,chagas viviendas,viviendas roceadas,2021-11-01,107,107
OMEREQUE,chagas viviendas,viviendas roceadas,2021-11-01,14,14
PADCAYA,chagas viviendas,viviendas roceadas,2021-11-01,6,6
PASORAPA,chagas viviendas,viviendas roceadas,2021-11-01,21,21
POJO (CBBA),chagas viviendas,viviendas roceadas,2021-11-01,2,2
PRESTO,chagas viviendas,viviendas roceadas,2021-11-01,25,25
PUNATA,chagas viviendas,viviendas roceadas,2021-11-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2021-11-01,2,2
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-11-01,14,14
SAPAHAQUI,chagas viviendas,viviendas roceadas,2021-11-01,11,11
SICAYA,chagas viviendas,viviendas roceadas,2021-11-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-11-01,39,39
TACACHI,chagas viviendas,viviendas roceadas,2021-11-01,6,6
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-11-01,6,6
TAPACARI,chagas viviendas,viviendas roceadas,2021-11-01,24,24
TARIJA,chagas viviendas,viviendas roceadas,2021-11-01,20,20
TOLATA,chagas viviendas,viviendas roceadas,2021-11-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2021-11-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2021-11-01,119,119
TORO TORO,chagas viviendas,viviendas roceadas,2021-11-01,20,20
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-11-01,92,92
TUPIZA,chagas viviendas,viviendas roceadas,2021-11-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-11-01,7,7
VILA VILA,chagas viviendas,viviendas roceadas,2021-11-01,7,7
VILLA MONTES,chagas viviendas,viviendas roceadas,2021-11-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2021-11-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-11-01,648,648
VINTO,chagas viviendas,viviendas roceadas,2021-11-01,6,6
YAMPARAEZ,chagas viviendas,viviendas roceadas,2021-11-01,11,11
YOTALA,chagas viviendas,viviendas roceadas,2021-11-01,33,33
AIQUILE,chagas viviendas,viviendas roceadas,2021-12-01,23,23
ALCALA,chagas viviendas,viviendas roceadas,2021-12-01,1,1
ANZALDO,chagas viviendas,viviendas roceadas,2021-12-01,9,9
ARAMPAMPA,chagas viviendas,viviendas roceadas,2021-12-01,4,4
ARANI,chagas viviendas,viviendas roceadas,2021-12-01,8,8
ARBIETO,chagas viviendas,viviendas roceadas,2021-12-01,15,15
ARQUE,chagas viviendas,viviendas roceadas,2021-12-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2021-12-01,3,3
BETANZOS,chagas viviendas,viviendas roceadas,2021-12-01,22,22
CAMARGO,chagas viviendas,viviendas roceadas,2021-12-01,8,8
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2021-12-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2021-12-01,22,22
CARAPARI,chagas viviendas,viviendas roceadas,2021-12-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2021-12-01,15,15
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2021-12-01,2,2
COTAGAITA,chagas viviendas,viviendas roceadas,2021-12-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2021-12-01,6,6
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2021-12-01,21,21
GUTIERREZ,chagas viviendas,viviendas roceadas,2021-12-01,360,360
MIZQUE,chagas viviendas,viviendas roceadas,2021-12-01,47,47
OMEREQUE,chagas viviendas,viviendas roceadas,2021-12-01,12,12
PADCAYA,chagas viviendas,viviendas roceadas,2021-12-01,12,12
PADILLA,chagas viviendas,viviendas roceadas,2021-12-01,4,4
PASORAPA,chagas viviendas,viviendas roceadas,2021-12-01,15,15
PUNATA,chagas viviendas,viviendas roceadas,2021-12-01,2,2
QUILLACOLLO,chagas viviendas,viviendas roceadas,2021-12-01,7,7
SACABA,chagas viviendas,viviendas roceadas,2021-12-01,4,4
SAN BENITO,chagas viviendas,viviendas roceadas,2021-12-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2021-12-01,12,12
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2021-12-01,6,6
SANTIVAÑES,chagas viviendas,viviendas roceadas,2021-12-01,8,8
SAPAHAQUI,chagas viviendas,viviendas roceadas,2021-12-01,1,1
SICAYA,chagas viviendas,viviendas roceadas,2021-12-01,15,15
SIPE SIPE,chagas viviendas,viviendas roceadas,2021-12-01,14,14
TACOBAMBA,chagas viviendas,viviendas roceadas,2021-12-01,11,11
TAPACARI,chagas viviendas,viviendas roceadas,2021-12-01,4,4
TARATA,chagas viviendas,viviendas roceadas,2021-12-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2021-12-01,41,41
TOLATA,chagas viviendas,viviendas roceadas,2021-12-01,2,2
TORO TORO,chagas viviendas,viviendas roceadas,2021-12-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2021-12-01,57,57
TUPIZA,chagas viviendas,viviendas roceadas,2021-12-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2021-12-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2021-12-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2021-12-01,225,225
VINTO,chagas viviendas,viviendas roceadas,2021-12-01,1,1
VITICHI,chagas viviendas,viviendas roceadas,2021-12-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2021-12-01,18,18
YOTALA,chagas viviendas,viviendas roceadas,2021-12-01,2,2
