municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
ARANI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,214,214
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,309,309
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,402,402
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,929,929
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,378,378
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,337,337
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,121,121
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,651,651
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,648,648
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,278,278
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,372,372
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,59,59
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,202,202
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,372,372
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,279,279
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,217,217
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,15,15
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,217,217
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,652,652
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,401,401
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,12144,12144
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,58,58
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,434,434
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,403,403
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,184,184
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,805,805
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,29,29
COROICO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,713,713
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,465,465
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,92,92
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,372,372
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,5476,5476
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,181,181
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,434,434
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,310,310
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,403,403
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,279,279
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
GUAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,467,467
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,466,466
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,434,434
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,30,30
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
HUMANATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
ICLA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,214,214
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,285,285
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,339,339
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,589,589
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,25185,25185
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
LAJA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,121,121
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,320,320
LLICA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,154,154
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,154,154
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,990,990
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,231,231
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,707,707
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1146,1146
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,310,310
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,56,56
NAZACARA DE PACAJES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
OCURI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,131,131
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
ORURO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,3068,3068
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,403,403
PAILON,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,227,227
PALCA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,91,91
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,403,403
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,153,153
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,72,72
POCONA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,527,527
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,310,310
POROMA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,775,775
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,372,372
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,402,402
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1594,1594
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,242,242
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,84,84
PUERTO PEREZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,780,780
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,69,69
PUERTO SILES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,26,26
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,651,651
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1271,1271
PUNA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,681,681
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,744,744
QUIME,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,92,92
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
REYES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,589,589
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,431,431
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,30,30
SACABA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1363,1363
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SACACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,153,153
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,110,110
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,61,61
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,341,341
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,423,423
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,434,434
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1395,1395
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1023,1023
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,143,143
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,929,929
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,85,85
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,493,493
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,367,367
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,278,278
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,159,159
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,179,179
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,12041,12041
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,341,341
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,153,153
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,30,30
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,248,248
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,154,154
SAPAHAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
SENA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,87,87
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,403,403
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,123,123
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,152,152
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,465,465
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,185,185
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
SORATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,4267,4267
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,60,60
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,279,279
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,336,336
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,387,387
TARACO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
TARATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,217,217
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1395,1395
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,713,713
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,153,153
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,61,61
TINGUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,154,154
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,558,558
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,527,527
TOCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,64,64
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,651,651
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,372,372
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1612,1612
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,465,465
TURCO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
UMALA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,155,155
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,394,394
VACAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,217,217
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,682,682
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,186,186
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,259,259
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,496,496
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1488,1488
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2011-07-01,182,182
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,341,341
VINTO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,310,310
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
WARNES,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,1240,1240
YACO,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,496,496
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,182,182
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,412,412
YOCALLA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,62,62
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,93,93
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2011-07-01,124,124
ACACIO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,247,247
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,527,527
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,155,155
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,124,124
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,155,155
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,124,124
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
APOLO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,186,186
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
ARANI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,186,186
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,279,279
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,279,279
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,402,402
AUCAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
AYATA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,124,124
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,93,93
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2011-08-01,992,992
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,210,210
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,358,358
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,248,248
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,155,155
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,248,248
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,93,93
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,123,123
CALACOTO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,154,154
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,651,651
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2011-08-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,558,558
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,279,279
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,124,124
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,248,248
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,208,208
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,372,372
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,215,215
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,279,279
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2011-08-01,217,217
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,31,31
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,217,217
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,644,644
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,401,401
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,12152,12152
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,60,60
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,434,434
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2011-08-01,62,62
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2011-08-01,403,403
