municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
PUCARA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,117,117
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,900,900
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,228,228
PUERTO SILES,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,26,26
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1170,1170
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1178,1178
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1519,1519
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1054,1054
QUIME,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,2635,2635
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1183,1183
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,403,403
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,2167,2167
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,122,122
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
SAN BENITO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,496,496
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,217,217
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1054,1054
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,930,930
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,3100,3100
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,310,310
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1860,1860
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,318,318
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,868,868
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,67,67
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,589,589
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,740,740
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,217,217
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,589,589
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,248,248
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,310,310
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,403,403
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,44886,44886
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,31,31
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,248,248
SENA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,86,86
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,651,651
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,279,279
SICAYA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
SIPE SIPE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,750,750
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,625,625
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,36021,36021
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,217,217
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,618,618
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,13547,13547
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,709,709
TEOPONTE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,60,60
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,93,93
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,744,744
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
TOLEDO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,620,620
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,31,31
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,713,713
TRIGAL,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,62,62
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,7042,7042
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,3410,3410
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1147,1147
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,60,60
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,713,713
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,527,527
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,186,186
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1174,1174
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,279,279
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,2170,2170
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,217,217
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,1178,1178
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,651,651
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,775,775
YACO,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,124,124
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,2418,2418
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,341,341
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,93,93
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,515,515
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,155,155
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2011-01-01,123,123
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,112,112
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,280,280
ACHOCALLA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1204,1204
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
ANCORAIMES,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,168,168
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,112,112
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,84,84
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,816,816
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,326,326
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1316,1316
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,336,336
BATALLAS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,168,168
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1325,1325
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,224,224
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,464,464
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,224,224
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,112,112
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,28,28
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1428,1428
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,2240,2240
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,420,420
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,980,980
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,76,76
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,227,227
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,504,504
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,28,28
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,796,796
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,84,84
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,728,728
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,252,252
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1562,1562
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,280,280
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,46228,46228
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1204,1204
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,196,196
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
COLQUIRI,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,316,316
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,673,673
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,364,364
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,224,224
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,112,112
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,168,168
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,896,896
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,252,252
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,616,616
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,626,626
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,56,56
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,168,168
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,420,420
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,252,252
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,10191,10191
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
EL PUENTE(TJA),internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,90,90
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,1792,1792
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,224,224
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,476,476
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2011-02-01,140,140
