municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,11,11
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,199,199
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,777,777
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,240,240
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,26,26
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,10,10
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2196,2196
PADCAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,118,118
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,57,57
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,82,82
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,17,17
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,65,65
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,14,14
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,29,29
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,49,49
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,3,3
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,12,12
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,22,22
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,11,11
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,206,206
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,5,5
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1454,1454
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,5,5
PUCARA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,3,3
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,28,28
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,14,14
PUERTO PEREZ,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1,1
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,40,40
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,41,41
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,144,144
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,238,238
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,16,16
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,343,343
QUIABAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,308,308
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,8,8
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,8,8
REYES,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,73,73
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,592,592
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,55,55
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,175,175
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,410,410
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,9,9
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,36,36
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,16,16
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,20,20
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,45,45
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1,1
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,19,19
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,14,14
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,185,185
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,88,88
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,209,209
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,96,96
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,512,512
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,62,62
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,18,18
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,182,182
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,49,49
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,175,175
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,12,12
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,52,52
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,63,63
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,64,64
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,336,336
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,9,9
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,23,23
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,52,52
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,39,39
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,103,103
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,8985,8985
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,61,61
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,36,36
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,39,39
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,3,3
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,8,8
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
SENA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,7,7
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,168,168
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,11,11
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1,1
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,43,43
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,67,67
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,22,22
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1721,1721
TACACHI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,7,7
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,84,84
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,15,15
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1354,1354
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,57,57
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,14,14
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,9,9
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,32,32
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,393,393
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,22,22
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,52,52
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,30,30
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
TRIGAL,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1071,1071
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,212,212
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1,1
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,7,7
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,35,35
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,33,33
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,143,143
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,6,6
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,136,136
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,49,49
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,5,5
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,27,27
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,239,239
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,11,11
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,25,25
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,358,358
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,18,18
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,144,144
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,95,95
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,11,11
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,244,244
YACO,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,2,2
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,406,406
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,20,20
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,10,10
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,1701,1701
YOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,4,4
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,58,58
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2011-03-01,28,28
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,37,37
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,147,147
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,20,20
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,5,5
ANTEQUERA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,34,34
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,18,18
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,211,211
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,32,32
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,34,34
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,150,150
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,17,17
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,21,21
BELEN DE ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,101,101
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,25,25
BOLIVAR,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,17,17
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,12,12
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,20,20
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,73,73
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,363,363
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,39,39
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,36,36
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,218,218
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,23,23
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,121,121
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,64,64
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,28,28
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,38,38
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,109,109
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,9,9
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,72,72
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,469,469
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,5363,5363
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,156,156
COLLANA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,38,38
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,21,21
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,12,12
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,150,150
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,40,40
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,19,19
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,28,28
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,50,50
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,33,33
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,196,196
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,25,25
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,57,57
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,5,5
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3724,3724
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,36,36
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,176,176
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,9,9
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,28,28
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,35,35
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,36,36
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,7,7
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,25,25
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,7,7
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,22,22
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,542,542
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,20,20
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,26,26
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,7,7
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,47,47
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,21,21
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,16,16
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,35,35
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,12,12
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,56,56
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,30,30
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,52,52
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,216,216
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,5057,5057
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,9,9
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,14,14
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,112,112
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,107,107
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,77,77
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,18,18
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,52,52
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,179,179
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,12,12
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,163,163
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,737,737
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,32,32
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,240,240
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,22,22
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,10,10
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2168,2168
PADCAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,82,82
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,36,36
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,5,5
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,117,117
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,25,25
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,6,6
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,45,45
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,32,32
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,47,47
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,19,19
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,7,7
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,170,170
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1108,1108
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,16,16
PUCARA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,4,4
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,20,20
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,3,3
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,19,19
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,67,67
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,66,66
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,146,146
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,190,190
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,16,16
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,324,324
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,313,313
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,15,15
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,8,8
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
REYES,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,70,70
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,600,600
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,120,120
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,219,219
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,2,2
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2011-04-01,305,305
