municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,34,34
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,28,28
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,97,97
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,22,22
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
CORO CORO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,381,381
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,49,49
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,159,159
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,117,117
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,40,40
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,129,129
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,7311,7311
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,19,19
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,28,28
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,724,724
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,35,35
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,214,214
EUCALIPTUS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,41,41
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3,3
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,13,13
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1132,1132
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,96,96
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,43,43
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
HUACHACALLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,155,155
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,24,24
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,36,36
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,14,14
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,45,45
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,35,35
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,29,29
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,155,155
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,124,124
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,43183,43183
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,265,265
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,180,180
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,65,65
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,9,9
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,66,66
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,115,115
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,554,554
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1236,1236
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,22,22
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,14,14
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4067,4067
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,228,228
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,157,157
PALCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,95,95
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,62,62
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,45,45
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
PORCO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,468,468
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5769,5769
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3,3
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,66,66
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,40,40
PUERTO SILES,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,380,380
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,375,375
PUNA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,23,23
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,526,526
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,184,184
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3,3
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,48,48
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1572,1572
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,121,121
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,269,269
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,557,557
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,20,20
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,28,28
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,5,5
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,65,65
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,24,24
SAN BENITO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,273,273
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,77,77
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,265,265
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,161,161
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1462,1462
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,62,62
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,126,126
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,258,258
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,350,350
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,309,309
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,26,26
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,29,29
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,86,86
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,22,22
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,252,252
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,14,14
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,47,47
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,119,119
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,84,84
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,401,401
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,35016,35016
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,80,80
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,36,36
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,239,239
SIPE SIPE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1,1
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,87,87
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,20,20
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,22830,22830
TACACOMA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,9,9
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,179,179
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,9038,9038
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,19,19
TEOPONTE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,39,39
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,126,126
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
TOLATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,8,8
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,17,17
TORO TORO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,12,12
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,10,10
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3825,3825
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,948,948
UMALA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,13,13
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,11,11
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,208,208
VACAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,255,255
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,59,59
VILA VILA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3,3
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,2,2
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,605,605
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,16,16
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,556,556
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,661,661
VITICHI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,6,6
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,375,375
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,1583,1583
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,4,4
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,16,16
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,3498,3498
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,47,47
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-01-01,46,46
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,25,25
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,101,101
ALALAY,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3,3
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,4,4
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,10,10
ARBIETO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3,3
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,498,498
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,73,73
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,35,35
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,39,39
BATALLAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3,3
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,56,56
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,588,588
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,40,40
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,64,64
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,76,76
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,49,49
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,2,2
CAJUATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,4,4
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,513,513
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3,3
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,987,987
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,30,30
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,27,27
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,180,180
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,8,8
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,118,118
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,251,251
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,16,16
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,219,219
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,9,9
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,913,913
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,28021,28021
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,173,173
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,2,2
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,73,73
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,11,11
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,109,109
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,69,69
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,12,12
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,30,30
CORO CORO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,5,5
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,310,310
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,45,45
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,132,132
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,114,114
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,49,49
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,94,94
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,6116,6116
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,909,909
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,16,16
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,6,6
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,190,190
EUCALIPTUS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,4,4
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,51,51
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,12,12
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1093,1093
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,103,103
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,44,44
HUACHACALLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,45,45
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,52,52
ICHOCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,10,10
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,12,12
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,44,44
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,54,54
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,26,26
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,105,105
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,226,226
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,43463,43463
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,387,387
LLICA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,2,2
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,7,7
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,6,6
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,229,229
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,46,46
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,15,15
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,39,39
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,93,93
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,521,521
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1612,1612
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,22,22
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,34,34
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,8,8
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3694,3694
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,205,205
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,232,232
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,111,111
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,67,67
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,4,4
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,1,1
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,582,582
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,3,3
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,2,2
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,5125,5125
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,21,21
PUCARANI,internaciones dias camas,dias camas ocupadas otros servicios,2011-02-01,2,2
