municipality,group,variable,month,Cesáreas,TOTAL
QUILLACOLLO,atencion de partos en servicio,cesareas,2008-02-01,49,49
REYES,atencion de partos en servicio,cesareas,2008-02-01,5,5
RIBERALTA,atencion de partos en servicio,cesareas,2008-02-01,64,64
ROBORE,atencion de partos en servicio,cesareas,2008-02-01,10,10
RURRENABAQUE,atencion de partos en servicio,cesareas,2008-02-01,3,3
SACABA,atencion de partos en servicio,cesareas,2008-02-01,29,29
SAN BORJA,atencion de partos en servicio,cesareas,2008-02-01,20,20
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2008-02-01,2,2
SAN CARLOS,atencion de partos en servicio,cesareas,2008-02-01,25,25
SAN IGNACIO,atencion de partos en servicio,cesareas,2008-02-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2008-02-01,19,19
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2008-02-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2008-02-01,6,6
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2008-02-01,2,2
SAN JULIAN,atencion de partos en servicio,cesareas,2008-02-01,15,15
SAN LUCAS,atencion de partos en servicio,cesareas,2008-02-01,2,2
SAN MATIAS,atencion de partos en servicio,cesareas,2008-02-01,4,4
SAN RAMON,atencion de partos en servicio,cesareas,2008-02-01,12,12
SAN RAMON,atencion de partos en servicio,cesareas,2008-02-01,1,1
SANTA ANA,atencion de partos en servicio,cesareas,2008-02-01,6,6
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2008-02-01,1160,1160
SANTA ROSA,atencion de partos en servicio,cesareas,2008-02-01,2,2
SIPE SIPE,atencion de partos en servicio,cesareas,2008-02-01,1,1
SOPACHUY,atencion de partos en servicio,cesareas,2008-02-01,2,2
SUCRE,atencion de partos en servicio,cesareas,2008-02-01,123,123
TARABUCO,atencion de partos en servicio,cesareas,2008-02-01,3,3
TARIJA,atencion de partos en servicio,cesareas,2008-02-01,144,144
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2008-02-01,4,4
TRINIDAD,atencion de partos en servicio,cesareas,2008-02-01,77,77
TUPIZA,atencion de partos en servicio,cesareas,2008-02-01,8,8
UYUNI,atencion de partos en servicio,cesareas,2008-02-01,16,16
VALLEGRANDE,atencion de partos en servicio,cesareas,2008-02-01,12,12
VILLA MONTES,atencion de partos en servicio,cesareas,2008-02-01,20,20
VILLA TUNARI,atencion de partos en servicio,cesareas,2008-02-01,5,5
VILLAZON,atencion de partos en servicio,cesareas,2008-02-01,6,6
VINTO,atencion de partos en servicio,cesareas,2008-02-01,1,1
WARNES,atencion de partos en servicio,cesareas,2008-02-01,15,15
YACUIBA,atencion de partos en servicio,cesareas,2008-02-01,39,39
ZUDAÑEZ,atencion de partos en servicio,cesareas,2008-02-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2008-03-01,11,11
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2008-03-01,2,2
ATOCHA,atencion de partos en servicio,cesareas,2008-03-01,12,12
BERMEJO,atencion de partos en servicio,cesareas,2008-03-01,19,19
BETANZOS,atencion de partos en servicio,cesareas,2008-03-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2008-03-01,7,7
CAMIRI,atencion de partos en servicio,cesareas,2008-03-01,30,30
CARANAVI,atencion de partos en servicio,cesareas,2008-03-01,15,15
CHALLAPATA,atencion de partos en servicio,cesareas,2008-03-01,4,4
CHARAGUA,atencion de partos en servicio,cesareas,2008-03-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2008-03-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2008-03-01,35,35
COCHABAMBA,atencion de partos en servicio,cesareas,2008-03-01,648,648
COLCAPIRHUA,atencion de partos en servicio,cesareas,2008-03-01,15,15
COMARAPA,atencion de partos en servicio,cesareas,2008-03-01,5,5
CONCEPCION,atencion de partos en servicio,cesareas,2008-03-01,8,8
COROICO,atencion de partos en servicio,cesareas,2008-03-01,5,5
COTOCA,atencion de partos en servicio,cesareas,2008-03-01,8,8
EL ALTO,atencion de partos en servicio,cesareas,2008-03-01,207,207
EL TORNO,atencion de partos en servicio,cesareas,2008-03-01,19,19
GUAYARAMERIN,atencion de partos en servicio,cesareas,2008-03-01,27,27
HUANUNI,atencion de partos en servicio,cesareas,2008-03-01,1,1
LA PAZ,atencion de partos en servicio,cesareas,2008-03-01,513,513
LLALLAGUA,atencion de partos en servicio,cesareas,2008-03-01,13,13
MAGDALENA,atencion de partos en servicio,cesareas,2008-03-01,8,8
MAIRANA,atencion de partos en servicio,cesareas,2008-03-01,5,5
MONTEAGUDO,atencion de partos en servicio,cesareas,2008-03-01,12,12
MONTERO,atencion de partos en servicio,cesareas,2008-03-01,86,86
ORURO,atencion de partos en servicio,cesareas,2008-03-01,202,202
PADILLA,atencion de partos en servicio,cesareas,2008-03-01,2,2
PATACAMAYA,atencion de partos en servicio,cesareas,2008-03-01,1,1
PORTACHUELO,atencion de partos en servicio,cesareas,2008-03-01,30,30
POTOSI,atencion de partos en servicio,cesareas,2008-03-01,72,72
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2008-03-01,6,6
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2008-03-01,11,11
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2008-03-01,11,11
PUNATA,atencion de partos en servicio,cesareas,2008-03-01,29,29
QUILLACOLLO,atencion de partos en servicio,cesareas,2008-03-01,46,46
REYES,atencion de partos en servicio,cesareas,2008-03-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2008-03-01,69,69
ROBORE,atencion de partos en servicio,cesareas,2008-03-01,7,7
RURRENABAQUE,atencion de partos en servicio,cesareas,2008-03-01,8,8
SACABA,atencion de partos en servicio,cesareas,2008-03-01,28,28
SAMAIPATA,atencion de partos en servicio,cesareas,2008-03-01,1,1
SAN BORJA,atencion de partos en servicio,cesareas,2008-03-01,21,21
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2008-03-01,6,6
SAN CARLOS,atencion de partos en servicio,cesareas,2008-03-01,26,26
SAN IGNACIO,atencion de partos en servicio,cesareas,2008-03-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2008-03-01,22,22
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2008-03-01,5,5
SAN JOAQUIN,atencion de partos en servicio,cesareas,2008-03-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2008-03-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2008-03-01,3,3
SAN JULIAN,atencion de partos en servicio,cesareas,2008-03-01,7,7
SAN LUCAS,atencion de partos en servicio,cesareas,2008-03-01,1,1
SAN MATIAS,atencion de partos en servicio,cesareas,2008-03-01,5,5
SAN RAMON,atencion de partos en servicio,cesareas,2008-03-01,15,15
SAN RAMON,atencion de partos en servicio,cesareas,2008-03-01,1,1
SANTA ANA,atencion de partos en servicio,cesareas,2008-03-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2008-03-01,1313,1313
SANTA ROSA,atencion de partos en servicio,cesareas,2008-03-01,3,3
SIPE SIPE,atencion de partos en servicio,cesareas,2008-03-01,3,3
SOPACHUY,atencion de partos en servicio,cesareas,2008-03-01,3,3
SUCRE,atencion de partos en servicio,cesareas,2008-03-01,150,150
TARABUCO,atencion de partos en servicio,cesareas,2008-03-01,4,4
TARIJA,atencion de partos en servicio,cesareas,2008-03-01,103,103
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2008-03-01,1,1
TRINIDAD,atencion de partos en servicio,cesareas,2008-03-01,80,80
TUPIZA,atencion de partos en servicio,cesareas,2008-03-01,4,4
UNCIA,atencion de partos en servicio,cesareas,2008-03-01,7,7
UYUNI,atencion de partos en servicio,cesareas,2008-03-01,7,7
VALLEGRANDE,atencion de partos en servicio,cesareas,2008-03-01,12,12
VILLA MONTES,atencion de partos en servicio,cesareas,2008-03-01,31,31
VILLA TUNARI,atencion de partos en servicio,cesareas,2008-03-01,12,12
VILLAZON,atencion de partos en servicio,cesareas,2008-03-01,5,5
VINTO,atencion de partos en servicio,cesareas,2008-03-01,3,3
WARNES,atencion de partos en servicio,cesareas,2008-03-01,23,23
YACUIBA,atencion de partos en servicio,cesareas,2008-03-01,52,52
YAPACANI,atencion de partos en servicio,cesareas,2008-03-01,1,1
YOTALA,atencion de partos en servicio,cesareas,2008-03-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2008-04-01,11,11
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2008-04-01,5,5
ATOCHA,atencion de partos en servicio,cesareas,2008-04-01,4,4
BERMEJO,atencion de partos en servicio,cesareas,2008-04-01,12,12
CAMARGO,atencion de partos en servicio,cesareas,2008-04-01,5,5
CAMIRI,atencion de partos en servicio,cesareas,2008-04-01,33,33
CARANAVI,atencion de partos en servicio,cesareas,2008-04-01,14,14
CHALLAPATA,atencion de partos en servicio,cesareas,2008-04-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2008-04-01,7,7
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2008-04-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2008-04-01,43,43
COCHABAMBA,atencion de partos en servicio,cesareas,2008-04-01,659,659
COLCAPIRHUA,atencion de partos en servicio,cesareas,2008-04-01,13,13
COMARAPA,atencion de partos en servicio,cesareas,2008-04-01,8,8
CONCEPCION,atencion de partos en servicio,cesareas,2008-04-01,7,7
COROICO,atencion de partos en servicio,cesareas,2008-04-01,6,6
COTOCA,atencion de partos en servicio,cesareas,2008-04-01,5,5
CULPINA,atencion de partos en servicio,cesareas,2008-04-01,4,4
EL ALTO,atencion de partos en servicio,cesareas,2008-04-01,220,220
EL TORNO,atencion de partos en servicio,cesareas,2008-04-01,6,6
GUAYARAMERIN,atencion de partos en servicio,cesareas,2008-04-01,36,36
HUANUNI,atencion de partos en servicio,cesareas,2008-04-01,1,1
LA PAZ,atencion de partos en servicio,cesareas,2008-04-01,478,478
LLALLAGUA,atencion de partos en servicio,cesareas,2008-04-01,8,8
MAGDALENA,atencion de partos en servicio,cesareas,2008-04-01,8,8
MAIRANA,atencion de partos en servicio,cesareas,2008-04-01,3,3
MONTEAGUDO,atencion de partos en servicio,cesareas,2008-04-01,10,10
MONTERO,atencion de partos en servicio,cesareas,2008-04-01,76,76
ORURO,atencion de partos en servicio,cesareas,2008-04-01,168,168
PADILLA,atencion de partos en servicio,cesareas,2008-04-01,6,6
PATACAMAYA,atencion de partos en servicio,cesareas,2008-04-01,4,4
PORTACHUELO,atencion de partos en servicio,cesareas,2008-04-01,29,29
POTOSI,atencion de partos en servicio,cesareas,2008-04-01,69,69
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2008-04-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2008-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2008-04-01,13,13
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2008-04-01,12,12
PUNATA,atencion de partos en servicio,cesareas,2008-04-01,17,17
QUILLACOLLO,atencion de partos en servicio,cesareas,2008-04-01,35,35
REYES,atencion de partos en servicio,cesareas,2008-04-01,4,4
RIBERALTA,atencion de partos en servicio,cesareas,2008-04-01,64,64
ROBORE,atencion de partos en servicio,cesareas,2008-04-01,10,10
RURRENABAQUE,atencion de partos en servicio,cesareas,2008-04-01,12,12
SACABA,atencion de partos en servicio,cesareas,2008-04-01,39,39
SAMAIPATA,atencion de partos en servicio,cesareas,2008-04-01,4,4
SAN BORJA,atencion de partos en servicio,cesareas,2008-04-01,15,15
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2008-04-01,4,4
SAN CARLOS,atencion de partos en servicio,cesareas,2008-04-01,17,17
SAN IGNACIO,atencion de partos en servicio,cesareas,2008-04-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2008-04-01,20,20
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2008-04-01,8,8
SAN JOAQUIN,atencion de partos en servicio,cesareas,2008-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2008-04-01,3,3
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2008-04-01,3,3
SAN JULIAN,atencion de partos en servicio,cesareas,2008-04-01,8,8
SAN LUCAS,atencion de partos en servicio,cesareas,2008-04-01,2,2
SAN MATIAS,atencion de partos en servicio,cesareas,2008-04-01,8,8
SAN RAMON,atencion de partos en servicio,cesareas,2008-04-01,8,8
SAN RAMON,atencion de partos en servicio,cesareas,2008-04-01,2,2
SANTA ANA,atencion de partos en servicio,cesareas,2008-04-01,24,24
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2008-04-01,1352,1352
SANTA ROSA,atencion de partos en servicio,cesareas,2008-04-01,1,1
SOPACHUY,atencion de partos en servicio,cesareas,2008-04-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2008-04-01,132,132
TARIJA,atencion de partos en servicio,cesareas,2008-04-01,132,132
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2008-04-01,8,8
TRINIDAD,atencion de partos en servicio,cesareas,2008-04-01,110,110
UNCIA,atencion de partos en servicio,cesareas,2008-04-01,9,9
UYUNI,atencion de partos en servicio,cesareas,2008-04-01,5,5
VALLEGRANDE,atencion de partos en servicio,cesareas,2008-04-01,18,18
VILLA MONTES,atencion de partos en servicio,cesareas,2008-04-01,31,31
VILLA TUNARI,atencion de partos en servicio,cesareas,2008-04-01,27,27
VILLAZON,atencion de partos en servicio,cesareas,2008-04-01,6,6
VINTO,atencion de partos en servicio,cesareas,2008-04-01,1,1
WARNES,atencion de partos en servicio,cesareas,2008-04-01,22,22
YACUIBA,atencion de partos en servicio,cesareas,2008-04-01,44,44
YAPACANI,atencion de partos en servicio,cesareas,2008-04-01,7,7
ZUDAÑEZ,atencion de partos en servicio,cesareas,2008-04-01,1,1
ACHACACHI,atencion de partos en servicio,cesareas,2008-05-01,2,2
AIQUILE,atencion de partos en servicio,cesareas,2008-05-01,18,18
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2008-05-01,10,10
ATOCHA,atencion de partos en servicio,cesareas,2008-05-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2008-05-01,1,1
BAURES,atencion de partos en servicio,cesareas,2008-05-01,3,3
BERMEJO,atencion de partos en servicio,cesareas,2008-05-01,12,12
BETANZOS,atencion de partos en servicio,cesareas,2008-05-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2008-05-01,3,3
CAMIRI,atencion de partos en servicio,cesareas,2008-05-01,38,38
CARANAVI,atencion de partos en servicio,cesareas,2008-05-01,16,16
CHALLAPATA,atencion de partos en servicio,cesareas,2008-05-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2008-05-01,11,11
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2008-05-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2008-05-01,38,38
COCHABAMBA,atencion de partos en servicio,cesareas,2008-05-01,605,605
COLCAPIRHUA,atencion de partos en servicio,cesareas,2008-05-01,16,16
COMARAPA,atencion de partos en servicio,cesareas,2008-05-01,6,6
CONCEPCION,atencion de partos en servicio,cesareas,2008-05-01,3,3
COROICO,atencion de partos en servicio,cesareas,2008-05-01,7,7
COTOCA,atencion de partos en servicio,cesareas,2008-05-01,8,8
CULPINA,atencion de partos en servicio,cesareas,2008-05-01,4,4
EL ALTO,atencion de partos en servicio,cesareas,2008-05-01,200,200
EL TORNO,atencion de partos en servicio,cesareas,2008-05-01,10,10
GUAYARAMERIN,atencion de partos en servicio,cesareas,2008-05-01,27,27
LA PAZ,atencion de partos en servicio,cesareas,2008-05-01,505,505
LLALLAGUA,atencion de partos en servicio,cesareas,2008-05-01,10,10
MAGDALENA,atencion de partos en servicio,cesareas,2008-05-01,7,7
MAIRANA,atencion de partos en servicio,cesareas,2008-05-01,4,4
MONTEAGUDO,atencion de partos en servicio,cesareas,2008-05-01,12,12
MONTERO,atencion de partos en servicio,cesareas,2008-05-01,80,80
OCURI,atencion de partos en servicio,cesareas,2008-05-01,1,1
ORURO,atencion de partos en servicio,cesareas,2008-05-01,191,191
PADILLA,atencion de partos en servicio,cesareas,2008-05-01,2,2
PORTACHUELO,atencion de partos en servicio,cesareas,2008-05-01,26,26
POTOSI,atencion de partos en servicio,cesareas,2008-05-01,46,46
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2008-05-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2008-05-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2008-05-01,10,10
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2008-05-01,15,15
PUNATA,atencion de partos en servicio,cesareas,2008-05-01,25,25
QUILLACOLLO,atencion de partos en servicio,cesareas,2008-05-01,21,21
REYES,atencion de partos en servicio,cesareas,2008-05-01,4,4
RIBERALTA,atencion de partos en servicio,cesareas,2008-05-01,74,74
ROBORE,atencion de partos en servicio,cesareas,2008-05-01,6,6
RURRENABAQUE,atencion de partos en servicio,cesareas,2008-05-01,17,17
SACABA,atencion de partos en servicio,cesareas,2008-05-01,27,27
SAMAIPATA,atencion de partos en servicio,cesareas,2008-05-01,4,4
SAN BORJA,atencion de partos en servicio,cesareas,2008-05-01,13,13
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2008-05-01,4,4
SAN CARLOS,atencion de partos en servicio,cesareas,2008-05-01,19,19
SAN IGNACIO,atencion de partos en servicio,cesareas,2008-05-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2008-05-01,28,28
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2008-05-01,6,6
SAN JOAQUIN,atencion de partos en servicio,cesareas,2008-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2008-05-01,4,4
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2008-05-01,1,1
SAN JULIAN,atencion de partos en servicio,cesareas,2008-05-01,27,27
SAN LUCAS,atencion de partos en servicio,cesareas,2008-05-01,2,2
SAN MATIAS,atencion de partos en servicio,cesareas,2008-05-01,2,2
SAN RAMON,atencion de partos en servicio,cesareas,2008-05-01,11,11
SAN RAMON,atencion de partos en servicio,cesareas,2008-05-01,1,1
SANTA ANA,atencion de partos en servicio,cesareas,2008-05-01,9,9
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2008-05-01,1315,1315
SANTA ROSA,atencion de partos en servicio,cesareas,2008-05-01,4,4
SIPE SIPE,atencion de partos en servicio,cesareas,2008-05-01,1,1
SOPACHUY,atencion de partos en servicio,cesareas,2008-05-01,2,2
SUCRE,atencion de partos en servicio,cesareas,2008-05-01,167,167
TARABUCO,atencion de partos en servicio,cesareas,2008-05-01,2,2
TARIJA,atencion de partos en servicio,cesareas,2008-05-01,123,123
TIQUIPAYA,atencion de partos en servicio,cesareas,2008-05-01,6,6
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2008-05-01,8,8
TRINIDAD,atencion de partos en servicio,cesareas,2008-05-01,83,83
TUPIZA,atencion de partos en servicio,cesareas,2008-05-01,2,2
UNCIA,atencion de partos en servicio,cesareas,2008-05-01,5,5
UYUNI,atencion de partos en servicio,cesareas,2008-05-01,9,9
