municipality,group,variable,month,Nacidos vivos,TOTAL
OMEREQUE,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
ORURO,atencion de partos en servicio,nacidos vivos,2008-03-01,542,542
PADCAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,11,11
PADILLA,atencion de partos en servicio,nacidos vivos,2008-03-01,19,19
PAILON,atencion de partos en servicio,nacidos vivos,2008-03-01,20,20
PALCA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2008-03-01,38,38
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
PASORAPA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,16,16
PAZÑA,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
PELECHUCO,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
POCOATA,atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
POCONA,atencion de partos en servicio,nacidos vivos,2008-03-01,16,16
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2008-03-01,16,16
POOPO,atencion de partos en servicio,nacidos vivos,2008-03-01,7,7
PORCO,atencion de partos en servicio,nacidos vivos,2008-03-01,8,8
POROMA,atencion de partos en servicio,nacidos vivos,2008-03-01,7,7
PORONGO,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2008-03-01,54,54
PORVENIR,atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
POSTRER VALLE,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
POTOSI,atencion de partos en servicio,nacidos vivos,2008-03-01,338,338
PUCARA,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
PUCARANI,atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2008-03-01,8,8
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2008-03-01,27,27
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2008-03-01,9,9
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2008-03-01,44,44
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2008-03-01,104,104
PUNA,atencion de partos en servicio,nacidos vivos,2008-03-01,19,19
PUNATA,atencion de partos en servicio,nacidos vivos,2008-03-01,67,67
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2008-03-01,168,168
QUIME,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
RAVELO,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
REYES,atencion de partos en servicio,nacidos vivos,2008-03-01,14,14
RIBERALTA,atencion de partos en servicio,nacidos vivos,2008-03-01,259,259
ROBORE,atencion de partos en servicio,nacidos vivos,2008-03-01,36,36
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2008-03-01,37,37
SABAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
SACABA,atencion de partos en servicio,nacidos vivos,2008-03-01,139,139
SACABAMBA,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
SACACA,atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
SAIPINA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2008-03-01,9,9
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2008-03-01,8,8
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2008-03-01,13,13
SAN ANDRES DE MACHACA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2008-03-01,7,7
SAN BENITO,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
SAN BORJA,atencion de partos en servicio,nacidos vivos,2008-03-01,71,71
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2008-03-01,17,17
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2008-03-01,92,92
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2008-03-01,36,36
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2008-03-01,108,108
SAN JAVIER(BNI),atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2008-03-01,32,32
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2008-03-01,39,39
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2008-03-01,26,26
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2008-03-01,71,71
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2008-03-01,8,8
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2008-03-01,30,30
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2008-03-01,28,28
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2008-03-01,16,16
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2008-03-01,24,24
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
SAN RAMON,atencion de partos en servicio,nacidos vivos,2008-03-01,38,38
SAN RAMON,atencion de partos en servicio,nacidos vivos,2008-03-01,11,11
SANTA ANA,atencion de partos en servicio,nacidos vivos,2008-03-01,50,50
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2008-03-01,2971,2971
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2008-03-01,31,31
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2008-03-01,17,17
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
SAPAHAQUI,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
SENA,atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2008-03-01,13,13
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2008-03-01,34,34
SOPACHUY,atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
SORACACHI,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
SORATA,atencion de partos en servicio,nacidos vivos,2008-03-01,11,11
SUCRE,atencion de partos en servicio,nacidos vivos,2008-03-01,492,492
TACACHI,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
TACOPAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
TAHUA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
TAPACARI,atencion de partos en servicio,nacidos vivos,2008-03-01,8,8
TARABUCO,atencion de partos en servicio,nacidos vivos,2008-03-01,17,17
TARACO,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
TARATA,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
TARIJA,atencion de partos en servicio,nacidos vivos,2008-03-01,351,351
TARVITA,atencion de partos en servicio,nacidos vivos,2008-03-01,22,22
TEOPONTE,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
TIAWANACU,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
TINGUIPAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
TIPUANI,atencion de partos en servicio,nacidos vivos,2008-03-01,21,21
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2008-03-01,43,43
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2008-03-01,72,72
TOCO,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
TOLATA,atencion de partos en servicio,nacidos vivos,2008-03-01,7,7
TOLEDO,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
TOMAVE,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
TOMINA,atencion de partos en servicio,nacidos vivos,2008-03-01,12,12
TORO TORO,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
TOTORA(ORR),atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
TRIGAL,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
TRINIDAD,atencion de partos en servicio,nacidos vivos,2008-03-01,329,329
TUPIZA,atencion de partos en servicio,nacidos vivos,2008-03-01,67,67
TURCO,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
UNCIA,atencion de partos en servicio,nacidos vivos,2008-03-01,38,38
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
URUBICHA,atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
UYUNI,atencion de partos en servicio,nacidos vivos,2008-03-01,36,36
VACAS,atencion de partos en servicio,nacidos vivos,2008-03-01,10,10
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2008-03-01,34,34
VIACHA,atencion de partos en servicio,nacidos vivos,2008-03-01,27,27
VILA VILA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2008-03-01,84,84
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
VILLA RIVERO,atencion de partos en servicio,nacidos vivos,2008-03-01,4,4
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2008-03-01,15,15
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2008-03-01,99,99
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
VILLAZON,atencion de partos en servicio,nacidos vivos,2008-03-01,49,49
VINTO,atencion de partos en servicio,nacidos vivos,2008-03-01,42,42
VITICHI,atencion de partos en servicio,nacidos vivos,2008-03-01,3,3
WARNES,atencion de partos en servicio,nacidos vivos,2008-03-01,136,136
YACO,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
YACUIBA,atencion de partos en servicio,nacidos vivos,2008-03-01,181,181
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2008-03-01,9,9
YANACACHI,atencion de partos en servicio,nacidos vivos,2008-03-01,2,2
YAPACANI,atencion de partos en servicio,nacidos vivos,2008-03-01,44,44
YOCALLA,atencion de partos en servicio,nacidos vivos,2008-03-01,5,5
YOTALA,atencion de partos en servicio,nacidos vivos,2008-03-01,6,6
YUNCHARA,atencion de partos en servicio,nacidos vivos,2008-03-01,1,1
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2008-03-01,15,15
ACACIO,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
ACHACACHI,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2008-04-01,9,9
AIQUILE,atencion de partos en servicio,nacidos vivos,2008-04-01,50,50
ALALAY,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
ALCALA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
ANCORAIMES,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
ANZALDO,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
APOLO,atencion de partos en servicio,nacidos vivos,2008-04-01,13,13
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
ARANI,atencion de partos en servicio,nacidos vivos,2008-04-01,8,8
ARBIETO,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
ARQUE,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2008-04-01,57,57
ATOCHA,atencion de partos en servicio,nacidos vivos,2008-04-01,21,21
AYATA,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
AYO AYO,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2008-04-01,18,18
AZURDUY,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
BATALLAS,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
BAURES,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
BELLA FLOR,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
BERMEJO,atencion de partos en servicio,nacidos vivos,2008-04-01,42,42
BETANZOS,atencion de partos en servicio,nacidos vivos,2008-04-01,26,26
BOLIVAR,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
BOYUIBE,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2008-04-01,17,17
CABEZAS,atencion de partos en servicio,nacidos vivos,2008-04-01,17,17
CAIROMA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
CAJUATA,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
CALAMARCA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
CAMARGO,atencion de partos en servicio,nacidos vivos,2008-04-01,20,20
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
CAMIRI,atencion de partos en servicio,nacidos vivos,2008-04-01,59,59
CAPINOTA,atencion de partos en servicio,nacidos vivos,2008-04-01,22,22
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
CARACOLLO,atencion de partos en servicio,nacidos vivos,2008-04-01,13,13
CARANAVI,atencion de partos en servicio,nacidos vivos,2008-04-01,77,77
CARAPARI,atencion de partos en servicio,nacidos vivos,2008-04-01,9,9
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2008-04-01,32,32
CHAQUI,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
CHARAGUA,atencion de partos en servicio,nacidos vivos,2008-04-01,58,58
CHAYANTA,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
CHIMORE,atencion de partos en servicio,nacidos vivos,2008-04-01,14,14
CHIPAYA,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2008-04-01,26,26
CHUMA,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
CLIZA,atencion de partos en servicio,nacidos vivos,2008-04-01,12,12
COBIJA,atencion de partos en servicio,nacidos vivos,2008-04-01,109,109
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2008-04-01,1493,1493
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2008-04-01,39,39
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
COLLANA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
COLOMI,atencion de partos en servicio,nacidos vivos,2008-04-01,26,26
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
COLQUIRI,atencion de partos en servicio,nacidos vivos,2008-04-01,13,13
COMARAPA,atencion de partos en servicio,nacidos vivos,2008-04-01,35,35
CONCEPCION,atencion de partos en servicio,nacidos vivos,2008-04-01,32,32
COPACABANA,atencion de partos en servicio,nacidos vivos,2008-04-01,24,24
CORIPATA,atencion de partos en servicio,nacidos vivos,2008-04-01,8,8
CORO CORO,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
COROICO,atencion de partos en servicio,nacidos vivos,2008-04-01,18,18
COTAGAITA,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
COTOCA,atencion de partos en servicio,nacidos vivos,2008-04-01,59,59
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
CUEVO,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
CULPINA,atencion de partos en servicio,nacidos vivos,2008-04-01,20,20
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
EL ALTO,atencion de partos en servicio,nacidos vivos,2008-04-01,1059,1059
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2008-04-01,15,15
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
EL TORNO,atencion de partos en servicio,nacidos vivos,2008-04-01,65,65
EL VILLAR,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2008-04-01,20,20
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2008-04-01,15,15
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
EUREKA (SANTOS MERCADO),atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
EXALTACION,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
FILADELFIA,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
GUANAY,atencion de partos en servicio,nacidos vivos,2008-04-01,9,9
GUAQUI,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2008-04-01,102,102
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
HUACARETA,atencion de partos en servicio,nacidos vivos,2008-04-01,10,10
HUACHACALLA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
HUANUNI,atencion de partos en servicio,nacidos vivos,2008-04-01,20,20
HUARACAJE,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
ICHOCA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
ICLA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
INCAHUASI,atencion de partos en servicio,nacidos vivos,2008-04-01,20,20
INQUISIVI,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
IXIAMAS,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2008-04-01,24,24
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2008-04-01,37,37
LA PAZ,atencion de partos en servicio,nacidos vivos,2008-04-01,1536,1536
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
LAJA,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2008-04-01,53,53
LLICA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
LORETO,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
LURIBAY,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
MACHARETI,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
MAGDALENA,atencion de partos en servicio,nacidos vivos,2008-04-01,24,24
MAIRANA,atencion de partos en servicio,nacidos vivos,2008-04-01,8,8
MAPIRI,atencion de partos en servicio,nacidos vivos,2008-04-01,15,15
MECAPACA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
MINEROS,atencion de partos en servicio,nacidos vivos,2008-04-01,24,24
MIZQUE,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
MOCOMOCO,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2008-04-01,41,41
MONTERO,atencion de partos en servicio,nacidos vivos,2008-04-01,257,257
MORO MORO,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
MOROCHATA,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
OCURI,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
OKINAWA,atencion de partos en servicio,nacidos vivos,2008-04-01,23,23
OMEREQUE,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
ORURO,atencion de partos en servicio,nacidos vivos,2008-04-01,513,513
PADCAYA,atencion de partos en servicio,nacidos vivos,2008-04-01,10,10
PADILLA,atencion de partos en servicio,nacidos vivos,2008-04-01,13,13
PAILON,atencion de partos en servicio,nacidos vivos,2008-04-01,27,27
PALCA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
PAMPA AULLAGAS,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2008-04-01,8,8
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
PASORAPA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2008-04-01,35,35
PAZÑA,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
PELECHUCO,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
POCOATA,atencion de partos en servicio,nacidos vivos,2008-04-01,9,9
POCONA,atencion de partos en servicio,nacidos vivos,2008-04-01,19,19
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2008-04-01,10,10
POOPO,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
PORCO,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
POROMA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
PORONGO,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2008-04-01,49,49
PORVENIR,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
POSTRER VALLE,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
POTOSI,atencion de partos en servicio,nacidos vivos,2008-04-01,304,304
PRESTO,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
PUCARA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
PUCARANI,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2008-04-01,2,2
PUERTO PEREZ,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2008-04-01,23,23
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2008-04-01,52,52
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2008-04-01,114,114
PUNA,atencion de partos en servicio,nacidos vivos,2008-04-01,22,22
PUNATA,atencion de partos en servicio,nacidos vivos,2008-04-01,65,65
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2008-04-01,116,116
QUIME,atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
QUIRUSILLAS,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
RAVELO,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
REYES,atencion de partos en servicio,nacidos vivos,2008-04-01,12,12
RIBERALTA,atencion de partos en servicio,nacidos vivos,2008-04-01,286,286
ROBORE,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2008-04-01,39,39
SABAYA,atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
SACABA,atencion de partos en servicio,nacidos vivos,2008-04-01,151,151
SACABAMBA,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
SACACA,atencion de partos en servicio,nacidos vivos,2008-04-01,7,7
SAIPINA,atencion de partos en servicio,nacidos vivos,2008-04-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
SAN AGUSTIN,atencion de partos en servicio,nacidos vivos,2008-04-01,1,1
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
SAN BENITO,atencion de partos en servicio,nacidos vivos,2008-04-01,6,6
SAN BORJA,atencion de partos en servicio,nacidos vivos,2008-04-01,61,61
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2008-04-01,52,52
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2008-04-01,117,117
SAN JAVIER(BNI),atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2008-04-01,36,36
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2008-04-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2008-04-01,37,37
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2008-04-01,16,16
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2008-04-01,69,69
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2008-04-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2008-04-01,27,27
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2008-04-01,31,31
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2008-04-01,14,14
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2008-04-01,15,15
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2008-04-01,5,5
SAN PEDRO(PND),atencion de partos en servicio,nacidos vivos,2008-04-01,3,3
SAN RAFAEL,atencion de partos en servicio,nacidos vivos,2008-04-01,9,9
SAN RAMON,atencion de partos en servicio,nacidos vivos,2008-04-01,8,8
SAN RAMON,atencion de partos en servicio,nacidos vivos,2008-04-01,22,22
SANTA ANA,atencion de partos en servicio,nacidos vivos,2008-04-01,70,70
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2008-04-01,2926,2926
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2008-04-01,14,14
